SampleID,true_add,predicted_add
64836_S2011_L003,109.7,63.11513333434011
64838_S1897_L003,133.9,61.82250555659011
64856_S1958_L003,124.1,69.27645000086
64858_S1963_L003,148.3,59.701500001090096
64872_S1954_L003,161.0,61.60662222351011
64874_S1884_L003,186.2,75.75317222250995
64892_S1997_L003,174.6,62.94166111203011
64894_S1939_L003,194.1,71.74950000068002
64908_S2001_L003,202.2,92.21543888906986
64911_S2290_L003,215.9,112.43059444647994
64928_S1933_L003,212.9,106.76377777851985

64174_S1875_L003,0.0,126.68813889199004
64190_S1863_L003,34.15,124.71270556011008
64208_S1857_L003,24.15,84.56306667051008
64210_S1865_L003,46.95,54.071538890559964
64226_S1866_L003,92.2,94.41867778058
64244_S1796_L003,76.65,123.67948889249993
64246_S1860_L003,109.7,73.59240000508011
64262_S1859_L003,162.45,127.62312777904994
64280_S1855_L003,144.95,70.08937777923002
64296_S1864_L003,191.65,73.49221666766995
64298_S1858_L003,213.25,85.32613889118004
64316_S1867_L003,202.45,78.56607777891999
64319_S2161_L003,224.05,130.7289611118299
64332_S1861_L003,235.2,175.25357222628986
64334_S1862_L003,254.4,66.44251111212004
64352_S1856_L003,243.55,61.672666669109965
64354_S1870_L003,267.15,102.45215000254001

60371_S2038_L003,5.8,75.4173055577
60387_S2032_L003,12.45,57.39517777933002
61869_S2035_L003,12.45,59.76649444586
61884_S1896_L003,12.7,57.35667222377003
61921_S2267_L003,18.8,60.40451666821002
61923_S2174_L003,19.35,100.32336111210998
61940_S1999_L003,18.8,64.54223889083008
61957_S2205_L003,19.35,58.23981666806004
62063_S1904_L003,12.45,66.44263333472003
63598_S2231_L003,12.45,67.79292222392995

45469_S2277_L003,422.75,52.82938333474005
45504_S1450_L003,521.95,49.26238889026
45829_S2262_L003,0.0,50.230327779670034
45831_S2251_L003,57.45,37.24063333432002
45849_S2108_L003,28.3,41.80532222350999
45851_S2226_L003,86.6,45.300694445820014
45887_S2093_L003,196.65,106.07826666883997
45903_S2034_L003,269.7,39.89796666790003
45937_S2244_L003,317.75,68.12702777879005
45956_S1458_L003,343.3,65.64170000201008
45959_S2286_L003,397.75,41.95715000105

45507_S2219_L003,24.45,53.212633334230006
45541_S2088_L003,78.05,51.54435555685002
45560_S1511_L003,104.45,117.48966111294996
45562_S1579_L003,153.05,225.0003166710001
45632_S1567_L003,303.9,124.32224444610996
45648_S1582_L003,376.1,235.67055000023998
45651_S2067_L003,421.7,237.71697777940005
45668_S1524_L003,400.0,67.50396666869993
45670_S1520_L003,443.9,77.85065000382993
45704_S1583_L003,483.95,65.58756666837007

61959_S2154_L006,0.0,87.00446111469995
61978_S1930_L003,0.0,80.37366666863005
61992_S1893_L003,0.0,92.00250556239017
62012_S1995_L003,0.0,95.84470556287013
62028_S1937_L003,6.15,83.9350888969602
62030_S1901_L003,12.25,67.98826666839001
62048_S1615_L003,8.65,83.29969444726014
64080_S1883_L003,20.3,115.89513889074004
64082_S1895_L003,24.75,92.97922222520016
64101_S2167_L003,22.8,131.77664444624003
64116_S1612_L003,26.7,120.63647778311011
64118_S1945_L003,28.65,84.02608333553
64136_S1614_L003,27.8,118.82114445026006
64138_S1998_L003,28.95,92.77837222418017
64152_S1929_L003,33.4,117.87196111199998
64155_S2280_L003,33.65,147.18784444846997

25670_S1348_L003,313.8888889,300.73273889580014
25812_S1337_L003,0.0,69.27553333438006
25814_S1330_L003,23.05555556,90.17727222297998
25832_S1306_L003,10.55555556,73.43309444500001
25834_S1301_L003,33.05555556,82.3434222232
25850_S1299_L003,62.50000001,74.50911111191
25868_S1303_L003,48.33333334,86.26631666759005
25870_S1333_L003,76.38888890000001,102.81055000002004
25884_S1298_L003,90.27777779,139.83413333250996
25886_S1339_L003,126.66666670000001,152.4463222216599
25904_S1305_L003,108.8888889,141.84619444425
25906_S1310_L003,141.66666669999998,155.96032777705994
25920_S1304_L003,157.77777780000002,196.76553333442988
25940_S1329_L003,176.9444445,188.2996833361997
25942_S1399_L003,220.83333330000002,294.6978777839002
25956_S1346_L003,242.2222222,282.2625777827002
25958_S1350_L003,276.1111111,253.18447223039996
25976_S1347_L003,260.0,232.26769445105987
25978_S1351_L003,293.6111111,295.68944445129995

25690_S1375_L003,394.44444439999995,270.6397055584903
43272_S1309_L003,0.0,98.31496111307007
43274_S1336_L003,36.38888889,126.3220222230199
43292_S1308_L003,18.61111111,111.82078333436002
43294_S1334_L003,51.38888889,118.59746111130991
43310_S1397_L003,107.2222222,100.63865000189006
43328_S1300_L003,86.66666667,72.59388889026005
43330_S1391_L003,130.5555556,70.09972222328001
43344_S1383_L003,151.9444445,53.39156666796008
43346_S1396_L003,185.83333330000002,135.08676666855004
43364_S1385_L003,169.72222219999998,118.46840555650009
43366_S1368_L003,203.33333330000002,178.7384611139401
43380_S1367_L003,223.61111110000002,60.455733334500124
43382_S1365_L003,269.4444445,210.29423889128012
43400_S1366_L003,245.5555556,267.58801111290023
43402_S1362_L003,292.22222220000003,276.30523333551025
43416_S1377_L003,313.3333333,231.6347777796
43418_S1376_L003,354.72222220000003,239.35382222669
43436_S1378_L003,332.77777779999997,299.1189000042002
43438_S1389_L003,375.8333333,220.08851111336006

43452_S1338_L003,0.0,66.6769055572701
43454_S1325_L003,41.38888889,62.095172224100125
43472_S1328_L003,18.61111111,59.1353222239801
43474_S1326_L003,63.33333333,149.22335555777974
43488_S1321_L003,86.11111111,101.80555000133006
43490_S1318_L003,133.3333333,129.08241111527997
43508_S1323_L003,109.7222222,57.91471666845012
43510_S1324_L003,152.5,156.83447222334993
43524_S1322_L003,168.61111110000002,313.2760777804999
43526_S1319_L003,193.88888889999998,323.4054833372601
43544_S1320_L003,180.5555556,283.11864444772004
43546_S1364_L003,213.0555556,304.1605111141001
43560_S1361_L003,231.38888889999998,331.6434500051204
43562_S1359_L003,268.8888889,326.1260944487805
43580_S1360_L003,250.83333330000002,322.3447611152004
43582_S1363_L003,289.1666667,312.98026111464014
43596_S1382_L003,308.05555560000005,334.19987222728065
43598_S1401_L003,345.27777779999997,342.9909777828207
43618_S1395_L003,366.9444445,333.4310222277206

61258_S1560_L003,0.0,53.15520555687997
61272_S1558_L003,21.3,133.97213889088997
61310_S1591_L003,130.7,177.83960555783995
61328_S1586_L003,111.5,243.64494444900006
61330_S1590_L003,152.3,254.56742778259985
61344_S1603_L003,173.7,232.27322222601987
61346_S1562_L003,214.5,218.9106444489199
61366_S1564_L003,236.2,284.1239555614004
61380_S1553_L003,253.1,269.825283338
61400_S1547_L003,269.7,273.26003333959994
61402_S1530_L003,302.8,284.4903166728005
61416_S1549_L003,320.1,221.9468500022899
61418_S1542_L003,361.3,273.78458889370035
61436_S1546_L003,340.2,292.68887778470054
61438_S1536_L003,383.0,289.4024333393804

61452_S1604_L003,0.0,54.88728889029005
61454_S1605_L003,41.7,81.55498889084002
61472_S1559_L003,21.3,61.01077222387007
61474_S1563_L003,60.4,67.55881111245006
61488_S1561_L003,76.2,172.76126111417992
61490_S1601_L003,111.5,159.5355555580101
61526_S1588_L003,194.1,281.39805000559977
61544_S1592_L003,173.7,249.0131555591999
61560_S1598_L003,236.2,259.7139833388
61562_S1596_L003,269.7,236.63836111729995
61580_S1606_L003,253.1,284.8655888940999
61582_S1587_L003,286.1,268.64192222860015
61596_S1526_L003,302.8,247.30841667139993
61598_S1533_L003,340.2,273.5868444477999
61616_S1538_L003,320.1,277.2022388927001
61618_S1529_L003,361.3,239.94504444790007
61632_S1535_L003,383.0,236.25803889390005

61634_S1532_L003,20.4,93.11412222401003
61652_S1539_L003,0.0,70.42494444586005
61654_S1531_L003,40.8,125.35375555642004
61668_S1527_L003,62.5,106.0254111123901
61688_S1541_L003,79.4,124.22376111230014
61690_S1543_L003,112.4,190.10010555839952
61706_S1599_L003,166.5,241.2819888929999
61724_S1554_L003,146.4,217.20576111359978
61726_S1600_L003,187.6,221.8950722245998
61740_S1548_L003,209.3,239.31775000229982
61742_S1597_L003,252.1,229.35677777949962
61760_S1550_L003,229.7,227.03023889129977
61762_S1595_L003,276.0,275.47127778070006
61776_S1593_L003,299.7,270.47957222680014
61778_S1537_L003,328.2,265.0787333361999
61796_S1540_L003,316.6,243.3582500028797
61812_S1528_L003,357.1,211.98393333529995
61832_S1534_L003,373.2,258.2476166706199

45170_S1768_L003,0.0,58.16777777940005
45186_S1774_L003,62.3,57.40730000160006
45204_S1779_L003,41.5,57.15539444601008
45206_S1776_L003,84.2,82.07967777965008
45220_S1769_L003,105.8,85.27513889021999
45222_S1772_L003,148.5,159.70691111464996
45240_S1781_L003,126.4,59.70825555671003
45242_S1782_L003,170.3,106.16616111309996
45256_S1777_L003,193.3,138.78410555907016
45258_S1784_L003,236.6,251.53495000388997
45278_S1738_L003,258.6,245.4930444493699
45292_S1789_L003,278.9,274.306388892
45294_S1745_L003,319.6,293.16279444860015
45312_S1786_L003,298.6,285.0075666709
45314_S1770_L003,341.7,278.68328889180003
45348_S1790_L003,392.2,237.65505000340997
45350_S1793_L003,441.3,259.95238889111994

45364_S1747_L003,84.2,118.05025000171003
45384_S1744_L003,105.8,132.54220555743998
45400_S1749_L003,0.0,60.2791500009
45402_S1754_L003,41.5,87.50906666829003
45420_S1761_L003,18.3,56.246694445790034
45422_S1755_L003,62.3,91.57940000128004
45438_S1743_L003,215.2,219.5586611159799
45456_S1752_L003,193.3,195.03314444736992
54544_S1740_L003,258.6,221.93116667123982
54546_S1792_L003,298.6,224.34660556021
54564_S1739_L003,278.9,228.28857222758995
54566_S1787_L003,319.6,280.2144388960999
54580_S1766_L003,341.7,304.6651055606998
54582_S1764_L003,392.2,296.5374555607397
54592_S1712_L003,366.3,202.8109222253998

54618_S1750_L003,18.3,52.97458889015
54636_S1748_L003,0.0,49.47789444575998
54638_S1762_L003,41.5,55.72019444598008
54654_S1756_L003,105.8,73.25243888989017
54672_S1763_L003,84.2,54.60786111259006
54688_S1725_L003,148.5,155.61160000352987
54690_S1758_L003,193.3,174.80415555802978
54700_S1737_L003,170.3,163.4990555582898
54710_S1732_L003,215.2,192.6718444495398
54724_S1775_L003,236.6,242.7665555595202
54726_S1778_L003,278.9,140.27767777950993
54744_S1767_L003,258.6,211.49940000557993
54746_S1773_L003,298.6,127.43580555776985
54756_S1783_L003,319.6,176.28573889135993
54762_S1742_L003,366.3,299.0586833392999
54780_S1741_L003,341.7,204.67566666971973
54782_S1757_L003,392.2,260.62979444794
54816_S1751_L003,441.3,268.03522222628015

43653_S2055_L003,0.0,68.88747222327007
43654_S1316_L003,45.83333333,77.29255000100004
43668_S1353_L003,67.5,103.13479444531994
43688_S1435_L003,90.55555556,174.30821111448014
43690_S1355_L003,132.7777778,205.22760000628
43704_S1427_L003,153.88888889999998,221.99608889504015
43707_S2177_L003,194.72222219999998,166.67340555907
43724_S1436_L003,174.4444445,186.34964444921002
43741_S2050_L003,247.2222222,268.65918889380015
43743_S2060_L003,296.3888889,293.38392778240006
43760_S1400_L003,271.1111111,250.09945000695993
43777_S2152_L003,350.0,202.53816667142004
43778_S1426_L003,391.6666667,333.1579166732006
43796_S1403_L003,373.6111111,307.6335388968002
43798_S1402_L003,409.1666667,306.9367000046001
43813_S2027_L003,428.6111111000001,300.9990277828802
43832_S1421_L003,449.16666669999995,316.48441667146056

43815_S2180_L003,0.0,68.93755555699009
43849_S2090_L003,45.83333333,151.67372778205987
43851_S1983_L006,90.55555556,151.53563889143007
43868_S1352_L003,67.5,168.20442222517013
43870_S1374_L003,111.66666670000001,165.71657222529996
43885_S2263_L003,132.7777778,158.31694444774013
43886_S1425_L003,174.4444445,234.14283333939986
43904_S1414_L003,153.88888889999998,228.9219444500998
43906_S1423_L003,194.72222219999998,255.95519444887
43920_S1386_L003,220.5555556,297.7328333392001
43923_S2252_L003,271.1111111,277.5234833389001
43941_S2089_L003,247.2222222,286.2217166725001
43942_S1432_L003,296.3888889,300.8744111177002
43956_S1429_L003,324.4444445,301.4365722302004
43958_S1405_L003,373.6111111,337.73043889800033
43976_S1434_L003,350.0,315.0031666747002
43978_S1428_L003,391.6666667,321.95808889690034
43992_S1415_L003,409.1666667,336.2148777872405
43995_S2056_L003,449.16666669999995,341.91333889720056

44014_S1371_L003,0.0,106.60114444702
44030_S1354_L003,67.5,201.24692778073995
44048_S1317_L003,45.83333333,97.46543889052006
44051_S1990_L006,90.55555556,154.58363333631002
44064_S1370_L003,111.66666670000001,277.4595833387998
44066_S1424_L003,153.88888889999998,276.73443889386016
44084_S1358_L003,132.7777778,276.1442500056999
44087_S2176_L003,174.4444445,271.80875000431996
44100_S1416_L003,194.72222219999998,298.1991944501999
44103_S2045_L003,247.2222222,315.36416667258015
44121_S2207_L003,220.5555556,298.5990555621
44122_S1410_L003,271.1111111,318.96495000769994
44136_S1411_L003,296.3888889,328.83351667380015
44138_S1379_L003,350.0,126.97863333504003
44157_S2105_L003,324.4444445,337.1305444525003
44159_S2113_L003,373.6111111,332.9448444526003
44172_S1413_L003,391.6666667,335.76908889500044
44175_S2028_L003,428.6111111000001,333.50732778337033
44193_S1997_L006,409.1666667,334.0130000053101

