comm_6_0	SHSU.bins.123
comm_6_0	SHSU.bins.175
comm_6_0	SHSU_advanced.final.35
comm_6_0	SHSU_advanced.final.69
comm_6_0	UTK.bins.71
comm_6_0	UTK_active.final.26
comm_6_1	SHSU.bins.150
comm_6_1	SHSU.bins.175
comm_6_1	SHSU_advanced.final.35
comm_6_1	SHSU_advanced.final.69
comm_6_1	UTK.bins.71
comm_6_1	UTK_active.final.26
comm_6_2	SHSU.bins.175
comm_6_2	SHSU_advanced.final.35
comm_6_2	SHSU_advanced.final.69
comm_6_2	UTK.bins.71
comm_6_2	UTK_active.final.18
comm_6_2	UTK_active.final.26
comm_6_3	SHSU.bins.175
comm_6_3	SHSU_active.final.81
comm_6_3	SHSU_advanced.final.35
comm_6_3	SHSU_advanced.final.69
comm_6_3	UTK.bins.71
comm_6_3	UTK_active.final.26
comm_6_4	SHSU.bins.175
comm_6_4	SHSU.bins.195
comm_6_4	SHSU_advanced.final.35
comm_6_4	SHSU_advanced.final.69
comm_6_4	UTK.bins.71
comm_6_4	UTK_active.final.26
comm_6_5	SHSU.bins.105
comm_6_5	SHSU.bins.157
comm_6_5	SHSU.bins.163
comm_6_5	SHSU.bins.83
comm_6_5	SHSU_advanced.final.129
comm_6_5	UTK.bins.176
comm_6_6	SHSU.bins.105
comm_6_6	SHSU.bins.157
comm_6_6	SHSU.bins.163
comm_6_6	SHSU.bins.450
comm_6_6	SHSU_advanced.final.129
comm_6_6	UTK.bins.176
comm_6_7	SHSU.bins.175
comm_6_7	SHSU.bins.329
comm_6_7	SHSU_advanced.final.35
comm_6_7	SHSU_advanced.final.69
comm_6_7	UTK.bins.71
comm_6_7	UTK_active.final.26
comm_6_8	SHSU.bins.105
comm_6_8	SHSU.bins.157
comm_6_8	SHSU.bins.163
comm_6_8	SHSU.bins.49
comm_6_8	SHSU_advanced.final.129
comm_6_8	UTK.bins.176
comm_6_9	CMU_advanced.final.11
comm_6_9	SHSU.bins.175
comm_6_9	SHSU_advanced.final.35
comm_6_9	SHSU_advanced.final.69
comm_6_9	UTK.bins.71
comm_6_9	UTK_active.final.26
comm_6_10	SHSU.bins.175
comm_6_10	SHSU.bins.450
comm_6_10	SHSU.bins.83
comm_6_10	SHSU_advanced.final.129
comm_6_10	UTK.bins.107
comm_6_10	UTK.bins.176
comm_6_11	SHSU.bins.157
comm_6_11	SHSU.bins.175
comm_6_11	SHSU.bins.450
comm_6_11	SHSU_advanced.final.129
comm_6_11	UTK.bins.107
comm_6_11	UTK.bins.176
comm_6_12	SHSU.bins.175
comm_6_12	SHSU_advanced.final.35
comm_6_12	SHSU_advanced.final.69
comm_6_12	UTK.bins.50
comm_6_12	UTK.bins.71
comm_6_12	UTK_active.final.26
comm_6_13	CMU_advanced.final.11
comm_6_13	SHSU.bins.175
comm_6_13	SHSU.bins.450
comm_6_13	SHSU_advanced.final.129
comm_6_13	UTK.bins.107
comm_6_13	UTK.bins.176
comm_6_14	SHSU.bins.105
comm_6_14	SHSU.bins.157
comm_6_14	SHSU.bins.163
comm_6_14	SHSU.bins.534
comm_6_14	SHSU_advanced.final.129
comm_6_14	UTK.bins.176
comm_6_15	SHSU.bins.123
comm_6_15	SHSU.bins.175
comm_6_15	SHSU.bins.450
comm_6_15	SHSU_advanced.final.129
comm_6_15	UTK.bins.107
comm_6_15	UTK.bins.176
comm_6_16	SHSU.bins.175
comm_6_16	SHSU.bins.450
comm_6_16	SHSU_advanced.final.129
comm_6_16	UTK.bins.107
comm_6_16	UTK.bins.176
comm_6_16	UTK_active.final.18
comm_6_17	SHSU.bins.175
comm_6_17	SHSU.bins.450
comm_6_17	SHSU_active.final.81
comm_6_17	SHSU_advanced.final.129
comm_6_17	UTK.bins.107
comm_6_17	UTK.bins.176
comm_6_18	SHSU.bins.105
comm_6_18	SHSU.bins.157
comm_6_18	SHSU.bins.163
comm_6_18	SHSU_advanced.final.129
comm_6_18	UTK.bins.176
comm_6_18	UTK.bins.50
comm_6_19	SHSU.bins.175
comm_6_19	SHSU.bins.450
comm_6_19	SHSU.bins.534
comm_6_19	SHSU_advanced.final.129
comm_6_19	UTK.bins.107
comm_6_19	UTK.bins.176
comm_6_20	SHSU.bins.105
comm_6_20	SHSU.bins.157
comm_6_20	SHSU.bins.163
comm_6_20	SHSU_advanced.final.129
comm_6_20	UTK.bins.176
comm_6_20	UTK_active.final.18
comm_6_21	SHSU.bins.164
comm_6_21	SHSU.bins.175
comm_6_21	SHSU_advanced.final.35
comm_6_21	SHSU_advanced.final.69
comm_6_21	UTK.bins.71
comm_6_21	UTK_active.final.26
comm_6_22	SHSU.bins.175
comm_6_22	SHSU.bins.450
comm_6_22	SHSU_advanced.final.129
comm_6_22	SHSU_advanced.final.49
comm_6_22	UTK.bins.107
comm_6_22	UTK.bins.176
comm_6_23	SHSU.bins.150
comm_6_23	SHSU.bins.175
comm_6_23	SHSU.bins.450
comm_6_23	SHSU_advanced.final.129
comm_6_23	UTK.bins.107
comm_6_23	UTK.bins.176
comm_6_24	CMU_advanced.final.11
comm_6_24	SHSU.bins.105
comm_6_24	SHSU.bins.157
comm_6_24	SHSU.bins.163
comm_6_24	SHSU_advanced.final.129
comm_6_24	UTK.bins.176
comm_6_25	SHSU.bins.175
comm_6_25	SHSU.bins.289
comm_6_25	SHSU.bins.450
comm_6_25	SHSU_advanced.final.129
comm_6_25	UTK.bins.107
comm_6_25	UTK.bins.176
comm_6_26	SHSU.bins.175
comm_6_26	SHSU.bins.42
comm_6_26	SHSU_advanced.final.35
comm_6_26	SHSU_advanced.final.69
comm_6_26	UTK.bins.71
comm_6_26	UTK_active.final.26
comm_6_27	SHSU.bins.105
comm_6_27	SHSU.bins.157
comm_6_27	SHSU.bins.163
comm_6_27	SHSU.bins.289
comm_6_27	SHSU_advanced.final.129
comm_6_27	UTK.bins.176
comm_6_28	SHSU.bins.105
comm_6_28	SHSU.bins.150
comm_6_28	SHSU.bins.157
comm_6_28	SHSU.bins.163
comm_6_28	SHSU_advanced.final.129
comm_6_28	UTK.bins.176
comm_6_29	SHSU.bins.175
comm_6_29	SHSU.bins.450
comm_6_29	SHSU_advanced.final.129
comm_6_29	UTK.bins.107
comm_6_29	UTK.bins.176
comm_6_29	UTK.bins.50
comm_6_30	SHSU.bins.163
comm_6_30	SHSU.bins.175
comm_6_30	SHSU.bins.450
comm_6_30	SHSU_advanced.final.129
comm_6_30	UTK.bins.107
comm_6_30	UTK.bins.176
comm_6_31	SHSU.bins.105
comm_6_31	SHSU.bins.157
comm_6_31	SHSU.bins.163
comm_6_31	SHSU.bins.530
comm_6_31	SHSU_advanced.final.129
comm_6_31	UTK.bins.176
comm_6_32	SHSU.bins.175
comm_6_32	SHSU.bins.240
comm_6_32	SHSU_advanced.final.35
comm_6_32	SHSU_advanced.final.69
comm_6_32	UTK.bins.71
comm_6_32	UTK_active.final.26
comm_6_33	SHSU.bins.175
comm_6_33	SHSU.bins.450
comm_6_33	SHSU_advanced.final.129
comm_6_33	SHSU_advanced.final.136
comm_6_33	UTK.bins.107
comm_6_33	UTK.bins.176
comm_6_34	SHSU.bins.335
comm_6_34	SHSU.bins.450
comm_6_34	SHSU.bins.530
comm_6_34	UTK.bins.50
comm_6_34	UTK_active.final.18
comm_6_34	UTK_active.final.26
comm_6_35	SHSU.bins.150
comm_6_35	SHSU.bins.450
comm_6_35	SHSU.bins.455
comm_6_35	SHSU.bins.83
comm_6_35	UTK.bins.176
comm_6_35	UTK.bins.37
comm_6_36	SHSU.bins.175
comm_6_36	SHSU.bins.450
comm_6_36	SHSU_advanced.final.129
comm_6_36	UTK.bins.107
comm_6_36	UTK.bins.176
comm_6_36	UTK.bins.23
comm_6_37	SHSU.bins.175
comm_6_37	SHSU.bins.84
comm_6_37	SHSU_advanced.final.35
comm_6_37	SHSU_advanced.final.69
comm_6_37	UTK.bins.71
comm_6_37	UTK_active.final.26
comm_6_38	CMU_advanced.final.11
comm_6_38	SHSU.bins.175
comm_6_38	SHSU.bins.83
comm_6_38	SHSU_advanced.final.35
comm_6_38	UTK.bins.71
comm_6_38	UTK_active.final.26
comm_6_39	SHSU.bins.175
comm_6_39	SHSU.bins.450
comm_6_39	SHSU.bins.530
comm_6_39	SHSU_advanced.final.129
comm_6_39	UTK.bins.107
comm_6_39	UTK.bins.176
comm_6_40	SHSU.bins.175
comm_6_40	SHSU.bins.450
comm_6_40	SHSU_advanced.final.129
comm_6_40	UTK.bins.107
comm_6_40	UTK.bins.176
comm_6_40	UTK.bins.37
comm_6_41	SHSU.bins.150
comm_6_41	SHSU.bins.450
comm_6_41	SHSU.bins.455
comm_6_41	SHSU_advanced.final.69
comm_6_41	UTK.bins.176
comm_6_41	UTK.bins.37
comm_6_42	SHSU.bins.157
comm_6_42	SHSU.bins.175
comm_6_42	SHSU.bins.195
comm_6_42	SHSU.bins.83
comm_6_42	SHSU_advanced.final.136
comm_6_42	SHSU_advanced.final.49
comm_6_43	SHSU.bins.175
comm_6_43	SHSU.bins.450
comm_6_43	SHSU_advanced.final.129
comm_6_43	SHSU_advanced.final.69
comm_6_43	UTK.bins.107
comm_6_43	UTK.bins.176
comm_6_44	SHSU.bins.105
comm_6_44	SHSU.bins.15
comm_6_44	SHSU.bins.157
comm_6_44	SHSU.bins.163
comm_6_44	SHSU_advanced.final.129
comm_6_44	UTK.bins.176
comm_6_45	SHSU.bins.150
comm_6_45	SHSU.bins.289
comm_6_45	SHSU.bins.450
comm_6_45	SHSU.bins.455
comm_6_45	UTK.bins.176
comm_6_45	UTK.bins.37
comm_6_46	SHSU.bins.105
comm_6_46	SHSU.bins.157
comm_6_46	SHSU.bins.163
comm_6_46	SHSU_advanced.final.129
comm_6_46	UTK.bins.107
comm_6_46	UTK.bins.176
comm_6_47	SHSU.bins.175
comm_6_47	SHSU.bins.450
comm_6_47	SHSU.bins.49
comm_6_47	SHSU_advanced.final.129
comm_6_47	UTK.bins.107
comm_6_47	UTK.bins.176
comm_6_48	CMU_advanced.final.11
comm_6_48	SHSU.bins.175
comm_6_48	SHSU.bins.83
comm_6_48	SHSU_active.final.81
comm_6_48	SHSU_advanced.final.35
comm_6_48	UTK.bins.71
comm_6_49	SHSU.bins.175
comm_6_49	SHSU.bins.195
comm_6_49	SHSU.bins.83
comm_6_49	SHSU_active.final.81
comm_6_49	SHSU_advanced.final.136
comm_6_49	SHSU_advanced.final.49
comm_6_50	SHSU.bins.157
comm_6_50	SHSU.bins.335
comm_6_50	SHSU.bins.450
comm_6_50	SHSU.bins.530
comm_6_50	UTK.bins.50
comm_6_50	UTK_active.final.26
comm_6_51	SHSU.bins.150
comm_6_51	SHSU.bins.157
comm_6_51	SHSU.bins.450
comm_6_51	SHSU.bins.455
comm_6_51	UTK.bins.176
comm_6_51	UTK.bins.37
comm_6_52	SHSU.bins.150
comm_6_52	SHSU.bins.240
comm_6_52	SHSU.bins.453
comm_6_52	SHSU.bins.49
comm_6_52	SHSU.bins.512
comm_6_52	SHSU_advanced.final.69
comm_6_53	SHSU.bins.150
comm_6_53	SHSU.bins.162
comm_6_53	SHSU.bins.450
comm_6_53	SHSU.bins.455
comm_6_53	UTK.bins.176
comm_6_53	UTK.bins.37
comm_6_54	SHSU.bins.175
comm_6_54	SHSU_advanced.final.136
comm_6_54	SHSU_advanced.final.35
comm_6_54	SHSU_advanced.final.69
comm_6_54	UTK.bins.71
comm_6_54	UTK_active.final.26
