SampleID,Helcococcus_seattlensis,sample_site,add_0c,facility,decomp_stage,host_subject_id
soil.face.SHSU.2016.065.2016.09.12.day19,0.006604507,soil.face,503.3333333,SHSU,advanced,2016.065
soil.face.SHSU.2016.067.2016.10.01.day16,0.005489792,soil.face,388.4,SHSU,advanced,2016.067
soil.hip.CMU.16.09.2016.08.07.day13,0,soil.hip,317.75,CMU,advanced,Mrs. 16-09
soil.face.UTK.K016.05.2016.09.29.day4,0,soil.face,60.4,UTK,active,UTK.K016.05
soil.hip.SHSU2016.065.2016.09.03.day10,0.043441227,soil.hip,250.2777778,SHSU,advanced,2016.065
soil.face.UTK.K016.04.2016.09.26.day1,0.000346941,soil.face,0,UTK,placement,UTK.K016.04
soil.hip.SHSU.2016.067.2016.09.21.day6,0.000641931,soil.hip,146.15,SHSU,active,2016.067
soil.hip.SHSU.2016.064.2016.09.13.day20,0.006002155,soil.hip,530.8333333,SHSU,advanced,2016.064
soil.face.CMU.16.09.2016.08.06.day12,0,soil.face,293.3,CMU,advanced,Mrs. 16-09
soil.hip.CMU.16.10.2016.08.07.day2,0,soil.hip,24.45,CMU,early,Mrs. 16-10
soil.hip.SHSU.2016.067.2016.10.06.day21,0.030547676,soil.hip,513.85,SHSU,advanced,2016.067
soil.hip.CMU.16.09.2016.08.02.day8,0,soil.hip,196.65,CMU,active,Mrs. 16-09
soil.face.CMU.16.09.2016.08.03.day9,0.000276587,soil.face,225,CMU,advanced,Mrs. 16-09
soil.face.SHSU.2016.067.2016.10.05.day20,0.007607555,soil.face,486.1,SHSU,advanced,2016.067
soil.hip.UTK.K016.04.2016.09.29.day4,0,soil.hip,60.4,UTK,active,UTK.K016.04
soil.face.CMU.16.10.2016.08.06.day1,0,soil.face,0,CMU,placement,Mrs. 16-10
soil.hip.UTK.K016.05.2016.10.12.day17,0.026873767,soil.hip,302.8,UTK,advanced,UTK.K016.05
soil.face.CMU.16.10.2016.08.15.day10,0.011416626,soil.face,228.65,CMU,advanced,Mrs. 16-10
soil.face.SHSU.2016.064.2016.08.28.day4,0,soil.face,82.22222222,SHSU,active,2016.064
soil.face.UTK.K016.04.2016.10.09.day14,0.021290051,soil.face,253.1,UTK,advanced,UTK.K016.04
soil.hip.UTK.K016.05.2016.09.29.day4,0.000449708,soil.hip,60.4,UTK,active,UTK.K016.05
soil.hip.CMU.16.10.2016.08.23.day18,0.024032901,soil.hip,421.7,CMU,advanced,Mrs. 16-10
soil.hip.UTK.K016.04.2016.10.12.day17,0.024057834,soil.hip,302.8,UTK,advanced,UTK.K016.04
soil.hip.SHSU.2016.067.2016.09.25.day10,0.029818702,soil.hip,256.45,SHSU,advanced,2016.067
soil.face.SHSU.2016.067.2016.10.03.day18,0.013157895,soil.face,432.5,SHSU,advanced,2016.067
soil.hip.UTK.K016.06.2016.10.11.day7,0.000864491,soil.hip,112.4,UTK,active,UTK.K016.06
soil.hip.SHSU.2016.065.2016.08.30.day6,0.001362133,soil.hip,137.5,SHSU,active,2016.065
soil.face.CMU.16.10.2016.08.07.day2,0,soil.face,24.45,CMU,early,Mrs. 16-10
soil.face.CMU.16.09.2016.08.01.day7,0,soil.face,169.4,CMU,active,Mrs. 16-09
soil.hip.CMU.16.10.2016.08.11.day6,0,soil.hip,129.45,CMU,active,Mrs. 16-10
soil.face.UTK.K016.04.2016.09.29.day4,0,soil.face,60.4,UTK,active,UTK.K016.04
soil.face.CMU.16.10.2016.08.23.day18,0.010932598,soil.face,421.7,CMU,advanced,Mrs. 16-10
soil.face.UTK.K016.05.2016.09.30.day5,0,soil.face,76.2,UTK,active,UTK.K016.05
soil.hip.UTK.K016.04.2016.10.01.day6,0,soil.hip,92.6,UTK,active,UTK.K016.04
soil.face.SHSU.2016.067.2016.09.27.day12,0.012396182,soil.face,303.65,SHSU,advanced,2016.067
soil.face.UTK.K016.05.2016.10.15.day20,0.048837705,soil.face,361.3,UTK,advanced,UTK.K016.05
soil.hip.SHSU.2016.064.2016.08.26.day2,0,soil.hip,27.5,SHSU,early,2016.064
soil.hip.CMU.16.09.2016.08.12.day18,0.004861385,soil.hip,446.35,CMU,advanced,Mrs. 16-09
soil.hip.SHSU2016.067.2016.10.03.day18,0.032459179,soil.hip,432.5,SHSU,advanced,2016.067
soil.hip.CMU.16.10.2016.08.08.day3,0,soil.hip,50,CMU,early,Mrs. 16-10
soil.face.SHSU.2016.064.2016.09.02.day9,0.022637145,soil.face,223.0555556,SHSU,advanced,2016.064
soil.face.UTK.K016.06.2016.10.10.day6,0.016220901,soil.face,96,UTK,active,UTK.K016.06
soil.face.SHSU.2016.065.2016.09.07.day14,0.009631352,soil.face,364.1666667,SHSU,advanced,2016.065
soil.hip.UTK.K016.04.2016.09.28.day3,0,soil.hip,41.7,UTK,early,UTK.K016.04
soil.hip.SHSU.2016.064.2016.09.08.day15,0.014439324,soil.hip,393.6111111,SHSU,advanced,2016.064
soil.face.SHSU.2016.067.2016.09.30.day15,0.022322615,soil.face,367.55,SHSU,advanced,2016.067
soil.hip.SHSU.2016.065.2016.09.09.day16,0.020216606,soil.hip,422.2222222,SHSU,advanced,2016.065
soil.face.UTK.K016.06.2016.10.22.day18,0.052210366,soil.face,328.2,UTK,advanced,UTK.K016.06
soil.face.SHSU.2016.064.2016.08.30.day6,0.003685762,soil.face,137.5,SHSU,active,2016.064
soil.hip.UTK.K016.06.2016.10.13.day9,0.003217436,soil.hip,146.4,UTK,active,UTK.K016.06
soil.hip.UTK.K016.06.2016.10.24.day20,0.02171576,soil.hip,357.1,UTK,advanced,UTK.K016.06
soil.hip.CMU.16.10.2016.08.24.day19,0,soil.hip,443.9,CMU,advanced,Mrs. 16-10
soil.face.CMU.16.10.2016.08.17.day12,0.008109478,soil.face,280.3,CMU,advanced,Mrs. 16-10
soil.hip.SHSU.2016.067.2016.09.28.day13,0.024808525,soil.hip,327,SHSU,advanced,2016.067
soil.face.SHSU.2016.065.2016.09.01.day8,0.061845442,soil.face,195.5555556,SHSU,active,2016.065
soil.face.UTK.K016.04.2016.10.12.day17,0.020524899,soil.face,302.8,UTK,advanced,UTK.K016.04
soil.face.SHSU.2016.065.2016.09.08.day15,0.0394972,soil.face,393.6111111,SHSU,advanced,2016.065
soil.face.UTK.K016.04.2016.10.16.day21,0.014775342,soil.face,383,UTK,advanced,UTK.K016.04
soil.face.SHSU.2016.067.2016.09.16.day1,0,soil.face,0,SHSU,placement,2016.067
soil.face.SHSU.2016.065.2016.09.11.day18,0.007706256,soil.face,476.1111111,SHSU,advanced,2016.065
soil.hip.SHSU.2016.067.2016.10.04.day19,0.034382095,soil.hip,457.5,SHSU,advanced,2016.067
soil.hip.SHSU.2016.067.2016.10.02.day17,0.031936902,soil.hip,410.3,SHSU,advanced,2016.067
soil.face.UTK.K016.04.2016.10.10.day15,0.015654443,soil.face,269.7,UTK,advanced,UTK.K016.04
soil.face.CMU.16.10.2016.08.25.day20,0.000433088,soil.face,464.75,CMU,advanced,Mrs. 16-10
soil.hip.SHSU.2016.065.2016.09.07.day14,0.003237798,soil.hip,364.1666667,SHSU,advanced,2016.065
soil.face.SHSU.2016.065.2016.09.09.day16,0.008757526,soil.face,422.2222222,SHSU,advanced,2016.065
soil.hip.SHSU.2016.065.2016.08.31.day7,0.000979295,soil.hip,166.3888889,SHSU,active,2016.065
soil.hip.SHSU.2016.067.2016.09.16.day1,0,soil.hip,0,SHSU,placement,2016.067
soil.face.SHSU.2016.067.2016.10.02.day17,0.010154525,soil.face,410.3,SHSU,advanced,2016.067
soil.hip.SHSU.2016.064.2016.09.10.day17,0,soil.hip,449.4444444,SHSU,advanced,2016.064
soil.face.CMU.16.09.2016.07.26.day1,0,soil.face,0,CMU,placement,Mrs. 16-09
soil.face.CMU.16.09.2016.07.31.day6,0,soil.face,142.45,CMU,active,Mrs. 16-09
soil.hip.CMU.16.10.2016.08.25.day20,0.001917852,soil.hip,464.75,CMU,advanced,Mrs. 16-10
soil.face.UTK.K016.06.2016.10.21.day17,0.04562779,soil.face,316.6,UTK,advanced,UTK.K016.06
soil.face.CMU.16.09.2016.08.09.day15,0,soil.face,371.35,CMU,advanced,Mrs. 16-09
soil.hip.UTK.K016.06.2016.10.06.day2,0.000764877,soil.hip,20.4,UTK,early,UTK.K016.06
soil.hip.UTK.K016.04.2016.10.07.day12,0.02466341,soil.hip,214.5,UTK,advanced,UTK.K016.04
soil.face.SHSU.2016.064.2016.08.27.day3,0,soil.face,55.27777778,SHSU,active,2016.064
soil.hip.CMU.16.09.2016.08.09.day15,0,soil.hip,371.35,CMU,advanced,Mrs. 16-09
soil.face.CMU.16.10.2016.08.08.day3,0.00055322,soil.face,50,CMU,early,Mrs. 16-10
soil.hip.CMU.16.09.2016.08.11.day17,0,soil.hip,422.75,CMU,advanced,Mrs. 16-09
soil.hip.UTK.K016.06.2016.10.09.day5,0.001579098,soil.hip,79.4,UTK,active,UTK.K016.06
soil.face.CMU.16.09.2016.08.14.day20,0.030005358,soil.face,496.4,CMU,advanced,Mrs. 16-09
soil.hip.CMU.16.10.2016.08.06.day1,0,soil.hip,0,CMU,placement,Mrs. 16-10
soil.hip.SHSU.2016.065.2016.09.01.day8,0.011475558,soil.hip,195.5555556,SHSU,active,2016.065
soil.hip.UTK.K016.04.2016.09.27.day2,0.000230203,soil.hip,21.3,UTK,early,UTK.K016.04
soil.hip.SHSU.2016.064.2016.09.07.day14,0.000369049,soil.hip,364.1666667,SHSU,advanced,2016.064
soil.hip.SHSU.2016.065.2016.08.26.day2,0,soil.hip,27.5,SHSU,early,2016.065
soil.hip.SHSU.2016.065.2016.08.28.day4,0.000310655,soil.hip,82.22222222,SHSU,active,2016.065
soil.hip.SHSU.2016.064.2016.09.01.day8,0.016824014,soil.hip,195.5555556,SHSU,active,2016.064
soil.hip.UTK.K016.06.2016.10.25.day21,0.025466443,soil.hip,373.2,UTK,advanced,UTK.K016.06
soil.hip.UTK.K016.04.2016.10.03.day8,0.004394329,soil.hip,130.7,UTK,active,UTK.K016.04
soil.hip.UTK.K016.05.2016.10.06.day11,0.007118255,soil.hip,194.1,UTK,active,UTK.K016.05
soil.face.UTK.K016.05.2016.10.06.day11,0.009680422,soil.face,194.1,UTK,active,UTK.K016.05
soil.face.UTK.K016.04.2016.10.04.day9,0.002902078,soil.face,152.3,UTK,active,UTK.K016.04
soil.hip.UTK.K016.05.2016.09.26.day1,0.000415397,soil.hip,0,UTK,placement,UTK.K016.05
soil.hip.UTK.K016.06.2016.10.15.day11,0.016805352,soil.hip,187.6,UTK,active,UTK.K016.06
soil.hip.UTK.K016.06.2016.10.12.day8,0.002298096,soil.hip,129.1,UTK,active,UTK.K016.06
soil.hip.UTK.K016.05.2016.10.09.day14,0.031366597,soil.hip,253.1,UTK,advanced,UTK.K016.05
soil.face.UTK.K016.06.2016.10.20.day16,0.064683314,soil.face,299.7,UTK,advanced,UTK.K016.06
soil.face.UTK.K016.05.2016.10.08.day13,0.012126388,soil.face,236.2,UTK,advanced,UTK.K016.05
soil.face.UTK.K016.05.2016.10.02.day7,0.000194628,soil.face,111.5,UTK,active,UTK.K016.05
soil.hip.UTK.K016.05.2016.10.02.day7,0,soil.hip,111.5,UTK,active,UTK.K016.05
soil.face.UTK.K016.05.2016.10.11.day16,0.029877261,soil.face,286.1,UTK,advanced,UTK.K016.05
soil.face.UTK.K016.05.2016.09.26.day1,0.000188182,soil.face,0,UTK,placement,UTK.K016.05
soil.face.UTK.K016.06.2016.10.13.day9,0.052615755,soil.face,146.4,UTK,active,UTK.K016.06
soil.face.UTK.K016.05.2016.10.07.day12,0.018286814,soil.face,214.5,UTK,advanced,UTK.K016.05
soil.face.UTK.K016.06.2016.10.17.day13,0.062106759,soil.face,229.7,UTK,advanced,UTK.K016.06
soil.hip.UTK.K016.06.2016.10.19.day15,0.032501739,soil.hip,276,UTK,advanced,UTK.K016.06
soil.face.UTK.K016.05.2016.10.03.day8,0.00024566,soil.face,130.7,UTK,active,UTK.K016.05
soil.hip.UTK.K016.05.2016.09.28.day3,0.001418595,soil.hip,41.7,UTK,early,UTK.K016.05
soil.hip.UTK.K016.06.2016.10.18.day14,0.034140286,soil.hip,252.1,UTK,advanced,UTK.K016.06
soil.hip.UTK.K016.04.2016.10.06.day11,0.046255623,soil.hip,194.1,UTK,active,UTK.K016.04
soil.hip.UTK.K016.04.2016.10.04.day9,0.040377623,soil.hip,152.3,UTK,active,UTK.K016.04
soil.face.UTK.K016.04.2016.10.13.day18,0.028613638,soil.face,320.1,UTK,advanced,UTK.K016.04
soil.hip.UTK.K016.04.2016.10.05.day10,0.043735642,soil.hip,173.7,UTK,active,UTK.K016.04
soil.hip.UTK.K016.05.2016.10.05.day10,0.014775457,soil.hip,173.7,UTK,active,UTK.K016.05
soil.hip.UTK.K016.05.2016.10.10.day15,0.044573926,soil.hip,269.7,UTK,advanced,UTK.K016.05
soil.face.UTK.K016.05.2016.10.04.day9,0.003867766,soil.face,152.3,UTK,active,UTK.K016.05
soil.face.UTK.K016.06.2016.10.14.day10,0.210675254,soil.face,166.5,UTK,active,UTK.K016.06
soil.face.UTK.K016.06.2016.10.16.day12,0.041912098,soil.face,209.3,UTK,advanced,UTK.K016.06
soil.hip.UTK.K016.06.2016.10.20.day16,0.03818024,soil.hip,299.7,UTK,advanced,UTK.K016.06
soil.face.UTK.K016.04.2016.10.03.day8,0.003835336,soil.face,130.7,UTK,active,UTK.K016.04
soil.hip.UTK.K016.05.2016.10.07.day12,0.015074526,soil.hip,214.5,UTK,advanced,UTK.K016.05
soil.face.UTK.K016.05.2016.10.09.day14,0.012727273,soil.face,253.1,UTK,advanced,UTK.K016.05
soil.hip.UTK.K016.05.2016.10.11.day16,0.038101884,soil.hip,286.1,UTK,advanced,UTK.K016.05
soil.face.UTK.K016.06.2016.10.12.day8,0.005414935,soil.face,129.1,UTK,active,UTK.K016.06
soil.face.UTK.K016.06.2016.10.11.day7,0.009094009,soil.face,112.4,UTK,active,UTK.K016.06
soil.face.UTK.K016.04.2016.10.02.day7,0,soil.face,111.5,UTK,active,UTK.K016.04
soil.hip.UTK.K016.06.2016.10.14.day10,0.025573961,soil.hip,166.5,UTK,active,UTK.K016.06
soil.hip.UTK.K016.05.2016.10.08.day13,0.02003386,soil.hip,236.2,UTK,advanced,UTK.K016.05
soil.face.UTK.K016.05.2016.10.10.day15,0.020041929,soil.face,269.7,UTK,advanced,UTK.K016.05
soil.face.CMU.17.01.2017.01.day18,0,soil.face,28.65,CMU,early,Mrs. 17-01
soil.face.UTK.K016.07.2017.Jan.12.day6,0,soil.face,32.8,UTK,early,K016.07
soil.hip.UTK.K016.09.2017.Jan.12.day6,0,soil.hip,32.8,UTK,early,K016.09
soil.face.UTK.K016.09.2017.Jan.23.day17,0,soil.face,186.2,UTK,active,K016.09
soil.hip.CMU.16.14.2016.12.day.day12,0,soil.hip,1.4,CMU,early,16-14
soil.hip.UTK.K016.08.2017.Jan.20.day14,0,soil.hip,148.3,UTK,active,K016.08
soil.hip.UTK.K016.07.2017.Jan.06.day1,0,soil.hip,0,UTK,placement,K016.07
soil.face.CMU.16.14.2016.12.day.day18,0,soil.face,19.4,CMU,early,16-14
soil.hip.CMU.17.01.2017.01.day8,0,soil.hip,6.15,CMU,early,Mrs. 17-01
soil.face.UTK.K016.07.2017.Jan.14.day8,0,soil.face,64.5,UTK,active,K016.07
soil.hip.UTK.K016.07.2017.Jan.25.day19,0,soil.hip,202.2,UTK,advanced,K016.07
soil.face.UTK.K016.08.2017.Jan.20.day14,0,soil.face,148.3,UTK,active,K016.08
soil.face.CMU.16.14.2016.12.day.day12,0,soil.face,1.4,CMU,early,16-14
soil.hip.UTK.K016.09.2017.Jan.13.day7,0,soil.hip,49.3,UTK,early,K016.09
soil.face.CMU.16.14.2016.12.day.day20,0,soil.face,19.4,CMU,early,16-14
soil.face.UTK.K016.08.2017.Jan.14.day8,0,soil.face,64.5,UTK,active,K016.08
soil.face.UTK.K016.07.2017.Jan.08.day2,0,soil.face,0,UTK,early,K016.07
soil.hip.CMU.17.01.2017.01.day5,0,soil.hip,0,CMU,early,Mrs. 17-01
soil.hip.CMU.17.01.2017.01.day20,0,soil.hip,33.4,CMU,early,Mrs. 17-01
soil.hip.UTK.K016.08.2017.Jan.11.day5,0,soil.hip,15.8,UTK,early,K016.08
soil.face.CMU.16.12.2016.10.day.day4,0,soil.face,14.4,CMU,early,16-12
soil.hip.CMU.16.14.2016.12.day.day6,0,soil.hip,0,CMU,early,16-14
soil.hip.UTK.K016.09.2017.Jan.09.day3,0,soil.hip,0,UTK,early,K016.09
soil.hip.UTK.K016.07.2017.Jan.14.day8,0,soil.hip,64.5,UTK,active,K016.07
soil.face.UTK.K016.07.2017.Jan.16.day10,0,soil.face,94.1,UTK,active,K016.07
soil.face.UTK.K016.07.2017.Jan.06.day1,0,soil.face,0,UTK,placement,K016.07
soil.face.UTK.K016.07.2017.Jan.27.day21,0,soil.face,215.9,UTK,advanced,K016.07
soil.face.CMU.16.15.2017.01.day21,0,soil.face,19.35,CMU,early,Mr. 16-15
soil.face.UTK.K016.08.2017.Jan.15.day9,0,soil.face,80.4,UTK,active,K016.08
soil.hip.CMU.16.12.2016.11.day.day20,0,soil.hip,27.5,CMU,early,16-12
soil.face.UTK.K016.09.2017.Jan.21.day15,0,soil.face,161,UTK,active,K016.09
soil.hip.CMU.16.15.2016.12.day13,0,soil.hip,17.15,CMU,early,Mr. 16-15
soil.face.CMU.16.14.2016.11.day.day2,0,soil.face,0,CMU,early,16-14
soil.face.UTK.K016.08.2017.Jan.12.day6,0,soil.face,32.8,UTK,early,K016.08
soil.hip.UTK.K016.07.2017.Jan.09.day3,0,soil.hip,0,UTK,early,K016.07
soil.hip.CMU.16.14.2016.12.day.day18,0,soil.hip,19.4,CMU,early,16-14
soil.hip.CMU.16.12.2016.10.day.day3,0,soil.hip,11.1,CMU,early,16-12
soil.hip.CMU.16.15.2016.12.day16,0,soil.hip,18.8,CMU,early,Mr. 16-15
soil.face.UTK.K016.09.2017.Jan.27.day21,0,soil.face,215.9,UTK,advanced,K016.09
soil.hip.UTK.K016.09.2017.Jan.24.day18,0,soil.hip,194.1,UTK,active,K016.09
soil.face.UTK.K016.07.2017.Jan.09.day3,0,soil.face,0,UTK,early,K016.07
soil.hip.CMU.16.14.2016.12.day.day16,0,soil.hip,8.05,CMU,early,16-14
soil.hip.CMU.16.15.2016.12.day19,0,soil.hip,19.35,CMU,early,Mr. 16-15
soil.hip.UTK.K016.08.2017.Jan.21.day15,0,soil.hip,161,UTK,active,K016.08
soil.hip.CMU.16.12.2016.11.day.day21,0,soil.hip,31.1,CMU,early,16-12
soil.hip.UTK.K016.07.2017.Jan.22.day16,0,soil.hip,174.6,UTK,active,K016.07
soil.face.UTK.K016.09.2017.Jan.20.day14,0,soil.face,148.3,UTK,active,K016.09
soil.hip.CMU.16.14.2016.12.day.day21,0,soil.hip,19.4,CMU,early,16-14
soil.hip.UTK.K016.09.2017.Jan.08.day2,0,soil.hip,0,UTK,early,K016.09
soil.face.CMU.16.15.2016.12.day7,0,soil.face,12.45,CMU,early,Mr. 16-15
soil.face.UTK.K016.08.2017.Jan.21.day15,0,soil.face,161,UTK,active,K016.08
soil.face.CMU.16.15.2016.12.day17,0,soil.face,18.8,CMU,early,Mr. 16-15
soil.hip.UTK.K016.09.2017.Jan.20.day14,0,soil.hip,148.3,UTK,active,K016.09
soil.face.CMU.17.01.2017.01.day1,0,soil.face,0,CMU,placement,Mrs. 17-01
soil.hip.CMU.16.14.2016.12.day.day20,0,soil.hip,19.4,CMU,early,16-14
soil.face.CMU.16.12.2016.11.day.day14,0,soil.face,26.1,CMU,early,16-12
soil.face.CMU.16.12.2016.11.day.day18,0,soil.face,27.5,CMU,early,16-12
soil.face.CMU.17.01.2017.01.day2,0,soil.face,0,CMU,early,Mrs. 17-01
soil.hip.UTK.K016.08.2017.Jan.17.day11,0,soil.hip,109.7,UTK,active,K016.08
soil.face.UTK.K016.09.2017.Jan.16.day10,0,soil.face,94.1,UTK,active,K016.09
soil.face.UTK.K016.08.2017.Jan.08.day2,0,soil.face,0,UTK,early,K016.08
soil.hip.CMU.16.15.2016.12.day3,0,soil.hip,1.1,CMU,early,Mr. 16-15
soil.hip.CMU.16.14.2016.12.day.day15,0,soil.hip,6.95,CMU,early,16-14
soil.hip.UTK.K016.08.2017.Jan.13.day7,0,soil.hip,49.3,UTK,early,K016.08
soil.hip.CMU.17.01.2017.01.day22,0,soil.hip,33.65,CMU,early,Mrs. 17-01
soil.hip.CMU.17.01.2017.01.day4,0,soil.hip,0,CMU,early,Mrs. 17-01
soil.face.UTK.K016.07.2017.Jan.21.day15,0,soil.face,161,UTK,active,K016.07
soil.face.CMU.16.15.2016.12.day13,0,soil.face,17.15,CMU,early,Mr. 16-15
soil.hip.CMU.16.14.2016.12.day.day17,0,soil.hip,12.75,CMU,early,16-14
soil.face.UTK.K016.09.2017.Jan.11.day5,0,soil.face,15.8,UTK,early,K016.09
soil.face.UTK.K016.09.2017.Jan.14.day8,0,soil.face,64.5,UTK,active,K016.09
soil.face.UTK.K016.09.2017.Jan.18.day12,0,soil.face,124.1,UTK,active,K016.09
soil.face.CMU.16.14.2016.12.day.day17,0,soil.face,12.75,CMU,early,16-14
soil.hip.UTK.K016.09.2017.Jan.17.day11,0,soil.hip,109.7,UTK,active,K016.09
soil.hip.UTK.K016.07.2017.Jan.18.day12,0,soil.hip,124.1,UTK,active,K016.07
soil.face.CMU.16.15.2016.12.day4,0,soil.face,5.8,CMU,early,Mr. 16-15
soil.face.CMU.17.01.2017.01.day6,0,soil.face,0,CMU,early,Mrs. 17-01
soil.face.CMU.17.01.2017.01.day21,0,soil.face,33.65,CMU,early,Mrs. 17-01
soil.hip.UTK.K016.07.2017.Jan.21.day15,0,soil.hip,161,UTK,active,K016.07
soil.hip.UTK.K016.08.2017.Jan.15.day9,0,soil.hip,80.4,UTK,active,K016.08
soil.face.CMU.16.15.2016.12.day3,0,soil.face,1.1,CMU,early,Mr. 16-15
soil.hip.UTK.K016.08.2017.Jan.19.day13,0,soil.hip,133.9,UTK,active,K016.08
soil.hip.UTK.K016.07.2017.Jan.26.day20,0,soil.hip,212.9,UTK,advanced,K016.07
soil.hip.CMU.17.01.2017.01.day9,0,soil.hip,8.65,CMU,early,Mrs. 17-01
soil.face.CMU.16.15.2016.12.day10,0,soil.face,12.45,CMU,early,Mr. 16-15
soil.face.UTK.K016.07.2017.Jan.23.day17,0,soil.face,186.2,UTK,active,K016.07
soil.hip.CMU.16.15.2016.12.day2,0,soil.hip,0,CMU,early,Mr. 16-15
soil.face.UTK.K016.09.2017.Jan.24.day18,0,soil.face,194.1,UTK,active,K016.09
soil.face.UTK.K016.08.2017.Jan.24.day18,0,soil.face,194.1,UTK,active,K016.08
soil.face.CMU.16.12.2016.10.day.day3,0,soil.face,11.1,CMU,early,16-12
soil.face.CMU.16.15.2016.12.day20,0,soil.face,19.35,CMU,early,Mr. 16-15
soil.face.UTK.K016.07.2017.Jan.13.day7,0,soil.face,49.3,UTK,early,K016.07
soil.hip.UTK.K016.07.2017.Jan.23.day17,0,soil.hip,186.2,UTK,active,K016.07
soil.hip.UTK.K016.07.2017.Jan.17.day11,0,soil.hip,109.7,UTK,active,K016.07
soil.face.CMU.17.01.2017.01.day20,0,soil.face,33.4,CMU,early,Mrs. 17-01
soil.face.UTK.K016.09.2017.Jan.17.day11,0,soil.face,109.7,UTK,active,K016.09
soil.face.UTK.K016.07.2017.Jan.15.day9,0,soil.face,80.4,UTK,active,K016.07
soil.face.CMU.16.14.2016.12.day.day5,0,soil.face,0,CMU,early,16-14
soil.face.UTK.K016.08.2017.Jan.10.day4,0,soil.face,3.9,UTK,early,K016.08
soil.face.CMU.16.14.2016.12.day.day14,0,soil.face,6.95,CMU,early,16-14
soil.hip.CMU.16.14.2016.11.day.day1,0,soil.hip,0,CMU,placement,16-14
soil.hip.CMU.17.01.2017.01.day2,0,soil.hip,0,CMU,early,Mrs. 17-01
soil.hip.UTK.K016.09.2017.Jan.25.day19,0,soil.hip,202.2,UTK,advanced,K016.09
soil.hip.CMU.17.01.2017.01.day18,0,soil.hip,28.65,CMU,early,Mrs. 17-01
soil.hip.UTK.K016.08.2017.Jan.10.day4,0,soil.hip,3.9,UTK,early,K016.08
soil.face.UTK.K016.09.2017.Jan.25.day19,0,soil.face,202.2,UTK,advanced,K016.09
soil.face.UTK.K016.08.2017.Jan.26.day20,0,soil.face,212.9,UTK,advanced,K016.08
soil.hip.UTK.K016.07.2017.Jan.08.day2,0,soil.hip,0,UTK,early,K016.07
soil.hip.CMU.16.12.2016.11.day.day17,0,soil.hip,27.5,CMU,early,16-12
soil.face.UTK.K016.08.2017.Jan.06.day1,0,soil.face,0,UTK,placement,K016.08
soil.face.UTK.K016.09.2017.Jan.26.day20,0,soil.face,212.9,UTK,advanced,K016.09
soil.face.UTK.K016.08.2017.Jan.18.day12,0,soil.face,124.1,UTK,active,K016.08
soil.hip.UTK.K016.08.2017.Jan.14.day8,0,soil.hip,64.5,UTK,active,K016.08
soil.face.UTK.K016.08.2017.Jan.22.day16,0,soil.face,174.6,UTK,active,K016.08
soil.face.CMU.16.15.2016.12.day5,0,soil.face,12.45,CMU,early,Mr. 16-15
soil.hip.CMU.16.15.2016.12.day1,0,soil.hip,0,CMU,placement,Mr. 16-15
soil.hip.CMU.16.12.2016.10.day.day6,0,soil.hip,20.8,CMU,early,16-12
soil.hip.CMU.17.01.2017.01.day6,0,soil.hip,0,CMU,early,Mrs. 17-01
soil.hip.UTK.K016.07.2017.Jan.24.day18,0,soil.hip,194.1,UTK,active,K016.07
soil.hip.CMU.16.12.2016.11.day.day19,0,soil.hip,27.5,CMU,early,16-12
soil.face.UTK.K016.08.2017.Jan.19.day13,0,soil.face,133.9,UTK,active,K016.08
soil.face.UTK.K016.08.2017.Jan.17.day11,0,soil.face,109.7,UTK,active,K016.08
soil.hip.UTK.K016.09.2017.Jan.14.day8,0,soil.hip,64.5,UTK,active,K016.09
soil.face.CMU.17.01.2017.01.day22,0,soil.face,33.65,CMU,early,Mrs. 17-01
soil.hip.CMU.16.14.2016.12.day.day19,0,soil.hip,19.4,CMU,early,16-14
soil.face.CMU.16.14.2016.12.day.day16,0,soil.face,8.05,CMU,early,16-14
soil.hip.UTK.K016.08.2017.Jan.12.day6,0,soil.hip,32.8,UTK,early,K016.08
soil.hip.UTK.K016.09.2017.Jan.06.day1,0,soil.hip,0,UTK,placement,K016.09
soil.face.CMU.16.12.2016.10.day.day6,0,soil.face,20.8,CMU,early,16-12
soil.hip.CMU.16.12.2016.11.day.day18,0,soil.hip,27.5,CMU,early,16-12
soil.face.UTK.K016.07.2017.Jan.25.day19,0,soil.face,202.2,UTK,advanced,K016.07
soil.hip.UTK.K016.09.2017.Jan.18.day12,0,soil.hip,124.1,UTK,active,K016.09
soil.hip.CMU.16.15.2016.12.day10,0,soil.hip,12.45,CMU,early,Mr.16-15
soil.hip.CMU.16.15.2016.12.day14,0,soil.hip,18.8,CMU,early,Mr. 16-15
soil.hip.CMU.17.01.2017.01.day17,0,soil.hip,27.8,CMU,early,Mrs. 17-01
soil.hip.UTK.K016.09.2017.Jan.11.day5,0,soil.hip,15.8,UTK,early,K016.09
soil.face.UTK.K016.08.2017.Jan.23.day17,0,soil.face,186.2,UTK,active,K016.08
soil.face.CMU.16.12.2016.11.day.day21,0,soil.face,31.1,CMU,early,16-12
soil.face.CMU.16.12.2016.11.day.day17,0,soil.face,27.5,CMU,early,16-12
soil.hip.UTK.K016.08.2017.Jan.26.day20,0,soil.hip,212.9,UTK,advanced,K016.08
soil.face.CMU.16.15.2016.12.day9,0,soil.face,12.45,CMU,early,Mr. 16-15
