SampleID,Helcococcus_seattlensis,sample_site,add_0c,facility,decomp_stage,host_subject_id
soil.face.UTK.K016.02.2016.04.17.day5,0,soil.face,67.5,UTK,active,UTK.K016.02
soil.face.UTK.K016.03.2016.05.07.day2,0,soil.face,18.61111111,UTK,early,UTK.K016.03
soil.face.CMU.16.04.2016.mo.day18,0,soil.face,136.9444445,CMU,active,CMU_Mr._16_04
soil.face.UTK.K016.01.2016.04.05.day1,0,soil.face,0,UTK,placement,UTK.K016.01
soil.face.CMU.16.03.2016.3.day5,0,soil.face,47.22222223,CMU,early,CMU_Mrs._16_03
soil.face.SHSU.2016.024.2016.04.21.day7,0.000690767,soil.face,132.7777778,SHSU,active,shsu.2016.024
soil.hip.CMU.16.04.2016.mo.day9,0,soil.hip,62.22222223,CMU,active,CMU_Mr._16_04
soil.hip.SHSU.2016.024.2016.04.15.day1,0,soil.hip,0,SHSU,placement,shsu.2016.024
soil.hip.CMU.16.04.2016.mo.day21,0.001172505,soil.hip,173.6111111,CMU,active,CMU_Mr._16_04
soil.hip.CMU.16.04.2016.mo.day4,0,soil.hip,29.72222223,CMU,early,CMU_Mr._16_04
soil.hip.CMU.16.05.2016.mo.day16,0,soil.hip,164.7222222,CMU,active,CMU_Mrs._16_05
soil.hip.CMU.16.05.2016.mo.day6,0,soil.hip,31.11111111,CMU,early,CMU_Mrs._16_05
soil.face.CMU.16.04.2016.mo.day12,0,soil.face,87.77777778,CMU,active,CMU_Mr._16_04
soil.hip.SHSU.2016.011.2016.04.16.day2,0,soil.hip,23.33333333,SHSU,early,shsu.2016.011
soil.hip.UTK.K016.01.2016.04.11.day7,0,soil.hip,62.50000001,UTK,active,UTK.K016.01
soil.face.CMU.16.05.2016.mo.day11,0,soil.face,93.33333334,CMU,active,CMU_Mrs._16_05
soil.hip.CMU.16.05.2016.mo.day2,0,soil.hip,7.5,CMU,early,CMU_Mrs._16_05
soil.face.UTK.K016.03.2016.05.06.day1,0,soil.face,0,UTK,placement,UTK.K016.03
soil.face.CMU.16.03.2016.3.day9,0,soil.face,73.05555556,CMU,active,CMU_Mrs._16_03
soil.hip.CMU.16.05.2016.mo.day1,0,soil.hip,0,CMU,placement,CMU_Mrs._16_05
soil.hip.CMU.16.04.2016.mo.day11,0,soil.hip,80.27777778,CMU,active,CMU_Mr._16_04
soil.hip.CMU.16.04.2016.mo.day19,0,soil.hip,149.7222222,CMU,active,CMU_Mr._16_04
soil.face.SHSU.2016.024.2016.04.18.day4,0.000712504,soil.face,67.5,SHSU,active,shsu.2016.024
soil.face.UTK.K016.02.2016.04.27.day15,0.021788171,soil.face,269.4444445,UTK,advanced,UTK.K016.02
soil.face.CMU.16.03.2016.3.day17,0,soil.face,135.2777778,CMU,active,CMU_Mrs._16_03
soil.face.SHSU.2016.024.2016.04.17.day3,0,soil.face,45.83333333,SHSU,early,shsu.2016.024
soil.face.UTK.K016.03.2016.05.08.day3,0,soil.face,41.38888889,UTK,early,UTK.K016.03
soil.hip.CMU.16.04.2016.mo.day5,0,soil.hip,40.00000001,CMU,early,CMU_Mr._16_04
soil.hip.UTK.K016.03.2016.05.21.day16,0.00032902,soil.hip,289.1666667,UTK,advanced,UTK.K016.03
soil.face.UTK.K016.03.2016.05.12.day7,0,soil.face,133.3333333,UTK,active,UTK.K016.03
soil.hip.UTK.K016.01.2016.04.10.day6,0,soil.hip,48.33333334,UTK,early,UTK.K016.01
soil.hip.UTK.K016.01.2016.04.12.day8,0,soil.hip,76.3888889,UTK,active,UTK.K016.01
soil.hip.CMU.16.04.2016.mo.day2,0,soil.hip,7.777777778,CMU,early,CMU_Mr._16_04
soil.face.CMU.16.03.2016.3.day21,0,soil.face,164.7222222,CMU,active,CMU_Mrs._16_03
soil.face.CMU.16.03.2016.3.day6,0,soil.face,52.50000001,CMU,active,CMU_Mrs._16_03
soil.hip.CMU.16.05.2016.mo.day19,0.00240481,soil.hip,200.8333333,CMU,advanced,CMU_Mrs._16_05
soil.hip.CMU.16.05.2016.mo.day10,0,soil.hip,79.72222223,CMU,active,CMU_Mrs._16_05
soil.hip.CMU.16.04.2016.mo.day8,0,soil.hip,57.77777778,CMU,active,CMU_Mr._16_04
soil.hip.CMU.16.05.2016.mo.day15,0.00154679,soil.hip,150,CMU,active,CMU_Mrs._16_05
soil.face.CMU.16.05.2016.mo.day9,0,soil.face,69.44444445,CMU,active,CMU_Mrs._16_05
soil.face.UTK.K016.03.2016.05.09.day4,0.000201572,soil.face,63.33333333,UTK,active,UTK.K016.03
soil.hip.CMU.16.04.2016.mo.day17,0,soil.hip,122.7777778,CMU,active,CMU_Mr._16_04
soil.hip.UTK.K016.01.2016.04.13.day9,0,soil.hip,90.27777779,UTK,active,UTK.K016.01
soil.face.CMU.16.04.2016.mo.day17,0,soil.face,122.7777778,CMU,active,CMU_Mr._16_04
soil.hip.UTK.K016.01.2016.04.14.day10,0,soil.hip,108.8888889,UTK,active,UTK.K016.01
soil.hip.CMU.16.04.2016.mo.day1,0,soil.hip,0,CMU,placement,CMU_Mr._16_04
soil.hip.UTK.K016.01.2016.04.06.day2,0,soil.hip,10.55555556,UTK,early,UTK.K016.01
soil.face.CMU.16.04.2016.mo.day8,0,soil.face,57.77777778,CMU,active,CMU_Mr._16_04
soil.hip.UTK.K016.01.2016.04.25.day21,0.002466236,soil.hip,313.8888889,UTK,advanced,UTK.K016.01
soil.face.UTK.K016.01.2016.04.12.day8,0,soil.face,76.3888889,UTK,active,UTK.K016.01
soil.face.SHSU.2016.011.2016.04.18.day4,0.004939143,soil.face,67.5,SHSU,active,shsu.2016.011
soil.face.CMU.16.04.2016.mo.day1,0,soil.face,0,CMU,placement,CMU_Mr._16_04
soil.hip.SHSU.2016.011.2016.04.18.day4,0,soil.hip,67.5,SHSU,active,shsu.2016.011
soil.hip.UTK.K016.03.2016.05.16.day11,0.004958047,soil.hip,193.8888889,UTK,active,UTK.K016.03
soil.face.SHSU.2016.011.2016.04.20.day6,0.001871658,soil.face,111.6666667,SHSU,active,shsu.2016.011
soil.hip.UTK.K016.01.2016.04.05.day1,0,soil.hip,0,UTK,placement,UTK.K016.01
soil.face.CMU.16.04.2016.mo.day21,0,soil.face,173.6111111,CMU,active,CMU_Mr._16_04
soil.hip.UTK.K016.03.2016.05.19.day14,0.007191893,soil.hip,250.8333333,UTK,advanced,UTK.K016.03
soil.face.SHSU.2016.011.2016.04.17.day3,0,soil.face,45.83333333,SHSU,early,shsu.2016.011
soil.hip.SHSU.2016.024.2016.04.16.day2,0,soil.hip,23.33333333,SHSU,early,shsu.2016.024
soil.face.UTK.K016.01.2016.04.09.day5,0,soil.face,40.55555556,UTK,early,UTK.K016.01
soil.hip.CMU.16.04.2016.mo.day6,0,soil.hip,44.72222223,CMU,early,CMU_Mr._16_04
soil.face.CMU.16.03.2016.3.day19,0,soil.face,153.3333333,CMU,active,CMU_Mrs._16_03
soil.hip.SHSU.2016.011.2016.04.15.day1,0,soil.hip,0,SHSU,placement,shsu.2016.011
soil.hip.UTK.K016.03.2016.05.10.day5,0,soil.hip,86.11111111,UTK,active,UTK.K016.03
soil.hip.UTK.K016.01.2016.04.22.day18,0,soil.hip,260,UTK,advanced,UTK.K016.01
soil.face.UTK.K016.03.2016.05.17.day12,0.010291595,soil.face,213.0555556,UTK,advanced,UTK.K016.03
soil.hip.UTK.K016.01.2016.04.15.day11,0,soil.hip,126.6666667,UTK,active,UTK.K016.01
soil.hip.CMU.16.03.2016.3.day5,0,soil.hip,47.22222223,CMU,early,CMU_Mrs._16_03
soil.hip.UTK.K016.02.2016.04.28.day16,0.002033111,soil.hip,292.2222222,UTK,advanced,UTK.K016.02
soil.face.UTK.K016.02.2016.04.15.day3,0,soil.face,36.38888889,UTK,early,UTK.K016.02
soil.face.SHSU.2016.007.2016.04.17.day3,0,soil.face,45.83333333,SHSU,early,shsu.2016.007
soil.face.CMU.16.03.2016.3.day3,0.000806777,soil.face,25.83333334,CMU,early,CMU_Mrs._16_03
soil.hip.CMU.16.03.2016.3.day11,0,soil.hip,89.72222223,CMU,active,CMU_Mrs._16_03
soil.hip.SHSU.2016.007.2016.04.17.day3,0,soil.hip,45.83333333,SHSU,early,shsu.2016.007
soil.hip.CMU.16.04.2016.mo.day7,0,soil.hip,50.83333334,CMU,active,CMU_Mr._16_04
soil.face.UTK.K016.02.2016.04.14.day2,0,soil.face,18.61111111,UTK,early,UTK.K016.02
soil.face.UTK.K016.02.2016.04.25.day13,0.011823204,soil.face,223.6111111,UTK,advanced,UTK.K016.02
soil.face.UTK.K016.01.2016.04.08.day4,0,soil.face,33.05555556,UTK,early,UTK.K016.01
soil.face.UTK.K016.01.2016.04.11.day7,0,soil.face,62.50000001,UTK,active,UTK.K016.01
soil.face.CMU.16.04.2016.mo.day13,0,soil.face,91.66666667,CMU,active,CMU_Mr._16_04
soil.face.CMU.16.03.2016.3.day7,0,soil.face,57.22222223,CMU,active,CMU_Mrs._16_03
soil.face.CMU.16.03.2016.3.day8,0,soil.face,66.11111112,CMU,active,CMU_Mrs._16_03
soil.face.SHSU.2016.011.2016.04.16.day2,0,soil.face,23.33333333,SHSU,early,shsu.2016.011
soil.hip.UTK.K016.01.2016.04.21.day17,0.00715103,soil.hip,242.2222222,UTK,advanced,UTK.K016.01
soil.hip.SHSU.2016.011.2016.04.17.day3,0,soil.hip,45.83333333,SHSU,early,shsu.2016.011
soil.face.CMU.16.03.2016.3.day16,0,soil.face,130.8333333,CMU,active,CMU_Mrs._16_03
soil.hip.UTK.K016.02.2016.04.17.day5,0,soil.hip,67.5,UTK,active,UTK.K016.02
soil.hip.CMU.16.04.2016.mo.day13,0,soil.hip,91.66666667,CMU,active,CMU_Mr._16_04
soil.face.CMU.16.03.2016.3.day18,0,soil.face,141.1111111,CMU,active,CMU_Mrs._16_03
soil.face.UTK.K016.01.2016.04.13.day9,0,soil.face,90.27777779,UTK,active,UTK.K016.01
soil.hip.CMU.16.05.2016.mo.day7,0,soil.hip,42.5,CMU,early,CMU_Mrs._16_05
soil.hip.CMU.16.04.2016.mo.day12,0,soil.hip,87.77777778,CMU,active,CMU_Mr._16_04
soil.face.SHSU.2016.024.2016.04.15.day1,0,soil.face,0,SHSU,placement,shsu.2016.024
soil.face.CMU.16.03.2016.3.day13,0,soil.face,113.0555556,CMU,active,CMU_Mrs._16_03
soil.hip.UTK.K016.01.2016.04.18.day14,0.000696986,soil.hip,176.9444445,UTK,active,UTK.K016.01
soil.hip.CMU.16.05.2016.mo.day9,0,soil.hip,69.44444445,CMU,active,CMU_Mrs._16_05
soil.hip.UTK.K016.01.2016.04.07.day3,0,soil.hip,23.05555556,UTK,early,UTK.K016.01
soil.face.SHSU.2016.011.2016.04.21.day7,0.01612542,soil.face,132.7777778,SHSU,active,shsu.2016.011
soil.hip.CMU.16.03.2016.3.day6,0,soil.hip,52.50000001,CMU,active,CMU_Mrs._16_03
soil.hip.UTK.K016.03.2016.05.11.day6,0,soil.hip,109.7222222,UTK,active,UTK.K016.03
soil.face.CMU.16.03.2016.3.day4,0,soil.face,35.83333334,CMU,early,CMU_Mrs._16_03
soil.hip.UTK.K016.02.2016.04.16.day4,0,soil.hip,51.38888889,UTK,active,UTK.K016.02
soil.hip.UTK.K016.03.2016.05.15.day10,0.001678742,soil.hip,180.5555556,UTK,active,UTK.K016.03
soil.face.CMU.16.04.2016.mo.day15,0,soil.face,102.7777778,CMU,active,CMU_Mr._16_04
soil.face.CMU.16.05.2016.mo.day7,0,soil.face,42.5,CMU,early,CMU_Mrs._16_05
soil.face.UTK.K016.03.2016.05.13.day8,0,soil.face,152.5,UTK,active,UTK.K016.03
soil.face.UTK.K016.01.2016.04.16.day12,0,soil.face,141.6666667,UTK,active,UTK.K016.01
soil.hip.CMU.16.04.2016.mo.day18,0,soil.hip,136.9444445,CMU,active,CMU_Mr._16_04
soil.face.CMU.16.04.2016.mo.day14,0,soil.face,96.11111111,CMU,active,CMU_Mr._16_04
soil.face.UTK.K016.01.2016.04.25.day21,0,soil.face,313.8888889,UTK,advanced,UTK.K016.01
soil.face.CMU.16.05.2016.mo.day6,0,soil.face,31.11111111,CMU,early,CMU_Mrs._16_05
soil.hip.CMU.16.05.2016.mo.day5,0,soil.hip,22.5,CMU,early,CMU_Mrs._16_05
soil.face.CMU.16.03.2016.3.day1,0,soil.face,0,CMU,placement,CMU_Mrs._16_03
soil.face.CMU.16.04.2016.mo.day19,0,soil.face,149.7222222,CMU,active,CMU_Mr._16_04
soil.face.UTK.K016.01.2016.04.24.day20,0.000148633,soil.face,293.6111111,UTK,advanced,UTK.K016.01
soil.hip.SHSU.2016.007.2016.04.18.day4,0,soil.hip,67.5,SHSU,active,shsu.2016.007
soil.hip.CMU.16.03.2016.3.day2,0,soil.hip,13.05555556,CMU,early,CMU_Mrs._16_03
soil.hip.UTK.K016.01.2016.04.24.day20,0.00145808,soil.hip,293.6111111,UTK,advanced,UTK.K016.01
soil.hip.CMU.16.05.2016.mo.day11,0,soil.hip,93.33333334,CMU,active,CMU_Mrs._16_05
soil.face.UTK.K016.01.2016.04.17.day13,0,soil.face,157.7777778,UTK,active,UTK.K016.01
soil.hip.CMU.16.05.2016.mo.day8,0,soil.hip,56.66666667,CMU,active,CMU_Mrs._16_05
soil.hip.CMU.16.03.2016.3.day8,0,soil.hip,66.11111112,CMU,active,CMU_Mrs._16_03
soil.hip.SHSU.2016.007.2016.04.21.day7,0.00094162,soil.hip,132.7777778,SHSU,active,shsu.2016.007
soil.face.CMU.16.04.2016.mo.day11,0,soil.face,80.27777778,CMU,active,CMU_Mr._16_04
soil.face.CMU.16.04.2016.mo.day5,0,soil.face,40.00000001,CMU,early,CMU_Mr._16_04
soil.face.CMU.16.05.2016.mo.day5,0,soil.face,22.5,CMU,early,CMU_Mrs._16_05
soil.hip.UTK.K016.03.2016.05.09.day4,0,soil.hip,63.33333333,UTK,active,UTK.K016.03
soil.face.UTK.K016.02.2016.04.26.day14,0.016484693,soil.face,245.5555556,UTK,advanced,UTK.K016.02
soil.face.CMU.16.04.2016.mo.day7,0,soil.face,50.83333334,CMU,active,CMU_Mr._16_04
soil.face.UTK.K016.01.2016.04.06.day2,0,soil.face,10.55555556,UTK,early,UTK.K016.01
soil.hip.UTK.K016.03.2016.05.08.day3,0,soil.hip,41.38888889,UTK,early,UTK.K016.03
soil.face.CMU.16.05.2016.mo.day16,0,soil.face,164.7222222,CMU,active,CMU_Mrs._16_05
soil.face.CMU.16.03.2016.3.day20,0,soil.face,160.8333333,CMU,active,CMU_Mrs._16_03
soil.face.SHSU.2016.024.2016.04.16.day2,0,soil.face,23.33333333,SHSU,early,shsu.2016.024
soil.hip.SHSU.2016.024.2016.04.18.day4,0,soil.hip,67.5,SHSU,active,shsu.2016.024
soil.face.UTK.K016.01.2016.04.15.day11,0,soil.face,126.6666667,UTK,active,UTK.K016.01
soil.hip.CMU.16.04.2016.mo.day14,0,soil.hip,96.11111111,CMU,active,CMU_Mr._16_04
soil.hip.CMU.16.03.2016.3.day7,0,soil.hip,57.22222223,CMU,active,CMU_Mrs._16_03
soil.hip.CMU.16.03.2016.3.day17,0,soil.hip,135.2777778,CMU,active,CMU_Mrs._16_03
soil.face.UTK.K016.03.2016.05.18.day13,0.028656889,soil.face,231.3888889,UTK,advanced,UTK.K016.03
soil.face.UTK.K016.02.2016.04.16.day4,0,soil.face,51.38888889,UTK,active,UTK.K016.02
soil.face.CMU.16.05.2016.mo.day14,0,soil.face,136.6666667,CMU,active,CMU_Mrs._16_05
soil.face.CMU.16.05.2016.mo.day20,0,soil.face,207.5,CMU,advanced,CMU_Mrs._16_05
soil.face.UTK.K016.02.2016.04.13.day1,0,soil.face,0,UTK,placement,UTK.K016.02
soil.face.UTK.K016.03.2016.05.14.day9,0,soil.face,168.6111111,UTK,active,UTK.K016.03
soil.hip.CMU.16.04.2016.mo.day20,0,soil.hip,160,CMU,active,CMU_Mr._16_04
soil.hip.CMU.16.03.2016.3.day16,0,soil.hip,130.8333333,CMU,active,CMU_Mrs._16_03
soil.face.UTK.K016.03.2016.05.15.day10,0.000418848,soil.face,180.5555556,UTK,active,UTK.K016.03
soil.face.SHSU.2016.007.2016.04.21.day7,0.053537285,soil.face,132.7777778,SHSU,active,shsu.2016.007
soil.hip.CMU.16.05.2016.mo.day4,0,soil.hip,15.83333333,CMU,early,CMU_Mrs._16_05
soil.hip.UTK.K016.02.2016.04.30.day18,0.001687764,soil.hip,332.7777778,UTK,advanced,UTK.K016.02
soil.hip.CMU.16.03.2016.3.day4,0,soil.hip,35.83333334,CMU,early,CMU_Mrs._16_03
soil.face.SHSU.2016.007.2016.04.16.day2,0,soil.face,23.33333333,SHSU,early,shsu.2016.007
soil.hip.UTK.K016.01.2016.04.16.day12,0.000558534,soil.hip,141.6666667,UTK,active,UTK.K016.01
soil.face.SHSU.2016.007.2016.04.18.day4,0,soil.face,67.5,SHSU,active,shsu.2016.007
soil.hip.SHSU.2016.007.2016.04.20.day6,0,soil.hip,111.6666667,SHSU,active,shsu.2016.007
soil.face.CMU.16.05.2016.mo.day2,0,soil.face,7.5,CMU,early,CMU_Mrs._16_05
soil.hip.CMU.16.03.2016.3.day20,0,soil.hip,160.8333333,CMU,active,CMU_Mrs._16_03
soil.hip.SHSU.2016.007.2016.04.16.day2,0,soil.hip,23.33333333,SHSU,early,shsu.2016.007
soil.hip.UTK.K016.03.2016.05.07.day2,0,soil.hip,18.61111111,UTK,early,UTK.K016.03
soil.hip.UTK.K016.03.2016.05.06.day1,0,soil.hip,0,UTK,placement,UTK.K016.03
soil.hip.SHSU.2016.024.2016.04.21.day7,0.000788747,soil.hip,132.7777778,SHSU,active,shsu.2016.024
soil.hip.UTK.K016.02.2016.04.18.day6,0,soil.hip,86.66666667,UTK,active,UTK.K016.02
soil.face.UTK.K016.01.2016.04.22.day18,0,soil.face,260,UTK,advanced,UTK.K016.01
soil.face.CMU.16.05.2016.mo.day3,0,soil.face,11.38888889,CMU,early,CMU_Mrs._16_05
soil.hip.UTK.K016.03.2016.05.17.day12,0.01801955,soil.hip,213.0555556,UTK,advanced,UTK.K016.03
soil.face.UTK.K016.02.2016.04.28.day16,0.022327965,soil.face,292.2222222,UTK,advanced,UTK.K016.02
soil.hip.UTK.K016.02.2016.04.14.day2,0,soil.hip,18.61111111,UTK,early,UTK.K016.02
soil.face.SHSU.2016.007.2016.04.20.day6,0.001187648,soil.face,111.6666667,SHSU,active,shsu.2016.007
soil.hip.CMU.16.05.2016.mo.day17,0,soil.hip,179.7222222,CMU,active,CMU_Mrs._16_05
soil.hip.CMU.16.03.2016.3.day13,0,soil.hip,113.0555556,CMU,active,CMU_Mrs._16_03
soil.hip.UTK.K016.02.2016.04.13.day1,0,soil.hip,0,UTK,placement,UTK.K016.02
soil.face.CMU.16.05.2016.mo.day19,0,soil.face,200.8333333,CMU,advanced,CMU_Mrs._16_05
soil.hip.CMU.16.05.2016.mo.day18,0.002768313,soil.hip,194.7222222,CMU,active,CMU_Mrs._16_05
soil.face.CMU.16.03.2016.3.day14,0,soil.face,117.7777778,CMU,active,CMU_Mrs._16_03
soil.hip.UTK.K016.03.2016.05.18.day13,0.021128451,soil.hip,231.3888889,UTK,advanced,UTK.K016.03
soil.face.SHSU.2016.007.2016.04.15.day1,0,soil.face,0,SHSU,placement,shsu.2016.007
soil.hip.CMU.16.03.2016.3.day18,0,soil.hip,141.1111111,CMU,active,CMU_Mrs._16_03
soil.hip.CMU.16.03.2016.3.day3,0,soil.hip,25.83333334,CMU,early,CMU_Mrs._16_03
soil.face.SHSU.2016.007.2016.04.25.day11,0.054340383,soil.face,220.5555556,SHSU,advanced,shsu.2016.007
soil.face.UTK.K016.02.2016.04.21.day9,0,soil.face,151.9444445,UTK,active,UTK.K016.02
soil.hip.SHSU.2016.007.2016.04.30.day16,0.004022328,soil.hip,350,SHSU,advanced,shsu.2016.007
soil.hip.SHSU.2016.007.2016.04.26.day12,0.074223803,soil.hip,247.2222222,SHSU,advanced,shsu.2016.007
soil.hip.SHSU.2016.024.2016.04.30.day16,0.004107901,soil.hip,350,SHSU,advanced,shsu.2016.024
soil.face.SHSU.2016.024.2016.04.30.day16,0.005572021,soil.face,350,SHSU,advanced,shsu.2016.024
soil.hip.SHSU.2016.011.2016.04.25.day11,0.020448472,soil.hip,220.5555556,SHSU,advanced,shsu.2016.011
soil.hip.SHSU.2016.024.2016.04.22.day8,0.002674447,soil.hip,153.8888889,SHSU,active,shsu.2016.024
soil.face.SHSU.2016.011.2016.04.23.day9,0.018538634,soil.face,174.4444445,SHSU,active,shsu.2016.011
soil.hip.CMU.16.03.2016.3.day15,0,soil.hip,123.8888889,CMU,active,CMU_Mrs._16_03
soil.hip.SHSU.2016.024.2016.04.26.day12,0.006052801,soil.hip,247.2222222,SHSU,advanced,shsu.2016.024
soil.face.SHSU.2016.007.2016.04.26.day12,0.016723003,soil.face,247.2222222,SHSU,advanced,shsu.2016.007
soil.hip.SHSU.2016.024.2016.04.27.day13,0.002463988,soil.hip,271.1111111,SHSU,advanced,shsu.2016.024
soil.face.UTK.K016.02.2016.04.20.day8,0,soil.face,130.5555556,UTK,active,UTK.K016.02
soil.face.SHSU.2016.007.2016.05.03.day19,0.010250569,soil.face,409.1666667,SHSU,advanced,shsu.2016.007
soil.face.CMU.16.03.2016.3.day15,0.000300631,soil.face,123.8888889,CMU,active,CMU_Mrs._16_03
soil.hip.SHSU.2016.024.2016.05.03.day19,0.000312061,soil.hip,409.1666667,SHSU,advanced,shsu.2016.024
soil.face.SHSU.2016.024.2016.04.28.day14,0.002671119,soil.face,296.3888889,SHSU,advanced,shsu.2016.024
soil.face.SHSU.2016.007.2016.05.05.day21,0.004852228,soil.face,449.1666667,SHSU,advanced,shsu.2016.007
soil.hip.SHSU.2016.007.2016.05.01.day17,0.00337958,soil.hip,373.6111111,SHSU,advanced,shsu.2016.007
soil.face.SHSU.2016.024.2016.05.04.day20,0.006507893,soil.face,428.6111111,SHSU,advanced,shsu.2016.024
soil.hip.UTK.K016.03.2016.05.22.day17,0.00133821,soil.hip,308.0555556,UTK,advanced,UTK.K016.03
soil.face.SHSU.2016.011.2016.05.03.day19,0.000390168,soil.face,409.1666667,SHSU,advanced,shsu.2016.011
soil.face.SHSU.2016.011.2016.04.27.day13,0.026110997,soil.face,271.1111111,SHSU,advanced,shsu.2016.011
soil.hip.SHSU.2016.011.2016.04.28.day14,0.037457001,soil.hip,296.3888889,SHSU,advanced,shsu.2016.011
soil.face.SHSU.2016.007.2016.04.23.day9,0.01282548,soil.face,174.4444445,SHSU,active,shsu.2016.007
soil.face.SHSU.2016.024.2016.05.01.day17,0.000926718,soil.face,373.6111111,SHSU,advanced,shsu.2016.024
soil.hip.SHSU.2016.007.2016.04.27.day13,0.007013866,soil.hip,271.1111111,SHSU,advanced,shsu.2016.007
soil.face.SHSU.2016.024.2016.05.03.day19,0.000877578,soil.face,409.1666667,SHSU,advanced,shsu.2016.024
soil.hip.SHSU.2016.011.2016.04.24.day10,0.000956727,soil.hip,194.7222222,SHSU,active,shsu.2016.011
soil.hip.SHSU.2016.024.2016.05.01.day17,0.001023167,soil.hip,373.6111111,SHSU,advanced,shsu.2016.024
soil.hip.SHSU.2016.024.2016.04.19.day5,0,soil.hip,90.55555556,SHSU,active,shsu.2016.024
soil.face.SHSU.2016.011.2016.04.22.day8,0.027105362,soil.face,153.8888889,SHSU,active,shsu.2016.011
soil.face.CMU.16.03.2016.3.day10,0,soil.face,80.83333334,CMU,active,CMU_Mrs._16_03
soil.face.SHSU.2016.024.2016.04.26.day12,0.003334877,soil.face,247.2222222,SHSU,advanced,shsu.2016.024
soil.hip.SHSU.2016.024.2016.04.29.day15,0.001727329,soil.hip,324.4444445,SHSU,advanced,shsu.2016.024
soil.hip.SHSU.2016.011.2016.04.22.day8,0.001395598,soil.hip,153.8888889,SHSU,active,shsu.2016.011
soil.hip.SHSU.2016.007.2016.04.25.day11,0.022959641,soil.hip,220.5555556,SHSU,advanced,shsu.2016.007
soil.face.UTK.K016.01.2016.04.19.day15,0.000996678,soil.face,197.5,UTK,active,UTK.K016.01
soil.face.SHSU.2016.024.2016.04.23.day9,0.005069044,soil.face,174.4444445,SHSU,active,shsu.2016.024
soil.hip.SHSU.2016.007.2016.05.03.day19,0.001971738,soil.hip,409.1666667,SHSU,advanced,shsu.2016.007
soil.hip.CMU.16.03.2016.3.day10,0,soil.hip,80.83333334,CMU,active,CMU_Mrs._16_03
soil.face.UTK.K016.02.2016.04.30.day18,0.015449927,soil.face,332.7777778,UTK,advanced,UTK.K016.02
soil.hip.SHSU.2016.011.2016.04.26.day12,0.040788109,soil.hip,247.2222222,SHSU,advanced,shsu.2016.011
soil.face.SHSU.2016.011.2016.04.26.day12,0,soil.face,247.2222222,SHSU,advanced,shsu.2016.011
soil.hip.SHSU.2016.007.2016.05.04.day20,0.016414141,soil.hip,428.6111111,SHSU,advanced,shsu.2016.007
soil.face.SHSU.2016.011.2016.05.05.day21,0.010930233,soil.face,449.1666667,SHSU,advanced,shsu.2016.011
soil.hip.SHSU.2016.024.2016.04.28.day14,0.001650165,soil.hip,296.3888889,SHSU,advanced,shsu.2016.024
soil.face.SHSU.2016.024.2016.04.25.day11,0,soil.face,220.5555556,SHSU,advanced,shsu.2016.024
soil.face.UTK.K016.02.2016.04.22.day10,0,soil.face,169.7222222,UTK,active,UTK.K016.02
soil.face.UTK.K016.02.2016.04.23.day11,0.000274826,soil.face,185.8333333,UTK,active,UTK.K016.02
soil.hip.SHSU.2016.007.2016.04.29.day15,0.038478797,soil.hip,324.4444445,SHSU,advanced,shsu.2016.007
soil.hip.SHSU.2016.024.2016.05.02.day18,0.000715583,soil.hip,391.6666667,SHSU,advanced,shsu.2016.024
soil.face.UTK.K016.03.2016.05.25.day20,0.030940749,soil.face,366.9444445,UTK,advanced,UTK.K016.03
soil.hip.SHSU.2016.011.2016.04.29.day15,0.183788666,soil.hip,324.4444445,SHSU,advanced,shsu.2016.011
soil.hip.UTK.K016.02.2016.05.02.day20,0,soil.hip,375.8333333,UTK,advanced,UTK.K016.02
soil.face.SHSU.2016.011.2016.04.29.day15,0.06468691,soil.face,324.4444445,SHSU,advanced,shsu.2016.011
soil.hip.SHSU.2016.024.2016.04.25.day11,0,soil.hip,220.5555556,SHSU,advanced,shsu.2016.024
soil.face.SHSU.2016.007.2016.04.28.day14,0.077683316,soil.face,296.3888889,SHSU,advanced,shsu.2016.007
soil.face.SHSU.2016.024.2016.04.24.day10,0.00105636,soil.face,194.7222222,SHSU,active,shsu.2016.024
soil.hip.SHSU.2016.024.2016.05.04.day20,0.006143118,soil.hip,428.6111111,SHSU,advanced,shsu.2016.024
soil.hip.SHSU.2016.011.2016.04.30.day16,0.01445271,soil.hip,350,SHSU,advanced,shsu.2016.011
soil.face.SHSU.2016.011.2016.05.02.day18,0.002659574,soil.face,391.6666667,SHSU,advanced,shsu.2016.011
soil.hip.SHSU.2016.011.2016.05.04.day20,0.016756656,soil.hip,428.6111111,SHSU,advanced,shsu.2016.011
soil.face.SHSU.2016.007.2016.04.29.day15,0.066782704,soil.face,324.4444445,SHSU,advanced,shsu.2016.007
soil.hip.UTK.K016.03.2016.05.23.day18,0.007352941,soil.hip,326.1111111,UTK,advanced,UTK.K016.03
soil.face.SHSU.2016.024.2016.04.19.day5,0.000228467,soil.face,90.55555556,SHSU,active,shsu.2016.024
soil.face.SHSU.2016.007.2016.05.01.day17,0.027756529,soil.face,373.6111111,SHSU,advanced,shsu.2016.007
soil.hip.SHSU.2016.011.2016.04.27.day13,0.024629237,soil.hip,271.1111111,SHSU,advanced,shsu.2016.011
soil.face.SHSU.2016.007.2016.04.24.day10,0.036017435,soil.face,194.7222222,SHSU,active,shsu.2016.007
