comm_10_0	SHSU.bins.186
comm_10_0	SHSU.bins.190
comm_10_0	SHSU.bins.277
comm_10_0	SHSU.bins.335
comm_10_0	SHSU.bins.399
comm_10_0	SHSU.bins.403
comm_10_0	SHSU.bins.453
comm_10_0	SHSU.bins.512
comm_10_0	SHSU.bins.544
comm_10_0	SHSU_advanced.final.69
comm_10_1	SHSU.bins.190
comm_10_1	SHSU.bins.240
comm_10_1	SHSU.bins.277
comm_10_1	SHSU.bins.335
comm_10_1	SHSU.bins.399
comm_10_1	SHSU.bins.403
comm_10_1	SHSU.bins.453
comm_10_1	SHSU.bins.512
comm_10_1	SHSU.bins.544
comm_10_1	SHSU_advanced.final.69
comm_10_2	SHSU.bins.190
comm_10_2	SHSU.bins.277
comm_10_2	SHSU.bins.292
comm_10_2	SHSU.bins.335
comm_10_2	SHSU.bins.399
comm_10_2	SHSU.bins.403
comm_10_2	SHSU.bins.453
comm_10_2	SHSU.bins.512
comm_10_2	SHSU.bins.544
comm_10_2	SHSU_advanced.final.69
comm_10_3	SHSU.bins.150
comm_10_3	SHSU.bins.190
comm_10_3	SHSU.bins.277
comm_10_3	SHSU.bins.335
comm_10_3	SHSU.bins.399
comm_10_3	SHSU.bins.403
comm_10_3	SHSU.bins.453
comm_10_3	SHSU.bins.512
comm_10_3	SHSU.bins.544
comm_10_3	SHSU_advanced.final.69
comm_10_4	SHSU.bins.190
comm_10_4	SHSU.bins.277
comm_10_4	SHSU.bins.335
comm_10_4	SHSU.bins.399
comm_10_4	SHSU.bins.403
comm_10_4	SHSU.bins.453
comm_10_4	SHSU.bins.512
comm_10_4	SHSU.bins.544
comm_10_4	SHSU.bins.84
comm_10_4	SHSU_advanced.final.69
comm_10_5	SHSU.bins.150
comm_10_5	SHSU.bins.178
comm_10_5	SHSU.bins.190
comm_10_5	SHSU.bins.234
comm_10_5	SHSU.bins.240
comm_10_5	SHSU.bins.263
comm_10_5	SHSU.bins.276
comm_10_5	SHSU.bins.277
comm_10_5	SHSU.bins.512
comm_10_5	SHSU_advanced.final.69
comm_10_6	SHSU.bins.150
comm_10_6	SHSU.bins.178
comm_10_6	SHSU.bins.190
comm_10_6	SHSU.bins.234
comm_10_6	SHSU.bins.240
comm_10_6	SHSU.bins.263
comm_10_6	SHSU.bins.277
comm_10_6	SHSU.bins.292
comm_10_6	SHSU.bins.512
comm_10_6	SHSU_advanced.final.69
comm_10_7	SHSU.bins.150
comm_10_7	SHSU.bins.178
comm_10_7	SHSU.bins.190
comm_10_7	SHSU.bins.234
comm_10_7	SHSU.bins.240
comm_10_7	SHSU.bins.263
comm_10_7	SHSU.bins.277
comm_10_7	SHSU.bins.335
comm_10_7	SHSU.bins.512
comm_10_7	SHSU_advanced.final.69
comm_10_8	SHSU.bins.150
comm_10_8	SHSU.bins.154
comm_10_8	SHSU.bins.186
comm_10_8	SHSU.bins.292
comm_10_8	SHSU.bins.399
comm_10_8	SHSU.bins.453
comm_10_8	SHSU.bins.512
comm_10_8	SHSU.bins.544
comm_10_8	SHSU.bins.84
comm_10_8	SHSU_advanced.final.69
comm_10_9	SHSU.bins.150
comm_10_9	SHSU.bins.178
comm_10_9	SHSU.bins.190
comm_10_9	SHSU.bins.234
comm_10_9	SHSU.bins.240
comm_10_9	SHSU.bins.263
comm_10_9	SHSU.bins.277
comm_10_9	SHSU.bins.512
comm_10_9	SHSU.bins.72
comm_10_9	SHSU_advanced.final.69
comm_10_10	SHSU.bins.150
comm_10_10	SHSU.bins.154
comm_10_10	SHSU.bins.186
comm_10_10	SHSU.bins.240
comm_10_10	SHSU.bins.399
comm_10_10	SHSU.bins.453
comm_10_10	SHSU.bins.512
comm_10_10	SHSU.bins.544
comm_10_10	SHSU.bins.84
comm_10_10	SHSU_advanced.final.69
comm_10_11	SHSU.bins.150
comm_10_11	SHSU.bins.154
comm_10_11	SHSU.bins.186
comm_10_11	SHSU.bins.335
comm_10_11	SHSU.bins.399
comm_10_11	SHSU.bins.453
comm_10_11	SHSU.bins.512
comm_10_11	SHSU.bins.544
comm_10_11	SHSU.bins.84
comm_10_11	SHSU_advanced.final.69
comm_10_12	SHSU.bins.154
comm_10_12	SHSU.bins.170
comm_10_12	SHSU.bins.178
comm_10_12	SHSU.bins.190
comm_10_12	SHSU.bins.335
comm_10_12	SHSU.bins.453
comm_10_12	SHSU.bins.512
comm_10_12	SHSU.bins.56
comm_10_12	SHSU.bins.84
comm_10_12	SHSU_advanced.final.69
comm_10_13	SHSU.bins.150
comm_10_13	SHSU.bins.178
comm_10_13	SHSU.bins.190
comm_10_13	SHSU.bins.234
comm_10_13	SHSU.bins.240
comm_10_13	SHSU.bins.263
comm_10_13	SHSU.bins.277
comm_10_13	SHSU.bins.399
comm_10_13	SHSU.bins.512
comm_10_13	SHSU.bins.72
comm_10_14	SHSU.bins.150
comm_10_14	SHSU.bins.178
comm_10_14	SHSU.bins.190
comm_10_14	SHSU.bins.234
comm_10_14	SHSU.bins.240
comm_10_14	SHSU.bins.263
comm_10_14	SHSU.bins.277
comm_10_14	SHSU.bins.399
comm_10_14	SHSU.bins.512
comm_10_14	SHSU_advanced.final.69
