axis1,0DH dehydrogenase ubiquinone 1 alpha subcomplex,0DH dehydrogenase ubiquinone 1 beta subcomplex,1-hydroxy-2-unsubstituted benzenoids,70-9 (f),Acetoin utilization transport system,Actinoplanes (g),Agaricomycetes ( cs),Allovahlkampfia ( g),Alteraurantiacibacter (g),Animalia ( k),Anisoles,Archangium (g),Aspergillus ( g),Cationic peptide transport system,Cercomonadidae ( g),Chrysophyceae ( cs),D0 polymerase alpha / primase complex,Diarylheptanoids,Dicarboxylic acids and derivatives,Dinophyceae ( cs),Dipeptides,F420 biosynthesis,Fatty acid esters,Fatty acids and conjugates,Flamella ( g),Flavobacterium (g),Fungi ( k),GMQP-bins7 (g),Glycosphingolipids,Hydroxy acids and derivatives,JACDBZ01 (g),Knoellia (g),Korotnevella ( g),Lentzea (g),Lineolic acids and derivatives,Long-chain fatty acids,Monocystis ( g),Monosiga ( g),Multidrug/hemolysin transport system,Nocardioides (g),Oligogalacturonide transport system,PTS system N-acetylgalactosamine-specific II component,PTS system fructoselysine/glucoselysine-specific II component,PTS system galactitol-specific II component,PTS system sucrose-specific II component,Peptides,Polyethylene glycols,Pseudonocardia (g),Pucciniomycotina ( ps),Putative lysine transport system,R0 polymerase I eukaryotes,R0 polymerase II eukaryotes,Rhogostoma ( g),Salpingoeca ( g),Secondary alcohols,Sphingomicrobium (g),Steroids and steroid derivatives,Subtype III-U factors,TMAO,Triacylglycerols,Tubulinea ( g),Tylenchida ( g),Uncharacterized ABC transport system,Vitamin B12 transport system,uncultured ( g)
Dipeptides,-0.8901037451074011,-0.7063061180488172,0.0707414351141881,-0.527459459174701,-0.5121200851122241,-0.5527768105788805,-0.46954134280470583,-0.12031094423069177,-0.36251560362784907,-0.50630920323532,0.2946930926319769,-0.5141729329148018,-0.047956919220682355,-0.7932514999809965,-0.33169553525939227,-0.5845048002382461,-0.8307400324526047,0.6106614118077899,0.12565177130282068,-0.631497333379832,1.0,-0.894532855627118,0.345754971839217,0.020685436434543496,-0.11865404371424149,-0.6814014993343536,-0.383357603102533,-0.7119375223761292,0.5445355457469607,0.47486416264382186,-0.4237460303749738,-0.43580030158737426,-0.31233210899219876,-0.4990176174817819,0.2853668439084817,0.1426508747437216,-0.26838858709524,-0.16537139385145416,-0.7400845582180745,-0.5440899293565025,-0.8527781882205324,-0.6313774429272349,-0.7098645112683397,-0.9859773517892164,-0.6837307031601284,-0.05626440704750673,-0.07107078192676698,-0.5168973220681566,-0.023571977987768663,-0.535823713630999,-0.6828288725745344,-0.6607363375237792,0.04384881352034158,-0.27381992293718466,0.1063051150080854,-0.2929936885956504,0.4911728080886948,-0.664210840524842,-0.5191770926427898,-0.03431360426483842,-0.19635370325814658,-0.7996402753577674,-0.42334967796259265,-0.6556196422963667,-0.7054677814150845
F420 biosynthesis,0.8630305414376218,0.9250464954624039,-0.11206101814286104,0.40532664431222276,0.7983776936289585,0.6542837494839834,0.2509038190222891,0.5326491522856202,0.4771631695627125,0.4043229949746776,0.04433356193780756,0.5737725366155478,0.0937583074580509,0.8455036753612023,-0.010954380372171373,0.33063431849978336,0.5523051137200903,-0.7467644592811715,-0.5208702399530976,0.23272612945181173,-0.894532855627118,1.0,-0.02248757392846401,-0.40913541049017466,0.4991441988821629,0.78481311398359,0.08391797484617457,0.5485661631644223,-0.8344096099483412,-0.6628969764867061,0.5119244640086713,0.4784498646871717,0.14070480184535455,0.5368272617351846,-0.2220645569337494,-0.25787201390595704,0.4507368927190685,0.4950548572357296,0.4906189064943326,0.4679930759642656,0.817482488016539,0.6820347593029362,0.8509522222775199,0.9474881419397163,0.8701306316249686,-0.3094758703130267,-0.312136075961217,0.6599867316583609,0.3812581442452723,0.8332646200358851,0.3903733858901425,0.4576356085906552,0.28636100551388305,-0.10603907263057424,-0.5025808498176935,0.3988360213351884,-0.6018190917584466,0.38554904676409535,0.7153678065899559,-0.32679518516477474,0.29809111816121925,0.5836942930409551,0.6248189355640781,0.631800254677178,0.5635763035187303
Fatty acid esters,0.02166415321309026,0.31084644811059803,-0.5826023573598796,-0.47242853600710727,0.1863207654720737,-0.24327042452384776,0.006027732651673083,0.5601045795366674,-0.03814740630481454,0.13252753109657103,0.23741931661492563,-0.05186029584848875,0.039367345293870676,0.018615271938104923,-0.4140091532136379,-0.8467760409076237,-0.3927575796258213,-0.39982138292357383,-0.49457944856307107,-0.6220186557889791,0.34575497183921694,-0.02248757392846399,1.0,-0.6681903260457946,0.6132233693462369,-0.17360863698449774,-0.15506158844330353,-0.7017102227074021,-0.35131902525522185,-0.4132469638213138,0.0198082455787057,-0.21486872833966972,-0.030224644810081736,-0.37316065112929575,0.2296424592807472,-0.15740792208057341,-0.13640032218912562,0.1543876788642255,-0.3407693599795855,-0.5304258479745779,-0.3325948130448374,0.22109588328049978,0.04198512579272908,-0.19351886389272013,0.25984301646673014,-0.2858161868727595,-0.32220214527199287,-0.27891233390453635,0.7586286013266542,0.3285116403211191,-0.36144807027851145,-0.000754738266359091,0.31983318612357864,-0.5965632359361428,-0.4436563241871938,-0.0258361357497523,0.203774872586932,-0.13280358276069215,-0.11128639091190738,-0.2669222994978192,0.24900568812899573,-0.6254960728563026,0.08831937731271401,0.21173433939394165,-0.7645750777445511
Fatty acids and conjugates,-0.08633256446981938,-0.7027586161190066,-0.04834369993388327,-0.14958233533086537,-0.8063868240533146,0.0029188748705419065,0.4598192528547382,-0.9613509352608591,0.11127274512713033,-0.30606576228234256,-0.7434845422366708,0.14854916304479163,0.3560212550516957,-0.07451391505426469,0.838286839950738,0.2586826120110821,0.43284808903469685,0.27818612546160326,0.9624834508754277,0.7068616003909772,0.02068543643454346,-0.40913541049017454,-0.6681903260457946,1.0,-0.9944537378725022,-0.5131039669844988,0.6441823060083736,0.022767705908676248,0.841703196665068,0.811139111265843,0.12718158612660568,0.24397964500108066,0.5624675782115344,0.20859088975427775,0.35269732606725585,0.6557297029424325,-0.6387922184313299,-0.81289391134338,0.5082624087830101,0.42159046642982595,-0.31424290409437855,-0.5880516562066542,-0.6645450716943101,-0.1535871618360387,-0.735127785337705,0.8527388824449703,0.8585312688250384,-0.08779200323756804,-0.9781403077452108,-0.8380188915074669,0.5803648266132088,0.0008385673032076382,-0.8881494790712151,0.9332610715614201,0.6061523941797402,0.16122172358752881,0.5764564563784912,0.2617485967069522,-0.6502063843791959,0.8470538363638273,-0.251074295841349,0.06646144089042573,-0.7792809520067955,-0.4270754251172234,0.36254700243494703
Flamella ( g),0.16570807174191265,0.7659691711565231,0.06062596281700412,0.20117253246791558,0.8623107010272766,0.07556497161828069,-0.43014704214370497,0.9747322093762648,-0.05550027891181432,0.32644484400644297,0.7276297094160764,-0.08371778568175801,-0.33629346649021324,0.1556588904819552,-0.8085479059462498,-0.19027148851742146,-0.3589909123428471,-0.32965274662793986,-0.9769860026317331,-0.6501140249110964,-0.11865404371424144,0.4991441988821629,0.6132233693462369,-0.9944537378725022,1.0,0.5857837409576445,-0.6210358893429457,0.05666714257534312,-0.8927957462262254,-0.8398486668260032,-0.07115193488874293,-0.1788764461705779,-0.5370456680528374,-0.13193601974461322,-0.3716838078267722,-0.6584507185217121,0.6765104121552673,0.842185992878332,-0.4393958149584311,-0.34247379887823437,0.3979796061085058,0.6287674597144199,0.730854310712867,0.24840719046998197,0.7931035743450867,-0.858235903395443,-0.8631354075492326,0.1672819619109352,0.9653147684593291,0.8904199592248097,-0.5197795252280036,0.036097508156842255,0.887473100879912,-0.9031243911301299,-0.6318675452841788,-0.11245826490925176,-0.6310675891761518,-0.22092436360903053,0.7127168511830465,-0.8550806540563748,0.26519319046505063,0.012295244258222102,0.8203484087440994,0.46534136110730523,-0.2678508132143761
Flavobacterium (g),0.4538386665691564,0.7642843074400145,0.3958777246588412,0.6882315529447993,0.8551661656289093,0.37915953217434006,-0.22820383682115009,0.5849665539304106,0.058830346572498415,0.44069830391852904,0.41027950548834224,0.10202106365577307,-0.35689729764140654,0.3943960739261063,-0.3729878547978776,0.5691869801451889,0.2153498032665369,-0.26090843109217626,-0.6323088549165309,0.02312758968810344,-0.6814014993343536,0.7848131139835901,-0.17360863698449777,-0.5131039669844988,0.5857837409576445,0.8924383957297771,-0.33268333464489735,0.7508536253634895,-0.7970024504112403,-0.7084344284220598,0.03506107461323193,0.08204397742657796,-0.3772513354381441,0.24588339459109432,-0.6204150913831327,-0.5870362939782827,0.8060423762121804,0.7291157950076341,0.066515709794638,0.17068147871144462,0.8887935764277791,0.6959868249058041,0.9096767258211318,0.7000010885796288,0.822436777676695,-0.5848406282209626,-0.5589015835369202,0.47076571003113543,0.4381513383644151,0.8035407921578588,-0.010413837211051102,0.303900784677679,0.6066009920598714,-0.36902778521008867,-0.3091450592256816,-0.026593792494965886,-0.8914899567698769,0.1438832041459212,0.9068108285555546,-0.6013255811552313,0.15790228615885485,0.7023515422776336,0.8628107507421365,0.5633166000402909,0.4548407926229977
Fungi ( k),0.561849937045915,-0.10066059226593949,-0.6715187853644121,-0.20832086468815703,-0.5171114548625961,0.08187550422728458,0.9718191137123443,-0.655615381287772,0.2708052467031666,0.2064319113761248,-0.9879445748175573,0.435991597915069,0.44275501270970014,0.4582748078432005,0.9416731256182513,-0.01859748223231501,0.8226697899735815,-0.44346577799337333,0.7098342121295755,0.8254631282871371,-0.383357603102533,0.08391797484617457,-0.15506158844330348,0.6441823060083736,-0.6210358893429456,-0.33268333464489735,0.9999999999999999,-0.09731392910634526,0.36810713945326295,0.26042401206014654,0.40549365313510827,0.33160882611105724,0.9122455302279032,0.17812268231066106,0.39018029357089584,0.5368481028886535,-0.7682717795729204,-0.8236470745486952,0.8794079390911789,0.3527381347168148,-0.07312572861240334,-0.01878075082570996,-0.2839406055451272,0.34164064069974936,-0.18544412604613036,0.9096747554812342,0.8995880748561118,-0.10444355796425538,-0.5079870109979129,-0.3976757994344307,0.9236899030181395,0.5786151171232914,-0.8851427805387053,0.842969662342143,0.3794171028742345,0.29556788575778725,0.5705509713688527,0.7808738680684508,-0.5887682257129316,0.9045809910538547,0.0516064448815442,0.12047335975093881,-0.599148807915394,0.21094540450174407,0.19963990446750193
GMQP-bins7 (g),0.3161539976117651,0.3642734902080116,0.6346156781145734,0.8693555152962488,0.46903543097308403,0.25296058242603137,-0.1276591911129911,0.03850220726609081,-0.11623378203463124,0.42656760253171155,0.09982786959134064,-0.04426264904860395,-0.44533547315328753,0.19601977287085626,-0.016456070690699345,0.9621531168598337,0.4351273576976783,0.09357416425309446,-0.12236154568594139,0.4533972227372963,-0.7119375223761292,0.5485661631644223,-0.7017102227074021,0.022767705908676248,0.056667142575343055,0.7508536253634894,-0.09731392910634529,1.0000000000000002,-0.3520294772672334,-0.3560039395033286,-0.1440428005786489,0.011918162095667413,-0.28953183818679684,0.2205561917374315,-0.7243106984159912,-0.4379416667693556,0.657994015652667,0.3738242612534989,0.2533035082454,0.285997407845291,0.890711097931649,0.49731822284702515,0.6675682069344953,0.6273718514537916,0.4765447977483446,-0.19584353480853908,-0.1442987248001999,0.3266222846023123,-0.09731540976505881,0.3595514024740672,0.23150306688946343,0.384417888947439,0.24212840424994392,0.08612360056076435,0.20437998208475996,-0.18710948385319012,-0.7909063425336098,0.3238180217758116,0.6919504773424043,-0.2184452308686459,-0.041193600061914554,0.9610833344824126,0.6059370267351477,0.42705669232083,0.6825457711020684
Glycosphingolipids,-0.5397761575915517,-0.9618883268367044,-0.01774355109317488,-0.3697483141483023,-0.9689854229552038,-0.3786230738825468,0.1651464796418649,-0.8919778596319244,-0.18939838993596442,-0.4272708513826341,-0.4993036096263535,-0.22108634634806967,0.19468042709657243,-0.519249499733864,0.5311311057302901,-0.08465585404018944,-0.05506222620134447,0.5695753968465346,0.8919677215441657,0.2872347160980534,0.5445355457469608,-0.8344096099483412,-0.35131902525522185,0.841703196665068,-0.8927957462262254,-0.7970024504112403,0.36810713945326295,-0.3520294772672334,1.0,0.8823695465290153,-0.19439712332068357,-0.116415360500144,0.29538502823186835,-0.1857211096973779,0.3843415795949604,0.5733984226690775,-0.6901755236067539,-0.8050018548574597,0.035846676881309936,-0.018992628190876906,-0.6976075699719919,-0.7615009631354579,-0.91858056402485,-0.6500429943152234,-0.9584721516169603,0.7168345886019074,0.7187474898470341,-0.4447850970187503,-0.8052902984777439,-0.998369379822234,0.1376352029615615,-0.26247390174080526,-0.7266629183637203,0.6330683799935374,0.6433007305017222,-0.11105105162495786,0.7400640293525166,-0.05792643228716904,-0.843166604781364,0.7242938529649608,-0.3138311374958143,-0.3378603791587292,-0.8645254762516933,-0.6274404636723095,-0.13339382993417945
Hydroxy acids and derivatives,-0.4593598947300429,-0.8621193028015107,-0.008373933805000148,-0.4966791791766318,-0.8014989482356146,0.03377522747937485,0.09236833403089788,-0.7333853223867695,0.22782026732023444,-0.7714316826743658,-0.370749287944476,0.13762661685943786,0.5304809802614522,-0.27796107828501837,0.5102755163226038,-0.12436838680305459,-0.09359463310824555,0.41638743311432125,0.7538775311264371,0.1775443283397977,0.47486416264382186,-0.6628969764867061,-0.4132469638213137,0.811139111265843,-0.8398486668260031,-0.7084344284220598,0.26042401206014665,-0.3560039395033286,0.8823695465290153,0.9999999999999999,0.17430391170431395,0.2914593516946857,0.3669534440686112,0.242820621487263,0.6323330317123115,0.7592424293668838,-0.614126117381019,-0.6170276311914138,0.07679077362579374,0.3495849155830376,-0.7036762354840991,-0.9498494661255852,-0.8951833406103735,-0.5625018159000374,-0.9432402759775989,0.5595925624823567,0.5395428464219729,0.0002141221666244453,-0.8502760574294969,-0.8578691769451958,0.1237945880261439,-0.5579497542428269,-0.6766258692093171,0.626177028422201,0.2598810142025183,0.30075966200053517,0.7128342831693275,-0.31343326536995425,-0.6936129410332683,0.5637008277160835,-0.2741261794507268,-0.42806531354690924,-0.8607969761854305,-0.865651737108709,0.1479111989247836
JACDBZ01 (g),0.6340730764721411,0.3334178316568268,-0.5529544881269854,-0.4036434764809397,0.147630630193169,0.8388032158148733,0.5141086528611983,0.09032535729241381,0.9846701380447395,-0.396756967784194,-0.3213559449710502,0.9941114780861767,0.9030973334711776,0.8555654054176364,0.4506959951491291,-0.22699517223883758,0.4379259285846494,-0.7605608246128482,-0.0027423575214781,0.20868663204609336,-0.4237460303749738,0.5119244640086713,0.019808245578705794,0.12718158612660566,-0.0711519348887429,0.03506107461323193,0.4054936531351083,-0.14404280057864885,-0.19439712332068354,0.17430391170431395,1.0,0.9650301363672257,0.7110686187947705,0.8792958532921438,0.7070365838901947,0.591400675725399,-0.3020075476982849,-0.06098509849379798,0.6185268414284634,0.8329137512406182,-0.005377848112045919,-0.1926453321420908,0.008335037800694438,0.4734170302808761,0.10825932839155815,0.1684150567107707,0.11381280821235364,0.7742244226386411,-0.16182721042060222,0.21169224365804473,0.5270646379350387,-0.10019999570759394,-0.34173559962324357,0.3573582209957292,-0.6348535475394729,0.9809346214664193,0.2587932147627779,0.055672817874715064,-0.010963197665793827,0.16087773570991146,0.20769943641038302,-0.14058875393871545,-0.24773428369665917,-0.1494889816432725,0.5415628704347599
Knoellia (g),0.5408767451520656,0.2332656198871134,-0.3379871522115762,-0.29754563894614655,0.13096332683411877,0.8975525680686465,0.3989060017931496,0.007062399061997221,0.9831658064550416,-0.4994957416923171,-0.27290662986213343,0.9699579606443509,0.8760445214020615,0.7886991419053917,0.458341674575757,-0.03633064693915983,0.4243696605917387,-0.5982056423645364,0.06043059636133567,0.25944539437076,-0.43580030158737426,0.4784498646871717,-0.21486872833966966,0.24397964500108058,-0.1788764461705779,0.08204397742657797,0.33160882611105724,0.011918162095667413,-0.11641536050014402,0.2914593516946857,0.9650301363672257,1.0,0.6288098562583759,0.9673564497278364,0.6451269570927447,0.6060570682488751,-0.2070132057715049,-0.023790597327410935,0.5967048500858333,0.9401455995441209,0.04500616310255138,-0.29370642259984464,-0.011339535061844186,0.4513904095018276,0.023827219839296893,0.14920577522775122,0.10265279403193722,0.8627215894802621,-0.3197598327648158,0.14433927986978226,0.5056364944072507,-0.20486810778438563,-0.3419365563610285,0.42516090758642355,-0.5748015216422069,0.9771124473209614,0.17812365331733573,-0.029512347127204255,0.05464332393194484,0.13803158390528736,0.13133615354852068,-0.034177066968627004,-0.23911317969856086,-0.2730264130770674,0.7089449324349633
Korotnevella ( g),0.5801996423949619,-0.04801657354017838,-0.7916066690415048,-0.46017594083230234,-0.4334122839285016,0.34904064816064095,0.9278725253978094,-0.49093186421809076,0.6065798656144984,-0.10987755935797311,-0.8780250922712904,0.7145899890961033,0.7649154801994874,0.6183038887483328,0.8908277902464649,-0.24505714289810335,0.6991110063525485,-0.6037031137909884,0.5772221241959578,0.6264318068827217,-0.31233210899219876,0.14070480184535453,-0.030224644810081736,0.5624675782115344,-0.5370456680528373,-0.3772513354381442,0.9122455302279033,-0.28953183818679684,0.29538502823186846,0.36695344406861125,0.7110686187947705,0.6288098562583759,1.0,0.4517213312335862,0.6968312849455686,0.7257650538739568,-0.8048126671688969,-0.7119468199678489,0.8460006552786625,0.5578069624246323,-0.2238535880772377,-0.21553052736266906,-0.35153880199093684,0.30792053246401996,-0.21723062260515158,0.7871574874152927,0.7502567162545234,0.17631984365995043,-0.468657712237497,-0.3097928505093218,0.8488177442323447,0.2936413375589264,-0.8497623901699208,0.7755342658488275,0.017425854220856966,0.6375659977647671,0.6693056544929833,0.5239544000364414,-0.5717798750365372,0.7840051844783718,0.10696613110596515,-0.12879244758012637,-0.6684472383126034,-0.01697986250859304,0.2658596430045863
Lentzea (g),0.4913010538750727,0.26627584049628555,-0.09777442501097813,-0.1089141326226074,0.2535524692223338,0.937408725128262,0.2307684459120564,0.061381549829134525,0.9271098402375515,-0.48726706904656647,-0.12874442844189748,0.8989775926251364,0.7442162354493096,0.7392147128609737,0.3478577423403665,0.16884259294090667,0.388523029231525,-0.47900822768651546,-0.019308389457067168,0.24720044675126512,-0.4990176174817819,0.5368272617351847,-0.37316065112929575,0.20859088975427784,-0.1319360197446132,0.24588339459109432,0.17812268231066106,0.22055619173743155,-0.1857211096973779,0.242820621487263,0.8792958532921435,0.9673564497278364,0.4517213312335862,1.0,0.46855962521734384,0.47963469164466455,0.009492051357378324,0.13725269444784008,0.5233887216706258,0.9688879332317488,0.20160142517954235,-0.2463912202579742,0.11457909690253537,0.4960325502560275,0.08969683837073973,0.009595215320074426,-0.0252655025186229,0.9442163148027228,-0.3231384807533187,0.22120693392436971,0.42485307065447087,-0.24402883334374428,-0.20274721809889032,0.36010014796743245,-0.5643628397410535,0.9069882779973956,-0.03112422001655877,-0.095981739421828,0.24473973292078618,-0.00541820191623078,0.09465661093562325,0.1289176247099777,-0.07610904522713095,-0.2694083294770031,0.8346932846492826
Lineolic acids and derivatives,0.04762981932682564,-0.299589709255814,-0.658182991313011,-0.8536453132480873,-0.44679744604865185,0.35497422500929854,0.4087453071695103,-0.23539099125503968,0.6994626340804129,-0.7056292730916148,-0.3817334947422776,0.6400187802831243,0.9319433178973977,0.294905461161795,0.4583694406423502,-0.6700926869063777,0.00677268869657481,-0.343629621649438,0.3364646216542934,-0.03862383702786048,0.2853668439084817,-0.2220645569337494,0.22964245928074736,0.35269732606725585,-0.3716838078267721,-0.6204150913831327,0.3901802935708958,-0.7243106984159912,0.3843415795949604,0.6323330317123116,0.7070365838901946,0.6451269570927447,0.6968312849455685,0.46855962521734384,1.0000000000000002,0.8331144560514037,-0.7392320323113963,-0.4582033078151142,0.2626726597845301,0.4489620695636035,-0.7084925635415102,-0.6934911078567204,-0.6554419813235385,-0.24454785070080534,-0.51444755173037,0.40856337674735566,0.34394392207386626,0.2648058564690548,-0.34407538958350825,-0.37070968235064644,0.23954590758959918,-0.4351716496418815,-0.5699663700063554,0.3902781229708992,-0.3662633828567318,0.7597284147088122,0.8134693368510914,-0.2274432705560209,-0.616248335125971,0.417339049275195,0.04529343469575914,-0.7222496089161792,-0.7628007018394853,-0.5988117631198904,0.006439095188842699
Long-chain fatty acids,0.046297884421641386,-0.4528633432695896,-0.4586719551475076,-0.6221239158277921,-0.5945216360849913,0.31685702273377986,0.47902236581116825,-0.5398407087771173,0.5832541316561607,-0.6208790257281179,-0.5668063882914999,0.5589493184911808,0.8164818381220373,0.23218933452087717,0.6741455226792037,-0.3118868690476669,0.2223699991162004,-0.15732814140268989,0.6097747163001292,0.2906781998876266,0.14265087474372162,-0.25787201390595704,-0.1574079220805734,0.6557297029424325,-0.658450718521712,-0.5870362939782827,0.5368481028886535,-0.43794166676935564,0.5733984226690775,0.7592424293668838,0.591400675725399,0.6060570682488751,0.7257650538739567,0.47963469164466455,0.8331144560514037,0.8502428505073067,-0.7400719704987123,-0.618047016797608,0.4305539090251743,0.5516898457799388,-0.5652141233160521,-0.7067287419289421,-0.6823167077665107,-0.17063124096331167,-0.621349316819964,0.6164629500383132,0.5738761625252563,0.22108472076962057,-0.6506361731911618,-0.5601406984329378,0.43608435490265035,-0.2970345180732087,-0.7522552539116405,0.6688078817178781,-0.03982069477858184,0.6405969449454224,0.758913896201985,-0.04248754884675138,-0.6421416959493833,0.618392839607019,-0.06291118141027385,-0.4253995570442435,-0.8182286256204518,-0.5807963111719245,0.22907336914469117
Monocystis ( g),-0.039399349996917445,0.5205289836537701,0.7330351691255111,0.6807246156908382,0.8256965594354597,0.14485608990086368,-0.7082249708318877,0.6779248400437083,-0.21123005210524454,0.24539014164043382,0.7993392339029264,-0.2628645499788213,-0.5868106099141773,-0.056863644195234785,-0.7503239620731661,0.5137816943459603,-0.2764328892271917,0.16572408877373315,-0.7548918856879265,-0.36483157858176596,-0.26838858709524,0.4507368927190685,-0.13640032218912554,-0.6387922184313299,0.6765104121552673,0.8060423762121804,-0.7682717795729205,0.6579940156526672,-0.690175523606754,-0.614126117381019,-0.3020075476982849,-0.2070132057715049,-0.8048126671688969,0.009492051357378304,-0.7392320323113963,-0.7400719704987123,1.0,0.9177857827635741,-0.43651701313089314,-0.11074202674243028,0.6934601983733955,0.5044574518641859,0.7781531628379909,0.28264078819117716,0.6360013885116584,-0.8604001305018015,-0.8271284943895301,0.313259625633517,0.5144450822625715,0.709381211338815,-0.49969465237632377,-0.060966583523503655,0.8819091534329062,-0.6707556921307384,-0.2891647897314758,-0.2844339840062192,-0.9625833478317898,-0.28195433084320903,0.9436928432688053,-0.8702400775885683,0.03804136171156869,0.5082889588622137,0.9293291705552559,0.2921291234135788,0.22252280843331726
Monosiga ( g),0.004618906822370563,0.6235257687787746,0.49931649155681435,0.39648116321745436,0.9080771125176549,0.2918358017641903,-0.6990710777693132,0.889062114378413,0.03389035803348181,0.056974478640519355,0.8887945038831803,-0.054503100360595545,-0.3305506885895346,0.08364869558962841,-0.8358785954705266,0.1769662355363398,-0.41132312871096666,-0.053044080308543545,-0.9273107870708303,-0.6028204445255834,-0.16537139385145416,0.49505485723572956,0.1543876788642255,-0.81289391134338,0.842185992878332,0.7291157950076341,-0.8236470745486952,0.3738242612534989,-0.8050018548574597,-0.6170276311914138,-0.06098509849379798,-0.023790597327410873,-0.7119468199678488,0.13725269444784005,-0.4582033078151142,-0.618047016797608,0.9177857827635739,1.0,-0.4942634307883579,-0.05815448099085207,0.5179488848065347,0.412507640104669,0.7317980525916967,0.23655273777299818,0.6644542608799255,-0.9733332616370792,-0.9671950836794834,0.45529279853241056,0.6822250881801499,0.8291433134319439,-0.5901552061902245,-0.23983440997971928,0.9404665678034133,-0.81044133371526,-0.6277986708880412,-0.03173917806342557,-0.8304135653780851,-0.46065474134408335,0.9133359244627091,-0.9781484007587262,0.13288428957824966,0.2078773441114337,0.8778923151380184,0.1846837921063832,0.12171864623320269
Multidrug/hemolysin transport system,0.8130592908762876,0.22731778159189092,-0.49827542594475677,0.03377132406930916,-0.13253573953436168,0.4580057581194931,0.8964269255335497,-0.42095206418794834,0.5141136537281935,0.21906359754868285,-0.8315674856843365,0.6784513271054047,0.4818449001000047,0.7579279600711339,0.8636166940018289,0.2566972952548283,0.965934150030128,-0.6162889039295962,0.46382573312924574,0.8743789726363882,-0.7400845582180745,0.49061890649433254,-0.3407693599795855,0.5082624087830101,-0.4393958149584311,0.066515709794638,0.8794079390911789,0.2533035082454,0.03584667688131001,0.07679077362579376,0.6185268414284634,0.5967048500858333,0.8460006552786625,0.5233887216706257,0.2626726597845301,0.4305539090251744,-0.43651701313089314,-0.4942634307883579,1.0,0.6601477429601637,0.3051078519048175,0.15349086483088917,0.07669977567611162,0.7005390594794185,0.1244872607866653,0.6683092998514404,0.6603452867670918,0.31718056952629875,-0.4385498928946192,-0.05154391690625643,0.9906453630773406,0.5899016374897721,-0.6881552200771308,0.7820117061438948,0.12357479005059921,0.5020995511328125,0.21196677391420593,0.7679146701509152,-0.17290709498323362,0.6531934712909694,0.11827326166943905,0.4156496521683298,-0.28761426193654976,0.31858078704068604,0.5895167340743873
Nocardioides (g),0.504818567496008,0.14055428793984664,-0.09708372614166123,-0.061431804516180154,0.08349457214092178,0.8712374581421353,0.362308378709746,-0.16827632896683636,0.8634972869785172,-0.43187013718668377,-0.3245544135951229,0.8663077459242614,0.727196790493801,0.7085318982206691,0.5410634021412899,0.2844536042511944,0.5379818947808841,-0.411489901027349,0.20321362397522622,0.4612473544091329,-0.5440899293565025,0.46799307596426565,-0.5304258479745779,0.42159046642982595,-0.34247379887823437,0.17068147871144462,0.3527381347168148,0.28599740784529104,-0.018992628190876916,0.34958491558303756,0.8329137512406182,0.9401455995441209,0.5578069624246323,0.9688879332317488,0.4489620695636035,0.5516898457799387,-0.1107420267424302,-0.05815448099085204,0.6601477429601638,1.0000000000000002,0.20205826301351415,-0.2789654333722141,0.02316462515465603,0.5065589998437606,-0.020443032293149154,0.220965507961515,0.194643593158405,0.851646376215199,-0.5151385296647482,0.04948198818290374,0.5864145365854025,-0.13086780752749277,-0.3936992039943564,0.5693577588614503,-0.3465907955686909,0.8498232499831571,0.05037510386914894,0.059872319233351276,0.11725948987823741,0.20395940719775987,0.041674535795093115,0.22741740189899146,-0.20170912717307546,-0.257403199618298,0.8926672711802212
Oligogalacturonide transport system,0.5937057610361309,0.7354167242012278,0.34968368354202284,0.8118483747831564,0.7299172865700564,0.31411471914972533,0.0009243478460534927,0.357349615303901,-0.02074494086154111,0.6381091730334933,0.14242444934137805,0.08780783098074066,-0.4157312536702387,0.44636248920600463,-0.12884273965789123,0.7421900560960328,0.490494973404166,-0.27982093963107413,-0.4125647630859363,0.3367601356736334,-0.8527781882205324,0.817482488016539,-0.3325948130448374,-0.3142429040943786,0.3979796061085058,0.888793576427779,-0.07312572861240339,0.890711097931649,-0.6976075699719918,-0.7036762354840991,-0.005377848112045919,0.04500616310255138,-0.2238535880772377,0.20160142517954227,-0.7084925635415102,-0.5652141233160521,0.6934601983733956,0.5179488848065347,0.3051078519048175,0.20205826301351415,1.0,0.7966735896435757,0.9147826289413368,0.8372005951121969,0.8169205338570021,-0.3345613336997429,-0.2957890021145818,0.36389982285542943,0.27968282184342497,0.6925162531784014,0.25396082586902674,0.5740435866639404,0.39880982193722464,-0.1287608493900386,-0.05254072606651863,-0.10802078887135716,-0.8591367598924122,0.44836061032800417,0.8149530867774958,-0.35498230377257006,0.13773073202483316,0.9096669208163052,0.7919068943560623,0.724176533465409,0.5395734062978386
