axis1,0DH dehydrogenase ubiquinone 1 alpha subcomplex,0DH dehydrogenase ubiquinone 1 beta subcomplex,70-9 (f),AI-2 transport system,Acetoin utilization transport system,Actinomycetia (c),Actinoplanes (g),Alveolata ( k),Amino acids,Araeolaimida ( g),Benzene and substituted derivatives,Carboxylic acids,Chrysophyceae ( g),Cystofilobasidium ( g),D0 polymerase alpha / primase complex,D0 polymerase delta complex,D0 polymerase epsilon complex,DP-20 (g),Dicarboxylic acids and derivatives,Dipeptides,Diterpenoids,Eugregarinorida ( fs),Eugregarinorida ( g),Fatty acid esters,Fatty amides,Flavobacterium (g),GMQP-bins7 (g),Heteroaromatic compounds,JACVSB01 (g),Kribbellaceae (f),Medium-chain fatty acids,Monhysterida ( g),Monocystis ( g),Multidrug/hemolysin transport system,N-acyl amines,N-acyl-alpha amino acids,Neogregarinorida ( g),Nitrogen fixation nitrogen to ammonia,Nocardioides (g),Oligogalacturonide transport system,PTS system fructose-specific II-like component,PTS system fructoselysine/glucoselysine-specific II component,PTS system galactitol-specific II component,PTS system sucrose-specific II component,Peronosporomycetes ( fs),Prenol lipids,Primary alcohols,Pseudolabrys (g),Pseudonocardia (g),Putative lysine transport system,Pythium ( g),R0 polymerase I eukaryotes,SKKL01 (f),Solirubrobacteraceae (f),Spumella ( g),Straight chain fatty acids,Succinate dehydrogenase ubiquinone,Triacylglycerols,Uncharacterized ABC transport system,VAZQ01 (g),thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5]
Benzene and substituted derivatives,1.0295131717875576,-1.4293999762800618,7.533060876931228,7.3026632095867505,-1.1841917364075711,15.901363250808101,4.957555058840761,13.659035479531964,-0.10382110504755604,4.097240518308029,2.3919476763027934,0.036188471093586916,3.6167422350780285,4.539129265514465,5.757678135768638,0.6136258453265482,6.066894969498353,20.465378829962514,0.6204237162123425,-0.09144470082988929,0.24368696933847964,10.368557138186846,17.849922363956072,-0.2041290981462923,-0.7070832135336759,4.308709468857573,10.966469693561278,4.382605490457931,5.922641637938378,8.78319358616048,-0.2737095536834117,4.370797041915205,8.641697091968917,4.198124439893416,-0.040549452520896756,-0.008885104781987924,12.498964502921858,8.023704152219622,8.372993642805689,3.9465615940880414,1.0997269136449732,0.8340507833037004,2.581590806837381,-1.3945032071535821,17.375844481790043,0.004870775841300523,-0.02088308771145031,19.994936238928776,4.408664845160424,-2.6783114840994995,6.8658464441570795,4.8914351419392865,14.545109454034526,17.84800709557547,6.169595348394356,-0.19536724900277685,3.2265103182969623,0.6677416692595014,-0.0006288594085108734,17.57487984647369,6.857831608047359
Carboxylic acids,3.554456357842195,6.430100025868429,9.146288005089012,0.257072205762783,11.216394988284193,7.677848447562954,2.629236997925238,4.943206664073251,0.3869641951572423,9.96200740189291,0.036188471093586916,1.86043640384292,8.366377379452965,5.5034876634416765,0.9746835841576258,5.386065469776901,1.015005993417368,7.50165109018179,1.2259887472451922,0.39290461836733226,2.678705155031263,12.873864240175186,8.207433995115014,1.4825256059727883,2.0889566846813756,6.822881942857938,7.585156170659543,-3.3241353870214834,1.4753878678763335,17.763561055282583,1.6745373060884408,5.524995778631548,8.435180107166016,-0.4940783192028766,0.8078842907758399,0.15265834020729657,7.560703711921606,3.8832279927528957,-0.08637781938237143,6.499192655479506,6.477763372681459,8.447154582607979,4.516550254026969,9.468642835990298,9.819133589409068,1.592569497547677,-0.5991790153616257,8.063453580092228,4.760709888779969,10.212178019100062,5.716328378270566,-1.3831388089481067,7.760430365044654,8.97139908011595,6.573568775943635,1.3458228266437047,4.159359310793269,-1.0879910146705982,12.715640837816792,13.266937825734566,6.914072078773853
Chrysophyceae ( g),33.1878934463029,33.256212062206906,47.45459588233322,29.132735753354442,46.73017618138495,63.82217307618356,28.610870582194295,44.40225803088797,3.2329830106011554,50.75342632269348,3.6167422350780285,8.366377379452965,52.994994637929636,38.1911556941228,33.23726057362193,40.97442561246766,34.769003769468725,66.50761292694207,5.564630290377359,3.0439227028950664,7.683857901315993,66.83843761187524,66.44564178178278,5.836175804700777,6.171931350219033,40.526621887988554,48.906762318244546,-0.10992094153948717,31.548230524488726,75.26389947448071,11.935349140692296,39.017307431340676,51.1745612939349,22.140966469825166,4.4367629526698655,2.884977124473197,55.95304776448437,45.63677241904699,23.88330478371499,38.317014051903215,45.577667107271495,41.46286086561348,34.34819442928837,46.72668175593903,67.01628531224014,9.199720400131346,1.396761457718458,70.64076939564055,31.53798836999794,44.14089396255868,43.26401064141481,21.319805133869057,70.54100651773005,73.8854355047163,43.68517901916931,5.20116732957332,38.227155864371674,0.4508760915922891,49.410187210419934,79.03512747025206,50.805725112517166
Cystofilobasidium ( g),21.55727257693703,19.328076131239275,44.72720141952752,17.587713234416082,25.946770979237055,58.66691259291341,12.47525651756974,48.66088042748791,2.0645754705933,40.02089215218263,4.539129265514465,5.5034876634416765,38.1911556941228,32.28873996419487,28.73128918698938,28.607812490316377,29.968001396106132,70.4325680866404,4.480457869362495,1.8045790572055806,4.998042296162146,56.088263126390814,67.25853609268704,4.0454292772441995,3.2364141788908714,31.715543791231966,44.686203603305984,7.485057723375234,17.83391086030775,59.90716892734041,7.696018826805612,31.2371429194177,44.896809797604924,17.653702690738466,2.822977125116569,2.1345444828842846,55.473230197547885,41.03131980391075,11.129698926903066,30.278734335153242,26.975082424760416,28.779117641128824,24.20420410318845,30.177403858513458,67.60127202644807,6.7969820197083815,-0.5021058717875031,71.32881197503333,11.446774264736694,23.66474544709597,38.19406899809221,18.979639530777526,64.99989505363847,68.97239887771596,31.992859875540745,2.8100228591421894,23.182283259736757,0.00950956828802385,34.28013744333539,78.64807381681922,36.49603680977391
D0 polymerase alpha / primase complex,34.881932666152466,12.146404894340588,16.84244777795836,48.60975559782054,-2.2900885903009236,55.75807661163694,27.76308111390877,43.25195887144964,3.2130433650877954,16.514177407509198,5.757678135768638,0.9746835841576259,33.23726057362194,28.73128918698938,55.5483385130401,36.136243148807154,58.073605114917086,62.93807801951995,0.5936947573864026,2.7235544356230275,-7.382411849017272,21.094347260710407,57.78805520809189,-0.5823355743580861,-4.98687391187775,21.653820745633688,29.44946946770584,27.012674917487967,43.80527337552907,-2.4263937868414063,9.753440191149599,29.65183110816818,28.229157397434015,45.60344688967369,2.014858579756977,4.525053262209631,44.862011566810295,55.63960220036147,38.97081322043929,20.298777162231243,33.76467065842056,11.357703239768348,28.662152053500872,14.210011479252666,45.868060331198365,5.187913006350651,7.166751779447924,66.03528732084554,14.997933380887623,1.961591102723437,36.114696403804636,51.59790021991159,70.24669027753046,64.76568500489934,27.664273714309672,-1.0463372293474948,37.254799901499624,9.278188766969558,-7.715773135461888,42.007345933833534,38.22612277758717
D0 polymerase delta complex,34.47555237402631,28.07692067652144,23.412860420343677,26.742856757319416,28.56915689907941,36.3423469970082,20.460501575964365,23.23995503680265,3.649317094224635,31.05245029590988,0.6136258453265477,5.386065469776901,40.97442561246766,28.607812490316373,36.13624314880716,40.66554033065688,37.695191838772764,33.70133235300391,2.5117172287414373,3.2679970073593227,0.5994998552066819,31.567310930325046,35.83018422333111,3.6028413408079283,2.553492042751815,26.870635196159572,23.77450666874564,5.276359736359781,28.357854009247355,28.190184022683226,12.268100695429217,29.714374614514846,28.785587048363084,27.36410857550917,3.6742201885438974,3.9160973734703193,32.99901648359503,39.69482278187921,16.74630981353706,25.58637879084884,40.958841654192895,28.712371394670484,29.460072017034975,37.20338580873283,31.369997171446425,8.0167907809395,4.165230965474144,38.36381323056502,16.88539427925965,31.800117206215184,31.02323856563436,28.59945287809255,49.967597698520926,43.318381815283324,27.97756826493485,2.9144967701455577,34.349272708577026,3.4184760705770114,25.94123272669792,36.59920110449813,35.95646223422194
D0 polymerase epsilon complex,36.49420791298537,12.68793536491602,17.458355049616017,51.2676890641648,-2.2962310865747515,58.474264974142436,29.544874061563014,45.17293871870066,3.351085220586564,17.191426836782227,6.066894969498353,1.015005993417368,34.769003769468725,29.96800139610613,58.073605114917086,37.695191838772764,60.7199217870901,65.83432155811498,0.6199027832464585,2.8461456294545497,-7.700926105509562,22.114677800885435,60.426730104201184,-0.6329162747008463,-5.222388743952218,22.64547655110808,30.874938709351667,28.17199039628378,46.21949447951445,-2.487900610025328,10.172193090448959,30.984912839399637,29.512410105364893,47.753469359870756,2.1036524331111686,4.715389461069397,46.81057561887123,58.125441015852,41.38867331836528,21.2088978619385,35.43571999371817,11.82675465333959,30.010404035843656,14.755200194126362,47.94590574507881,5.383645187843451,7.5439239581170074,69.11448161364673,16.29552476088254,2.0819804986061983,37.71169534259831,53.98122435671522,73.44695837768163,67.84279790707042,29.108325072413276,-1.08302793958768,39.17097749169551,9.744879113025037,-8.166677476920743,43.786952660628174,40.18680147743008
DP-20 (g),23.707652804530984,11.395202495812818,116.98160977828081,45.49006672343794,23.204998361971427,173.31930472340878,25.478819217800787,155.58462974263816,1.1727589903596638,81.9271174528141,20.465378829962514,7.50165109018179,66.50761292694207,70.43256808664042,62.93807801951995,33.70133235300391,65.83432155811498,226.62815563420003,10.559398471237316,0.8356542687738513,10.529310910081138,144.48789218348335,205.21274189930415,5.002528459546022,1.0769373724833726,67.55490569520553,129.78973705147513,36.37608042351645,37.986078170169314,146.30896866357585,5.810818612296675,65.40678542659168,116.10318253412035,36.83000951388997,2.899724621929341,1.7991585977453912,157.1102361549186,98.25280134382022,40.93594116831931,64.08485229544566,27.890246596746355,42.89944904344966,40.504828935096995,28.895574927980377,206.94529629709362,8.871682992251415,-5.232213077243709,221.6388430777882,20.844712749810448,9.797841109667203,92.52182161544087,43.221219099071135,172.97920178988394,200.59942187035082,73.30506690927594,2.273776696872756,34.465983323117776,0.17223625315367064,52.60626303021142,229.2242703843328,79.55428941903396
Dicarboxylic acids and derivatives,1.2033581957728525,3.2096145861243848,8.88301084457353,-0.21039078121440324,6.8289327943280504,8.707626139170932,1.1183959017618714,7.143997572012986,0.0986389750113067,7.819595274622735,0.6204237162123425,1.2259887472451925,5.564630290377359,4.480457869362494,0.5936947573864018,2.5117172287414373,0.619902783246459,10.559398471237316,1.049300171410119,0.10984892734532031,2.1617413859443855,11.75557573727024,10.248869848027757,0.9994561636982537,1.3469120638042993,5.359375527622939,8.034283229181597,-1.4058368518011775,0.31778802447435217,15.429727417027635,0.651014567484394,4.232498799255294,7.94619394090084,-0.8096430647287944,0.44309142795537737,-0.05533267274655285,8.474693666366644,3.5831044063546313,-0.13880899242108047,5.109814997588357,2.924793350963985,5.621390109440867,2.6997806779110842,5.416677496410991,11.702675781488253,0.9525559237842175,-0.8648882177314637,10.488517942084663,2.6019318454332185,5.548768672783334,5.185594589287591,-1.2697655320507062,8.06751030752627,10.113827101495886,5.190272324156294,0.8335861331974629,1.85322705210929,-0.982778478216465,9.108152006751098,14.599618305391235,5.137629508008644
Dipeptides,2.940671887334671,2.3811479391092654,0.7230333339564396,2.5235286182585606,2.354959018970502,1.7582296175116265,2.1767652662185237,0.5107169383628837,0.3123078906171808,1.8445696961570455,-0.09144470082988929,0.39290461836733226,3.0439227028950664,1.8045790572055806,2.7235544356230275,3.2679970073593227,2.84614562945455,0.8356542687738513,0.10984892734532031,0.2875591427829825,-0.07062773208351233,1.3834218895417463,1.2054318302594416,0.23577698269324232,0.18389482761194592,1.7345491733786456,0.9147418200222239,0.11183780814252658,2.699763700092263,0.9615173067204064,1.0283354560873512,2.0155876435496607,1.4050499255895952,2.271551122306189,0.2968457143527518,0.3266022419466098,1.310276368631806,2.615652654675693,1.8624443063634573,1.632546082330138,3.5752133680461813,2.0608378142557813,2.316684859841278,2.9107652040892216,0.7285609117274754,0.5883557494464957,0.5031680095179255,1.3542252839415474,1.9617787457545366,2.728426252218927,1.8367222308153515,2.2949338545548064,2.833636491336998,2.0658288978705914,1.9809891355849985,0.23894448370876345,3.028802615311185,0.3817586261662852,1.583927816542389,0.8078452755379155,2.6949005520459677
Diterpenoids,-1.8066625378837151,6.2485180989768425,15.36784127307093,-6.453489491559327,16.94650668430218,9.28948093480229,0.3367744772705009,6.729662948985099,-0.19085633381048725,14.37594359622767,0.24368696933847975,2.678705155031263,7.683857901315993,4.998042296162147,-7.382411849017272,0.5994998552066817,-7.700926105509562,10.52931091008114,2.161741385944385,-0.07062773208351235,5.951079546338549,21.74146702689846,11.11836713285776,2.3176013324261504,3.909639064773688,8.400837788106465,12.035613406144423,-8.340940133747118,-4.346618169270425,33.62205253541218,0.21957861362354886,4.646252709154708,12.219797219268079,-8.495775828989576,0.7660935025988698,-0.780200314283584,9.705726606833133,-1.3875521159865243,-4.337536767624337,7.998109487726913,2.8724155395854325,11.057129242000775,2.078534300825984,10.60222976235922,16.031284041859944,1.330894145483364,-2.6303605390592053,10.335394916014508,6.055675505096014,13.539801316191811,5.130189109667512,-10.732781811353771,5.4537962142287855,10.562640814959977,7.641041221643563,2.1752180254774367,-0.2228782256367388,-3.4095567828281843,21.504548068264416,22.50996332826548,6.168348881247908
Eugregarinorida ( fs),18.52235831093091,33.01095121819287,103.89203005743883,14.397485090227883,69.02083372135458,118.5898051293007,22.40447594709885,97.51523467517177,1.3084898532401201,88.46051360822526,10.36855713818685,12.873864240175186,66.83843761187524,56.08826312639082,21.0943472607104,31.56731093032505,22.114677800885442,144.48789218348335,11.75557573727024,1.383421889541747,21.74146702689846,138.16981838569444,137.15073902122234,9.98057819895267,12.353883831942909,64.03890105074392,101.54906009073193,-5.325352652879435,17.398906267396754,170.99780274679802,7.667889780369998,53.49211489824682,97.34321427289001,3.289098049432989,4.804718052646857,0.0038521823415473833,109.95263265059924,54.967005464702446,15.481902994716565,60.776066168418446,36.43333339812411,60.78660213601818,35.23003277511334,56.085898165703924,149.9710907526841,10.521429564604324,-7.960722376716032,143.61052986471222,35.46511024677287,54.30483048695049,67.43959627872363,0.17981827382871232,111.92453174919073,136.83710821467847,65.73563385468057,8.25477606477731,28.672671650028494,-8.011479551475183,93.19615951330051,179.57014528092813,67.54865881479519
Eugregarinorida ( g),25.22872200243797,16.225691010911405,110.3591241475558,40.67923964212195,29.80087812930466,158.67459715960584,24.403549545351368,140.86503943250835,1.530212948742207,80.64083528196575,17.849922363956072,8.207433995115018,66.44564178178278,67.25853609268704,57.78805520809188,35.83018422333111,60.426730104201184,205.21274189930415,10.248869848027757,1.2054318302594416,11.118367132857758,137.1507390212223,187.18246862075347,5.685568719215365,2.6023029603336973,65.45031852327229,120.02363252595016,29.821764663337262,35.13849320981053,142.06669067710013,7.039230124400976,62.85183831381487,109.12964319819713,33.28149883003893,3.331937536527533,1.9383705920050454,144.72725989504445,90.99995163849218,35.51262770290675,62.14832121857169,31.15913560908698,45.28707729240438,40.25886257452198,34.38362295636369,189.62156652774462,9.431624213894677,-4.84601302204424,201.45600700657965,21.499977030224233,17.682575399894436,86.80006492535999,38.36957580810909,159.55108300636545,183.92290705092987,70.03689763796889,3.101262089384559,34.69803309329793,-0.508401014938244,56.753095651772874,212.07535183194148,76.14184171493815
Fatty acid esters,1.77931417687337,4.781358559449516,7.759353850723359,-2.540412730795423,8.66132234936165,4.6004281523423325,-0.3954736393414485,3.5051388381457684,0.2411869880282922,7.981525300180003,-0.2041290981462923,1.4825256059727883,5.836175804700777,4.0454292772441995,-0.5823355743580857,3.6028413408079287,-0.6329162747008454,5.002528459546022,0.9994561636982537,0.23577698269324232,2.3176013324261504,9.980578198952673,5.685568719215367,1.2879194525021176,1.8246456464417358,5.019245686602227,5.419815563399143,-3.0065601675094356,-1.3911129738254875,14.573739675087397,1.1367558001880174,3.82601850689828,6.3508865596148265,-1.8270552297491687,0.5982723670561042,0.045960543553620004,5.675278763288974,2.019059136702521,-3.21567574648378,4.85587330814047,3.758810069773378,6.666539179309543,2.738629987251874,7.497144180053843,7.379177041321776,1.2755210864731992,-0.8833525186297564,5.184804013148064,1.311436563495422,7.90646722287155,4.01683311629983,-2.5402748306746727,4.822917021401968,5.645389488897667,4.066210683288882,1.0627106218632778,1.572934051536423,-1.2820814923265307,10.813910043854998,10.726327094562162,3.9261823001617104
Fatty amides,0.47824748028225644,6.391584255327307,8.615991742830369,-5.29512605472598,13.501189350074446,2.265156520882351,-0.2028722755747132,0.528868007929589,0.12796430408508377,9.79233141592789,-0.7070832135336759,2.0889566846813756,6.171931350219033,3.236414178890872,-4.98687391187775,2.5534920427518144,-5.222388743952218,1.0769373724833722,1.346912063804299,0.18389482761194592,3.9096390647736885,12.353883831942909,2.6023029603336973,1.8246456464417358,3.0249292744404563,5.526778585137477,5.209672785224041,-6.976030937848932,-3.2726896860926318,20.66655044869215,0.9750870452652851,3.1632435783235677,6.491620201551135,-5.605500709967965,0.7442965982562789,-0.28902560704300917,3.5214520211434306,-1.690333345935218,-4.7979621688392085,5.31222056076163,4.011077432008511,8.728312934763014,2.1682005211538242,9.773903128105566,5.7781353597022775,1.3429071057939777,-1.464889681760908,1.4330424575829224,3.652612606473319,11.97448995639181,2.5763936929231264,-7.3105875850860125,0.965193014734703,2.746759581820783,4.458436908132254,1.7038435403263756,0.7733582413696624,-2.299635714330337,15.81006978208498,10.259377984826022,3.708433691066293
Flavobacterium (g),19.93549050941284,22.77408000927263,47.58860748871178,16.68261997184021,36.67109970420459,58.996861714429464,17.385547512859013,45.620194581127336,1.8338366031905522,44.707345835288486,4.308709468857572,6.822881942857936,40.52662188798854,31.715543791231966,21.653820745633688,26.870635196159572,22.64547655110808,67.55490569520553,5.359375527622939,1.7345491733786456,8.400837788106465,64.0389010507439,65.45031852327229,5.019245686602227,5.526778585137477,34.19712822126522,47.50913681859432,0.012564515420934452,18.29743042409723,74.95558903600302,7.395368662492095,31.272464704759116,47.52704634716068,11.817463377120974,3.1644256377386046,1.4336463530737082,53.77684748785605,35.64737805900637,13.824838818182956,32.437600000835275,29.304023388084175,33.40868186281475,24.408763176702333,34.62176025940282,68.51234523479988,6.847609679533791,-1.3043557651232462,69.0464136997609,21.1191863169091,32.17084023722671,37.013437814486494,11.059526308713467,61.16703623919311,68.4040525667892,35.71667172496853,4.193652248385029,24.204782193150432,-1.589068699752964,44.33777999947342,81.27485127038625,39.49080818822805
GMQP-bins7 (g),16.23518645666033,17.488773796663907,77.26538032730224,24.88498624883978,36.32997498582264,104.1699061863983,22.116252489731046,87.84222677576633,0.9460654312800255,61.08574490260399,10.96646969356128,7.585156170659543,48.90676231824454,44.686203603305984,29.449469467705836,23.77450666874564,30.874938709351667,129.78973705147513,8.034283229181597,0.9147418200222237,12.035613406144423,101.54906009073193,120.02363252595018,5.419815563399143,5.209672785224041,47.50913681859433,82.46147490984139,8.973276210904142,23.534952637982542,114.79146716499217,5.074732017635084,42.596535199951425,75.915694272201,14.570731866523712,2.911149116370724,0.5764996208698983,93.16568759203561,53.64797155210608,25.242009023654084,44.91197885532001,25.78339438424825,38.04440987857411,28.081119268637174,31.619772439086983,125.28132758128342,6.872798230477446,-4.179700534410514,128.40761670776843,26.496118215554933,25.852403543417118,56.41696375425525,15.067485507027866,100.41268727680573,119.77399377848569,51.59329343182673,4.161307898500019,25.32363956699575,-2.5783156814838275,53.28016144528914,143.05812581185015,54.88394400621434
Heteroaromatic compounds,6.622830330163227,-10.46797719995449,1.6110410041665255,17.736671169094045,-27.91024759854019,23.471298113605666,0.04514566376765039,26.461270028343744,0.44729310142756207,-6.822311242805769,4.382605490457931,-3.324135387021484,-0.10992094153948717,7.485057723375235,27.01267491748797,5.276359736359782,28.17199039628378,36.37608042351645,-1.4058368518011768,0.11183780814252652,-8.34094013374712,-5.3253526528794355,29.821764663337266,-3.0065601675094356,-6.9760309378489325,0.01256451542093534,8.973276210904146,24.790345865222672,12.049778584334096,-26.190590176452023,0.3930787101226917,6.289934331976336,5.4698673972856575,22.320721060930094,-0.9007984803468297,1.726942868496453,21.080651858470542,25.27094533755627,11.770483273792877,0.11730020492394466,-2.2486735499115764,-10.867302051369975,4.072243635518395,-13.824438081334698,21.78943943101614,-0.40082456133019306,2.7112684339601665,34.742350253953965,-12.136046538397043,-24.82188583648891,12.548639900880081,28.291108567967914,30.84795418107983,28.068207252393204,1.2873651220940179,-3.6938711109529923,4.858506801357242,5.636660132074413,-26.78876892893252,16.349049678484587,4.685951934058298
JACVSB01 (g),34.3216590270457,15.297907196209229,-1.157803664877596,69.93003980428514,12.693310532752763,48.653051233005414,60.66171756602248,21.128561671931283,2.6305120827292567,9.21126548492979,5.922641637938378,1.4753878678763326,31.548230524488726,17.833910860307753,43.80527337552907,28.357854009247355,46.21949447951445,37.98607817016932,0.31778802447435206,2.699763700092263,-4.346618169270425,17.39890626739675,35.13849320981053,-1.3911129738254875,-3.2726896860926313,18.297430424097232,23.534952637982542,12.049778584334097,65.95301124862738,-0.5138954841764898,8.164096846496092,23.124672780958537,19.062143171546158,41.93620388870117,2.0779355825384247,3.016438023184551,21.84833035828875,39.12061365411668,74.99466758226406,15.810611261977257,43.19576736087464,9.902704502851059,28.63847148365555,11.679788370540372,24.230621781466,2.413523040830923,10.233129134710289,44.954614866140965,58.266164407547734,12.765023649043467,23.637451306021056,43.02722126762948,50.05910156618941,51.28537195196262,35.1908192396427,0.8196177528484621,49.219968843549346,10.53665973142374,-8.348729027530107,12.69133151709611,46.941385849368324
Kribbellaceae (f),10.214932544824109,43.93114895747355,127.4212022375927,-8.814355876043184,101.26895365506373,120.6977436246752,15.388369384059684,98.2544792492959,0.6301077309405685,111.58192430854322,8.783193586160483,17.763561055282583,75.26389947448071,59.907168927340415,-2.426393786841399,28.190184022683233,-2.4879006100253136,146.30896866357585,15.429727417027635,0.9615173067204061,33.62205253541218,170.99780274679802,142.06669067710015,14.573739675087397,20.66655044869215,74.95558903600302,114.79146716499217,-26.190590176452023,-0.5138954841764871,229.80295962049186,7.0850827256853535,56.432457879617616,112.51066867092733,-20.586420073289144,6.0179257308318155,-1.9616908125218266,116.78409184462663,41.70564389866543,-3.772988755415491,71.35180115357697,36.61327365066158,79.8321283485106,34.14951454847691,75.1931389051437,165.8607602408268,12.50398941685251,-13.941717559228326,144.7676127865543,40.6773172746444,80.60325209234121,69.37260602678886,-28.830471794543392,106.3116941692227,139.4299169307454,72.96236879124795,12.514474482199343,21.293051061280067,-16.02606260037109,134.75695615972978,208.39310116650762,70.24622966619964
