Eigvals	3
110.76544956577145	58.572248187115115	51.468842438022016

Proportion explained	3
0.6686556288374985	0.18697246932218103	0.1443719018403206

Species	12615	3
fd1796898145db8675c03b6950633f72	-0.0006984531591887037	5.157107995459516e-05	9.942604492947948e-05
f84cdc0e4358b155e32a2bc031503bba	0.0035409345975815324	-0.0033891602902935457	0.0029247079633598094
451a305073d6f00797e39d62a1435605	0.004993548809376844	0.002672137512330948	0.0009552427861218541
a20f6a222b37b038bff253e426d3b586	0.006338510444235385	0.006709558472082167	-0.0019494497063555355
b86e3e53c4997201202adc4480b2643c	0.0015174175307657266	4.318897090635998e-05	5.3398589556159425e-05
0b587c8a50772f35a7e58b552bc94a9e	0.0005998596184951724	0.000747497086132411	3.3236086178561386e-06
c0b9dd578ab0f2924738dd7e230a3cf3	0.003225676639131986	-0.0010376145483804067	0.0006377186577002856
5bb84bd5984c9efd1c428c757a406d89	0.002075884807517329	-0.0005431974104047237	0.0004847134609846954
3c913115aa5a1288f7f45537761a61e1	0.0034728877976628156	0.0033586942017845667	-0.0011240169688893447
356e0e9af73cf1d63f5d31ff2073516b	0.004478830223105955	0.0011095371134172579	0.0024951670699324574
d068565b921bc989e1431dddc3c91b06	0.003240505928724183	-0.00014132108688394386	0.00046734846840187677
9deb0c2d7107db5565cec46e042c67b7	-0.0018384303186283017	-0.0003662948327237092	0.0012563253544797142
9173e69cfac2f0fba4d256f493db7f4b	-0.0010535273530144524	0.0030505342564089545	-7.489354976664744e-05
72d9a67fe7e79132f8b89cc006977595	0.0010910920731529749	0.0004310439837375035	-0.00028174709741026974
42f5a338e8bbc0397719be2dfdac6d7e	0.0032949917989439476	0.00030179976933792307	0.0007194274314201485
723e989861a308a7ac89b42432655163	-0.00010766104265621097	0.0016191017130314466	0.005652496103604367
8d8f51591d1661d544f8644282eeef33	0.004140215161313674	0.0058802525993545095	-0.0021301288413690437
7af66ae7cb694c49ef22bcd1416db9f2	0.008881073691553028	-0.008727154485306607	0.004180986879071319
8f59e8035bd27251f5f1faa1668d2e36	0.008007571252280703	0.0037145160524118185	-0.0019003431046427876
04354ee5765d8ac70878b75e97bc4371	0.0062821053714538985	0.009264814215705576	-0.0026218418091865257
9dca5d451f84f9a68408324c28689b4a	0.008261048228789479	-0.0024460094090088696	0.002030468292469353
ec7f701bb12a0e2f9e9dc00d8e33f80b	0.0020140989941995337	0.0007287416172381077	-0.00038091296091991164
f6616807ec6e723b6b7d12e98759a877	0.018883531330631274	0.016507475260631996	-0.028874491153141533
e63020e93d754a887cbfc09972f297ae	-0.001956393056647413	0.005141522967500709	0.003416407644629636
d4cfdbad091ab9b91eed547c335252fa	0.0018832341792348283	0.0048169658492579134	-0.0016846810270819586
