OTU ID	25814_S1330_L003	25832_S1306_L003	25834_S1301_L003	25868_S1303_L003	43274_S1336_L003	43292_S1308_L003	43454_S1325_L003	43472_S1328_L003	45204_S1779_L003	45402_S1754_L003	45420_S1761_L003	54618_S1750_L003	54638_S1762_L003	61272_S1558_L003	61454_S1605_L003	61472_S1559_L003	61634_S1532_L003	61654_S1531_L003	64370_S2000_L003	64388_S1607_L003	64390_S1981_L003	64404_S1980_L003	64406_S2004_L003	64550_S1620_L003	64584_S2010_L003	64586_S1616_L003	64604_S1610_L003	64750_S1991_L003	64764_S1989_L003	64766_S2007_L003	64784_S2008_L003	64786_S1982_L003	64800_S1993_L003
SHSU.bins.50	0.0	0.0	0.0061353662872612015	0.0	6.279813268387225e-05	0.0030799107754506364	2.1388505971446343e-05	0.0	0.0	2.7798131870066618e-05	0.0	0.0	0.0	9.006118341021706e-05	9.682394805207645e-06	0.0	3.753604131046328e-05	0.00013755172537256835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMU.bins.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.110037685236049e-05	0.0	3.8049205872003684e-05	0.0	0.0	0.0	0.00018490936779898807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001466540284452069	0.0	0.0	0.0	0.0	0.0
SHSU.bins.157	0.0	0.0	0.0	9.310719844211524e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008443488284988525	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTK.bins.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019277289940644336	0.0	0.0	0.0018479262537450956	0.002257255836881394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHSU.bins.181	0.0010513852444145554	0.0024348899513986664	0.0009416618975700828	0.0006074583703217093	0.0003469792656458115	0.00019393127771738896	8.863360988167414e-05	0.0001904379159991389	0.00014383089574460597	0.00015359341507956294	2.3750599439844555e-05	7.751936653022971e-05	0.00011388186671857461	6.22020727152855e-05	0.00010699659784742104	0.00011972164292676321	0.00028517284631829673	0.0002216715514667	0.00017446044767803302	0.0003114836891267988	0.0002088403923447885	0.00019277932502757592	0.00012423049783356286	0.0004270616709924153	0.00010839098659308633	0.000170155015590933	0.0001553190211211639	0.0008879985327879274	0.000722531376031148	0.0007797132813110522	0.0003602967288438435	0.0003396093025870752	0.0005905898825454888
SHSU.bins.240	0.018923880399718217	0.023256504580655528	0.01702890957283552	0.008929625768726695	0.001148895555135003	0.0013213108613784976	0.0013846137981515406	0.0017062370161768725	0.001648537165842574	0.002327679019239313	0.0004960458421015148	0.00019744395210294832	0.0002030423219786848	0.0002534884718178599	0.0002486775349970556	0.00020909775511168742	0.00359209646516945	0.0037425135507402406	0.00035548444489248905	0.00042312421447721744	0.0002127687808840565	0.0006677796266944901	0.0007172144798647012	0.0006076325871838135	0.0004969342385340548	0.0011376483036616663	0.0008175774353472866	7.539188976390852e-05	0.0	0.0	2.294214056313778e-05	6.919957460239451e-05	0.00010028318778861054
SHSU.bins.105	0.001741505676650419	0.0010082828384644985	0.0007798800636266362	0.0008624474408284146	7.184176218207942e-05	0.0005219925822706225	0.0	0.00012988694316906358	0.0	9.540407209781024e-05	0.0	0.0	4.715823978214751e-05	0.00010303099106149217	1.1076766777155391e-05	2.8329410692552116e-05	4.2941645515338964e-05	0.00010490703748465046	0.0002889748295899967	0.0010318780645959284	0.00011530710712420527	0.0003831818497465837	0.0002743654305516882	0.00024392440485514647	2.5648268827557927e-05	0.0005636872522658361	0.0003430255141352254	0.0014708732855879612	0.00047871770350272903	0.0009225072778884228	0.0	0.00045002080993043417	0.0008152068071854137
UTK.bins.171	0.0002517338388050142	0.0	0.0	0.0	0.0	0.00010447440648062398	0.0013581813981868277	0.0004184166013531609	0.0	0.0	1.7059847569606558e-05	0.0	0.0002454011544776865	0.000536150709599392	5.764106684036549e-05	4.913998920129585e-05	0.0009310788797749709	0.013101918179300884	0.0005012541445969209	0.0	0.00010000548281396127	0.00022155480876335308	0.00023795624649737988	0.00031733229330682726	0.0004671377922195862	0.0004888841186003151	0.0003346930662209704	0.00021261394573653328	0.0	0.0005600617565758797	0.0003234979279405801	0.0002927263394689362	0.0005656210131367445
SHSU.bins.438	0.00015580178212552156	0.0	0.00020931347391606	0.0	0.0	3.233039128920362e-05	0.0	0.0	0.0	0.0	5.279302819522417e-06	0.0	0.0	0.0	0.0	4.5620236115250555e-05	2.3050355401940314e-05	2.815618342840596e-05	0.0	0.0	0.0	3.4280914450519725e-05	0.0	0.0	1.3767560297086333e-05	5.67332951957111e-05	6.904885271596737e-05	0.0	0.0	0.0	4.0043520982908265e-05	9.058636602480864e-05	8.75178629783936e-05
UTK.bins.184	0.0	0.0	0.0	0.0	0.0	0.0	0.0003176272295759676	0.00030462439362025003	0.0008641075345124547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.603525544545061e-05	4.8765398330967845e-05	0.0	3.725152121429092e-05	0.0	0.00013450746860963852	0.0	0.0	0.0	0.0	0.0	0.0	0.00012449620691253619
SHSU.bins.335	0.0011981688087323516	0.002341257657113045	0.004829069413187054	0.0021509667260505836	0.00033363625081237364	0.00038330711384409793	0.0001767635697640206	0.00033511208497511455	0.0009834670392796733	0.0005579289368262619	0.00013194871799883614	6.625640012851476e-05	4.866782687120712e-05	0.00047848083781057443	0.00014289174712527525	0.00017541759428832873	0.0019942316134211498	0.0015157130305470808	0.00019881681595776708	8.874253835511535e-05	8.924869681376456e-05	0.00016476996139126027	0.00014157427576486192	0.0001887996160178385	0.00030439676234907305	0.0001636118361450225	0.00015487765123164585	0.0	0.000247021103087891	0.00019040763543611933	0.00015397403377944663	5.80533338610692e-05	0.0005889116219130883
SHSU.bins.332	0.0010191804122433568	0.0013276740189720547	0.0006846137936388202	0.0006940032374639974	0.00031532903790112786	0.0005022884453902848	0.00025775619965589543	0.00023618543302690435	0.0002614225904412182	0.0003210416061071124	3.453464600712832e-05	5.635873901793751e-05	8.279529488459122e-05	0.0008592292756427894	4.3756556119696855e-05	8.704081212783454e-05	1.884804568787281e-05	4.604603523129338e-05	0.0001268375010415941	0.00026420006533140324	0.00025305427590429806	0.00022424936911317437	0.0002257970551434053	0.00039613649164468916	0.00021389430354334937	0.00020102462297683289	0.00015056161231201943	0.001075997982071795	0.0011556592015816347	0.0003239270522357924	0.00026194562642971737	0.00041973882791640987	0.00035781243483052385
SHSU_active.final.55	0.0	0.0	0.0	0.00022844737524948543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002729879613482405	0.006377362494526799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHSU_advanced.final.260	0.0004107608301465067	0.0002378191854858951	0.00018394675859386943	6.780718343084007e-05	0.0	2.841229292107263e-05	4.6170497938362384e-05	3.501241407182735e-05	0.0	6.0006752450227154e-05	0.0	0.0	0.0	0.00014580863980605634	8.360404831803704e-05	1.3363858326698232e-05	0.0002633396074128024	4.948789211728639e-05	0.0	0.0	0.00010878789954830744	0.0	8.089169400761369e-05	0.00012657335733031475	8.469358552422497e-05	4.985787877793511e-05	2.0226986936861536e-05	0.00011564273031562612	0.0	0.0	0.00021114429518274787	7.960827529466681e-05	0.00015382322796351493
UTK.bins.183	0.016438937003793046	0.013365254184318536	0.017386083647774213	0.015156250002059064	0.006016774670238663	0.006278130192212567	0.5200994693056672	0.4800782438682931	0.018876156753913697	0.017474832889252705	0.004242899049424558	0.0021662260619260457	0.0021026239240464007	0.0016140368299397947	0.008956480819811728	0.00838091320488316	0.021267807674862266	0.015138487295255222	0.0006964542508101325	0.0015543210960404313	0.0015979238058280122	0.0016161262098135854	0.0025416577830237605	0.0039387869169231066	0.003307075590946827	0.004861004988360376	0.003771911855830112	0.001329348148487288	0.0030285943282777087	0.002834734332054252	0.002562009862887094	0.0027792577848456566	0.002259424151393949
SHSU.bins.221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9482224155020588e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTK.bins.23	0.0	0.0	0.0006277721617128773	0.0	0.00011565930521544477	0.0	0.00023635539968446553	0.00011949005611722046	0.0	0.0	0.0	0.0	7.592102447903675e-05	0.0	0.0	0.0	0.0	0.00016889201254572942	0.0	0.0	0.0	0.0	0.00011042674229645948	0.0	0.0	0.0003686682087804388	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTK_active.final.18	0.0006410760741582529	0.0	0.0	0.0006349610657692783	0.0	8.868632596770415e-05	0.00021617534971140592	0.0	0.0	7.023955945750665e-05	1.0861337542680938e-05	0.0	0.0	0.008306088697922346	2.4465209507804023e-05	0.0001251420470592726	0.0032247313153259817	0.1493356618296706	0.0	0.0	0.00012733922265018344	0.0001410554183125197	0.0	0.0	0.0	0.00011671997611591899	0.0	0.0002707258409705085	0.0	0.0	0.0	0.0001242449422634069	0.0
UTK.bins.61	0.04959888994280745	0.07831738522028998	0.08177813715787097	0.09171210816578412	0.23102157054590663	0.24889631691021327	0.0548452459267816	0.08569332570067204	0.1024388740914086	0.12957640710365637	0.008517809288659495	0.03497859345883527	0.045499299684276684	0.02229358855723308	0.018436634629088094	0.04982463121803288	0.06580361684043985	0.07022303847927573	0.12949108085417443	0.09641864734784868	0.07085123965467505	0.08128203055243964	0.07654860852399377	0.06043957872520841	0.09376154340260653	0.05824812506743227	0.06913206869513708	0.023121723061336582	0.038379096694465833	0.018630247553451593	0.012085475296650076	0.020567216367904997	0.016734656305936454
SHSU_advanced.final.47	0.0	0.000301284581612602	0.0	0.0	0.0	1.1998177189552306e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020530182373994495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1249657171390816e-05	0.0	0.0	0.0	0.0	3.361763223587511e-05	9.743659671596092e-05
UTK.bins.64	0.0007469443184223177	0.0012973799208209037	0.0015052336158130652	0.0	0.0002311008605152047	0.0004004123098169313	6.296870991593677e-05	0.00011937752614912963	0.0006897358275480489	0.0003682757722928523	0.00015186003166078028	0.0004956548056934307	0.00021237863252948982	0.000596574921951249	0.00026367525469532847	0.00023693857579229529	0.0008288092380605136	0.000708677588325554	0.000371830323737996	0.00011064513548103467	0.0003338284758692195	0.0002465242920050163	0.00022064516456972167	0.0006591123860980016	0.0004950326887692581	0.00033998857120908784	0.00030344807404209185	0.0006308682053814691	0.0007699708943060231	0.0002967525228871387	0.00038395325942451673	0.0006152427809191823	0.00041957763810482595
SHSU_advanced.final.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020934014227265806	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHSU.bins.148	0.0	0.0	0.0	0.0	0.0	1.7523496118896427e-05	0.0006407095291446527	0.0007126070379320795	5.1985892076316514e-05	2.775720388203655e-05	4.2921739337396575e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.752725107563658e-05	0.0	0.0	0.0	0.0	2.2386587230996304e-05	0.00013837594828204795	1.871268531591546e-05	0.0	0.0	0.0	0.0	0.0	0.0
SHSU.bins.562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.571138436678128e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2145430352442252e-05	0.0	0.0	0.00013724098837815865	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHSU.bins.84	0.005045966073355924	0.037005310741565885	0.004971301343028736	0.00033318906599609114	0.0006938648313279047	0.0005817148031245711	0.0004915545693437747	0.000551971343482178	0.0021169048845491806	0.003034595112492299	0.00037615838026340835	0.0008929021904024631	0.00045546599687067195	0.0	0.0003808561323378601	0.00048155747177234674	0.0006967648842013382	0.0003647583498722559	0.00026049250160167504	0.0004983063946117365	0.0003340992057685513	0.00039475872124955107	0.0002914878324583361	0.0006879176854904401	0.0009115992572440142	0.0002858220557960167	0.0010436032387694115	0.0	0.0001849428722595852	3.5639229145763307e-05	0.0	0.0	6.298772173497032e-05
SHSU.bins.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016557320753515887	6.741633694132118e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHSU.bins.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002290500806035811	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTK.bins.37	0.002667624551516477	0.0	0.00044798071399083364	0.0010733853126097227	0.00041267492020773144	4.612984610773037e-05	0.0	7.460999484347796e-05	0.0	1.8267406657453967e-05	0.0	0.0	0.00010835493639250782	0.0	0.0	0.0	0.0	0.00018078282906139746	0.0	0.0	0.0	0.0	0.00019700231193699544	0.0	0.0	0.0007487745365922746	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHSU.bins.517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.548821951960635e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMU.bins.261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.440768725453503e-05	0.0	0.0	7.035947869871667e-05	2.148615877351259e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTK.bins.50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046666415539502003	2.508530349532885e-05	0.0	0.006758807756829819	0.002969759227303327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHSU.bins.204	0.0	0.0003715747773227913	0.0002874031403000529	0.00037080280344639453	0.00013237636874241388	8.878423100189086e-05	0.00032462099956663093	0.0001641128034639273	0.0003950859857797342	5.8597528862373337e-05	0.0	0.0	0.0	7.593841552325497e-05	2.041016358938425e-05	0.0	0.0	5.799089177657308e-05	0.0	6.337838168342537e-05	0.0	0.00032949232277634083	0.0	3.595662624160284e-05	0.0	0.00038949593701670507	3.1603160089223374e-05	0.0002710247710488727	8.820905538630554e-05	0.0	2.7491423674804487e-05	2.073033237875368e-05	0.0
