OTU ID	43654_S1316_L003	43849_S2090_L003	44048_S1317_L003	54815_S2153_L003	55009_S2121_L003	55209_S2162_L003	60699_S2212_L003	60878_S1804_L003	60898_S1837_L003	61057_S2062_L003	61076_S1820_L003	61114_S1810_L003	63650_S1634_L003	63670_S1670_L003	64945_S2242_L003	64947_S2196_L003	64964_S1632_L003	65127_S2213_L003	65144_S1636_L003	65147_S2269_L003	65161_S2114_L003	65180_S1705_L003
UTK.bins.15	0.0	4.711537579047675e-06	4.909542880035079e-05	0.0	6.645466868695245e-06	0.00035568482669655593	0.0	0.0	0.0	0.009308462472243942	0.0018757297248673276	0.009756983650297275	3.800458277092564e-05	0.0	0.0	0.0	0.00027553160327187535	0.0	0.0	0.0	0.0	0.0
CMU_active.final.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126394545058018	0.0	0.0	0.0	0.0	0.0	0.0
CMU.bins.5	0.00035973423733843705	5.896056173216861e-05	0.0005282924194859333	0.0007265367471850851	3.1781609937306777e-05	6.615171984386217e-05	0.0002961593902770872	0.0018863490506481563	0.003610406643847827	0.00011623831592232829	0.0003022697201220953	0.00018247820956670204	9.996530307059245e-05	8.078928356775057e-05	5.8730934925081406e-05	3.087163002300539e-05	0.0	1.1798151140775372e-05	3.0823372274657586e-05	9.16091905710691e-06	5.276306451502851e-06	0.00015180855709457272
UTK.bins.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042776637979262904	0.00040906707723159535	0.0005468207485333574	0.0	0.0	0.0	0.0	0.00020730749722263	0.0	0.0	0.0	0.0	0.0
SHSU.bins.88	3.05343991109334e-05	3.973926644949524e-06	2.2586921847471388e-05	4.878967348250548e-05	3.668787561887983e-05	1.818185445410179e-05	8.139959732765122e-06	0.0	0.00010621193452261752	6.473715937498135e-05	5.627934974651631e-05	2.5077154811727623e-05	3.49688880703298e-05	1.6361576672114207e-05	2.25991735886718e-05	2.9697819440376042e-05	3.169034987478577e-05	7.566372107644927e-06	2.9651426960044178e-05	1.7625206185915077e-05	6.090832899077169e-06	4.8678791894711484e-05
CMU.bins.264	3.265771974449533e-05	1.7967058394733167e-05	0.0	2.7395815270930912e-05	0.0	0.00011667728500026858	0.0	0.0	0.0	4.406114576844242e-05	0.0	0.0	4.207566671047482e-05	1.3124512330521442e-05	7.25120997232918e-05	0.0	0.00010168220430344534	6.069398443547169e-06	0.0	0.0	0.0	0.0
SHSU.bins.260	4.5080846451340174e-05	9.80070412435609e-06	3.1263013868281274e-05	0.0001971900619501111	5.0780426704243674e-05	5.033181709828684e-05	3.154673696432063e-05	2.790735883155715e-05	0.0001058472995585873	0.0003280051661659881	0.00018695397244552594	0.0002707364735403649	0.0	0.0	1.2511981540507803e-05	1.6442146153682536e-05	0.0003859968144919583	1.570916652445371e-05	0.0	3.537334835917689e-05	3.372177838974041e-05	0.0001886565660984206
SHSU.bins.403	0.042760020758846176	0.0013072959831996404	0.01703348811432069	0.08626926685315991	0.0012892296163262908	0.08768947130464917	0.01733814543078869	0.001977265233810479	0.0023331464698444337	0.0010407762291820808	0.0011406176759309187	0.0038978743587827305	0.00032578097518568813	0.00020056520920575847	0.013917861825966172	0.015435507511612032	0.00108771571814652	0.00017251672281376243	0.0001163124412245401	0.010748739893679495	0.00014335344117170874	0.006253626528079896
SHSU.bins.459	1.9499084818187624e-05	1.384213576327438e-06	2.1635813064438326e-05	5.608223055462522e-05	0.0	0.0	0.0	0.0	0.0	5.2615534364449117e-05	0.0	0.0	5.02445715957437e-05	3.134520462449822e-05	0.0	0.0	0.00012142360737302838	3.6238819289265793e-06	5.68056452497027e-05	0.0	0.0	9.325809278770824e-05
CMU.bins.67	5.099869521712328e-05	1.7498274436616672e-05	5.658717709133316e-05	0.00015890321157147332	0.00012765893171466725	0.0001214699004379334	2.7190839107324757e-05	0.0	7.095836300024134e-05	5.570042085814057e-05	3.1332720085819176e-05	2.094199968849213e-05	0.0	2.732720944174398e-05	3.7745273664026836e-05	0.0001488043870897729	0.0	4.107154352769563e-05	9.904803658984163e-05	5.151599469768533e-05	5.7646642598946504e-05	8.13036238666218e-05
SHSU.bins.556	0.0	2.515404275261205e-06	0.0	2.3779730235169642e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.203985052674315e-06	0.0	0.0
UTK.bins.192	0.00019238300740374194	5.359340221169748e-05	0.00019405864573134176	0.0006134049060662678	0.0003519831771555527	0.0002811816643474698	0.00021913151280591244	0.0008084015802840275	0.00019467408079618069	0.00022135558366990414	0.0002686289878826317	0.00010772684926193025	4.5066016400605665e-05	6.091482761014336e-05	0.0006601571340422654	0.0009185507733918202	0.0002359690671606993	0.0006359904997767374	0.0002887212075083631	0.0006347410846688929	0.00036747439680849086	0.0002509386713171153
SHSU.bins.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0771726590829988e-05	0.0001986371732232766	0.0	0.0	9.624660042378797e-06	0.00026587795398545506	0.0	0.0	0.0	0.0	0.0	4.777222238533885e-06	0.0
SHSU.bins.50	0.0	6.479139421121288e-05	0.001180536630695984	0.00011500272113731941	0.0	0.0	0.0	5.165792643295203e-05	0.00023946849637739077	9.248044482160075e-05	0.00028838435919774683	0.00020559882584697355	0.0	8.383928294739167e-06	0.0	0.0	0.0	0.0	0.0001215507826307938	1.8062857140869587e-05	2.0806921878719298e-06	0.00014966266657022225
CMU.bins.107	0.0	1.0135364094455895e-06	0.0	0.0	0.0	5.100949130157216e-05	4.567356350053692e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.1475657665892542e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHSU.bins.157	0.0	1.1522880970488199e-05	3.430611817408832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00011322386141707712	0.00490084602624932	0.00047610482932473566	0.0	0.0	6.864940393898687e-05	0.0	0.0	0.0	0.0	0.0	6.167368631736459e-06	0.00014787163613258218
UTK.bins.141	0.0	3.0114192309447487e-05	0.00019818811478932726	0.0	0.0	0.0	0.0	0.0	0.0	0.0004948783687778402	0.0	0.000825145024134803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHSU.bins.181	0.0011959017568362756	6.188165847118323e-05	0.0005115949432949615	0.0006216128561474403	0.0006145806601124246	0.00020591005176786778	8.066219735186007e-05	0.047095361277939105	6.0142664067166776e-05	0.0006387293951682187	0.0006639225941973271	0.0007632486073218298	0.14175176271432233	0.10249151915359397	0.00028792821846267304	0.000798781015978233	0.0	0.00013388967890084767	4.1975429268471894e-05	0.00015906103362854765	0.0001322095564163958	0.000551289034708027
SHSU.bins.240	0.038607054519673306	0.014611491694536275	0.20698085278352785	0.08284871081933233	0.014586451053308696	0.015799321739401538	0.26130141142147467	0.43321263976901914	0.10706104943885573	0.07765647125459282	0.09043621602033891	0.07653088078814438	0.04496206537661522	0.027756694354388295	0.027427715569087935	0.018696139352232428	0.04458587934768119	0.038426208944563583	0.015374013127215322	0.020185136922432668	0.021696379258268107	0.17871299366869875
SHSU.bins.105	0.0	5.929762770205346e-06	2.6481311959083118e-05	5.720190556569824e-06	9.319592395138883e-05	0.00017053391115591003	7.634751749351101e-05	0.0002363887162208098	4.9809928086449845e-05	0.00023919686074169562	0.00043988607928321634	0.000499815105765177	4.0998144461797765e-05	5.754779029498663e-05	5.29913167596749e-05	0.0	0.0	4.43547660103054e-06	0.0	4.649424221455222e-05	3.808532025174882e-05	0.0
UTK.bins.171	0.0	2.2040848030760435e-06	4.593429252146919e-05	0.0	0.0	0.010205344061348086	0.0	0.0	0.0	0.0015160153511832224	0.0013352922888904078	0.009460239569692441	3.555755820618663e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4773468571322122e-05	0.0
SHSU.bins.438	0.0011529800440291834	3.228471111552249e-05	0.0006112330105655256	7.983308078950924e-05	9.620389375616528e-05	4.576989972982567e-05	0.00012294614596367805	0.0002537793530000639	0.0001604228041749321	0.00010123597338459525	0.00011806185185937748	0.000126255244294813	0.2651197811859338	0.16910599560444928	0.0	0.00026165816696246724	3.988766199703738e-05	5.714135099531734e-05	0.0	1.9411262002084207e-05	0.00015077135433707692	0.0
UTK.bins.184	0.0	3.2342091110395867e-07	0.0	1.0919659107989968e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.612537524538058e-05	0.0	0.0	0.0	0.00010634711218626367	0.0	0.0	0.0	0.0	0.0	0.0
SHSU.bins.335	0.013029283887711605	0.005582372101242964	0.015891818374758393	0.05154759050977989	0.08173016469554069	0.10601374180147222	0.05241601427918226	0.06983240706703822	0.07744069236078548	0.040545759345406975	0.03413834227258944	0.05573833914024965	0.007108172640466731	0.0061270641537772095	0.05914468000909069	0.08631065931060519	0.05318269132968438	0.10639160323416215	0.06407574020138877	0.12320589731895908	0.062300046584644726	0.035044805563233285
SHSU.bins.332	0.00011522869438223743	1.5988052571547444e-05	5.81161897425348e-05	9.038589589387132e-05	1.2586393183116652e-05	5.613837984011049e-05	5.0265936349769314e-05	0.0	0.0003279401676500143	0.00018978759885101545	5.7922713855915066e-05	3.8714114515945896e-05	8.99749967649696e-05	0.0001094557077371031	6.97771741679761e-05	3.0565028132023515e-05	0.0	1.9468294932067322e-06	0.0	1.587237936632583e-05	4.5970389616461674e-05	0.00010020047948408737
SHSU_active.final.55	0.0	1.3463077797141314e-06	4.208664039919559e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0006214065980113313	0.0002446884062889072	0.0008644443848097198	0.0002443433363910212	9.146047139726937e-05	0.0	0.0	0.0008857388290525267	0.0	0.0	0.0	7.566109528606475e-06	0.0
SHSU_advanced.final.260	0.0	2.3976461857823017e-06	0.0	2.698390726685735e-06	6.76359856102825e-06	0.0	0.0	5.575600967398702e-05	0.0	1.3019606363150597e-05	2.0750785381379783e-05	0.0	1.9340090463422118e-05	0.0	0.0	0.0	0.0	6.277051410823947e-06	0.0	0.0	0.0	0.0
UTK.bins.183	0.0004601532173017134	6.635217407176501e-05	0.0008775546998122219	0.0005859109557943663	0.00016845756906675002	0.0005651267695239028	2.3000501244893546e-05	0.001139434488976733	0.00030011542039481433	0.00041019109267718186	0.0008481298564600046	0.0006908718876620836	8.645790995327522e-05	0.00011557927649159126	0.0001915704688976174	8.391498616243228e-05	8.954513456428506e-05	0.0001122436883119549	0.0	0.0002116595782148109	7.171005060007693e-05	0.00041264448083009155
SHSU.bins.221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36109604835843e-05	0.0	6.610070295498682e-05	0.0	1.0781842807011988e-05	0.0	0.0	0.0	4.986036914269888e-06	0.0	0.0	1.0703190567260127e-05	0.0
UTK.bins.23	7.684484892916583e-05	0.00039549553466445143	4.263276427461381e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.003758308983165659	0.0656130043678577	0.013016603535710432	9.900563284911399e-05	0.0005558842269351494	8.531181732222326e-05	0.0	0.00029907762500580896	0.0	0.0	0.0	0.0	0.0
UTK_active.final.18	0.0	1.5903561579096292e-05	0.00017546740997237444	0.0	0.0	0.03333419799942605	0.0	0.0	0.0006600899048847714	0.016291351326173816	0.006460972430106934	0.03470916942807946	0.0015167535500454849	4.23685443823906e-05	0.0	0.0	0.011406704995562145	0.0	0.0	0.0	1.051486648689857e-05	0.00025210922160314044
