OTU ID	25655_S2125_L003	25669_S2120_L003	25688_S1294_L003	45131_S2199_L003	45147_S2288_L003	45469_S2277_L003	45504_S1450_L003	45632_S1567_L003	45648_S1582_L003	45651_S2067_L003	45668_S1524_L003	45670_S1520_L003	45704_S1583_L003	45903_S2034_L003	45937_S2244_L003	45956_S1458_L003	45959_S2286_L003	60588_S1717_L003	60590_S1714_L003	60608_S1735_L003	60624_S1716_L003	60626_S1736_L003	60644_S1715_L003	60646_S1719_L003	60660_S1720_L003	60662_S1734_L003	60680_S1730_L003	64298_S1858_L003	64316_S1867_L003	64319_S2161_L003	64332_S1861_L003	64334_S1862_L003	64352_S1856_L003	64354_S1870_L003
UTK.bins.15	4.836880344622403e-06	0.00032047264858741325	1.2063229954874906e-05	0.0	0.0	0.0003277072681176622	9.236153584436425e-05	0.0007978287854827914	0.001902661503334928	0.002539175773587539	0.0010150461458255894	4.4892761940644154e-05	0.0	0.0001966457125238976	0.00013205233212731108	0.0001505171600819092	0.0	0.0005515706016690784	0.0004845346449958474	0.0002874036757492045	0.00022986581325554182	0.00012849999673082398	0.00019722878799184363	0.0010086871260354948	9.21518611713039e-05	0.00010602073049547863	0.001919529231367616	0.00014175281727376386	0.0	1.6389019350305458e-05	0.0010446166720220315	0.00011475334726259134	0.0	0.0005307987758842006
CMU_active.final.59	0.004804043342282803	0.025821408246081333	0.05416402326741792	9.404832454198465e-05	3.2673570108404865e-05	0.004170792848771221	0.07977596913591156	0.007450364304135974	9.490834016635249e-05	0.002121214995632709	0.02148020008593146	0.007215240919120601	0.029516185270968928	0.002262098719238812	0.00010342493600190031	0.0063364202454013864	0.004462651598339489	0.00010799913490710252	0.0001778874277784724	0.00015347590443044794	0.0019316100391324937	0.0008072378310028158	6.436331608127813e-05	0.00022571865344861547	0.00015036329296049778	3.1937190593665466e-05	8.948796680037564e-05	0.0070776848673914155	0.004629599225139413	0.015980914341582456	0.0021914896413053326	0.0054487514455529434	0.33195501088590285	0.04481069530092686
CMU.bins.5	0.002792629798971801	0.0007778174266748982	9.879718920026282e-05	0.027398835866567668	0.05149710205140196	0.0014888817460146368	0.0020318861685936986	0.0029350607258653285	0.00010817889018961272	0.0011130781076027691	0.0018670802682322193	0.001740839063030985	0.002631957556652363	0.008334722650041737	0.0038523600786003987	0.01859189848051994	0.0014293938713475474	0.05503896014513887	0.004040726340934816	0.004189083166822448	0.006137877217789398	0.00832963984342209	0.007278644556844095	0.03445368547359738	0.01427171353525141	0.00025195955423446426	0.3623232370452051	0.0009942910301645029	0.0041173872559749185	0.024766016529358743	0.0027120216273639245	0.004308102270963044	0.0010935558346899916	0.0016305111651499444
UTK.bins.126	0.0002693028191875296	0.0018485930880683895	0.0027168309654847563	0.0	6.696063046907361e-06	0.00018785829318844615	0.0	0.004740669557221464	0.0014107983024728048	0.00046399553654087936	0.0	0.0	0.0	9.863630136160929e-05	0.0001589680784843859	6.710980895375045e-05	0.0	0.02451249051830158	0.032040748395137986	0.0199203001709333	0.015699918441329293	0.04426972253838732	0.024798154490179247	0.006736381806037964	0.0028041844227417495	0.01566583942392113	0.003433565077233567	0.00014220477710565331	0.0	0.00016030246342636897	0.0011976543679232227	0.0	0.0	0.0
SHSU.bins.88	2.225263058547545e-06	0.0	0.0	0.0	1.535404540055433e-06	0.0	0.0	8.470392208865369e-05	0.0	4.314431504694586e-06	0.0	6.884475131143021e-06	5.79378696431341e-06	0.0	2.4300875710985823e-05	7.694122426545197e-06	1.2557486369764694e-05	1.2687811338699853e-05	9.28814879546067e-06	0.0	0.0	4.926486124512543e-06	1.0081922886168176e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.8849880402904884e-06	0.0	0.0	0.0	0.0
CMU.bins.264	0.0006568816468020947	0.0002601880820209367	1.5581365816638417e-05	0.001045822394906845	0.00045324037086263627	0.00027642762997701054	0.0001022553832567917	0.0004982677134617957	2.2896480040132264e-05	5.426597512127238e-05	0.0006339264210724053	0.00029268787784956076	0.0004275710404672947	0.00014514022614762519	0.00013645141153191545	0.00037031260940688615	0.00032233752098804363	0.0005088793937999574	0.0001937137940220891	0.0008292245019967854	0.0033224953352712834	0.00040308403563989046	0.0024585267503140743	0.0026695364042495693	0.0005214518368695288	1.565036643041626e-05	0.00034482148767097666	0.0013252491070616676	0.0021314572878128085	0.00038406110820907575	0.0011565169690250059	0.0019903855321728634	0.00024109942969549348	0.0006931356726334777
SHSU.bins.260	8.008086570567359e-06	0.0	0.0	0.0	2.5502233987190125e-06	0.0	0.0	1.5632052539966293e-05	0.0	2.3886775455177674e-06	0.0	1.905789906904858e-06	3.2077202034180395e-06	0.0	0.0	0.0	0.0	7.02458529481722e-06	0.0	0.0	4.8791312832822675e-06	0.0	0.0	1.1011076192585312e-05	0.0	0.0	0.0	0.0	0.0	3.1308627669203134e-06	0.0	0.0	0.0	0.0
SHSU.bins.403	6.546708466445776e-06	0.0	0.0	2.167044789446492e-05	3.0114328708275915e-06	0.0	0.0	0.0004430193086219966	0.0	6.092655836355314e-06	0.0	0.00026667890093165405	5.68176247467106e-06	0.0	0.0	1.509070301339254e-05	0.0	0.0	0.0	5.893940438203333e-06	0.0	0.0	0.0	0.0	0.0	0.0	9.164291672332583e-06	4.263601614115008e-05	4.885850059741219e-05	0.0	6.732787819675742e-05	0.0	2.105381659313543e-05	0.0
SHSU.bins.459	0.0	2.8245721705858956e-05	7.97418935326891e-06	6.350168969074677e-05	8.824502379681826e-06	0.0	0.0	5.409142494786092e-05	1.1392410019968273e-06	4.628687263307154e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.438078556442764e-06	0.0	0.0	0.0	4.312811989602803e-06	0.0	0.0	0.0	0.0	0.0	0.0	8.225948613165415e-05	0.0
CMU.bins.67	0.06475885461399715	0.036223401928150996	0.00031747527776522	0.005277809574297067	0.0020515528207535132	0.01233865655261265	0.014761824139288464	0.01758980335711237	0.00013507603023675722	0.0013198497461682252	0.012539342801452143	0.028366780545038838	0.002612741258429079	0.030484822692710346	0.04072952448744214	0.013557563808842028	0.012122741908893826	0.023373959308440106	0.0049486863254307855	0.018681070973671558	0.00800714127502484	0.0472959647548808	0.022968252601591726	0.027160748008370254	0.03410642333018063	0.0012132179907252032	0.014187716492721034	0.010238706191621084	0.018889293550640198	0.0036079736771182725	0.0006880115815729858	0.012653283390208048	3.5857494416460015e-05	0.009851496768452919
SHSU.bins.556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1241911827001143e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTK.bins.192	0.00030908482202195354	0.000249122764486679	3.0198640397123745e-05	0.0002974404585514649	0.0003122019788117491	0.00022205524194849897	0.00041983677019862	0.001940654218742896	5.790323710149106e-06	4.448163329637218e-05	0.0008024310152804493	0.00033517745915100333	0.00032521716993081073	0.00033682020709265855	0.000167027577393569	0.00029526935939466075	0.00025174179734200464	0.00039243284233577227	0.0002287612257035917	0.0002444155489063115	0.00015143093603010456	0.0002511377349794107	0.00031760748066265917	0.00037971607215636974	0.0007527764645021637	1.8481889241822607e-05	0.0002756578601439083	0.0005603035915900365	0.00046610016293797106	0.00042107350900019366	0.0005308758857815511	0.00045358373059936543	0.00035660926392249326	0.00037657797647263263
