SampleID	add_0c	add_0c_group	facility
45707_S2218_L003_R1_001.trimmed.fastq.gz	12.8	early	CMU
45704_S1583_L003_R1_001.trimmed.fastq.gz	483.95	advanced	CMU
45687_S2101_L003_R1_001.trimmed.fastq.gz	0	day0	CMU
45670_S1520_L003_R1_001.trimmed.fastq.gz	443.9	advanced	CMU
45668_S1524_L003_R1_001.trimmed.fastq.gz	400	advanced	CMU
45651_S2067_L003_R1_001.trimmed.fastq.gz	421.7	advanced	CMU
45648_S1582_L003_R1_001.trimmed.fastq.gz	376.1	advanced	CMU
45632_S1567_L003_R1_001.trimmed.fastq.gz	303.9	advanced	CMU
45562_S1579_L003_R1_001.trimmed.fastq.gz	153.05	active	CMU
45560_S1511_L003_R1_001.trimmed.fastq.gz	104.45	active	CMU
45541_S2088_L003_R1_001.trimmed.fastq.gz	78.05	active	CMU
45507_S2219_L003_R1_001.trimmed.fastq.gz	24.45	early	CMU
45504_S1450_L003_R1_001.trimmed.fastq.gz	521.95	advanced	CMU
45469_S2277_L003_R1_001.trimmed.fastq.gz	422.75	advanced	CMU
45456_S1752_L003_R1_001.trimmed.fastq.gz	193.3	active	UTK
45438_S1743_L003_R1_001.trimmed.fastq.gz	215.2	advanced	UTK
45422_S1755_L003_R1_001.trimmed.fastq.gz	62.3	active	UTK
45420_S1761_L003_R1_001.trimmed.fastq.gz	18.3	early	UTK
45402_S1754_L003_R1_001.trimmed.fastq.gz	41.5	early	UTK
45400_S1749_L003_R1_001.trimmed.fastq.gz	0	day0	UTK
45384_S1744_L003_R1_001.trimmed.fastq.gz	105.8	active	UTK
45364_S1747_L003_R1_001.trimmed.fastq.gz	84.2	active	UTK
45350_S1793_L003_R1_001.trimmed.fastq.gz	441.3	advanced	UTK
45348_S1790_L003_R1_001.trimmed.fastq.gz	392.2	advanced	UTK
45314_S1770_L003_R1_001.trimmed.fastq.gz	341.7	advanced	UTK
45312_S1786_L003_R1_001.trimmed.fastq.gz	298.6	advanced	UTK
45294_S1745_L003_R1_001.trimmed.fastq.gz	319.6	advanced	UTK
45292_S1789_L003_R1_001.trimmed.fastq.gz	278.9	advanced	UTK
45278_S1738_L003_R1_001.trimmed.fastq.gz	258.6	advanced	UTK
45258_S1784_L003_R1_001.trimmed.fastq.gz	236.6	advanced	UTK
45256_S1777_L003_R1_001.trimmed.fastq.gz	193.3	active	UTK
45242_S1782_L003_R1_001.trimmed.fastq.gz	170.3	active	UTK
45240_S1781_L003_R1_001.trimmed.fastq.gz	126.4	active	UTK
45222_S1772_L003_R1_001.trimmed.fastq.gz	148.5	active	UTK
45220_S1769_L003_R1_001.trimmed.fastq.gz	105.8	active	UTK
45206_S1776_L003_R1_001.trimmed.fastq.gz	84.2	active	UTK
45204_S1779_L003_R1_001.trimmed.fastq.gz	41.5	early	UTK
45186_S1774_L003_R1_001.trimmed.fastq.gz	62.3	active	UTK
45170_S1768_L003_R1_001.trimmed.fastq.gz	0	day0	UTK
45147_S2288_L003_R1_001.trimmed.fastq.gz	232.9	advanced	CMU
45131_S2199_L003_R1_001.trimmed.fastq.gz	200.4	advanced	CMU
45129_S2271_L003_R1_001.trimmed.fastq.gz	179	active	CMU
45110_S1707_L003_R1_001.trimmed.fastq.gz	190.95	active	CMU
45075_S1891_L003_R1_001.trimmed.fastq.gz	1.4	early	CMU
44193_S1997_L006_R1_001.trimmed.fastq.gz	409.1666667	advanced	SHSU
44175_S2028_L003_R1_001.trimmed.fastq.gz	428.6111111	advanced	SHSU
44172_S1413_L003_R1_001.trimmed.fastq.gz	391.6666667	advanced	SHSU
44159_S2113_L003_R1_001.trimmed.fastq.gz	373.6111111	advanced	SHSU
44157_S2105_L003_R1_001.trimmed.fastq.gz	324.4444445	advanced	SHSU
44138_S1379_L003_R1_001.trimmed.fastq.gz	350	advanced	SHSU
44136_S1411_L003_R1_001.trimmed.fastq.gz	296.3888889	advanced	SHSU
44122_S1410_L003_R1_001.trimmed.fastq.gz	271.1111111	advanced	SHSU
44121_S2207_L003_R1_001.trimmed.fastq.gz	220.5555556	advanced	SHSU
44103_S2045_L003_R1_001.trimmed.fastq.gz	247.2222222	advanced	SHSU
44100_S1416_L003_R1_001.trimmed.fastq.gz	194.7222222	active	SHSU
44087_S2176_L003_R1_001.trimmed.fastq.gz	174.4444445	active	SHSU
44084_S1358_L003_R1_001.trimmed.fastq.gz	132.7777778	active	SHSU
44066_S1424_L003_R1_001.trimmed.fastq.gz	153.8888889	active	SHSU
44064_S1370_L003_R1_001.trimmed.fastq.gz	111.6666667	active	SHSU
44051_S1990_L006_R1_001.trimmed.fastq.gz	90.55555556	active	SHSU
44048_S1317_L003_R1_001.trimmed.fastq.gz	45.83333333	early	SHSU
44030_S1354_L003_R1_001.trimmed.fastq.gz	67.5	active	SHSU
44014_S1371_L003_R1_001.trimmed.fastq.gz	0	day0	SHSU
43995_S2056_L003_R1_001.trimmed.fastq.gz	449.1666667	advanced	SHSU
43992_S1415_L003_R1_001.trimmed.fastq.gz	409.1666667	advanced	SHSU
43978_S1428_L003_R1_001.trimmed.fastq.gz	391.6666667	advanced	SHSU
43976_S1434_L003_R1_001.trimmed.fastq.gz	350	advanced	SHSU
43958_S1405_L003_R1_001.trimmed.fastq.gz	373.6111111	advanced	SHSU
43956_S1429_L003_R1_001.trimmed.fastq.gz	324.4444445	advanced	SHSU
43942_S1432_L003_R1_001.trimmed.fastq.gz	296.3888889	advanced	SHSU
43941_S2089_L003_R1_001.trimmed.fastq.gz	247.2222222	advanced	SHSU
43923_S2252_L003_R1_001.trimmed.fastq.gz	271.1111111	advanced	SHSU
43920_S1386_L003_R1_001.trimmed.fastq.gz	220.5555556	advanced	SHSU
43906_S1423_L003_R1_001.trimmed.fastq.gz	194.7222222	active	SHSU
43904_S1414_L003_R1_001.trimmed.fastq.gz	153.8888889	active	SHSU
43886_S1425_L003_R1_001.trimmed.fastq.gz	174.4444445	active	SHSU
43885_S2263_L003_R1_001.trimmed.fastq.gz	132.7777778	active	SHSU
43870_S1374_L003_R1_001.trimmed.fastq.gz	111.6666667	active	SHSU
43868_S1352_L003_R1_001.trimmed.fastq.gz	67.5	active	SHSU
43851_S1983_L006_R1_001.trimmed.fastq.gz	90.55555556	active	SHSU
43849_S2090_L003_R1_001.trimmed.fastq.gz	45.83333333	early	SHSU
43832_S1421_L003_R1_001.trimmed.fastq.gz	449.1666667	advanced	SHSU
43815_S2180_L003_R1_001.trimmed.fastq.gz	0	day0	SHSU
43813_S2027_L003_R1_001.trimmed.fastq.gz	428.6111111	advanced	SHSU
43798_S1402_L003_R1_001.trimmed.fastq.gz	409.1666667	advanced	SHSU
43796_S1403_L003_R1_001.trimmed.fastq.gz	373.6111111	advanced	SHSU
43778_S1426_L003_R1_001.trimmed.fastq.gz	391.6666667	advanced	SHSU
43777_S2152_L003_R1_001.trimmed.fastq.gz	350	advanced	SHSU
43760_S1400_L003_R1_001.trimmed.fastq.gz	271.1111111	advanced	SHSU
43750_S1406_L003_R1_001.trimmed.fastq.gz	296.3888889	NA	SHSU
43743_S2060_L003_R1_001.trimmed.fastq.gz	296.3888889	advanced	SHSU
43741_S2050_L003_R1_001.trimmed.fastq.gz	247.2222222	advanced	SHSU
43724_S1436_L003_R1_001.trimmed.fastq.gz	174.4444445	active	SHSU
43707_S2177_L003_R1_001.trimmed.fastq.gz	194.7222222	active	SHSU
43704_S1427_L003_R1_001.trimmed.fastq.gz	153.8888889	active	SHSU
43690_S1355_L003_R1_001.trimmed.fastq.gz	132.7777778	active	SHSU
43688_S1435_L003_R1_001.trimmed.fastq.gz	90.55555556	active	SHSU
43668_S1353_L003_R1_001.trimmed.fastq.gz	67.5	active	SHSU
43654_S1316_L003_R1_001.trimmed.fastq.gz	45.83333333	early	SHSU
43653_S2055_L003_R1_001.trimmed.fastq.gz	0	day0	SHSU
43618_S1395_L003_R1_001.trimmed.fastq.gz	366.9444445	advanced	UTK
43598_S1401_L003_R1_001.trimmed.fastq.gz	345.2777778	advanced	UTK
43596_S1382_L003_R1_001.trimmed.fastq.gz	308.0555556	advanced	UTK
43582_S1363_L003_R1_001.trimmed.fastq.gz	289.1666667	advanced	UTK
43580_S1360_L003_R1_001.trimmed.fastq.gz	250.8333333	advanced	UTK
43562_S1359_L003_R1_001.trimmed.fastq.gz	268.8888889	advanced	UTK
43560_S1361_L003_R1_001.trimmed.fastq.gz	231.3888889	advanced	UTK
43546_S1364_L003_R1_001.trimmed.fastq.gz	213.0555556	advanced	UTK
43544_S1320_L003_R1_001.trimmed.fastq.gz	180.5555556	active	UTK
43526_S1319_L003_R1_001.trimmed.fastq.gz	193.8888889	active	UTK
43524_S1322_L003_R1_001.trimmed.fastq.gz	168.6111111	active	UTK
43510_S1324_L003_R1_001.trimmed.fastq.gz	152.5	active	UTK
43508_S1323_L003_R1_001.trimmed.fastq.gz	109.7222222	active	UTK
43490_S1318_L003_R1_001.trimmed.fastq.gz	133.3333333	active	UTK
43488_S1321_L003_R1_001.trimmed.fastq.gz	86.11111111	active	UTK
43474_S1326_L003_R1_001.trimmed.fastq.gz	63.33333333	active	UTK
43472_S1328_L003_R1_001.trimmed.fastq.gz	18.61111111	early	UTK
43454_S1325_L003_R1_001.trimmed.fastq.gz	41.38888889	early	UTK
43452_S1338_L003_R1_001.trimmed.fastq.gz	0	day0	UTK
43438_S1389_L003_R1_001.trimmed.fastq.gz	375.8333333	advanced	UTK
43436_S1378_L003_R1_001.trimmed.fastq.gz	332.7777778	advanced	UTK
43418_S1376_L003_R1_001.trimmed.fastq.gz	354.7222222	advanced	UTK
43416_S1377_L003_R1_001.trimmed.fastq.gz	313.3333333	advanced	UTK
43402_S1362_L003_R1_001.trimmed.fastq.gz	292.2222222	advanced	UTK
43400_S1366_L003_R1_001.trimmed.fastq.gz	245.5555556	advanced	UTK
43382_S1365_L003_R1_001.trimmed.fastq.gz	269.4444445	advanced	UTK
43380_S1367_L003_R1_001.trimmed.fastq.gz	223.6111111	advanced	UTK
43366_S1368_L003_R1_001.trimmed.fastq.gz	203.3333333	advanced	UTK
43364_S1385_L003_R1_001.trimmed.fastq.gz	169.7222222	active	UTK
43346_S1396_L003_R1_001.trimmed.fastq.gz	185.8333333	active	UTK
43344_S1383_L003_R1_001.trimmed.fastq.gz	151.9444445	active	UTK
43330_S1391_L003_R1_001.trimmed.fastq.gz	130.5555556	active	UTK
43328_S1300_L003_R1_001.trimmed.fastq.gz	86.66666667	active	UTK
43310_S1397_L003_R1_001.trimmed.fastq.gz	107.2222222	active	UTK
43294_S1334_L003_R1_001.trimmed.fastq.gz	51.38888889	active	UTK
43292_S1308_L003_R1_001.trimmed.fastq.gz	18.61111111	early	UTK
43274_S1336_L003_R1_001.trimmed.fastq.gz	36.38888889	early	UTK
43272_S1309_L003_R1_001.trimmed.fastq.gz	0	day0	UTK
25978_S1351_L003_R1_001.trimmed.fastq.gz	293.6111111	advanced	UTK
25976_S1347_L003_R1_001.trimmed.fastq.gz	260	advanced	UTK
25958_S1350_L003_R1_001.trimmed.fastq.gz	276.1111111	advanced	UTK
25956_S1346_L003_R1_001.trimmed.fastq.gz	242.2222222	advanced	UTK
25942_S1399_L003_R1_001.trimmed.fastq.gz	220.8333333	advanced	UTK
25940_S1329_L003_R1_001.trimmed.fastq.gz	176.9444445	active	UTK
25929_S1315_L003_R1_001.trimmed.fastq.gz	176.9444445	NA	UTK
25920_S1304_L003_R1_001.trimmed.fastq.gz	157.7777778	active	UTK
25906_S1310_L003_R1_001.trimmed.fastq.gz	141.6666667	active	UTK
25904_S1305_L003_R1_001.trimmed.fastq.gz	108.8888889	active	UTK
25886_S1339_L003_R1_001.trimmed.fastq.gz	126.6666667	active	UTK
25884_S1298_L003_R1_001.trimmed.fastq.gz	90.27777779	active	UTK
25870_S1333_L003_R1_001.trimmed.fastq.gz	76.3888889	active	UTK
25868_S1303_L003_R1_001.trimmed.fastq.gz	48.33333334	early	UTK
25858_S1345_L003_R1_001.trimmed.fastq.gz	62.50000001	NA	UTK
25850_S1299_L003_R1_001.trimmed.fastq.gz	62.50000001	active	UTK
25834_S1301_L003_R1_001.trimmed.fastq.gz	33.05555556	early	UTK
25832_S1306_L003_R1_001.trimmed.fastq.gz	10.55555556	early	UTK
25814_S1330_L003_R1_001.trimmed.fastq.gz	23.05555556	early	UTK
25812_S1337_L003_R1_001.trimmed.fastq.gz	0	day0	UTK
25797_S2119_L003_R1_001.trimmed.fastq.gz	69.44444445	active	CMU
25779_S2096_L003_R1_001.trimmed.fastq.gz	79.72222223	active	CMU
25741_S2063_L003_R1_001.trimmed.fastq.gz	15.83333333	early	CMU
25727_S2076_L003_R1_001.trimmed.fastq.gz	11.38888889	early	CMU
25724_S1268_L003_R1_001.trimmed.fastq.gz	0	day0	CMU
25706_S1262_L003_R1_001.trimmed.fastq.gz	7.5	early	CMU
25690_S1375_L003_R1_001.trimmed.fastq.gz	394.4444444	advanced	UTK
25688_S1294_L003_R1_001.trimmed.fastq.gz	214.1666667	advanced	CMU
25678_S1349_L003_R1_001.trimmed.fastq.gz	313.8888889	NA	UTK
25670_S1348_L003_R1_001.trimmed.fastq.gz	313.8888889	advanced	UTK
25669_S2120_L003_R1_001.trimmed.fastq.gz	207.5	advanced	CMU
25655_S2125_L003_R1_001.trimmed.fastq.gz	200.8333333	advanced	CMU
25653_S2110_L003_R1_001.trimmed.fastq.gz	179.7222222	active	CMU
25633_S2187_L003_R1_001.trimmed.fastq.gz	164.7222222	active	CMU
25619_S2124_L003_R1_001.trimmed.fastq.gz	150	active	CMU
25617_S2259_L003_R1_001.trimmed.fastq.gz	123.3333333	active	CMU
25599_S2229_L003_R1_001.trimmed.fastq.gz	136.6666667	active	CMU
25596_S1296_L003_R1_001.trimmed.fastq.gz	110.2777778	active	CMU
25583_S2130_L003_R1_001.trimmed.fastq.gz	160	active	CMU
25581_S2157_L003_R1_001.trimmed.fastq.gz	136.9444445	active	CMU
25563_S2204_L003_R1_001.trimmed.fastq.gz	149.7222222	active	CMU
25560_S1249_L003_R1_001.trimmed.fastq.gz	122.7777778	active	CMU
25546_S1245_L003_R1_001.trimmed.fastq.gz	111.3888889	active	CMU
25545_S2117_L003_R1_001.trimmed.fastq.gz	96.11111111	active	CMU
25525_S2188_L003_R1_001.trimmed.fastq.gz	91.66666667	active	CMU
25510_S1265_L003_R1_001.trimmed.fastq.gz	87.77777778	active	CMU
25491_S2210_L003_R1_001.trimmed.fastq.gz	80.27777778	active	CMU
25488_S1244_L003_R1_001.trimmed.fastq.gz	62.22222223	active	CMU
25474_S1278_L003_R1_001.trimmed.fastq.gz	57.77777778	active	CMU
25473_S2258_L003_R1_001.trimmed.fastq.gz	44.72222223	early	CMU
25455_S2155_L003_R1_001.trimmed.fastq.gz	50.83333334	active	CMU
25453_S2144_L003_R1_001.trimmed.fastq.gz	40.00000001	early	CMU
25439_S2295_L003_R1_001.trimmed.fastq.gz	29.72222223	early	CMU
25402_S1292_L003_R1_001.trimmed.fastq.gz	164.7222222	active	CMU
25391_S1312_L003_R1_001.trimmed.fastq.gz	164.7222222	NA	CMU
25382_S1261_L003_R1_001.trimmed.fastq.gz	160.8333333	active	CMU
25381_S2133_L003_R1_001.trimmed.fastq.gz	141.1111111	active	CMU
25367_S2074_L003_R1_001.trimmed.fastq.gz	135.2777778	active	CMU
25365_S2274_L003_R1_001.trimmed.fastq.gz	123.8888889	active	CMU
25347_S2253_L003_R1_001.trimmed.fastq.gz	130.8333333	active	CMU
25344_S1331_L003_R1_001.trimmed.fastq.gz	117.7777778	active	CMU
25330_S1251_L003_R1_001.trimmed.fastq.gz	113.0555556	active	CMU
25329_S2222_L003_R1_001.trimmed.fastq.gz	89.72222223	active	CMU
25311_S2283_L003_R1_001.trimmed.fastq.gz	102.7777778	active	CMU
25295_S2243_L003_R1_001.trimmed.fastq.gz	73.05555556	active	CMU
25293_S2193_L003_R1_001.trimmed.fastq.gz	57.22222223	active	CMU
25259_S2215_L003_R1_001.trimmed.fastq.gz	47.22222223	early	CMU
25257_S2039_L003_R1_001.trimmed.fastq.gz	25.83333334	early	CMU
25238_S1254_L003_R1_001.trimmed.fastq.gz	35.83333334	early	CMU
25237_S2128_L003_R1_001.trimmed.fastq.gz	13.05555556	early	CMU
25223_S2138_L003_R1_001.trimmed.fastq.gz	0	day0	CMU
