SampleID,Carbohydrates,Lipids,AminoAcids,facility,State,Conv_time,host_subject_ID,ADD
43380_S1367_L003,0.20948627,0.077855455,0.139954051,ARF,advanced,223.6111111,UTK.K016.02,223.6111111
43382_S1365_L003,0.240885046,0.117185172,0.244995325,ARF,advanced,269.4444445,UTK.K016.02,269.4444445
43400_S1366_L003,0.236697046,0.19667238,0.324518642,ARF,advanced,245.5555556,UTK.K016.02,245.5555556
43402_S1362_L003,0.349715011,0.09318336,0.263699019,ARF,advanced,292.2222222,UTK.K016.02,292.2222222
43416_S1377_L003,0.31751821,0.127579205,0.213017462,ARF,advanced,313.3333333,UTK.K016.02,313.3333333
43418_S1376_L003,0.349138503,0.122157148,0.227439276,ARF,advanced,354.7222222,UTK.K016.02,354.7222222
43436_S1378_L003,0.306658152,0.098503263,0.317932477,ARF,advanced,332.7777778,UTK.K016.02,332.7777778
43438_S1389_L003,0.358288441,0.123454564,0.250332415,ARF,advanced,375.8333333,UTK.K016.02,375.8333333
43452_S1338_L003,0.264225024,0.138549571,0.155975361,ARF,day0,0,UTK.K016.03,0
43454_S1325_L003,0.279785053,0.175027149,0.18531519,ARF,early,41.38888889,UTK.K016.03,41.38888889
43472_S1328_L003,0.274752176,0.164473995,0.177237216,ARF,early,18.61111111,UTK.K016.03,18.61111111
43474_S1326_L003,0.258502343,0.171684812,0.201002835,ARF,active,63.33333333,UTK.K016.03,63.33333333
43488_S1321_L003,0.258084589,0.176403069,0.182383095,ARF,active,86.11111111,UTK.K016.03,86.11111111
43490_S1318_L003,0.251792325,0.155071271,0.169802145,ARF,active,133.3333333,UTK.K016.03,133.3333333
43508_S1323_L003,0.268093104,0.164442611,0.179105362,ARF,active,109.7222222,UTK.K016.03,109.7222222
43510_S1324_L003,0.267691474,0.141003694,0.196317971,ARF,active,152.5,UTK.K016.03,152.5
43524_S1322_L003,0.285509819,0.170597338,0.286384092,ARF,active,168.6111111,UTK.K016.03,168.6111111
43526_S1319_L003,0.286006179,0.181734021,0.270281274,ARF,active,193.8888889,UTK.K016.03,193.8888889
43544_S1320_L003,0.299019276,0.177418881,0.226403239,ARF,active,180.5555556,UTK.K016.03,180.5555556
43546_S1364_L003,0.271343783,0.155039536,0.300051045,ARF,advanced,213.0555556,UTK.K016.03,213.0555556
43560_S1361_L003,0.302389255,0.205211612,0.338560701,ARF,advanced,231.3888889,UTK.K016.03,231.3888889
43562_S1359_L003,0.260064813,0.136508704,0.325791737,ARF,advanced,268.8888889,UTK.K016.03,268.8888889
43580_S1360_L003,0.277062921,0.142401166,0.304940034,ARF,advanced,250.8333333,UTK.K016.03,250.8333333
43582_S1363_L003,0.269362287,0.132043884,0.178859862,ARF,advanced,289.1666667,UTK.K016.03,289.1666667
43596_S1382_L003,0.317408957,0.174816875,0.309027412,ARF,advanced,308.0555556,UTK.K016.03,308.0555556
43598_S1401_L003,0.304745572,0.166851245,0.307866474,ARF,advanced,345.2777778,UTK.K016.03,345.2777778
43618_S1395_L003,0.313682976,0.185681791,0.281154543,ARF,advanced,366.9444445,UTK.K016.03,366.9444445
45170_S1768_L003,0.280269003,0.085294234,0.12982403,ARF,day0,0,UTK.K016.10,0
45186_S1774_L003,0.282496638,0.087069889,0.150145169,ARF,active,62.3,UTK.K016.10,62.3
45204_S1779_L003,0.329253405,0.088355842,0.132130657,ARF,early,41.5,UTK.K016.10,41.5
45206_S1776_L003,0.322782623,0.084158609,0.161581049,ARF,active,84.2,UTK.K016.10,84.2
45220_S1769_L003,0.345218865,0.109102982,0.163252583,ARF,active,105.8,UTK.K016.10,105.8
45222_S1772_L003,0.320494196,0.132064976,0.251714155,ARF,active,148.5,UTK.K016.10,148.5
45240_S1781_L003,0.339953591,0.129548761,0.200358008,ARF,active,126.4,UTK.K016.10,126.4
45242_S1782_L003,0.318417069,0.085395417,0.174228208,ARF,active,170.3,UTK.K016.10,170.3
45256_S1777_L003,0.36580882,0.090056682,0.225039931,ARF,active,193.3,UTK.K016.10,193.3
45258_S1784_L003,0.333081447,0.09584987,0.242505156,ARF,advanced,236.6,UTK.K016.10,236.6
45278_S1738_L003,0.41382685,0.152401193,0.329045606,ARF,advanced,258.6,UTK.K016.10,258.6
45292_S1789_L003,0.390287914,0.180698388,0.294554233,ARF,advanced,278.9,UTK.K016.10,278.9
45294_S1745_L003,0.425495561,0.225433315,0.333854109,ARF,advanced,319.6,UTK.K016.10,319.6
45312_S1786_L003,0.430015557,0.215848271,0.320175085,ARF,advanced,298.6,UTK.K016.10,298.6
