id,(Intercept),add_0c_groupactive,add_0c_groupadvanced,add_0c_groupearly
3707,-0.3020467793132841,-0.10539986190706858,-0.2216845177250173,0.2410668225661488
1100,5.925813200427558,0.7481841411426404,-0.9312431012553559,-1.1100116024577455
1098,7.92436228162816,1.2523907394724259,3.3856287095182203,-1.667063635890413
4311,-0.3020467793132872,0.12368960016161183,-0.11866106773006659,0.24106682256615125
4776,-0.3020467793132833,-0.021756088531794903,-0.3328473566549713,0.24106682256614892
1157,1.9372714741275092,-1.373356315388732,-0.8625410482752389,-0.8380130906379317
2043,6.187101352156059,0.3913698025997157,-1.6671139733214828,-1.90618457609224
3312,0.8371414490202996,-0.9907115247403026,-0.514696708721033,-0.8291282152293887
1088,-0.1698680593897659,-0.18761234521448536,-0.3976914976598842,0.18364115794531147
1119,4.318874425957324,0.8923310465453442,-1.228296119303452,-1.321314036270535
351,15.400586920249374,-0.717576557847862,-1.3905224854916176,-1.8063102264763848
3944,-0.3020467793132829,-0.10801260019918384,-0.30187673820333266,0.2410668225661481
3584,-0.3020467793132923,0.5847398228251565,-0.1174096558261547,0.2410668225661545
3324,-0.30204677931329166,-0.10448320893268462,0.9845737051372428,0.24106682256615383
3539,-0.302046779313282,-0.12800156669568988,1.366603894799067,0.24106682256614773
3716,-0.3020467793132843,-0.06137561892428243,-0.13582836804114964,0.24106682256614884
499,4.207133166124413,-0.09174258212069371,-1.4189874054720704,-1.6912321511370494
3922,-0.3020467793132725,0.3068904633510691,1.6709935335208164,0.24106682256614329
338,6.638614958128012,-1.4748584360057588,-3.193554039345808,-0.022140578113947384
3688,-0.3020467793132843,0.6962959761635633,1.068785053698259,0.24106682256614906
526,7.088877211228658,-0.4555497121268146,-1.1796258917317033,-1.484618285986272
3180,-0.30204677931328905,-0.11152643341381688,1.1433809318993553,0.3061572308945158
182,1.0048842034986323,-0.06103284334186485,0.14921560306151418,-0.18218405245606803
1577,0.6306154080574758,-0.19328709392550816,-0.16293590299328284,-0.11853662928664058
4067,-0.3020467793132784,-0.12219765706844207,0.3948396846527638,0.2410668225661452
2207,-0.3020467793132759,0.6969622830935502,0.5111352046794854,0.2410668225661448
1444,3.6168965966071296,0.047579571567446764,-0.38168443237839855,-1.423181303867159
5815,-0.3020467793132916,-0.15760183362193095,-0.29754216534278133,0.2410668225661537
1105,4.6911512279287715,-0.8048450795976911,-1.1721401279329324,-1.7787820571423996
2872,-0.30204677931329826,-0.1576018336219337,0.7190105149866177,0.24106682256615725
3836,-0.3020467793132869,-0.10735686613632585,-0.29453939849884714,0.2410668225661508
1089,1.1745683747974762,0.18619914860530576,0.4292062104221299,-0.33910661311168544
564,-0.1978556254122594,0.031505770708903126,-0.32776380424339424,0.2373807967838756
2899,-0.3020467793132699,0.36964182656735906,2.3229080469878483,0.24106682256613918
3570,-0.30204677931327917,0.410834360068405,-0.211887462535816,0.24106682256614634
517,3.901682840443344,0.052758094827680575,-1.2367464995459476,-0.9196883085686135
560,4.542529509632622,-1.2459393172360074,-1.5470954181594636,-1.990908687137971
876,5.04151366977058,-0.38577583489079087,0.3151387078950274,-1.7598931073126922
3955,-0.3020467793132866,-0.1576018336219294,-0.22725092660389323,0.24106682256615033
3592,-0.3020467793132809,0.23484592200804313,0.5609027030637641,0.24106682256614714
306,9.218541672141502,-0.09360552537880241,-0.7371303941111915,-0.9501102983798435
3233,-0.3020467793133296,1.5646092924985662,0.7325413634706965,1.5474805054927263
5743,-0.3020467793132889,-0.15760183362192953,-0.31648445529096175,0.24106682256615167
4115,-0.30204677931328855,-0.15760183362193075,-0.3083925883019998,0.24106682256615194
4079,-0.3020467793132933,-0.1576018336219318,-0.3203261667145179,0.2410668225661547
2158,-0.3020467793132768,2.7754915552313215,1.833134131975198,0.7175416050076201
4897,-0.3020467793132839,-0.1075965469715357,-0.31522426267785625,0.24106682256614936
2380,0.9841734162064145,-0.21077176212554039,-0.23819626045386524,-0.5591020229859414
3782,-0.3020467793132867,-0.1440307366963417,-0.3328473566549746,0.241066822566151
2895,-0.3020467793132923,-0.10840424736919244,0.2011573105276877,0.24106682256615425
524,5.2001796724212745,0.19278809723603793,-1.5619747461881386,-0.9033782983798211
1438,0.9343148821393409,0.8141177327695617,-0.3262349408902708,-0.23414190168538937
1048,0.24215291018560264,-0.5278855543817311,-0.2213005846268552,-0.1543477936890519
915,1.7341217219389968,0.7349845969364678,2.2823410707511647,-0.5266990542344481
3036,-0.30204677931328955,0.5064983168768791,2.860866120958661,0.24106682256615108
348,1.33813925957444,-0.019557542973479974,0.6617216831444315,1.4081514455668378
3331,-0.302046779313312,0.9360431149388956,1.3056099666150134,0.24106682256616585
3565,-0.302046779313285,-0.14293450284614037,0.9160229908436792,0.24106682256614984
648,5.260687730384053,-1.7172984736818036,-2.0155037066782966,-2.37304830979547
1758,-0.3020467793131907,1.494468237946158,3.7548118866935063,0.660517485499236
2598,0.5709253118740606,-0.12221802901427294,-0.3433943061326768,-0.2711342368500581
2860,-0.3020467793132866,0.1341992480420309,2.04414973960857,0.24106682256615078
307,7.010981944226976,0.15435054508145366,-0.32131783367709965,0.25702518400409946
534,1.1871149387102358,-0.5695662492113458,-1.0337498196404464,-0.8381509629755777
712,5.124554534335081,-0.1137184878790725,-0.8755818347410526,-0.6396497261104314
2047,-0.30204677931328344,0.0431060491925488,0.09158748942538016,0.4012999610383908
2194,-0.3020467793133094,1.3579433329762716,2.486698400604452,0.24106682256616385
746,2.1740580028656518,-0.14662097015139783,2.2090975992389956,-1.110542085486981
928,5.4745003680012125,-1.0474369331400502,-1.9939135505877954,-2.2115033362276395
2394,0.9751530904137127,-0.06222917612924447,-0.09449601924036882,-0.4723723072137312
496,-0.30204677931327734,-0.1576018336219248,0.5359191394130193,0.2410668225661464
3620,-0.3020467793132862,-0.1412535279095395,-0.18324211026328585,0.24106682256615003
4662,-0.30204677931328866,-0.1576018336219298,-0.2518340621386576,0.24106682256615167
2330,2.5909674226731894,-0.4576507628294893,-1.8457200633486561,-1.0706536186610838
3576,-0.3020467793132886,-0.1576018336219299,0.013595013331955891,0.24106682256615192
2668,-0.1323481523014734,-0.14180599391951418,-0.3029861649814077,0.2656420435787762
540,5.621571830194055,-2.153433701765814,-1.8147747869201651,-2.0999949641270206
430,-0.30204677931329305,-0.11973602006088645,-0.23352207381599416,0.24106682256615425
4938,-0.3020467793132885,-0.08229453107589509,-0.3328473566549757,0.24106682256615208
2455,0.834511637415536,-0.2309466104751051,-0.3152864851297019,-0.3367018930990556
266,-0.3020467793132793,-0.11704140545730365,-0.25811245373318914,0.32163785262368144
3318,-0.3020467793132989,0.954516729478476,2.220212893657249,0.24106682256617065
3328,-0.3020467793132935,0.10808332195625495,0.40620522161688855,0.24106682256615533
1884,-0.3020467793125621,2.630740537480323,7.010041533810525,0.24106682256571726
4717,-0.302046779313291,0.47282659915488134,-0.33284735665497855,0.2410668225661537
3603,-0.30204677931328533,-0.14260115543154414,-0.20818663363165688,0.24106682256615053
756,3.4653204041679984,-0.38872745128017744,-0.9235895789936716,-1.4706687433533345
930,0.3053987894205797,-0.49542476049152423,-0.7592268377030043,-0.17192020006282993
3326,-0.30204677931329627,-0.15760183362193145,0.7527905354700053,0.24106682256615572
501,3.3891850053392125,0.5007507722438639,-1.4596262133974338,-0.49632688352964927
3508,-0.3020467793132878,-0.15760183362192812,0.5023748661183493,0.24106682256615086
3546,-0.30204677931328694,0.042831267825759724,0.30899333181833577,0.24106682256615025
2750,1.4733210265163461,2.775265891670958,6.6246362064684075,-0.2210216833761862
512,9.818778321048091,1.1719867238028263,2.435859379264998,-1.9693685000213828
2538,0.5371036652114013,-0.12733406609947995,-0.4408236501598295,-0.14612993021397905
4840,-0.3020467793132878,-0.08191171851604867,-0.29594021439649976,0.24106682256615142
1505,-0.3020467793132907,0.2607109288429088,1.1788196341595607,0.24106682256615355
