sample-id	SampleID	add_0c	megyesi_score	facility	host_subject_id	days_since_placement	sample_site
soil.hip.UTK.K016.05.2016.10.12.day17	soil.hip.UTK.K016.05.2016.10.12.day17	302.8	20	UTK	UTK.K016.05	16	soil.hip
soil.hip.UTK.K016.05.2016.10.13.day18	soil.hip.UTK.K016.05.2016.10.13.day18	320.1	20	UTK	UTK.K016.05	17	soil.hip
soil.hip.UTK.K016.05.2016.10.14.day19	soil.hip.UTK.K016.05.2016.10.14.day19	340.2	23	UTK	UTK.K016.05	18	soil.hip
soil.hip.UTK.K016.05.2016.10.15.day20	soil.hip.UTK.K016.05.2016.10.15.day20	361.3	23	UTK	UTK.K016.05	19	soil.hip
soil.hip.UTK.K016.05.2016.10.16.day21	soil.hip.UTK.K016.05.2016.10.16.day21	383	23	UTK	UTK.K016.05	20	soil.hip
soil.hip.UTK.K016.06.2016.10.05.day1	soil.hip.UTK.K016.06.2016.10.05.day1	0	3	UTK	UTK.K016.06	0	soil.hip
soil.hip.UTK.K016.06.2016.10.06.day2	soil.hip.UTK.K016.06.2016.10.06.day2	20.4	3	UTK	UTK.K016.06	1	soil.hip
soil.hip.UTK.K016.06.2016.10.07.day3	soil.hip.UTK.K016.06.2016.10.07.day3	40.8	3	UTK	UTK.K016.06	2	soil.hip
soil.hip.UTK.K016.06.2016.10.08.day4	soil.hip.UTK.K016.06.2016.10.08.day4	62.5	8	UTK	UTK.K016.06	3	soil.hip
soil.hip.UTK.K016.06.2016.10.09.day5	soil.hip.UTK.K016.06.2016.10.09.day5	79.4	5	UTK	UTK.K016.06	4	soil.hip
soil.hip.UTK.K016.06.2016.10.10.day6	soil.hip.UTK.K016.06.2016.10.10.day6	96	10	UTK	UTK.K016.06	5	soil.hip
soil.hip.UTK.K016.06.2016.10.11.day7	soil.hip.UTK.K016.06.2016.10.11.day7	112.4	13	UTK	UTK.K016.06	6	soil.hip
soil.hip.UTK.K016.06.2016.10.12.day8	soil.hip.UTK.K016.06.2016.10.12.day8	129.1	14	UTK	UTK.K016.06	7	soil.hip
soil.hip.UTK.K016.06.2016.10.13.day9	soil.hip.UTK.K016.06.2016.10.13.day9	146.4	17	UTK	UTK.K016.06	8	soil.hip
soil.hip.UTK.K016.06.2016.10.14.day10	soil.hip.UTK.K016.06.2016.10.14.day10	166.5	14	UTK	UTK.K016.06	9	soil.hip
soil.hip.UTK.K016.06.2016.10.15.day11	soil.hip.UTK.K016.06.2016.10.15.day11	187.6	16	UTK	UTK.K016.06	10	soil.hip
soil.hip.UTK.K016.06.2016.10.16.day12	soil.hip.UTK.K016.06.2016.10.16.day12	209.3	20	UTK	UTK.K016.06	11	soil.hip
soil.hip.UTK.K016.06.2016.10.17.day13	soil.hip.UTK.K016.06.2016.10.17.day13	229.7	20	UTK	UTK.K016.06	12	soil.hip
soil.hip.UTK.K016.06.2016.10.18.day14	soil.hip.UTK.K016.06.2016.10.18.day14	252.1	20	UTK	UTK.K016.06	13	soil.hip
soil.hip.UTK.K016.06.2016.10.19.day15	soil.hip.UTK.K016.06.2016.10.19.day15	276	20	UTK	UTK.K016.06	14	soil.hip
soil.hip.UTK.K016.06.2016.10.20.day16	soil.hip.UTK.K016.06.2016.10.20.day16	299.7	21	UTK	UTK.K016.06	15	soil.hip
soil.hip.UTK.K016.06.2016.10.21.day17	soil.hip.UTK.K016.06.2016.10.21.day17	316.6	20	UTK	UTK.K016.06	16	soil.hip
soil.hip.UTK.K016.06.2016.10.22.day18	soil.hip.UTK.K016.06.2016.10.22.day18	328.2	20	UTK	UTK.K016.06	17	soil.hip
soil.hip.UTK.K016.06.2016.10.23.day19	soil.hip.UTK.K016.06.2016.10.23.day19	340	22	UTK	UTK.K016.06	18	soil.hip
soil.hip.UTK.K016.06.2016.10.24.day20	soil.hip.UTK.K016.06.2016.10.24.day20	357.1	22	UTK	UTK.K016.06	19	soil.hip
soil.hip.UTK.K016.06.2016.10.25.day21	soil.hip.UTK.K016.06.2016.10.25.day21	373.2	21	UTK	UTK.K016.06	20	soil.hip
soil.hip.UTK.K016.10.2017.05.25.day1	soil.hip.UTK.K016.10.2017.05.25.day1	0	3	UTK	UTK.K016.10	0	soil.hip
soil.hip.UTK.K016.10.2017.05.26.day2	soil.hip.UTK.K016.10.2017.05.26.day2	18.3	3	UTK	UTK.K016.10	1	soil.hip
soil.hip.UTK.K016.10.2017.05.27.day3	soil.hip.UTK.K016.10.2017.05.27.day3	41.5	3	UTK	UTK.K016.10	2	soil.hip
soil.hip.UTK.K016.10.2017.05.28.day4	soil.hip.UTK.K016.10.2017.05.28.day4	62.3	3	UTK	UTK.K016.10	3	soil.hip
soil.hip.UTK.K016.10.2017.05.29.day5	soil.hip.UTK.K016.10.2017.05.29.day5	84.2	8	UTK	UTK.K016.10	4	soil.hip
soil.hip.UTK.K016.10.2017.05.30.day6	soil.hip.UTK.K016.10.2017.05.30.day6	105.8	8	UTK	UTK.K016.10	5	soil.hip
soil.hip.UTK.K016.10.2017.05.31.day7	soil.hip.UTK.K016.10.2017.05.31.day7	126.4	10	UTK	UTK.K016.10	6	soil.hip
soil.hip.UTK.K016.10.2017.06.01.day8	soil.hip.UTK.K016.10.2017.06.01.day8	148.5	12	UTK	UTK.K016.10	7	soil.hip
soil.hip.UTK.K016.10.2017.06.02.day9	soil.hip.UTK.K016.10.2017.06.02.day9	170.3	14	UTK	UTK.K016.10	8	soil.hip
soil.hip.UTK.K016.10.2017.06.03.day10	soil.hip.UTK.K016.10.2017.06.03.day10	193.3	17	UTK	UTK.K016.10	9	soil.hip
soil.hip.UTK.K016.10.2017.06.04.day11	soil.hip.UTK.K016.10.2017.06.04.day11	215.2	18	UTK	UTK.K016.10	10	soil.hip
soil.hip.UTK.K016.10.2017.06.05.day12	soil.hip.UTK.K016.10.2017.06.05.day12	236.6	17	UTK	UTK.K016.10	11	soil.hip
soil.hip.UTK.K016.10.2017.06.06.day13	soil.hip.UTK.K016.10.2017.06.06.day13	258.6	18	UTK	UTK.K016.10	12	soil.hip
soil.hip.UTK.K016.10.2017.06.07.day14	soil.hip.UTK.K016.10.2017.06.07.day14	278.9	18	UTK	UTK.K016.10	13	soil.hip
soil.hip.UTK.K016.10.2017.06.08.day15	soil.hip.UTK.K016.10.2017.06.08.day15	298.6	20	UTK	UTK.K016.10	14	soil.hip
soil.hip.UTK.K016.10.2017.06.09.day16	soil.hip.UTK.K016.10.2017.06.09.day16	319.6	19	UTK	UTK.K016.10	15	soil.hip
soil.hip.UTK.K016.10.2017.06.10.day17	soil.hip.UTK.K016.10.2017.06.10.day17	341.7	20	UTK	UTK.K016.10	16	soil.hip
soil.hip.UTK.K016.10.2017.06.11.day18	soil.hip.UTK.K016.10.2017.06.11.day18	366.3	21	UTK	UTK.K016.10	17	soil.hip
soil.hip.UTK.K016.10.2017.06.12.day19	soil.hip.UTK.K016.10.2017.06.12.day19	392.2	21	UTK	UTK.K016.10	18	soil.hip
soil.hip.UTK.K016.10.2017.06.13.day20	soil.hip.UTK.K016.10.2017.06.13.day20	417.9	21	UTK	UTK.K016.10	19	soil.hip
soil.hip.UTK.K016.10.2017.06.14.day21	soil.hip.UTK.K016.10.2017.06.14.day21	441.3	22	UTK	UTK.K016.10	20	soil.hip
soil.hip.UTK.K016.11.2017.05.25.day1	soil.hip.UTK.K016.11.2017.05.25.day1	0	3	UTK	UTK.K016.11	0	soil.hip
soil.hip.UTK.K016.11.2017.05.26.day2	soil.hip.UTK.K016.11.2017.05.26.day2	18.3	3	UTK	UTK.K016.11	1	soil.hip
soil.hip.UTK.K016.11.2017.05.27.day3	soil.hip.UTK.K016.11.2017.05.27.day3	41.5	3	UTK	UTK.K016.11	2	soil.hip
soil.hip.UTK.K016.11.2017.05.28.day4	soil.hip.UTK.K016.11.2017.05.28.day4	62.3	3	UTK	UTK.K016.11	3	soil.hip
soil.hip.UTK.K016.11.2017.05.29.day5	soil.hip.UTK.K016.11.2017.05.29.day5	84.2	8	UTK	UTK.K016.11	4	soil.hip
soil.hip.UTK.K016.11.2017.05.30.day6	soil.hip.UTK.K016.11.2017.05.30.day6	105.8	9	UTK	UTK.K016.11	5	soil.hip
soil.hip.UTK.K016.11.2017.05.31.day7	soil.hip.UTK.K016.11.2017.05.31.day7	126.4	12	UTK	UTK.K016.11	6	soil.hip
soil.hip.UTK.K016.11.2017.06.01.day8	soil.hip.UTK.K016.11.2017.06.01.day8	148.5	13	UTK	UTK.K016.11	7	soil.hip
soil.hip.UTK.K016.11.2017.06.02.day9	soil.hip.UTK.K016.11.2017.06.02.day9	170.3	14	UTK	UTK.K016.11	8	soil.hip
soil.hip.UTK.K016.11.2017.06.03.day10	soil.hip.UTK.K016.11.2017.06.03.day10	193.3	16	UTK	UTK.K016.11	9	soil.hip
soil.hip.UTK.K016.11.2017.06.04.day11	soil.hip.UTK.K016.11.2017.06.04.day11	215.2	18	UTK	UTK.K016.11	10	soil.hip
soil.hip.UTK.K016.11.2017.06.05.day12	soil.hip.UTK.K016.11.2017.06.05.day12	236.6	17	UTK	UTK.K016.11	11	soil.hip
soil.hip.UTK.K016.11.2017.06.06.day13	soil.hip.UTK.K016.11.2017.06.06.day13	258.6	18	UTK	UTK.K016.11	12	soil.hip
soil.hip.UTK.K016.11.2017.06.07.day14	soil.hip.UTK.K016.11.2017.06.07.day14	278.9	19	UTK	UTK.K016.11	13	soil.hip
soil.hip.UTK.K016.11.2017.06.08.day15	soil.hip.UTK.K016.11.2017.06.08.day15	298.6	19	UTK	UTK.K016.11	14	soil.hip
soil.hip.UTK.K016.11.2017.06.09.day16	soil.hip.UTK.K016.11.2017.06.09.day16	319.6	19	UTK	UTK.K016.11	15	soil.hip
soil.hip.UTK.K016.11.2017.06.10.day17	soil.hip.UTK.K016.11.2017.06.10.day17	341.7	20	UTK	UTK.K016.11	16	soil.hip
soil.hip.UTK.K016.11.2017.06.11.day18	soil.hip.UTK.K016.11.2017.06.11.day18	366.3	20	UTK	UTK.K016.11	17	soil.hip
soil.hip.UTK.K016.11.2017.06.12.day19	soil.hip.UTK.K016.11.2017.06.12.day19	392.2	20	UTK	UTK.K016.11	18	soil.hip
soil.hip.UTK.K016.11.2017.06.13.day20	soil.hip.UTK.K016.11.2017.06.13.day20	417.9	20	UTK	UTK.K016.11	19	soil.hip
soil.hip.UTK.K016.11.2017.06.14.day21	soil.hip.UTK.K016.11.2017.06.14.day21	441.3	20	UTK	UTK.K016.11	20	soil.hip
soil.hip.UTK.K016.12.2017.05.25.day1	soil.hip.UTK.K016.12.2017.05.25.day1	0	3	UTK	UTK.K016.12	0	soil.hip
soil.hip.UTK.K016.12.2017.05.26.day2	soil.hip.UTK.K016.12.2017.05.26.day2	18.3	3	UTK	UTK.K016.12	1	soil.hip
soil.hip.UTK.K016.12.2017.05.27.day3	soil.hip.UTK.K016.12.2017.05.27.day3	41.5	3	UTK	UTK.K016.12	2	soil.hip
soil.hip.UTK.K016.12.2017.05.28.day4	soil.hip.UTK.K016.12.2017.05.28.day4	62.3	3	UTK	UTK.K016.12	3	soil.hip
soil.hip.UTK.K016.12.2017.05.29.day5	soil.hip.UTK.K016.12.2017.05.29.day5	84.2	8	UTK	UTK.K016.12	4	soil.hip
soil.hip.UTK.K016.12.2017.05.30.day6	soil.hip.UTK.K016.12.2017.05.30.day6	105.8	8	UTK	UTK.K016.12	5	soil.hip
soil.hip.UTK.K016.12.2017.05.31.day7	soil.hip.UTK.K016.12.2017.05.31.day7	126.4	12	UTK	UTK.K016.12	6	soil.hip
soil.hip.UTK.K016.12.2017.06.01.day8	soil.hip.UTK.K016.12.2017.06.01.day8	148.5	13	UTK	UTK.K016.12	7	soil.hip
soil.hip.UTK.K016.12.2017.06.02.day9	soil.hip.UTK.K016.12.2017.06.02.day9	170.3	15	UTK	UTK.K016.12	8	soil.hip
soil.hip.UTK.K016.12.2017.06.03.day10	soil.hip.UTK.K016.12.2017.06.03.day10	193.3	15	UTK	UTK.K016.12	9	soil.hip
soil.hip.UTK.K016.12.2017.06.04.day11	soil.hip.UTK.K016.12.2017.06.04.day11	215.2	17	UTK	UTK.K016.12	10	soil.hip
soil.hip.UTK.K016.12.2017.06.05.day12	soil.hip.UTK.K016.12.2017.06.05.day12	236.6	16	UTK	UTK.K016.12	11	soil.hip
soil.hip.UTK.K016.12.2017.06.06.day13	soil.hip.UTK.K016.12.2017.06.06.day13	258.6	17	UTK	UTK.K016.12	12	soil.hip
soil.hip.UTK.K016.12.2017.06.07.day14	soil.hip.UTK.K016.12.2017.06.07.day14	278.9	18	UTK	UTK.K016.12	13	soil.hip
soil.hip.UTK.K016.12.2017.06.08.day15	soil.hip.UTK.K016.12.2017.06.08.day15	298.6	18	UTK	UTK.K016.12	14	soil.hip
soil.hip.UTK.K016.12.2017.06.09.day16	soil.hip.UTK.K016.12.2017.06.09.day16	319.6	18	UTK	UTK.K016.12	15	soil.hip
soil.hip.UTK.K016.12.2017.06.10.day17	soil.hip.UTK.K016.12.2017.06.10.day17	341.7	19	UTK	UTK.K016.12	16	soil.hip
soil.hip.UTK.K016.12.2017.06.11.day18	soil.hip.UTK.K016.12.2017.06.11.day18	366.3	18	UTK	UTK.K016.12	17	soil.hip
soil.hip.UTK.K016.12.2017.06.12.day19	soil.hip.UTK.K016.12.2017.06.12.day19	392.2	19	UTK	UTK.K016.12	18	soil.hip
soil.hip.UTK.K016.12.2017.06.13.day20	soil.hip.UTK.K016.12.2017.06.13.day20	417.9	18	UTK	UTK.K016.12	19	soil.hip
soil.hip.UTK.K016.12.2017.06.14.day21	soil.hip.UTK.K016.12.2017.06.14.day21	441.3	19	UTK	UTK.K016.12	20	soil.hip
