sample-id	SampleID	add_0c	megyesi_score	facility	host_subject_id	days_since_placement	sample_site
soil.hip.CMU.17.01.2017.01.day10	soil.hip.CMU.17.01.2017.01.day10	12.25	7.5	CMU	Mrs. 17-01	9	soil.hip
soil.hip.CMU.17.01.2017.01.day11	soil.hip.CMU.17.01.2017.01.day11	16.4	8	CMU	Mrs. 17-01	10	soil.hip
soil.hip.CMU.17.01.2017.01.day12	soil.hip.CMU.17.01.2017.01.day12	20.3	9	CMU	Mrs. 17-01	11	soil.hip
soil.hip.CMU.17.01.2017.01.day13	soil.hip.CMU.17.01.2017.01.day13	22.8	6	CMU	Mrs. 17-01	12	soil.hip
soil.hip.CMU.17.01.2017.01.day14	soil.hip.CMU.17.01.2017.01.day14	24.75	10	CMU	Mrs. 17-01	13	soil.hip
soil.hip.CMU.17.01.2017.01.day15	soil.hip.CMU.17.01.2017.01.day15	26.7	7.5	CMU	Mrs. 17-01	14	soil.hip
soil.hip.CMU.17.01.2017.01.day16	soil.hip.CMU.17.01.2017.01.day16	26.7	8.5	CMU	Mrs. 17-01	15	soil.hip
soil.hip.CMU.17.01.2017.01.day17	soil.hip.CMU.17.01.2017.01.day17	27.8	7.5	CMU	Mrs. 17-01	16	soil.hip
soil.hip.CMU.17.01.2017.01.day18	soil.hip.CMU.17.01.2017.01.day18	28.65	10	CMU	Mrs. 17-01	17	soil.hip
soil.hip.CMU.17.01.2017.01.day19	soil.hip.CMU.17.01.2017.01.day19	28.95	10	CMU	Mrs. 17-01	18	soil.hip
soil.hip.CMU.17.01.2017.01.day20	soil.hip.CMU.17.01.2017.01.day20	33.4	8.5	CMU	Mrs. 17-01	19	soil.hip
soil.hip.CMU.17.01.2017.01.day21	soil.hip.CMU.17.01.2017.01.day21	33.65	10	CMU	Mrs. 17-01	20	soil.hip
soil.hip.CMU.17.01.2017.01.day22	soil.hip.CMU.17.01.2017.01.day22	33.65	10	CMU	Mrs. 17-01	21	soil.hip
soil.hip.SHSU.2016.007.2016.04.15.day1	soil.hip.SHSU.2016.007.2016.04.15.day1	0	5	SHSU	shsu.2016.007	0	soil.hip
soil.hip.SHSU.2016.007.2016.04.16.day2	soil.hip.SHSU.2016.007.2016.04.16.day2	23.33333333	5	SHSU	shsu.2016.007	1	soil.hip
soil.hip.SHSU.2016.007.2016.04.17.day3	soil.hip.SHSU.2016.007.2016.04.17.day3	45.83333333	7	SHSU	shsu.2016.007	2	soil.hip
soil.hip.SHSU.2016.007.2016.04.18.day4	soil.hip.SHSU.2016.007.2016.04.18.day4	67.5	9	SHSU	shsu.2016.007	3	soil.hip
soil.hip.SHSU.2016.007.2016.04.19.day5	soil.hip.SHSU.2016.007.2016.04.19.day5	90.55555556	13	SHSU	shsu.2016.007	4	soil.hip
soil.hip.SHSU.2016.007.2016.04.20.day6	soil.hip.SHSU.2016.007.2016.04.20.day6	111.6666667	14	SHSU	shsu.2016.007	5	soil.hip
soil.hip.SHSU.2016.007.2016.04.21.day7	soil.hip.SHSU.2016.007.2016.04.21.day7	132.7777778	18	SHSU	shsu.2016.007	6	soil.hip
soil.hip.SHSU.2016.007.2016.04.22.day8	soil.hip.SHSU.2016.007.2016.04.22.day8	153.8888889	21	SHSU	shsu.2016.007	7	soil.hip
soil.hip.SHSU.2016.007.2016.04.23.day9	soil.hip.SHSU.2016.007.2016.04.23.day9	174.4444445	21	SHSU	shsu.2016.007	8	soil.hip
soil.hip.SHSU.2016.007.2016.04.24.day10	soil.hip.SHSU.2016.007.2016.04.24.day10	194.7222222	21	SHSU	shsu.2016.007	9	soil.hip
soil.hip.SHSU.2016.007.2016.04.25.day11	soil.hip.SHSU.2016.007.2016.04.25.day11	220.5555556	21	SHSU	shsu.2016.007	10	soil.hip
soil.hip.SHSU.2016.007.2016.04.26.day12	soil.hip.SHSU.2016.007.2016.04.26.day12	247.2222222	21	SHSU	shsu.2016.007	11	soil.hip
soil.hip.SHSU.2016.007.2016.04.27.day13	soil.hip.SHSU.2016.007.2016.04.27.day13	271.1111111	21	SHSU	shsu.2016.007	12	soil.hip
soil.hip.SHSU.2016.007.2016.04.28.day14	soil.hip.SHSU.2016.007.2016.04.28.day14	296.3888889	21	SHSU	shsu.2016.007	13	soil.hip
soil.hip.SHSU.2016.007.2016.04.29.day15	soil.hip.SHSU.2016.007.2016.04.29.day15	324.4444445	22	SHSU	shsu.2016.007	14	soil.hip
soil.hip.SHSU.2016.007.2016.04.30.day16	soil.hip.SHSU.2016.007.2016.04.30.day16	350	22	SHSU	shsu.2016.007	15	soil.hip
soil.hip.SHSU.2016.007.2016.05.01.day17	soil.hip.SHSU.2016.007.2016.05.01.day17	373.6111111	22	SHSU	shsu.2016.007	16	soil.hip
soil.hip.SHSU.2016.007.2016.05.02.day18	soil.hip.SHSU.2016.007.2016.05.02.day18	391.6666667	22	SHSU	shsu.2016.007	17	soil.hip
soil.hip.SHSU.2016.007.2016.05.03.day19	soil.hip.SHSU.2016.007.2016.05.03.day19	409.1666667	22	SHSU	shsu.2016.007	18	soil.hip
soil.hip.SHSU.2016.007.2016.05.04.day20	soil.hip.SHSU.2016.007.2016.05.04.day20	428.6111111	22	SHSU	shsu.2016.007	19	soil.hip
soil.hip.SHSU.2016.007.2016.05.05.day21	soil.hip.SHSU.2016.007.2016.05.05.day21	449.1666667	22	SHSU	shsu.2016.007	20	soil.hip
soil.hip.SHSU.2016.011.2016.04.15.day1	soil.hip.SHSU.2016.011.2016.04.15.day1	0	9	SHSU	shsu.2016.011	0	soil.hip
soil.hip.SHSU.2016.011.2016.04.16.day2	soil.hip.SHSU.2016.011.2016.04.16.day2	23.33333333	9	SHSU	shsu.2016.011	1	soil.hip
soil.hip.SHSU.2016.011.2016.04.17.day3	soil.hip.SHSU.2016.011.2016.04.17.day3	45.83333333	12	SHSU	shsu.2016.011	2	soil.hip
soil.hip.SHSU.2016.011.2016.04.18.day4	soil.hip.SHSU.2016.011.2016.04.18.day4	67.5	16	SHSU	shsu.2016.011	3	soil.hip
soil.hip.SHSU.2016.011.2016.04.19.day5	soil.hip.SHSU.2016.011.2016.04.19.day5	90.55555556	20	SHSU	shsu.2016.011	4	soil.hip
soil.hip.SHSU.2016.011.2016.04.20.day6	soil.hip.SHSU.2016.011.2016.04.20.day6	111.6666667	25	SHSU	shsu.2016.011	5	soil.hip
soil.hip.SHSU.2016.011.2016.04.21.day7	soil.hip.SHSU.2016.011.2016.04.21.day7	132.7777778	27	SHSU	shsu.2016.011	6	soil.hip
soil.hip.SHSU.2016.011.2016.04.22.day8	soil.hip.SHSU.2016.011.2016.04.22.day8	153.8888889	27	SHSU	shsu.2016.011	7	soil.hip
soil.hip.SHSU.2016.011.2016.04.23.day9	soil.hip.SHSU.2016.011.2016.04.23.day9	174.4444445	28	SHSU	shsu.2016.011	8	soil.hip
soil.hip.SHSU.2016.011.2016.04.24.day10	soil.hip.SHSU.2016.011.2016.04.24.day10	194.7222222	28	SHSU	shsu.2016.011	9	soil.hip
soil.hip.SHSU.2016.011.2016.04.25.day11	soil.hip.SHSU.2016.011.2016.04.25.day11	220.5555556	28	SHSU	shsu.2016.011	10	soil.hip
soil.hip.SHSU.2016.011.2016.04.26.day12	soil.hip.SHSU.2016.011.2016.04.26.day12	247.2222222	27	SHSU	shsu.2016.011	11	soil.hip
soil.hip.SHSU.2016.011.2016.04.27.day13	soil.hip.SHSU.2016.011.2016.04.27.day13	271.1111111	27	SHSU	shsu.2016.011	12	soil.hip
soil.hip.SHSU.2016.011.2016.04.28.day14	soil.hip.SHSU.2016.011.2016.04.28.day14	296.3888889	27	SHSU	shsu.2016.011	13	soil.hip
soil.hip.SHSU.2016.011.2016.04.29.day15	soil.hip.SHSU.2016.011.2016.04.29.day15	324.4444445	27	SHSU	shsu.2016.011	14	soil.hip
soil.hip.SHSU.2016.011.2016.04.30.day16	soil.hip.SHSU.2016.011.2016.04.30.day16	350	27	SHSU	shsu.2016.011	15	soil.hip
soil.hip.SHSU.2016.011.2016.05.01.day17	soil.hip.SHSU.2016.011.2016.05.01.day17	373.6111111	31	SHSU	shsu.2016.011	16	soil.hip
soil.hip.SHSU.2016.011.2016.05.02.day18	soil.hip.SHSU.2016.011.2016.05.02.day18	391.6666667	31	SHSU	shsu.2016.011	17	soil.hip
soil.hip.SHSU.2016.011.2016.05.03.day19	soil.hip.SHSU.2016.011.2016.05.03.day19	409.1666667	32	SHSU	shsu.2016.011	18	soil.hip
soil.hip.SHSU.2016.011.2016.05.04.day20	soil.hip.SHSU.2016.011.2016.05.04.day20	428.6111111	32	SHSU	shsu.2016.011	19	soil.hip
soil.hip.SHSU.2016.011.2016.05.05.day21	soil.hip.SHSU.2016.011.2016.05.05.day21	449.1666667	34	SHSU	shsu.2016.011	20	soil.hip
soil.hip.SHSU.2016.024.2016.04.15.day1	soil.hip.SHSU.2016.024.2016.04.15.day1	0	8	SHSU	shsu.2016.024	0	soil.hip
soil.hip.SHSU.2016.024.2016.04.16.day2	soil.hip.SHSU.2016.024.2016.04.16.day2	23.33333333	9	SHSU	shsu.2016.024	1	soil.hip
soil.hip.SHSU.2016.024.2016.04.17.day3	soil.hip.SHSU.2016.024.2016.04.17.day3	45.83333333	11	SHSU	shsu.2016.024	2	soil.hip
soil.hip.SHSU.2016.024.2016.04.18.day4	soil.hip.SHSU.2016.024.2016.04.18.day4	67.5	17	SHSU	shsu.2016.024	3	soil.hip
soil.hip.SHSU.2016.024.2016.04.19.day5	soil.hip.SHSU.2016.024.2016.04.19.day5	90.55555556	20	SHSU	shsu.2016.024	4	soil.hip
soil.hip.SHSU.2016.024.2016.04.20.day6	soil.hip.SHSU.2016.024.2016.04.20.day6	111.6666667	21	SHSU	shsu.2016.024	5	soil.hip
soil.hip.SHSU.2016.024.2016.04.21.day7	soil.hip.SHSU.2016.024.2016.04.21.day7	132.7777778	22	SHSU	shsu.2016.024	6	soil.hip
soil.hip.SHSU.2016.024.2016.04.22.day8	soil.hip.SHSU.2016.024.2016.04.22.day8	153.8888889	24	SHSU	shsu.2016.024	7	soil.hip
soil.hip.SHSU.2016.024.2016.04.23.day9	soil.hip.SHSU.2016.024.2016.04.23.day9	174.4444445	25	SHSU	shsu.2016.024	8	soil.hip
soil.hip.SHSU.2016.024.2016.04.24.day10	soil.hip.SHSU.2016.024.2016.04.24.day10	194.7222222	26	SHSU	shsu.2016.024	9	soil.hip
soil.hip.SHSU.2016.024.2016.04.25.day11	soil.hip.SHSU.2016.024.2016.04.25.day11	220.5555556	26	SHSU	shsu.2016.024	10	soil.hip
soil.hip.SHSU.2016.024.2016.04.26.day12	soil.hip.SHSU.2016.024.2016.04.26.day12	247.2222222	26	SHSU	shsu.2016.024	11	soil.hip
soil.hip.SHSU.2016.024.2016.04.27.day13	soil.hip.SHSU.2016.024.2016.04.27.day13	271.1111111	26	SHSU	shsu.2016.024	12	soil.hip
soil.hip.SHSU.2016.024.2016.04.28.day14	soil.hip.SHSU.2016.024.2016.04.28.day14	296.3888889	26	SHSU	shsu.2016.024	13	soil.hip
soil.hip.SHSU.2016.024.2016.04.29.day15	soil.hip.SHSU.2016.024.2016.04.29.day15	324.4444445	26	SHSU	shsu.2016.024	14	soil.hip
soil.hip.SHSU.2016.024.2016.04.30.day16	soil.hip.SHSU.2016.024.2016.04.30.day16	350	27	SHSU	shsu.2016.024	15	soil.hip
soil.hip.SHSU.2016.024.2016.05.01.day17	soil.hip.SHSU.2016.024.2016.05.01.day17	373.6111111	28	SHSU	shsu.2016.024	16	soil.hip
soil.hip.SHSU.2016.024.2016.05.02.day18	soil.hip.SHSU.2016.024.2016.05.02.day18	391.6666667	28	SHSU	shsu.2016.024	17	soil.hip
soil.hip.SHSU.2016.024.2016.05.03.day19	soil.hip.SHSU.2016.024.2016.05.03.day19	409.1666667	29	SHSU	shsu.2016.024	18	soil.hip
soil.hip.SHSU.2016.024.2016.05.04.day20	soil.hip.SHSU.2016.024.2016.05.04.day20	428.6111111	29	SHSU	shsu.2016.024	19	soil.hip
soil.hip.SHSU.2016.024.2016.05.05.day21	soil.hip.SHSU.2016.024.2016.05.05.day21	449.1666667	29	SHSU	shsu.2016.024	20	soil.hip
soil.hip.UTK.K016.01.2016.04.05.day1	soil.hip.UTK.K016.01.2016.04.05.day1	0	3	UTK	UTK.K016.01	0	soil.hip
soil.hip.UTK.K016.01.2016.04.06.day2	soil.hip.UTK.K016.01.2016.04.06.day2	10.55555556	3	UTK	UTK.K016.01	1	soil.hip
soil.hip.UTK.K016.01.2016.04.07.day3	soil.hip.UTK.K016.01.2016.04.07.day3	23.05555556	3	UTK	UTK.K016.01	2	soil.hip
soil.hip.UTK.K016.01.2016.04.08.day4	soil.hip.UTK.K016.01.2016.04.08.day4	33.05555556	3	UTK	UTK.K016.01	3	soil.hip
soil.hip.UTK.K016.01.2016.04.09.day5	soil.hip.UTK.K016.01.2016.04.09.day5	40.55555556	3	UTK	UTK.K016.01	4	soil.hip
soil.hip.UTK.K016.01.2016.04.10.day6	soil.hip.UTK.K016.01.2016.04.10.day6	48.33333334	3	UTK	UTK.K016.01	5	soil.hip
soil.hip.UTK.K016.01.2016.04.11.day7	soil.hip.UTK.K016.01.2016.04.11.day7	62.50000001	3	UTK	UTK.K016.01	6	soil.hip
soil.hip.UTK.K016.01.2016.04.12.day8	soil.hip.UTK.K016.01.2016.04.12.day8	76.3888889	3	UTK	UTK.K016.01	7	soil.hip
soil.hip.UTK.K016.01.2016.04.13.day9	soil.hip.UTK.K016.01.2016.04.13.day9	90.27777779	3	UTK	UTK.K016.01	8	soil.hip
soil.hip.UTK.K016.01.2016.04.14.day10	soil.hip.UTK.K016.01.2016.04.14.day10	108.8888889	3	UTK	UTK.K016.01	9	soil.hip
soil.hip.UTK.K016.01.2016.04.15.day11	soil.hip.UTK.K016.01.2016.04.15.day11	126.6666667	8	UTK	UTK.K016.01	10	soil.hip
soil.hip.UTK.K016.01.2016.04.16.day12	soil.hip.UTK.K016.01.2016.04.16.day12	141.6666667	9	UTK	UTK.K016.01	11	soil.hip
soil.hip.UTK.K016.01.2016.04.17.day13	soil.hip.UTK.K016.01.2016.04.17.day13	157.7777778	12	UTK	UTK.K016.01	12	soil.hip
soil.hip.UTK.K016.01.2016.04.18.day14	soil.hip.UTK.K016.01.2016.04.18.day14	176.9444445	14	UTK	UTK.K016.01	13	soil.hip
soil.hip.UTK.K016.01.2016.04.19.day15	soil.hip.UTK.K016.01.2016.04.19.day15	197.5	16	UTK	UTK.K016.01	14	soil.hip
soil.hip.UTK.K016.01.2016.04.20.day16	soil.hip.UTK.K016.01.2016.04.20.day16	220.8333333	20	UTK	UTK.K016.01	15	soil.hip
soil.hip.UTK.K016.01.2016.04.21.day17	soil.hip.UTK.K016.01.2016.04.21.day17	242.2222222	23	UTK	UTK.K016.01	16	soil.hip
soil.hip.UTK.K016.01.2016.04.22.day18	soil.hip.UTK.K016.01.2016.04.22.day18	260	21	UTK	UTK.K016.01	17	soil.hip
soil.hip.UTK.K016.01.2016.04.23.day19	soil.hip.UTK.K016.01.2016.04.23.day19	276.1111111	23	UTK	UTK.K016.01	18	soil.hip
soil.hip.UTK.K016.01.2016.04.24.day20	soil.hip.UTK.K016.01.2016.04.24.day20	293.6111111	23	UTK	UTK.K016.01	19	soil.hip
soil.hip.UTK.K016.01.2016.04.25.day21	soil.hip.UTK.K016.01.2016.04.25.day21	313.8888889	23	UTK	UTK.K016.01	20	soil.hip
soil.hip.UTK.K016.02.2016.04.13.day1	soil.hip.UTK.K016.02.2016.04.13.day1	0	3	UTK	UTK.K016.02	0	soil.hip
soil.hip.UTK.K016.02.2016.04.14.day2	soil.hip.UTK.K016.02.2016.04.14.day2	18.61111111	3	UTK	UTK.K016.02	1	soil.hip
soil.hip.UTK.K016.02.2016.04.15.day3	soil.hip.UTK.K016.02.2016.04.15.day3	36.38888889	3	UTK	UTK.K016.02	2	soil.hip
soil.hip.UTK.K016.02.2016.04.16.day4	soil.hip.UTK.K016.02.2016.04.16.day4	51.38888889	3	UTK	UTK.K016.02	3	soil.hip
soil.hip.UTK.K016.02.2016.04.17.day5	soil.hip.UTK.K016.02.2016.04.17.day5	67.5	3	UTK	UTK.K016.02	4	soil.hip
soil.hip.UTK.K016.02.2016.04.18.day6	soil.hip.UTK.K016.02.2016.04.18.day6	86.66666667	5	UTK	UTK.K016.02	5	soil.hip
soil.hip.UTK.K016.02.2016.04.19.day7	soil.hip.UTK.K016.02.2016.04.19.day7	107.2222222	5	UTK	UTK.K016.02	6	soil.hip
soil.hip.UTK.K016.02.2016.04.20.day8	soil.hip.UTK.K016.02.2016.04.20.day8	130.5555556	13	UTK	UTK.K016.02	7	soil.hip
soil.hip.UTK.K016.02.2016.04.21.day9	soil.hip.UTK.K016.02.2016.04.21.day9	151.9444445	20	UTK	UTK.K016.02	8	soil.hip
soil.hip.UTK.K016.02.2016.04.22.day10	soil.hip.UTK.K016.02.2016.04.22.day10	169.7222222	20	UTK	UTK.K016.02	9	soil.hip
soil.hip.UTK.K016.02.2016.04.23.day11	soil.hip.UTK.K016.02.2016.04.23.day11	185.8333333	24	UTK	UTK.K016.02	10	soil.hip
soil.hip.UTK.K016.02.2016.04.24.day12	soil.hip.UTK.K016.02.2016.04.24.day12	203.3333333	21	UTK	UTK.K016.02	11	soil.hip
soil.hip.UTK.K016.02.2016.04.25.day13	soil.hip.UTK.K016.02.2016.04.25.day13	223.6111111	25	UTK	UTK.K016.02	12	soil.hip
soil.hip.UTK.K016.02.2016.04.26.day14	soil.hip.UTK.K016.02.2016.04.26.day14	245.5555556	25	UTK	UTK.K016.02	13	soil.hip
soil.hip.UTK.K016.02.2016.04.27.day15	soil.hip.UTK.K016.02.2016.04.27.day15	269.4444445	25	UTK	UTK.K016.02	14	soil.hip
soil.hip.UTK.K016.02.2016.04.28.day16	soil.hip.UTK.K016.02.2016.04.28.day16	292.2222222	25	UTK	UTK.K016.02	15	soil.hip
soil.hip.UTK.K016.02.2016.04.29.day17	soil.hip.UTK.K016.02.2016.04.29.day17	313.3333333	25	UTK	UTK.K016.02	16	soil.hip
soil.hip.UTK.K016.02.2016.04.30.day18	soil.hip.UTK.K016.02.2016.04.30.day18	332.7777778	25	UTK	UTK.K016.02	17	soil.hip
soil.hip.UTK.K016.02.2016.05.01.day19	soil.hip.UTK.K016.02.2016.05.01.day19	354.7222222	25	UTK	UTK.K016.02	18	soil.hip
soil.hip.UTK.K016.02.2016.05.02.day20	soil.hip.UTK.K016.02.2016.05.02.day20	375.8333333	25	UTK	UTK.K016.02	19	soil.hip
soil.hip.UTK.K016.02.2016.05.03.day21	soil.hip.UTK.K016.02.2016.05.03.day21	394.4444444	25	UTK	UTK.K016.02	20	soil.hip
soil.hip.UTK.K016.03.2016.05.06.day1	soil.hip.UTK.K016.03.2016.05.06.day1	0	3	UTK	UTK.K016.03	0	soil.hip
soil.hip.UTK.K016.03.2016.05.07.day2	soil.hip.UTK.K016.03.2016.05.07.day2	18.61111111	3	UTK	UTK.K016.03	1	soil.hip
soil.hip.UTK.K016.03.2016.05.08.day3	soil.hip.UTK.K016.03.2016.05.08.day3	41.38888889	3	UTK	UTK.K016.03	2	soil.hip
soil.hip.UTK.K016.03.2016.05.09.day4	soil.hip.UTK.K016.03.2016.05.09.day4	63.33333333	3	UTK	UTK.K016.03	3	soil.hip
soil.hip.UTK.K016.03.2016.05.10.day5	soil.hip.UTK.K016.03.2016.05.10.day5	86.11111111	3	UTK	UTK.K016.03	4	soil.hip
soil.hip.UTK.K016.03.2016.05.11.day6	soil.hip.UTK.K016.03.2016.05.11.day6	109.7222222	3	UTK	UTK.K016.03	5	soil.hip
soil.hip.UTK.K016.03.2016.05.12.day7	soil.hip.UTK.K016.03.2016.05.12.day7	133.3333333	8	UTK	UTK.K016.03	6	soil.hip
soil.hip.UTK.K016.03.2016.05.13.day8	soil.hip.UTK.K016.03.2016.05.13.day8	152.5	11	UTK	UTK.K016.03	7	soil.hip
soil.hip.UTK.K016.03.2016.05.14.day9	soil.hip.UTK.K016.03.2016.05.14.day9	168.6111111	15	UTK	UTK.K016.03	8	soil.hip
soil.hip.UTK.K016.03.2016.05.15.day10	soil.hip.UTK.K016.03.2016.05.15.day10	180.5555556	16	UTK	UTK.K016.03	9	soil.hip
soil.hip.UTK.K016.03.2016.05.16.day11	soil.hip.UTK.K016.03.2016.05.16.day11	193.8888889	20	UTK	UTK.K016.03	10	soil.hip
soil.hip.UTK.K016.03.2016.05.17.day12	soil.hip.UTK.K016.03.2016.05.17.day12	213.0555556	23	UTK	UTK.K016.03	11	soil.hip
soil.hip.UTK.K016.03.2016.05.18.day13	soil.hip.UTK.K016.03.2016.05.18.day13	231.3888889	23	UTK	UTK.K016.03	12	soil.hip
soil.hip.UTK.K016.03.2016.05.19.day14	soil.hip.UTK.K016.03.2016.05.19.day14	250.8333333	24	UTK	UTK.K016.03	13	soil.hip
soil.hip.UTK.K016.03.2016.05.20.day15	soil.hip.UTK.K016.03.2016.05.20.day15	268.8888889	24	UTK	UTK.K016.03	14	soil.hip
soil.hip.UTK.K016.03.2016.05.21.day16	soil.hip.UTK.K016.03.2016.05.21.day16	289.1666667	24	UTK	UTK.K016.03	15	soil.hip
soil.hip.UTK.K016.03.2016.05.22.day17	soil.hip.UTK.K016.03.2016.05.22.day17	308.0555556	24	UTK	UTK.K016.03	16	soil.hip
soil.hip.UTK.K016.03.2016.05.23.day18	soil.hip.UTK.K016.03.2016.05.23.day18	326.1111111	24	UTK	UTK.K016.03	17	soil.hip
soil.hip.UTK.K016.03.2016.05.24.day19	soil.hip.UTK.K016.03.2016.05.24.day19	345.2777778	24	UTK	UTK.K016.03	18	soil.hip
soil.hip.UTK.K016.03.2016.05.25.day20	soil.hip.UTK.K016.03.2016.05.25.day20	366.9444445	24	UTK	UTK.K016.03	19	soil.hip
soil.hip.UTK.K016.03.2016.05.26.day21	soil.hip.UTK.K016.03.2016.05.26.day21	390.2777778	24	UTK	UTK.K016.03	20	soil.hip
soil.hip.UTK.K016.04.2016.09.26.day1	soil.hip.UTK.K016.04.2016.09.26.day1	0	4	UTK	UTK.K016.04	0	soil.hip
soil.hip.UTK.K016.04.2016.09.27.day2	soil.hip.UTK.K016.04.2016.09.27.day2	21.3	4	UTK	UTK.K016.04	1	soil.hip
soil.hip.UTK.K016.04.2016.09.28.day3	soil.hip.UTK.K016.04.2016.09.28.day3	41.7	4	UTK	UTK.K016.04	2	soil.hip
soil.hip.UTK.K016.04.2016.09.29.day4	soil.hip.UTK.K016.04.2016.09.29.day4	60.4	7	UTK	UTK.K016.04	3	soil.hip
soil.hip.UTK.K016.04.2016.09.30.day5	soil.hip.UTK.K016.04.2016.09.30.day5	76.2	7	UTK	UTK.K016.04	4	soil.hip
soil.hip.UTK.K016.04.2016.10.01.day6	soil.hip.UTK.K016.04.2016.10.01.day6	92.6	10	UTK	UTK.K016.04	5	soil.hip
soil.hip.UTK.K016.04.2016.10.02.day7	soil.hip.UTK.K016.04.2016.10.02.day7	111.5	14	UTK	UTK.K016.04	6	soil.hip
soil.hip.UTK.K016.04.2016.10.03.day8	soil.hip.UTK.K016.04.2016.10.03.day8	130.7	12	UTK	UTK.K016.04	7	soil.hip
soil.hip.UTK.K016.04.2016.10.04.day9	soil.hip.UTK.K016.04.2016.10.04.day9	152.3	15	UTK	UTK.K016.04	8	soil.hip
soil.hip.UTK.K016.04.2016.10.05.day10	soil.hip.UTK.K016.04.2016.10.05.day10	173.7	16	UTK	UTK.K016.04	9	soil.hip
soil.hip.UTK.K016.04.2016.10.06.day11	soil.hip.UTK.K016.04.2016.10.06.day11	194.1	16	UTK	UTK.K016.04	10	soil.hip
soil.hip.UTK.K016.04.2016.10.07.day12	soil.hip.UTK.K016.04.2016.10.07.day12	214.5	15	UTK	UTK.K016.04	11	soil.hip
soil.hip.UTK.K016.04.2016.10.08.day13	soil.hip.UTK.K016.04.2016.10.08.day13	236.2	17	UTK	UTK.K016.04	12	soil.hip
soil.hip.UTK.K016.04.2016.10.09.day14	soil.hip.UTK.K016.04.2016.10.09.day14	253.1	16	UTK	UTK.K016.04	13	soil.hip
soil.hip.UTK.K016.04.2016.10.10.day15	soil.hip.UTK.K016.04.2016.10.10.day15	269.7	17	UTK	UTK.K016.04	14	soil.hip
soil.hip.UTK.K016.04.2016.10.11.day16	soil.hip.UTK.K016.04.2016.10.11.day16	286.1	18	UTK	UTK.K016.04	15	soil.hip
soil.hip.UTK.K016.04.2016.10.12.day17	soil.hip.UTK.K016.04.2016.10.12.day17	302.8	17	UTK	UTK.K016.04	16	soil.hip
soil.hip.UTK.K016.04.2016.10.13.day18	soil.hip.UTK.K016.04.2016.10.13.day18	320.1	21	UTK	UTK.K016.04	17	soil.hip
soil.hip.UTK.K016.04.2016.10.14.day19	soil.hip.UTK.K016.04.2016.10.14.day19	340.2	20	UTK	UTK.K016.04	18	soil.hip
soil.hip.UTK.K016.04.2016.10.15.day20	soil.hip.UTK.K016.04.2016.10.15.day20	361.3	20	UTK	UTK.K016.04	19	soil.hip
soil.hip.UTK.K016.04.2016.10.16.day21	soil.hip.UTK.K016.04.2016.10.16.day21	383	20	UTK	UTK.K016.04	20	soil.hip
soil.hip.UTK.K016.05.2016.09.26.day1	soil.hip.UTK.K016.05.2016.09.26.day1	0	3	UTK	UTK.K016.05	0	soil.hip
soil.hip.UTK.K016.05.2016.09.27.day2	soil.hip.UTK.K016.05.2016.09.27.day2	21.3	3	UTK	UTK.K016.05	1	soil.hip
soil.hip.UTK.K016.05.2016.09.28.day3	soil.hip.UTK.K016.05.2016.09.28.day3	41.7	3	UTK	UTK.K016.05	2	soil.hip
soil.hip.UTK.K016.05.2016.09.29.day4	soil.hip.UTK.K016.05.2016.09.29.day4	60.4	3	UTK	UTK.K016.05	3	soil.hip
soil.hip.UTK.K016.05.2016.09.30.day5	soil.hip.UTK.K016.05.2016.09.30.day5	76.2	5	UTK	UTK.K016.05	4	soil.hip
soil.hip.UTK.K016.05.2016.10.01.day6	soil.hip.UTK.K016.05.2016.10.01.day6	92.6	13	UTK	UTK.K016.05	5	soil.hip
soil.hip.UTK.K016.05.2016.10.02.day7	soil.hip.UTK.K016.05.2016.10.02.day7	111.5	18	UTK	UTK.K016.05	6	soil.hip
soil.hip.UTK.K016.05.2016.10.03.day8	soil.hip.UTK.K016.05.2016.10.03.day8	130.7	11	UTK	UTK.K016.05	7	soil.hip
soil.hip.UTK.K016.05.2016.10.04.day9	soil.hip.UTK.K016.05.2016.10.04.day9	152.3	19	UTK	UTK.K016.05	8	soil.hip
soil.hip.UTK.K016.05.2016.10.05.day10	soil.hip.UTK.K016.05.2016.10.05.day10	173.7	19	UTK	UTK.K016.05	9	soil.hip
soil.hip.UTK.K016.05.2016.10.06.day11	soil.hip.UTK.K016.05.2016.10.06.day11	194.1	19	UTK	UTK.K016.05	10	soil.hip
soil.hip.UTK.K016.05.2016.10.07.day12	soil.hip.UTK.K016.05.2016.10.07.day12	214.5	19	UTK	UTK.K016.05	11	soil.hip
soil.hip.UTK.K016.05.2016.10.08.day13	soil.hip.UTK.K016.05.2016.10.08.day13	236.2	20	UTK	UTK.K016.05	12	soil.hip
soil.hip.UTK.K016.05.2016.10.09.day14	soil.hip.UTK.K016.05.2016.10.09.day14	253.1	21	UTK	UTK.K016.05	13	soil.hip
soil.hip.UTK.K016.05.2016.10.10.day15	soil.hip.UTK.K016.05.2016.10.10.day15	269.7	20	UTK	UTK.K016.05	14	soil.hip
soil.hip.UTK.K016.05.2016.10.11.day16	soil.hip.UTK.K016.05.2016.10.11.day16	286.1	21	UTK	UTK.K016.05	15	soil.hip
