id	sample_site	host_subject_id	observed_otus	predicted observed_otus	residual	add_0c
soil.hip.UTK.K016.08.2017.Jan.26.day20	Decomposition Soil	K016.08	1269	845.652175	252.460387	212.9
soil.hip.UTK.K016.08.2017.Jan.27.day21	Decomposition Soil	K016.08	1118	840.4982668	106.6142951	215.9
soil.hip.UTK.K016.09.2017.Jan.06.day1	Decomposition Soil	K016.09	1305	1211.407855	-140.2425147	0
soil.hip.UTK.K016.09.2017.Jan.08.day2	Decomposition Soil	K016.09	1510	1211.407855	64.75748533	0
soil.hip.UTK.K016.09.2017.Jan.09.day3	Decomposition Soil	K016.09	1501	1211.407855	55.75748533	0
soil.hip.UTK.K016.09.2017.Jan.10.day4	Decomposition Soil	K016.09	1242	1204.707774	-196.5424341	3.9
soil.hip.UTK.K016.09.2017.Jan.11.day5	Decomposition Soil	K016.09	1264	1184.263939	-154.0985986	15.8
soil.hip.UTK.K016.09.2017.Jan.12.day6	Decomposition Soil	K016.09	1466	1155.058459	77.10688079	32.8
soil.hip.UTK.K016.09.2017.Jan.13.day7	Decomposition Soil	K016.09	1531	1126.711965	170.4533755	49.3
soil.hip.UTK.K016.09.2017.Jan.14.day8	Decomposition Soil	K016.09	1416	1100.59883	81.56650994	64.5
soil.hip.UTK.K016.09.2017.Jan.15.day9	Decomposition Soil	K016.09	1400	1073.283117	92.88222298	80.4
soil.hip.UTK.K016.09.2017.Jan.16.day10	Decomposition Soil	K016.09	1420	1049.746937	136.4184034	94.1
soil.hip.UTK.K016.09.2017.Jan.17.day11	Decomposition Soil	K016.09	1411	1022.946614	154.2187256	109.7
soil.hip.UTK.K016.09.2017.Jan.18.day12	Decomposition Soil	K016.09	1425	998.2078554	192.9574846	124.1
soil.hip.UTK.K016.09.2017.Jan.20.day14	Decomposition Soil	K016.09	1466	956.6329965	275.5323435	148.3
soil.hip.UTK.K016.09.2017.Jan.21.day15	Decomposition Soil	K016.09	1405	934.8147855	236.3505545	161
soil.hip.UTK.K016.09.2017.Jan.22.day16	Decomposition Soil	K016.09	1396	911.450402	250.714938	174.6
soil.hip.UTK.K016.09.2017.Jan.23.day17	Decomposition Soil	K016.09	1518	891.5219572	392.6433827	186.2
soil.hip.UTK.K016.09.2017.Jan.24.day18	Decomposition Soil	K016.09	1345	877.9499992	233.2153408	194.1
soil.hip.UTK.K016.09.2017.Jan.25.day19	Decomposition Soil	K016.09	1153	864.0344473	55.1308927	202.2
soil.hip.UTK.K016.09.2017.Jan.26.day20	Decomposition Soil	K016.09	1384	845.652175	304.513165	212.9
soil.hip.UTK.K016.09.2017.Jan.27.day21	Decomposition Soil	K016.09	1447	840.4982668	372.6670731	215.9
soil.hip.UTK.K016.10.2017.05.25.day1	Decomposition Soil	UTK.K016.10	1452	1211.407855	12.97436059	0
soil.hip.UTK.K016.10.2017.05.26.day2	Decomposition Soil	UTK.K016.10	1449	1179.969015	41.41320013	18.3
soil.hip.UTK.K016.10.2017.05.27.day3	Decomposition Soil	UTK.K016.10	1292	1140.112126	-75.7299104	41.5
soil.hip.UTK.K016.10.2017.05.28.day4	Decomposition Soil	UTK.K016.10	1488	1104.378363	156.0038526	62.3
soil.hip.UTK.K016.10.2017.05.29.day5	Decomposition Soil	UTK.K016.10	1488	1066.754833	193.6273819	84.2
soil.hip.UTK.K016.10.2017.05.30.day6	Decomposition Soil	UTK.K016.10	1455	1029.646695	197.7355203	105.8
soil.hip.UTK.K016.10.2017.05.31.day7	Decomposition Soil	UTK.K016.10	1305	994.2565258	83.12568943	126.4
soil.hip.UTK.K016.10.2017.06.01.day8	Decomposition Soil	UTK.K016.10	1083	956.2894026	-100.9071874	148.5
soil.hip.UTK.K016.10.2017.06.02.day9	Decomposition Soil	UTK.K016.10	1371	918.8376703	224.5445449	170.3
soil.hip.UTK.K016.10.2017.06.03.day10	Decomposition Soil	UTK.K016.10	1243	879.3243747	136.0578405	193.3
soil.hip.UTK.K016.10.2017.06.04.day11	Decomposition Soil	UTK.K016.10	1009	841.7008454	-60.31863018	215.2
soil.hip.UTK.K016.10.2017.06.05.day12	Decomposition Soil	UTK.K016.10	1107	804.9363008	74.44591442	236.6
soil.hip.UTK.K016.10.2017.06.06.day13	Decomposition Soil	UTK.K016.10	725	767.1409746	-269.7587594	258.6
soil.hip.UTK.K016.10.2017.06.07.day14	Decomposition Soil	UTK.K016.10	829	732.2661963	-130.8839811	278.9
soil.hip.UTK.K016.10.2017.06.08.day15	Decomposition Soil	UTK.K016.10	845	698.4221996	-81.03998441	298.6
soil.hip.UTK.K016.10.2017.06.10.day17	Decomposition Soil	UTK.K016.10	1023	624.3777196	171.0044956	341.7
soil.hip.UTK.K016.10.2017.06.11.day18	Decomposition Soil	UTK.K016.10	847	582.115673	37.26654219	366.3
soil.hip.UTK.K016.10.2017.06.12.day19	Decomposition Soil	UTK.K016.10	946	537.6202663	180.761949	392.2
soil.hip.UTK.K016.10.2017.06.13.day20	Decomposition Soil	UTK.K016.10	863	493.4684534	141.9137619	417.9
soil.hip.UTK.K016.10.2017.06.14.day21	Decomposition Soil	UTK.K016.10	917	453.26797	236.1142452	441.3
soil.hip.UTK.K016.11.2017.05.25.day1	Decomposition Soil	UTK.K016.11	1253	1211.407855	-169.7001492	0
soil.hip.UTK.K016.11.2017.05.26.day2	Decomposition Soil	UTK.K016.11	1181	1179.969015	-210.2613097	18.3
soil.hip.UTK.K016.11.2017.05.27.day3	Decomposition Soil	UTK.K016.11	1230	1140.112126	-121.4044202	41.5
soil.hip.UTK.K016.11.2017.05.28.day4	Decomposition Soil	UTK.K016.11	1181	1104.378363	-134.6706572	62.3
soil.hip.UTK.K016.11.2017.05.29.day5	Decomposition Soil	UTK.K016.11	1111	1066.754833	-167.0471279	84.2
soil.hip.UTK.K016.11.2017.05.30.day6	Decomposition Soil	UTK.K016.11	1246	1029.646695	5.061010528	105.8
soil.hip.UTK.K016.11.2017.05.31.day7	Decomposition Soil	UTK.K016.11	1328	994.2565258	122.4511796	126.4
soil.hip.UTK.K016.11.2017.06.01.day8	Decomposition Soil	UTK.K016.11	1253	956.2894026	85.41830279	148.5
soil.hip.UTK.K016.11.2017.06.02.day9	Decomposition Soil	UTK.K016.11	1387	918.8376703	256.8700351	170.3
soil.hip.UTK.K016.11.2017.06.03.day10	Decomposition Soil	UTK.K016.11	1000	879.3243747	-90.61666927	193.3
soil.hip.UTK.K016.11.2017.06.05.day12	Decomposition Soil	UTK.K016.11	1051	804.9363008	34.77140461	236.6
soil.hip.UTK.K016.11.2017.06.06.day13	Decomposition Soil	UTK.K016.11	867	767.1409746	-111.4332692	258.6
soil.hip.UTK.K016.11.2017.06.07.day14	Decomposition Soil	UTK.K016.11	848	732.2661963	-95.55849088	278.9
soil.hip.UTK.K016.11.2017.06.08.day15	Decomposition Soil	UTK.K016.11	897	698.4221996	-12.71449422	298.6
soil.hip.UTK.K016.11.2017.06.09.day16	Decomposition Soil	UTK.K016.11	673	662.3448428	-200.6371374	319.6
soil.hip.UTK.K016.11.2017.06.10.day17	Decomposition Soil	UTK.K016.11	680	624.3777196	-155.6700142	341.7
soil.hip.UTK.K016.11.2017.06.11.day18	Decomposition Soil	UTK.K016.11	1076	582.115673	282.5920324	366.3
soil.hip.UTK.K016.11.2017.06.12.day19	Decomposition Soil	UTK.K016.11	1038	537.6202663	289.0874392	392.2
soil.hip.UTK.K016.11.2017.06.14.day21	Decomposition Soil	UTK.K016.11	1067	453.26797	402.4397354	441.3
soil.hip.UTK.K016.12.2017.05.26.day2	Decomposition Soil	UTK.K016.12	1115	1179.969015	-197.5083958	18.3
soil.hip.UTK.K016.12.2017.05.27.day3	Decomposition Soil	UTK.K016.12	1073	1140.112126	-199.6515063	41.5
soil.hip.UTK.K016.12.2017.05.28.day4	Decomposition Soil	UTK.K016.12	1120	1104.378363	-116.9177433	62.3
soil.hip.UTK.K016.12.2017.05.29.day5	Decomposition Soil	UTK.K016.12	1130	1066.754833	-69.29421405	84.2
soil.hip.UTK.K016.12.2017.05.30.day6	Decomposition Soil	UTK.K016.12	1196	1029.646695	33.81392442	105.8
soil.hip.UTK.K016.12.2017.06.01.day8	Decomposition Soil	UTK.K016.12	1287	956.2894026	198.1712167	148.5
soil.hip.UTK.K016.12.2017.06.03.day10	Decomposition Soil	UTK.K016.12	540	879.3243747	-471.8637554	193.3
soil.hip.UTK.K016.12.2017.06.04.day11	Decomposition Soil	UTK.K016.12	386	841.7008454	-588.2402261	215.2
soil.hip.UTK.K016.12.2017.06.05.day12	Decomposition Soil	UTK.K016.12	549	804.9363008	-388.4756815	236.6
soil.hip.UTK.K016.12.2017.06.06.day13	Decomposition Soil	UTK.K016.12	456	767.1409746	-443.6803553	258.6
soil.hip.UTK.K016.12.2017.06.07.day14	Decomposition Soil	UTK.K016.12	1092	732.2661963	227.194423	278.9
soil.hip.UTK.K016.12.2017.06.08.day15	Decomposition Soil	UTK.K016.12	1095	698.4221996	264.0384197	298.6
soil.hip.UTK.K016.12.2017.06.09.day16	Decomposition Soil	UTK.K016.12	953	662.3448428	158.1157765	319.6
soil.hip.UTK.K016.12.2017.06.10.day17	Decomposition Soil	UTK.K016.12	1013	624.3777196	256.0828997	341.7
soil.hip.UTK.K016.12.2017.06.11.day18	Decomposition Soil	UTK.K016.12	715	582.115673	0.344946278	366.3
soil.hip.UTK.K016.12.2017.06.12.day19	Decomposition Soil	UTK.K016.12	749	537.6202663	78.84035306	392.2
soil.hip.UTK.K016.12.2017.06.13.day20	Decomposition Soil	UTK.K016.12	832	493.4684534	205.992166	417.9
soil.hip.UTK.K016.12.2017.06.14.day21	Decomposition Soil	UTK.K016.12	858	453.26797	272.1926493	441.3
soil.hip.UTK.K016.01.2016.04.06.day2	Decomposition Soil	UTK.K016.01	1119	1193.273733	314.2615745	10.55555556
soil.hip.UTK.K016.01.2016.04.11.day7	Decomposition Soil	UTK.K016.01	1214	1104.034769	498.5005392	62.50000001
