,soil.hip.UTK.K016.03.2016.05.06.day1,soil.hip.UTK.K016.02.2016.04.13.day1,soil.hip.UTK.K016.06.2016.10.05.day1,soil.hip.UTK.K016.04.2016.09.26.day1,soil.hip.UTK.K016.05.2016.09.26.day1,soil.hip.UTK.K016.07.2017.Jan.06.day1,soil.hip.UTK.K016.09.2017.Jan.06.day1,soil.hip.UTK.K016.08.2017.Jan.06.day1,soil.hip.UTK.K016.10.2017.05.25.day1,soil.hip.UTK.K016.11.2017.05.25.day1,soil.hip.UTK.K016.01.2016.04.06.day2,soil.hip.UTK.K016.02.2016.04.14.day2,soil.hip.UTK.K016.03.2016.05.07.day2,soil.hip.UTK.K016.03.2016.05.08.day3,soil.hip.UTK.K016.04.2016.09.27.day2,soil.hip.UTK.K016.04.2016.09.28.day3,soil.hip.UTK.K016.05.2016.09.27.day2,soil.hip.UTK.K016.05.2016.09.28.day3,soil.hip.UTK.K016.06.2016.10.06.day2,soil.hip.UTK.K016.06.2016.10.07.day3,soil.hip.UTK.K016.07.2017.Jan.08.day2,soil.hip.UTK.K016.07.2017.Jan.09.day3,soil.hip.UTK.K016.07.2017.Jan.10.day4,soil.hip.UTK.K016.07.2017.Jan.11.day5,soil.hip.UTK.K016.07.2017.Jan.12.day6,soil.hip.UTK.K016.07.2017.Jan.13.day7,soil.hip.UTK.K016.08.2017.Jan.08.day2,soil.hip.UTK.K016.08.2017.Jan.09.day3,soil.hip.UTK.K016.08.2017.Jan.10.day4,soil.hip.UTK.K016.08.2017.Jan.11.day5,soil.hip.UTK.K016.08.2017.Jan.12.day6,soil.hip.UTK.K016.08.2017.Jan.13.day7,soil.hip.UTK.K016.09.2017.Jan.08.day2,soil.hip.UTK.K016.09.2017.Jan.09.day3,soil.hip.UTK.K016.09.2017.Jan.10.day4,soil.hip.UTK.K016.09.2017.Jan.11.day5,soil.hip.UTK.K016.09.2017.Jan.12.day6,soil.hip.UTK.K016.09.2017.Jan.13.day7,soil.hip.UTK.K016.10.2017.05.26.day2,soil.hip.UTK.K016.10.2017.05.27.day3,soil.hip.UTK.K016.11.2017.05.26.day2,soil.hip.UTK.K016.11.2017.05.27.day3,soil.hip.UTK.K016.12.2017.05.26.day2,soil.hip.UTK.K016.12.2017.05.27.day3,soil.hip.UTK.K016.01.2016.04.11.day7,soil.hip.UTK.K016.01.2016.04.12.day8,soil.hip.UTK.K016.01.2016.04.13.day9,soil.hip.UTK.K016.01.2016.04.14.day10,soil.hip.UTK.K016.01.2016.04.15.day11,soil.hip.UTK.K016.01.2016.04.16.day12,soil.hip.UTK.K016.01.2016.04.17.day13,soil.hip.UTK.K016.01.2016.04.18.day14,soil.hip.UTK.K016.01.2016.04.19.day15,soil.hip.UTK.K016.02.2016.04.16.day4,soil.hip.UTK.K016.02.2016.04.18.day6,soil.hip.UTK.K016.02.2016.04.19.day7,soil.hip.UTK.K016.02.2016.04.20.day8,soil.hip.UTK.K016.02.2016.04.21.day9,soil.hip.UTK.K016.02.2016.04.22.day10,soil.hip.UTK.K016.02.2016.04.23.day11,soil.hip.UTK.K016.03.2016.05.10.day5,soil.hip.UTK.K016.03.2016.05.11.day6,soil.hip.UTK.K016.03.2016.05.14.day9,soil.hip.UTK.K016.03.2016.05.15.day10,soil.hip.UTK.K016.04.2016.09.29.day4,soil.hip.UTK.K016.04.2016.10.01.day6,soil.hip.UTK.K016.04.2016.10.02.day7,soil.hip.UTK.K016.04.2016.10.03.day8,soil.hip.UTK.K016.04.2016.10.04.day9,soil.hip.UTK.K016.04.2016.10.05.day10,soil.hip.UTK.K016.04.2016.10.06.day11,soil.hip.UTK.K016.05.2016.09.29.day4,soil.hip.UTK.K016.05.2016.09.30.day5,soil.hip.UTK.K016.05.2016.10.01.day6,soil.hip.UTK.K016.05.2016.10.02.day7,soil.hip.UTK.K016.05.2016.10.03.day8,soil.hip.UTK.K016.05.2016.10.04.day9,soil.hip.UTK.K016.05.2016.10.05.day10,soil.hip.UTK.K016.05.2016.10.06.day11,soil.hip.UTK.K016.06.2016.10.08.day4,soil.hip.UTK.K016.06.2016.10.09.day5,soil.hip.UTK.K016.06.2016.10.10.day6,soil.hip.UTK.K016.06.2016.10.11.day7,soil.hip.UTK.K016.06.2016.10.12.day8,soil.hip.UTK.K016.06.2016.10.13.day9,soil.hip.UTK.K016.06.2016.10.14.day10,soil.hip.UTK.K016.06.2016.10.15.day11,soil.hip.UTK.K016.07.2017.Jan.14.day8,soil.hip.UTK.K016.07.2017.Jan.15.day9,soil.hip.UTK.K016.07.2017.Jan.16.day10,soil.hip.UTK.K016.07.2017.Jan.17.day11,soil.hip.UTK.K016.07.2017.Jan.18.day12,soil.hip.UTK.K016.07.2017.Jan.19.day13,soil.hip.UTK.K016.07.2017.Jan.20.day14,soil.hip.UTK.K016.07.2017.Jan.21.day15,soil.hip.UTK.K016.07.2017.Jan.22.day16,soil.hip.UTK.K016.07.2017.Jan.23.day17,soil.hip.UTK.K016.07.2017.Jan.24.day18,soil.hip.UTK.K016.08.2017.Jan.14.day8,soil.hip.UTK.K016.08.2017.Jan.15.day9,soil.hip.UTK.K016.08.2017.Jan.16.day10,soil.hip.UTK.K016.08.2017.Jan.17.day11,soil.hip.UTK.K016.08.2017.Jan.18.day12,soil.hip.UTK.K016.08.2017.Jan.19.day13,soil.hip.UTK.K016.08.2017.Jan.20.day14,soil.hip.UTK.K016.08.2017.Jan.21.day15,soil.hip.UTK.K016.08.2017.Jan.22.day16,soil.hip.UTK.K016.08.2017.Jan.23.day17,soil.hip.UTK.K016.08.2017.Jan.24.day18,soil.hip.UTK.K016.09.2017.Jan.14.day8,soil.hip.UTK.K016.09.2017.Jan.15.day9,soil.hip.UTK.K016.09.2017.Jan.16.day10,soil.hip.UTK.K016.09.2017.Jan.17.day11,soil.hip.UTK.K016.09.2017.Jan.18.day12,soil.hip.UTK.K016.09.2017.Jan.20.day14,soil.hip.UTK.K016.09.2017.Jan.21.day15,soil.hip.UTK.K016.09.2017.Jan.22.day16,soil.hip.UTK.K016.09.2017.Jan.23.day17,soil.hip.UTK.K016.09.2017.Jan.24.day18,soil.hip.UTK.K016.10.2017.05.28.day4,soil.hip.UTK.K016.10.2017.05.29.day5,soil.hip.UTK.K016.10.2017.05.30.day6,soil.hip.UTK.K016.10.2017.05.31.day7,soil.hip.UTK.K016.10.2017.06.01.day8,soil.hip.UTK.K016.10.2017.06.02.day9,soil.hip.UTK.K016.10.2017.06.03.day10,soil.hip.UTK.K016.11.2017.05.28.day4,soil.hip.UTK.K016.11.2017.05.29.day5,soil.hip.UTK.K016.11.2017.05.30.day6,soil.hip.UTK.K016.11.2017.05.31.day7,soil.hip.UTK.K016.11.2017.06.01.day8,soil.hip.UTK.K016.11.2017.06.02.day9,soil.hip.UTK.K016.11.2017.06.03.day10,soil.hip.UTK.K016.12.2017.05.28.day4,soil.hip.UTK.K016.12.2017.05.29.day5,soil.hip.UTK.K016.12.2017.05.30.day6,soil.hip.UTK.K016.12.2017.06.01.day8,soil.hip.UTK.K016.12.2017.06.03.day10,soil.hip.UTK.K016.01.2016.04.20.day16,soil.hip.UTK.K016.01.2016.04.21.day17,soil.hip.UTK.K016.01.2016.04.22.day18,soil.hip.UTK.K016.01.2016.04.24.day20,soil.hip.UTK.K016.01.2016.04.25.day21,soil.hip.UTK.K016.02.2016.04.24.day12,soil.hip.UTK.K016.02.2016.04.25.day13,soil.hip.UTK.K016.02.2016.04.26.day14,soil.hip.UTK.K016.02.2016.04.27.day15,soil.hip.UTK.K016.02.2016.04.28.day16,soil.hip.UTK.K016.02.2016.04.29.day17,soil.hip.UTK.K016.02.2016.04.30.day18,soil.hip.UTK.K016.02.2016.05.01.day19,soil.hip.UTK.K016.02.2016.05.02.day20,soil.hip.UTK.K016.02.2016.05.03.day21,soil.hip.UTK.K016.03.2016.05.17.day12,soil.hip.UTK.K016.03.2016.05.18.day13,soil.hip.UTK.K016.03.2016.05.19.day14,soil.hip.UTK.K016.03.2016.05.20.day15,soil.hip.UTK.K016.03.2016.05.21.day16,soil.hip.UTK.K016.03.2016.05.22.day17,soil.hip.UTK.K016.03.2016.05.23.day18,soil.hip.UTK.K016.03.2016.05.24.day19,soil.hip.UTK.K016.03.2016.05.25.day20,soil.hip.UTK.K016.03.2016.05.26.day21,soil.hip.UTK.K016.04.2016.10.07.day12,soil.hip.UTK.K016.04.2016.10.08.day13,soil.hip.UTK.K016.04.2016.10.09.day14,soil.hip.UTK.K016.04.2016.10.10.day15,soil.hip.UTK.K016.04.2016.10.11.day16,soil.hip.UTK.K016.04.2016.10.12.day17,soil.hip.UTK.K016.04.2016.10.13.day18,soil.hip.UTK.K016.04.2016.10.14.day19,soil.hip.UTK.K016.04.2016.10.15.day20,soil.hip.UTK.K016.04.2016.10.16.day21,soil.hip.UTK.K016.05.2016.10.07.day12,soil.hip.UTK.K016.05.2016.10.08.day13,soil.hip.UTK.K016.05.2016.10.09.day14,soil.hip.UTK.K016.05.2016.10.10.day15,soil.hip.UTK.K016.05.2016.10.11.day16,soil.hip.UTK.K016.05.2016.10.12.day17,soil.hip.UTK.K016.05.2016.10.13.day18,soil.hip.UTK.K016.05.2016.10.14.day19,soil.hip.UTK.K016.05.2016.10.15.day20,soil.hip.UTK.K016.05.2016.10.16.day21,soil.hip.UTK.K016.06.2016.10.16.day12,soil.hip.UTK.K016.06.2016.10.17.day13,soil.hip.UTK.K016.06.2016.10.18.day14,soil.hip.UTK.K016.06.2016.10.19.day15,soil.hip.UTK.K016.06.2016.10.20.day16,soil.hip.UTK.K016.06.2016.10.21.day17,soil.hip.UTK.K016.06.2016.10.22.day18,soil.hip.UTK.K016.06.2016.10.23.day19,soil.hip.UTK.K016.06.2016.10.24.day20,soil.hip.UTK.K016.06.2016.10.25.day21,soil.hip.UTK.K016.07.2017.Jan.25.day19,soil.hip.UTK.K016.07.2017.Jan.26.day20,soil.hip.UTK.K016.07.2017.Jan.27.day21,soil.hip.UTK.K016.08.2017.Jan.25.day19,soil.hip.UTK.K016.08.2017.Jan.26.day20,soil.hip.UTK.K016.08.2017.Jan.27.day21,soil.hip.UTK.K016.09.2017.Jan.25.day19,soil.hip.UTK.K016.09.2017.Jan.26.day20,soil.hip.UTK.K016.09.2017.Jan.27.day21,soil.hip.UTK.K016.10.2017.06.04.day11,soil.hip.UTK.K016.10.2017.06.05.day12,soil.hip.UTK.K016.10.2017.06.06.day13,soil.hip.UTK.K016.10.2017.06.07.day14,soil.hip.UTK.K016.10.2017.06.08.day15,soil.hip.UTK.K016.10.2017.06.10.day17,soil.hip.UTK.K016.10.2017.06.11.day18,soil.hip.UTK.K016.10.2017.06.12.day19,soil.hip.UTK.K016.10.2017.06.13.day20,soil.hip.UTK.K016.10.2017.06.14.day21,soil.hip.UTK.K016.11.2017.06.05.day12,soil.hip.UTK.K016.11.2017.06.06.day13,soil.hip.UTK.K016.11.2017.06.07.day14,soil.hip.UTK.K016.11.2017.06.08.day15,soil.hip.UTK.K016.11.2017.06.09.day16,soil.hip.UTK.K016.11.2017.06.10.day17,soil.hip.UTK.K016.11.2017.06.11.day18,soil.hip.UTK.K016.11.2017.06.12.day19,soil.hip.UTK.K016.11.2017.06.14.day21,soil.hip.UTK.K016.12.2017.06.04.day11,soil.hip.UTK.K016.12.2017.06.05.day12,soil.hip.UTK.K016.12.2017.06.06.day13,soil.hip.UTK.K016.12.2017.06.07.day14,soil.hip.UTK.K016.12.2017.06.08.day15,soil.hip.UTK.K016.12.2017.06.09.day16,soil.hip.UTK.K016.12.2017.06.10.day17,soil.hip.UTK.K016.12.2017.06.11.day18,soil.hip.UTK.K016.12.2017.06.12.day19,soil.hip.UTK.K016.12.2017.06.13.day20,soil.hip.UTK.K016.12.2017.06.14.day21
soil.hip.UTK.K016.03.2016.05.06.day1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.UTK.K016.02.2016.04.13.day1,-2.22159389175498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.UTK.K016.06.2016.10.05.day1,1.95784925608723,0.769944758413711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.UTK.K016.04.2016.09.26.day1,0.915611003951953,0.815302199544854,4.16567079130508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.UTK.K016.05.2016.09.26.day1,2.18836870438187,2.70545549312568,-1.19169295412576,-3.39859991558586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.UTK.K016.07.2017.Jan.06.day1,-0.324799457747187,0.443739817828455,0.28721208405385,-1.79435363146141,-1.22431045012883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.UTK.K016.09.2017.Jan.06.day1,-0.397334863401834,-0.935217772913501,-1.46145229703661,-0.78564265776701,-1.33574299533127,-1.66561290811898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.UTK.K016.08.2017.Jan.06.day1,-1.37983956353197,-0.524582714533408,0.583251748565353,-1.6958556513342,-0.992048390526482,-2.278395601622,-2.75384432226162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.UTK.K016.10.2017.05.25.day1,-1.52960642773892,-0.0596675353966427,1.6914454499616,-0.436444240048993,2.82248747146517,-0.556764453537437,-0.531930166714264,-1.40356768109866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.UTK.K016.11.2017.05.25.day1,-0.173017776212446,1.06344575052054,3.12287090274749,-3.93873779546216,-2.70644173414629,-1.42232322522363,-1.92424065222906,-1.73091721525051,0.296660725001466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
