,soil.hip.CMU.16.05.2016.mo.day1,soil.hip.CMU.16.04.2016.mo.day1,soil.hip.CMU.16.10.2016.08.06.day1,soil.hip.CMU.16.14.2016.11.day.day1,soil.hip.CMU.16.15.2016.12.day1,soil.hip.CMU.17.01.2017.01.day1,soil.hip.CMU.16.12.2016.10.day.day1,soil.hip.CMU.17.04.2017.03.day1,soil.hip.CMU.17.12.2017.10.10.day1,soil.hip.CMU.17.10.2017.08.09.day1,soil.hip.CMU.16.03.2016.3.day3,soil.hip.CMU.16.03.2016.3.day5,soil.hip.CMU.16.04.2016.mo.day3,soil.hip.CMU.16.04.2016.mo.day4,soil.hip.CMU.16.04.2016.mo.day5,soil.hip.CMU.16.05.2016.mo.day2,soil.hip.CMU.16.05.2016.mo.day3,soil.hip.CMU.16.05.2016.mo.day4,soil.hip.CMU.16.10.2016.08.08.day3,soil.hip.CMU.16.12.2016.10.day.day2,soil.hip.CMU.16.12.2016.10.day.day3,soil.hip.CMU.16.12.2016.10.day.day4,soil.hip.CMU.16.12.2016.10.day.day5,soil.hip.CMU.16.12.2016.10.day.day8,soil.hip.CMU.16.12.2016.11.day.day11,soil.hip.CMU.16.12.2016.11.day.day12,soil.hip.CMU.16.12.2016.11.day.day13,soil.hip.CMU.16.12.2016.11.day.day14,soil.hip.CMU.16.12.2016.11.day.day15,soil.hip.CMU.16.12.2016.11.day.day16,soil.hip.CMU.16.12.2016.11.day.day17,soil.hip.CMU.16.12.2016.11.day.day19,soil.hip.CMU.16.12.2016.11.day.day21,soil.hip.CMU.16.14.2016.11.day.day2,soil.hip.CMU.16.14.2016.12.day.day10,soil.hip.CMU.16.14.2016.12.day.day11,soil.hip.CMU.16.14.2016.12.day.day13,soil.hip.CMU.16.14.2016.12.day.day14,soil.hip.CMU.16.14.2016.12.day.day15,soil.hip.CMU.16.14.2016.12.day.day16,soil.hip.CMU.16.14.2016.12.day.day17,soil.hip.CMU.16.14.2016.12.day.day18,soil.hip.CMU.16.14.2016.12.day.day19,soil.hip.CMU.16.14.2016.12.day.day21,soil.hip.CMU.16.14.2016.12.day.day3,soil.hip.CMU.16.14.2016.12.day.day5,soil.hip.CMU.16.14.2016.12.day.day6,soil.hip.CMU.16.14.2016.12.day.day7,soil.hip.CMU.16.14.2016.12.day.day8,soil.hip.CMU.16.14.2016.12.day.day9,soil.hip.CMU.16.15.2016.12.day10,soil.hip.CMU.16.15.2016.12.day11,soil.hip.CMU.16.15.2016.12.day12,soil.hip.CMU.16.15.2016.12.day13,soil.hip.CMU.16.15.2016.12.day14,soil.hip.CMU.16.15.2016.12.day15,soil.hip.CMU.16.15.2016.12.day16,soil.hip.CMU.16.15.2016.12.day18,soil.hip.CMU.16.15.2016.12.day2,soil.hip.CMU.16.15.2016.12.day20,soil.hip.CMU.16.15.2016.12.day3,soil.hip.CMU.16.15.2016.12.day4,soil.hip.CMU.16.15.2016.12.day5,soil.hip.CMU.16.15.2016.12.day6,soil.hip.CMU.16.15.2016.12.day8,soil.hip.CMU.16.15.2016.12.day9,soil.hip.CMU.17.01.2017.01.day10,soil.hip.CMU.17.01.2017.01.day11,soil.hip.CMU.17.01.2017.01.day12,soil.hip.CMU.17.01.2017.01.day15,soil.hip.CMU.17.01.2017.01.day17,soil.hip.CMU.17.01.2017.01.day18,soil.hip.CMU.17.01.2017.01.day19,soil.hip.CMU.17.01.2017.01.day2,soil.hip.CMU.17.01.2017.01.day20,soil.hip.CMU.17.01.2017.01.day21,soil.hip.CMU.17.01.2017.01.day22,soil.hip.CMU.17.01.2017.01.day3,soil.hip.CMU.17.01.2017.01.day4,soil.hip.CMU.17.01.2017.01.day5,soil.hip.CMU.17.01.2017.01.day8,soil.hip.CMU.17.01.2017.01.day9,soil.hip.CMU.17.04.2017.03.day2,soil.hip.CMU.17.04.2017.03.day3,soil.hip.CMU.17.04.2017.03.day4,soil.hip.CMU.17.04.2017.03.day5,soil.hip.CMU.17.10.2017.08.10.day2,soil.hip.CMU.17.10.2017.08.11.day3,soil.hip.CMU.17.12.2017.10.11.day2,soil.hip.CMU.17.12.2017.10.12.day3,soil.hip.CMU.17.12.2017.10.13.day4,soil.hip.CMU.16.03.2016.3.day10,soil.hip.CMU.16.03.2016.3.day11,soil.hip.CMU.16.03.2016.3.day12,soil.hip.CMU.16.03.2016.3.day13,soil.hip.CMU.16.03.2016.3.day14,soil.hip.CMU.16.03.2016.3.day15,soil.hip.CMU.16.03.2016.3.day16,soil.hip.CMU.16.03.2016.3.day19,soil.hip.CMU.16.03.2016.3.day20,soil.hip.CMU.16.03.2016.3.day21,soil.hip.CMU.16.03.2016.3.day8,soil.hip.CMU.16.03.2016.3.day9,soil.hip.CMU.16.04.2016.mo.day12,soil.hip.CMU.16.04.2016.mo.day13,soil.hip.CMU.16.04.2016.mo.day14,soil.hip.CMU.16.04.2016.mo.day17,soil.hip.CMU.16.04.2016.mo.day18,soil.hip.CMU.16.04.2016.mo.day19,soil.hip.CMU.16.04.2016.mo.day21,soil.hip.CMU.16.04.2016.mo.day8,soil.hip.CMU.16.04.2016.mo.day9,soil.hip.CMU.16.05.2016.mo.day12,soil.hip.CMU.16.05.2016.mo.day14,soil.hip.CMU.16.09.2016.07.31.day6,soil.hip.CMU.16.09.2016.08.02.day8,soil.hip.CMU.16.10.2016.08.11.day6,soil.hip.CMU.16.10.2016.08.12.day7,soil.hip.CMU.17.04.2017.03.day10,soil.hip.CMU.17.04.2017.03.day11,soil.hip.CMU.17.04.2017.03.day12,soil.hip.CMU.17.04.2017.03.day13,soil.hip.CMU.17.04.2017.03.day14,soil.hip.CMU.17.04.2017.03.day6,soil.hip.CMU.17.04.2017.03.day7,soil.hip.CMU.17.04.2017.03.day9,soil.hip.CMU.17.10.2017.08.12.day4,soil.hip.CMU.17.10.2017.08.13.day5,soil.hip.CMU.17.10.2017.08.14.day6,soil.hip.CMU.17.10.2017.08.17.day9,soil.hip.CMU.17.12.2017.10.15.day6,soil.hip.CMU.17.12.2017.10.17.day8,soil.hip.CMU.17.12.2017.10.19.day10,soil.hip.CMU.17.12.2017.10.20.day11,soil.hip.CMU.17.12.2017.10.22.day13,soil.hip.CMU.17.12.2017.10.23.day14,soil.hip.CMU.17.12.2017.10.24.day15,soil.hip.CMU.17.12.2017.10.25.day16,soil.hip.CMU.17.12.2017.10.26.day17,soil.hip.CMU.16.05.2016.mo.day21,soil.hip.CMU.16.09.2016.08.03.day9,soil.hip.CMU.16.09.2016.08.04.day10,soil.hip.CMU.16.09.2016.08.06.day12,soil.hip.CMU.16.09.2016.08.07.day13,soil.hip.CMU.16.09.2016.08.08.day14,soil.hip.CMU.16.09.2016.08.09.day15,soil.hip.CMU.16.09.2016.08.10.day16,soil.hip.CMU.16.09.2016.08.11.day17,soil.hip.CMU.16.09.2016.08.12.day18,soil.hip.CMU.16.09.2016.08.13.day19,soil.hip.CMU.16.09.2016.08.15.day21,soil.hip.CMU.16.10.2016.08.15.day10,soil.hip.CMU.16.10.2016.08.16.day11,soil.hip.CMU.16.10.2016.08.17.day12,soil.hip.CMU.16.10.2016.08.18.day13,soil.hip.CMU.16.10.2016.08.20.day15,soil.hip.CMU.16.10.2016.08.21.day16,soil.hip.CMU.16.10.2016.08.22.day17,soil.hip.CMU.16.10.2016.08.23.day18,soil.hip.CMU.16.10.2016.08.25.day20,soil.hip.CMU.16.10.2016.08.26.day21,soil.hip.CMU.17.04.2017.03.day15,soil.hip.CMU.17.04.2017.03.day16,soil.hip.CMU.17.04.2017.03.day17,soil.hip.CMU.17.04.2017.03.day18,soil.hip.CMU.17.04.2017.03.day19,soil.hip.CMU.17.04.2017.03.day20,soil.hip.CMU.17.04.2017.03.day21,soil.hip.CMU.17.10.2017.08.18.day10,soil.hip.CMU.17.10.2017.08.19.day11,soil.hip.CMU.17.10.2017.08.20.day12,soil.hip.CMU.17.10.2017.08.21.day13,soil.hip.CMU.17.10.2017.08.22.day14,soil.hip.CMU.17.10.2017.08.23.day15,soil.hip.CMU.17.10.2017.08.24.day16,soil.hip.CMU.17.10.2017.08.25.day17,soil.hip.CMU.17.10.2017.08.26.day18,soil.hip.CMU.17.10.2017.08.27.day19,soil.hip.CMU.17.10.2017.08.28.day20,soil.hip.CMU.17.10.2017.08.29.day21,soil.hip.CMU.17.12.2017.10.27.day18,soil.hip.CMU.17.12.2017.10.29.day20
soil.hip.CMU.16.15.2016.12.day14,-0.846247848684286,3.37331299133415,-2.82566516478856,-2.02615459689198,-2.81095842808319,-0.262948292443429,-3.89411401846557,-1.36562355660918,-2.60406792233462,-1.29355632385212,4.852653700636,-1.44764518760377,-2.2610841105439,-2.37383820727565,-1.83817983029449,2.02454483876534,-0.663159810955412,-1.05511997074071,-1.66065841903463,-1.50629661849948,-2.68133641317962,-2.8711894627537,-2.12908769120153,-3.77778416144708,-4.44909035750106,-2.37924429560323,0.681911503329955,-3.12576890195201,-1.754828814375,-2.51743569014991,-2.63012711514823,-2.62692800919479,-2.95178465181912,-2.01140431816356,-3.18609355658533,-1.70051784318594,-2.85988821728121,-4.53054809907626,-3.86305464222662,-2.70819824922696,-3.13008615514416,-3.06815951113557,-1.85026339301926,-3.44502719977747,-3.91806572493893,-1.71751144660458,-2.9056508385613,1.37312746199498,-2.83505973550604,-1.92469871671186,-2.9711350458184,-2.71431735740484,-2.86605563499882,-3.24048396969521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.CMU.16.15.2016.12.day15,-1.25165050398708,3.08319649227433,-2.7829204579848,-1.57810598080378,-1.82161967768314,-0.913493140720556,-2.65049158077558,1.56225820384573,-1.49668025885602,0.0690312072222115,2.39972087253935,-2.06676538562365,-2.41536186236573,-3.4879050978522,-3.44886165485978,1.1448638916147,-1.52423355101823,-1.53422976069329,-0.568127595793333,-3.90431006790397,-2.83362000258848,-3.38167740905761,-3.39671710746529,-3.21449352926206,-2.96102893615618,-2.34679420685987,-0.163167312837271,2.65487011410029,-2.15303776467095,-2.03207719844593,-2.33106721920248,-1.8725364473482,-2.42681912731567,-1.55268520139691,-1.59695246238407,-2.50780344532676,-3.24886334354717,-1.95165482145888,-2.75253122198873,-1.22937122041175,-2.19999915387335,-2.79042201527966,-1.34282781235491,-2.7583856667965,-2.34583895565416,-2.48018157075076,-2.700175198815,-0.167620399378171,-2.59590262498023,-1.34720340626652,-1.35745415291488,-1.33776305245415,-0.875507547310147,4.57655291228564,-1.4254293104351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.CMU.16.15.2016.12.day16,-0.990245989886546,2.68390433553726,-2.22892528835525,-1.79066696220956,-2.70966345398758,-0.687862593677802,-2.30062379797446,2.28468011225346,-2.27508920399426,-0.992453428335853,5.12695909891403,-0.852537817942672,-1.74903825856677,-2.63527608895317,-0.707012914912482,-0.0220428468719752,-1.30929592479973,-1.47705337533607,-0.855572657875313,-1.05765511103982,-1.715372355001,-2.21577135463203,-3.05987181204615,-3.31145853699166,-2.88866744189004,-1.31665338189346,1.22673977642812,-1.952499441058,-1.28130114207549,-1.89893673870633,-2.01073084344608,-1.465255384954,-2.59866370589984,-1.21511794435839,-2.40402562949884,-1.21381164906931,-2.28586956413519,-2.27467332572433,-2.03683328459621,-3.7391698231979,-2.02271573372508,-1.99542081490411,-1.51686100573519,-3.02255904136142,-1.85195641496451,-2.33745725875448,-1.27742270074773,-0.431628101052107,-2.18959687852302,-1.24616574769207,-2.41342437840116,-2.1203061542145,-4.12338706982808,-3.19765273634228,-4.34301789285979,-1.10242853056568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.CMU.16.15.2016.12.day18,4.48172238098081,4.92780741220471,-0.652255642049659,2.43405695596653,2.10979036215139,0.733940771391508,-1.7565452865218,2.93726479164046,-1.46747985699905,-0.590266771929527,7.95801981247074,1.54083347158239,3.82417998179065,2.23771347290702,3.67342233412742,4.56139708810966,4.40274587652392,4.34713541999498,3.71505972757721,4.64256968907123,4.25696814640629,1.53774683778637,-1.88657287155848,-2.09086521640335,-1.80748006181587,-0.710322782526729,0.668139298747509,-0.317114668031431,-1.5803089846358,0.356616791945511,-1.58728260797405,-0.11707095316179,-1.5922480357808,1.72152256327114,0.631590198365155,0.902798411947754,-0.159472281561064,0.564843261988283,-1.25341884832245,-1.94329472079518,-1.0925694050735,-2.00871053569938,3.33817426779942,-0.672001314336258,4.36717951316582,1.15166495071492,0.378828950882622,-1.04766147578073,-0.610189786259036,0.651578249034391,-1.90567617733828,-0.278342654182706,-3.0772706623309,-2.68807357111375,-2.19817080402183,4.43933073395429,-3.12464312753754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.CMU.16.15.2016.12.day2,0.168351033409172,0.107805927956995,-1.45995903478879,-0.779896061116488,-1.93547367316853,-0.859245228016639,-1.53622562340858,-3.15933943700464,-2.13691699233237,-0.589647075722853,-1.48445256636397,-1.70851318249089,-1.91618727305178,-2.71258523644056,-3.5266921387685,-0.0158249000787708,-1.50596627533712,-0.819286986377226,-2.79954834301255,-1.79672463867928,-1.50170785693304,-1.48807846124646,-2.85958403843814,-1.12478262109187,-1.27271732800423,-1.05174273765034,-0.312909972677101,-0.65757134607001,-1.09847056311333,0.96535553870757,-0.39296102725458,-0.541066112708131,-1.46708278078966,0.926657228282851,-1.74145009405015,0.432278589382025,-1.38612022798116,0.0483745664270966,-1.49783079089695,-2.13826252432359,-0.724789715117613,0.244628842453787,-1.14519876276266,-0.318891348826982,-0.964775133883305,-1.25546742831596,0.91547709869309,0.989001862037478,-0.674359378881615,1.02630580124474,-1.11637727698146,-0.936577277593915,-0.00863190397600672,-0.0506676912203216,-1.55287454806002,-1.45791985303094,-1.74654255404126,-0.737944099377747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.CMU.16.15.2016.12.day20,5.10141399008655,5.94023601019007,-1.10978951595976,2.51395102751417,2.5303063338623,0.275849992616192,-2.27737133824951,3.34404866464902,-0.973727774491784,-1.49197196592597,8.13353513507953,2.21598469708859,4.16670810146696,2.58031971008991,4.01984081825984,4.24417656042019,4.73000691190684,4.69290162246571,4.23630419514537,4.90487955318492,4.49712793817421,1.27733979815669,-1.69741642385435,-1.9483833780768,-3.28508783812518,-1.34789611617638,-0.243261714074276,-0.975076466693334,-2.35086061449495,-0.466040628932879,-1.95737089254388,-1.85035964299325,-2.17799098945534,2.13372515535078,1.40396966062495,1.3158455353693,0.262967004180631,1.10392412735047,-1.35875707676413,-0.622049920731769,-1.12788649477981,-1.2129827964641,3.92066828994851,-1.70168406586317,4.58005261514254,1.90849897072077,0.974158522742205,-0.610261764161664,-0.730805202674587,0.636979183217863,-2.63288524494932,0.556442157260246,-1.73854735676362,-2.62932604126007,-2.65322215923443,4.91681899988516,-3.42790138717426,-2.78402777565894,0.143356851916605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.CMU.16.15.2016.12.day3,-1.66432373122329,2.2796688110869,-2.70745579103735,-1.50075665237232,-1.3882880395311,-4.07913870767192,-1.60525966810306,-2.33085112617664,-0.957421844934988,-0.815256598873076,-1.66820459471463,-2.00262329415439,-1.65811940388959,-2.40160247625567,-2.73060297412103,-0.299947681523309,1.26324634027155,2.24208041567483,-3.59792667116626,-1.28746669825709,-1.24571946587567,-1.57844621336223,-0.655889523401147,-1.86992771373916,-1.91703802362238,-1.12844471941938,-0.467531752080646,0.643454501643665,-1.43467517452446,0.772923903628214,-1.58832455431547,-1.47545726264988,-1.70144154839904,-3.17036912691265,-2.94026037585981,-1.60220427526909,0.468049049089841,-2.25304203351455,-1.90336594171303,-3.8115880666908,-1.88880987378065,-3.18900999278999,-1.95949027411257,-2.19640063845284,-2.40801663452206,-2.36282085707092,-3.07149481302003,0.0570732324253116,-0.50755763342802,-2.8013778874581,-1.52354367608894,-1.67997380258083,-0.155543963693753,-0.429134179059883,-2.34549153247602,-1.83437004561834,-1.5133353542285,-1.2354027357551,0.585428772697946,-0.819108579363484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.CMU.16.15.2016.12.day4,-1.44092725470473,2.2157115031849,-2.90997325853552,-2.13778774673083,-2.33600376211679,-1.01041035989065,-3.34497629827864,-1.76863077904003,-4.04488784841269,-2.69406140077326,3.30748656467509,-2.35435100082274,-3.25826633218514,-3.49257574815576,-2.15371779293155,1.13643895232042,-1.31569191216735,-1.91364441328343,-2.21846864327683,-1.7104990272472,-2.00467831880793,-3.29572358969063,-3.59398133801556,-3.76472543940211,-4.53061713493286,-3.04314544266545,0.35345290502542,-3.32479649471724,-2.6415671215774,-2.83069482950934,-4.34684006145143,-2.40161913693762,-3.18385968896661,-1.92910501046135,-3.59709312742854,-2.76663786462736,-4.39948808211056,-4.4234427076495,-4.97669339223058,-3.79936699148075,-4.47657715379964,-3.84710752230767,-1.50699985544195,-4.12285708295086,-1.80777875086124,-2.39450663627752,-3.29267316181557,1.03506693884518,-3.68599910445226,-2.11102965017075,-4.58857606678879,-4.25394913812738,-4.70458201548622,-4.14273638953159,-4.24722560734851,-1.73183375806769,-3.43915704113141,-3.11055626025471,-1.44287662874051,-2.76729338037703,-2.60889315476617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.CMU.16.15.2016.12.day5,-0.0726262706295054,2.02153613184553,-3.26043653409017,-2.21667605132598,-2.21073952359042,-0.400231952720382,-3.62781198708126,-1.96492294740618,-3.75694533699401,-3.01002993369658,0.896909855551674,-1.86813407717764,-2.06761030998204,-1.78187667840768,-1.18970726650112,0.907610810940876,-1.35977665445989,-0.700193972526118,-2.26837362193841,-1.88952521626004,-2.23986560941789,-3.39433510568751,-4.27016365013854,-2.95816432866951,-4.26101141584922,-3.05818608146417,-0.267822857251341,-3.22330497166414,-1.57905667993788,-1.40016173732494,-3.19780603223429,-1.80047121518354,-2.76858468938368,0.485014760131275,-4.02431704576391,0.0845730068615339,-2.80129489924709,-0.957568256652776,-3.36899194529002,-3.58499174139589,-3.24641010633377,-0.432886007852544,-0.688245426969835,-3.11667027592446,-2.06031442843177,-1.04631741661123,0.134321489427909,1.4655575815599,-2.94220834005179,0.428494181368969,-4.05049262873696,-2.70974036291131,-3.4091817220488,-2.03105359050561,-4.52222507004939,-1.72391749617843,-2.916491473031,-2.65455579041889,-0.943323543973131,-1.44633055316095,0.042149056130889,-3.93005820551414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soil.hip.CMU.16.15.2016.12.day6,-1.00869080145429,0.902862991834267,-2.77052056410755,-2.35677577146674,-2.43057590728841,-1.12835275080207,-3.81964948214514,-1.92621109977718,-3.62681811406911,-1.90178383311831,1.82020411646804,-1.12507409804966,-2.5713117254335,-2.31853101230049,-1.50387382374534,-0.0883800856088769,-1.8668198990901,-1.32105001040016,-1.37745482382264,-1.30444939779257,-1.87535405094358,-3.36364498538817,-3.63178541803909,-3.79322696102617,-4.30029465849637,-3.57318002686172,-1.17286258994749,-4.1045923847171,-3.52701549045017,-2.4996026497525,-4.35370034673613,-3.2775294345482,-3.84701002328936,-1.03808918798677,-3.01772145877664,-1.28827370814817,-3.372337018766,-1.77293714033069,-1.60219499973541,-3.21409539239192,-2.27774631059756,-1.76749765528842,-1.01644460317339,-2.85886476353824,-1.5538459155046,-1.81664704870043,-1.28942179277541,-0.0992429058891142,-3.55961341676134,-1.16268394473058,-4.52038591872934,-3.14758732495321,-3.55087975866662,-2.78633302716253,-3.75978222651089,-1.75418282027952,-3.02672179533655,-2.79841746297669,-1.43558987746223,-2.97926506678233,-1.19934363955866,-4.26716409482664,-3.85793062554535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
