SampleID	season	sample_site	add_0c	facility	decomp_stage	sample_type
soil.hip.CMU.17.01.2017.01.day3	winter	soil.hip	0	CMU	early	soil
soil.hip.CMU.17.01.2017.01.day4	winter	soil.hip	0	CMU	early	soil
soil.hip.CMU.17.01.2017.01.day5	winter	soil.hip	0	CMU	early	soil
soil.hip.CMU.17.01.2017.01.day6	winter	soil.hip	0	CMU	early	soil
soil.hip.CMU.17.01.2017.01.day7	winter	soil.hip	0.85	CMU	early	soil
soil.hip.CMU.17.01.2017.01.day8	winter	soil.hip	6.15	CMU	early	soil
soil.hip.CMU.17.01.2017.01.day9	winter	soil.hip	8.65	CMU	early	soil
soil.hip.CMU.17.04.2017.03.day1	winter	soil.hip	0	CMU	early	soil
soil.hip.CMU.17.04.2017.03.day10	winter	soil.hip	127.45	CMU	active	soil
soil.hip.CMU.17.04.2017.03.day11	winter	soil.hip	144.95	CMU	active	soil
soil.hip.CMU.17.04.2017.03.day12	winter	soil.hip	162.45	CMU	active	soil
soil.hip.CMU.17.04.2017.03.day13	winter	soil.hip	180.25	CMU	active	soil
soil.hip.CMU.17.04.2017.03.day14	winter	soil.hip	191.65	CMU	active	soil
soil.hip.CMU.17.04.2017.03.day15	winter	soil.hip	202.45	CMU	advanced	soil
soil.hip.CMU.17.04.2017.03.day16	winter	soil.hip	213.25	CMU	advanced	soil
soil.hip.CMU.17.04.2017.03.day17	winter	soil.hip	224.05	CMU	advanced	soil
soil.hip.CMU.17.04.2017.03.day18	winter	soil.hip	235.2	CMU	advanced	soil
soil.hip.CMU.17.04.2017.03.day19	winter	soil.hip	243.55	CMU	advanced	soil
soil.hip.CMU.17.04.2017.03.day2	winter	soil.hip	12.5	CMU	early	soil
soil.hip.CMU.17.04.2017.03.day20	winter	soil.hip	254.4	CMU	advanced	soil
soil.hip.CMU.17.04.2017.03.day21	winter	soil.hip	267.15	CMU	advanced	soil
soil.hip.CMU.17.04.2017.03.day3	winter	soil.hip	24.15	CMU	early	soil
soil.hip.CMU.17.04.2017.03.day4	winter	soil.hip	34.15	CMU	early	soil
soil.hip.CMU.17.04.2017.03.day5	winter	soil.hip	46.95	CMU	early	soil
soil.hip.CMU.17.04.2017.03.day6	winter	soil.hip	61.65	CMU	active	soil
soil.hip.CMU.17.04.2017.03.day7	winter	soil.hip	76.65	CMU	active	soil
soil.hip.CMU.17.04.2017.03.day8	winter	soil.hip	92.2	CMU	active	soil
soil.hip.CMU.17.04.2017.03.day9	winter	soil.hip	109.7	CMU	active	soil
soil.hip.CMU.17.10.2017.08.09.day1	summer	soil.hip	0	CMU	early	soil
soil.hip.CMU.17.10.2017.08.10.day2	summer	soil.hip	25.55	CMU	early	soil
soil.hip.CMU.17.10.2017.08.11.day3	summer	soil.hip	49.75	CMU	early	soil
soil.hip.CMU.17.10.2017.08.12.day4	summer	soil.hip	72	CMU	active	soil
soil.hip.CMU.17.10.2017.08.13.day5	summer	soil.hip	97	CMU	active	soil
soil.hip.CMU.17.10.2017.08.14.day6	summer	soil.hip	122.55	CMU	active	soil
soil.hip.CMU.17.10.2017.08.15.day7	summer	soil.hip	146.45	CMU	active	soil
soil.hip.CMU.17.10.2017.08.16.day8	summer	soil.hip	169.5	CMU	active	soil
soil.hip.CMU.17.10.2017.08.17.day9	summer	soil.hip	193.95	CMU	active	soil
soil.hip.CMU.17.10.2017.08.18.day10	summer	soil.hip	219.2	CMU	advanced	soil
soil.hip.CMU.17.10.2017.08.19.day11	summer	soil.hip	244.45	CMU	advanced	soil
soil.hip.CMU.17.10.2017.08.20.day12	summer	soil.hip	270.85	CMU	advanced	soil
soil.hip.CMU.17.10.2017.08.21.day13	summer	soil.hip	297.25	CMU	advanced	soil
soil.hip.CMU.17.10.2017.08.22.day14	summer	soil.hip	322.8	CMU	advanced	soil
soil.hip.CMU.17.10.2017.08.23.day15	summer	soil.hip	348.05	CMU	advanced	soil
soil.hip.CMU.17.10.2017.08.24.day16	summer	soil.hip	373.85	CMU	advanced	soil
soil.hip.CMU.17.10.2017.08.25.day17	summer	soil.hip	398.55	CMU	advanced	soil
soil.hip.CMU.17.10.2017.08.26.day18	summer	soil.hip	424.7	CMU	advanced	soil
soil.hip.CMU.17.10.2017.08.27.day19	summer	soil.hip	451.65	CMU	advanced	soil
soil.hip.CMU.17.10.2017.08.28.day20	summer	soil.hip	477.8	CMU	advanced	soil
soil.hip.CMU.17.10.2017.08.29.day21	summer	soil.hip	504.75	CMU	advanced	soil
soil.hip.CMU.17.12.2017.10.10.day1	fall	soil.hip	0	CMU	early	soil
soil.hip.CMU.17.12.2017.10.11.day2	fall	soil.hip	12.8	CMU	early	soil
soil.hip.CMU.17.12.2017.10.12.day3	fall	soil.hip	28.65	CMU	early	soil
soil.hip.CMU.17.12.2017.10.13.day4	fall	soil.hip	41.7	CMU	early	soil
soil.hip.CMU.17.12.2017.10.14.day5	fall	soil.hip	50.05	CMU	active	soil
soil.hip.CMU.17.12.2017.10.15.day6	fall	soil.hip	58.65	CMU	active	soil
soil.hip.CMU.17.12.2017.10.16.day7	fall	soil.hip	68.95	CMU	active	soil
soil.hip.CMU.17.12.2017.10.17.day8	fall	soil.hip	80.35	CMU	active	soil
soil.hip.CMU.17.12.2017.10.18.day9	fall	soil.hip	93.95	CMU	active	soil
soil.hip.CMU.17.12.2017.10.19.day10	fall	soil.hip	107.85	CMU	active	soil
soil.hip.CMU.17.12.2017.10.20.day11	fall	soil.hip	125.05	CMU	active	soil
soil.hip.CMU.17.12.2017.10.21.day12	fall	soil.hip	132.55	CMU	active	soil
soil.hip.CMU.17.12.2017.10.22.day13	fall	soil.hip	141.75	CMU	active	soil
soil.hip.CMU.17.12.2017.10.23.day14	fall	soil.hip	153.7	CMU	active	soil
soil.hip.CMU.17.12.2017.10.24.day15	fall	soil.hip	166.75	CMU	active	soil
soil.hip.CMU.17.12.2017.10.25.day16	fall	soil.hip	179	CMU	active	soil
soil.hip.CMU.17.12.2017.10.26.day17	fall	soil.hip	190.95	CMU	active	soil
soil.hip.CMU.17.12.2017.10.27.day18	fall	soil.hip	200.4	CMU	advanced	soil
soil.hip.CMU.17.12.2017.10.28.day19	fall	soil.hip	211.5	CMU	advanced	soil
soil.hip.CMU.17.12.2017.10.29.day20	fall	soil.hip	222.9	CMU	advanced	soil
soil.hip.CMU.17.12.2017.10.30.day21	fall	soil.hip	232.9	CMU	advanced	soil
soil.hip.SHSU.2016.007.2016.04.15.day1	spring	soil.hip	0	SHSU	early	soil
soil.hip.SHSU.2016.007.2016.04.16.day2	spring	soil.hip	23.33333333	SHSU	early	soil
soil.hip.SHSU.2016.007.2016.04.17.day3	spring	soil.hip	45.83333333	SHSU	early	soil
soil.hip.SHSU.2016.007.2016.04.18.day4	spring	soil.hip	67.5	SHSU	active	soil
soil.hip.SHSU.2016.007.2016.04.19.day5	spring	soil.hip	90.55555556	SHSU	active	soil
soil.hip.SHSU.2016.007.2016.04.20.day6	spring	soil.hip	111.6666667	SHSU	active	soil
soil.hip.SHSU.2016.007.2016.04.21.day7	spring	soil.hip	132.7777778	SHSU	active	soil
soil.hip.SHSU.2016.007.2016.04.22.day8	spring	soil.hip	153.8888889	SHSU	active	soil
soil.hip.SHSU.2016.007.2016.04.23.day9	spring	soil.hip	174.4444445	SHSU	active	soil
soil.hip.SHSU.2016.007.2016.04.24.day10	spring	soil.hip	194.7222222	SHSU	active	soil
soil.hip.SHSU.2016.007.2016.04.25.day11	spring	soil.hip	220.5555556	SHSU	advanced	soil
soil.hip.SHSU.2016.007.2016.04.26.day12	spring	soil.hip	247.2222222	SHSU	advanced	soil
soil.hip.SHSU.2016.007.2016.04.27.day13	spring	soil.hip	271.1111111	SHSU	advanced	soil
soil.hip.SHSU.2016.007.2016.04.28.day14	spring	soil.hip	296.3888889	SHSU	advanced	soil
soil.hip.SHSU.2016.007.2016.04.29.day15	spring	soil.hip	324.4444445	SHSU	advanced	soil
soil.hip.SHSU.2016.007.2016.04.30.day16	spring	soil.hip	350	SHSU	advanced	soil
soil.hip.SHSU.2016.007.2016.05.01.day17	spring	soil.hip	373.6111111	SHSU	advanced	soil
soil.hip.SHSU.2016.007.2016.05.02.day18	spring	soil.hip	391.6666667	SHSU	advanced	soil
soil.hip.SHSU.2016.007.2016.05.03.day19	spring	soil.hip	409.1666667	SHSU	advanced	soil
soil.hip.SHSU.2016.007.2016.05.04.day20	spring	soil.hip	428.6111111	SHSU	advanced	soil
soil.hip.SHSU.2016.007.2016.05.05.day21	spring	soil.hip	449.1666667	SHSU	advanced	soil
soil.hip.SHSU.2016.011.2016.04.15.day1	spring	soil.hip	0	SHSU	early	soil
soil.hip.SHSU.2016.011.2016.04.16.day2	spring	soil.hip	23.33333333	SHSU	early	soil
soil.hip.SHSU.2016.011.2016.04.17.day3	spring	soil.hip	45.83333333	SHSU	early	soil
soil.hip.SHSU.2016.011.2016.04.18.day4	spring	soil.hip	67.5	SHSU	active	soil
soil.hip.SHSU.2016.011.2016.04.19.day5	spring	soil.hip	90.55555556	SHSU	active	soil
soil.hip.SHSU.2016.011.2016.04.20.day6	spring	soil.hip	111.6666667	SHSU	active	soil
soil.hip.SHSU.2016.011.2016.04.21.day7	spring	soil.hip	132.7777778	SHSU	active	soil
soil.hip.SHSU.2016.011.2016.04.22.day8	spring	soil.hip	153.8888889	SHSU	active	soil
soil.hip.SHSU.2016.011.2016.04.23.day9	spring	soil.hip	174.4444445	SHSU	active	soil
soil.hip.SHSU.2016.011.2016.04.24.day10	spring	soil.hip	194.7222222	SHSU	active	soil
soil.hip.SHSU.2016.011.2016.04.25.day11	spring	soil.hip	220.5555556	SHSU	advanced	soil
soil.hip.SHSU.2016.011.2016.04.26.day12	spring	soil.hip	247.2222222	SHSU	advanced	soil
soil.hip.SHSU.2016.011.2016.04.27.day13	spring	soil.hip	271.1111111	SHSU	advanced	soil
soil.hip.SHSU.2016.011.2016.04.28.day14	spring	soil.hip	296.3888889	SHSU	advanced	soil
soil.hip.SHSU.2016.011.2016.04.29.day15	spring	soil.hip	324.4444445	SHSU	advanced	soil
soil.hip.SHSU.2016.011.2016.04.30.day16	spring	soil.hip	350	SHSU	advanced	soil
soil.hip.SHSU.2016.011.2016.05.01.day17	spring	soil.hip	373.6111111	SHSU	advanced	soil
soil.hip.SHSU.2016.011.2016.05.02.day18	spring	soil.hip	391.6666667	SHSU	advanced	soil
soil.hip.SHSU.2016.011.2016.05.03.day19	spring	soil.hip	409.1666667	SHSU	advanced	soil
soil.hip.SHSU.2016.011.2016.05.04.day20	spring	soil.hip	428.6111111	SHSU	advanced	soil
soil.hip.SHSU.2016.011.2016.05.05.day21	spring	soil.hip	449.1666667	SHSU	advanced	soil
soil.hip.SHSU.2016.024.2016.04.15.day1	spring	soil.hip	0	SHSU	early	soil
soil.hip.SHSU.2016.024.2016.04.16.day2	spring	soil.hip	23.33333333	SHSU	early	soil
soil.hip.SHSU.2016.024.2016.04.17.day3	spring	soil.hip	45.83333333	SHSU	early	soil
soil.hip.SHSU.2016.024.2016.04.18.day4	spring	soil.hip	67.5	SHSU	active	soil
soil.hip.SHSU.2016.024.2016.04.19.day5	spring	soil.hip	90.55555556	SHSU	active	soil
soil.hip.SHSU.2016.024.2016.04.20.day6	spring	soil.hip	111.6666667	SHSU	active	soil
soil.hip.SHSU.2016.024.2016.04.21.day7	spring	soil.hip	132.7777778	SHSU	active	soil
soil.hip.SHSU.2016.024.2016.04.22.day8	spring	soil.hip	153.8888889	SHSU	active	soil
soil.hip.SHSU.2016.024.2016.04.23.day9	spring	soil.hip	174.4444445	SHSU	active	soil
soil.hip.SHSU.2016.024.2016.04.24.day10	spring	soil.hip	194.7222222	SHSU	active	soil
soil.hip.SHSU.2016.024.2016.04.25.day11	spring	soil.hip	220.5555556	SHSU	advanced	soil
soil.hip.SHSU.2016.024.2016.04.26.day12	spring	soil.hip	247.2222222	SHSU	advanced	soil
soil.hip.SHSU.2016.024.2016.04.27.day13	spring	soil.hip	271.1111111	SHSU	advanced	soil
soil.hip.SHSU.2016.024.2016.04.28.day14	spring	soil.hip	296.3888889	SHSU	advanced	soil
soil.hip.SHSU.2016.024.2016.04.29.day15	spring	soil.hip	324.4444445	SHSU	advanced	soil
soil.hip.SHSU.2016.024.2016.04.30.day16	spring	soil.hip	350	SHSU	advanced	soil
soil.hip.SHSU.2016.024.2016.05.01.day17	spring	soil.hip	373.6111111	SHSU	advanced	soil
soil.hip.SHSU.2016.024.2016.05.02.day18	spring	soil.hip	391.6666667	SHSU	advanced	soil
soil.hip.SHSU.2016.024.2016.05.03.day19	spring	soil.hip	409.1666667	SHSU	advanced	soil
soil.hip.SHSU.2016.024.2016.05.04.day20	spring	soil.hip	428.6111111	SHSU	advanced	soil
soil.hip.SHSU.2016.024.2016.05.05.day21	spring	soil.hip	449.1666667	SHSU	advanced	soil
soil.hip.SHSU.2016.064.2016.08.25.day1	summer	soil.hip	0	SHSU	early	soil
soil.hip.SHSU.2016.064.2016.08.26.day2	summer	soil.hip	27.5	SHSU	early	soil
soil.hip.SHSU.2016.064.2016.08.27.day3	summer	soil.hip	55.27777778	SHSU	active	soil
soil.hip.SHSU.2016.064.2016.08.28.day4	summer	soil.hip	82.22222222	SHSU	active	soil
soil.hip.SHSU.2016.064.2016.08.29.day5	summer	soil.hip	109.4444444	SHSU	active	soil
soil.hip.SHSU.2016.064.2016.08.30.day6	summer	soil.hip	137.5	SHSU	active	soil
soil.hip.SHSU.2016.064.2016.08.31.day7	summer	soil.hip	166.3888889	SHSU	active	soil
soil.hip.SHSU.2016.064.2016.09.01.day8	summer	soil.hip	195.5555556	SHSU	active	soil
soil.hip.SHSU.2016.064.2016.09.02.day9	summer	soil.hip	223.0555556	SHSU	advanced	soil
soil.hip.SHSU.2016.064.2016.09.03.day10	summer	soil.hip	250.2777778	SHSU	advanced	soil
soil.hip.SHSU.2016.064.2016.09.04.day11	summer	soil.hip	278.0555556	SHSU	advanced	soil
soil.hip.SHSU.2016.064.2016.09.05.day12	summer	soil.hip	306.9444444	SHSU	advanced	soil
soil.hip.SHSU.2016.064.2016.09.06.day13	summer	soil.hip	335.5555556	SHSU	advanced	soil
soil.hip.SHSU.2016.064.2016.09.07.day14	summer	soil.hip	364.1666667	SHSU	advanced	soil
soil.hip.SHSU.2016.064.2016.09.08.day15	summer	soil.hip	393.6111111	SHSU	advanced	soil
soil.hip.SHSU.2016.064.2016.09.09.day16	summer	soil.hip	422.2222222	SHSU	advanced	soil
soil.hip.SHSU.2016.064.2016.09.10.day17	summer	soil.hip	449.4444444	SHSU	advanced	soil
soil.hip.SHSU.2016.064.2016.09.11.day18	summer	soil.hip	476.1111111	SHSU	advanced	soil
soil.hip.SHSU.2016.064.2016.09.12.day19	summer	soil.hip	503.3333333	SHSU	advanced	soil
soil.hip.SHSU.2016.064.2016.09.13.day20	summer	soil.hip	530.8333333	SHSU	advanced	soil
soil.hip.SHSU.2016.064.2016.09.14.day21	summer	soil.hip	558.6111111	SHSU	advanced	soil
soil.hip.SHSU.2016.065.2016.08.25.day1	summer	soil.hip	0	SHSU	early	soil
soil.hip.SHSU.2016.065.2016.08.26.day2	summer	soil.hip	27.5	SHSU	early	soil
soil.hip.SHSU.2016.065.2016.08.27.day3	summer	soil.hip	55.27777778	SHSU	active	soil
soil.hip.SHSU.2016.065.2016.08.28.day4	summer	soil.hip	82.22222222	SHSU	active	soil
soil.hip.SHSU.2016.065.2016.08.29.day5	summer	soil.hip	109.4444444	SHSU	active	soil
soil.hip.SHSU.2016.065.2016.08.30.day6	summer	soil.hip	137.5	SHSU	active	soil
soil.hip.SHSU.2016.065.2016.08.31.day7	summer	soil.hip	166.3888889	SHSU	active	soil
soil.hip.SHSU.2016.065.2016.09.01.day8	summer	soil.hip	195.5555556	SHSU	active	soil
soil.hip.SHSU.2016.065.2016.09.02.day9	summer	soil.hip	223.0555556	SHSU	advanced	soil
soil.hip.SHSU.2016.065.2016.09.04.day11	summer	soil.hip	278.0555556	SHSU	advanced	soil
soil.hip.SHSU.2016.065.2016.09.05.day12	summer	soil.hip	306.9444444	SHSU	advanced	soil
soil.hip.SHSU.2016.065.2016.09.06.day13	summer	soil.hip	335.5555556	SHSU	advanced	soil
soil.hip.SHSU.2016.065.2016.09.07.day14	summer	soil.hip	364.1666667	SHSU	advanced	soil
soil.hip.SHSU.2016.065.2016.09.08.day15	summer	soil.hip	393.6111111	SHSU	advanced	soil
soil.hip.SHSU.2016.065.2016.09.09.day16	summer	soil.hip	422.2222222	SHSU	advanced	soil
soil.hip.SHSU.2016.065.2016.09.10.day17	summer	soil.hip	449.4444444	SHSU	advanced	soil
soil.hip.SHSU.2016.065.2016.09.11.day18	summer	soil.hip	476.1111111	SHSU	advanced	soil
soil.hip.SHSU.2016.065.2016.09.12.day19	summer	soil.hip	503.3333333	SHSU	advanced	soil
soil.hip.SHSU.2016.065.2016.09.13.day20	summer	soil.hip	530.8333333	SHSU	advanced	soil
soil.hip.SHSU.2016.065.2016.09.14.day21	summer	soil.hip	558.6111111	SHSU	advanced	soil
soil.hip.SHSU.2016.067.2016.09.16.day1	summer	soil.hip	0	SHSU	early	soil
soil.hip.SHSU.2016.067.2016.09.17.day2	summer	soil.hip	29.2	SHSU	early	soil
soil.hip.SHSU.2016.067.2016.09.18.day3	summer	soil.hip	58.9	SHSU	active	soil
soil.hip.SHSU.2016.067.2016.09.19.day4	summer	soil.hip	89.75	SHSU	active	soil
soil.hip.SHSU.2016.067.2016.09.20.day5	summer	soil.hip	118.95	SHSU	active	soil
soil.hip.SHSU.2016.067.2016.09.21.day6	summer	soil.hip	146.15	SHSU	active	soil
soil.hip.SHSU.2016.067.2016.09.22.day7	summer	soil.hip	173.4	SHSU	active	soil
soil.hip.SHSU.2016.067.2016.09.23.day8	summer	soil.hip	201.45	SHSU	advanced	soil
soil.hip.SHSU.2016.067.2016.09.24.day9	summer	soil.hip	229.8	SHSU	advanced	soil
soil.hip.SHSU.2016.067.2016.09.25.day10	summer	soil.hip	256.45	SHSU	advanced	soil
soil.hip.SHSU.2016.067.2016.09.26.day11	summer	soil.hip	280.6	SHSU	advanced	soil
soil.hip.SHSU.2016.067.2016.09.27.day12	summer	soil.hip	303.65	SHSU	advanced	soil
soil.hip.SHSU.2016.067.2016.09.28.day13	summer	soil.hip	327	SHSU	advanced	soil
soil.hip.SHSU.2016.067.2016.09.29.day14	summer	soil.hip	348.1	SHSU	advanced	soil
soil.hip.SHSU.2016.067.2016.09.30.day15	summer	soil.hip	367.55	SHSU	advanced	soil
soil.hip.SHSU.2016.067.2016.10.01.day16	summer	soil.hip	388.4	SHSU	advanced	soil
soil.hip.SHSU.2016.067.2016.10.02.day17	summer	soil.hip	410.3	SHSU	advanced	soil
soil.hip.SHSU.2016.067.2016.10.04.day19	summer	soil.hip	457.5	SHSU	advanced	soil
soil.hip.SHSU.2016.067.2016.10.05.day20	summer	soil.hip	486.1	SHSU	advanced	soil
soil.hip.SHSU.2016.067.2016.10.06.day21	summer	soil.hip	513.85	SHSU	advanced	soil
soil.hip.SHSU.2016.072.2016.11.04.day1	fall	soil.hip	0	SHSU	early	soil
soil.hip.SHSU.2016.072.2016.11.05.day2	fall	soil.hip	19.45	SHSU	early	soil
soil.hip.SHSU.2016.072.2016.11.06.day3	fall	soil.hip	40.6	SHSU	early	soil
soil.hip.SHSU.2016.072.2016.11.07.day4	fall	soil.hip	62.55	SHSU	active	soil
soil.hip.SHSU.2016.072.2016.11.08.day5	fall	soil.hip	82	SHSU	active	soil
soil.hip.SHSU.2016.072.2016.11.09.day6	fall	soil.hip	100.6	SHSU	active	soil
soil.hip.SHSU.2016.072.2016.11.10.day7	fall	soil.hip	117.55	SHSU	active	soil
soil.hip.SHSU.2016.072.2016.11.11.day8	fall	soil.hip	135.35	SHSU	active	soil
soil.hip.SHSU.2016.072.2016.11.12.day9	fall	soil.hip	154	SHSU	active	soil
soil.hip.SHSU.2016.072.2016.11.13.day10	fall	soil.hip	170.4	SHSU	active	soil
soil.hip.SHSU.2016.072.2016.11.14.day11	fall	soil.hip	189.05	SHSU	active	soil
soil.hip.SHSU.2016.072.2016.11.15.day12	fall	soil.hip	209.6	SHSU	advanced	soil
soil.hip.SHSU.2016.072.2016.11.17.day14	fall	soil.hip	252.9	SHSU	advanced	soil
soil.hip.SHSU.2016.072.2016.11.18.day15	fall	soil.hip	271.25	SHSU	advanced	soil
soil.hip.SHSU.2016.072.2016.11.19.day16	fall	soil.hip	281	SHSU	advanced	soil
soil.hip.SHSU.2016.072.2016.11.20.day17	fall	soil.hip	289.9	SHSU	advanced	soil
soil.hip.SHSU.2016.072.2016.11.21.day18	fall	soil.hip	305.2	SHSU	advanced	soil
soil.hip.SHSU.2016.072.2016.11.22.day19	fall	soil.hip	326.9	SHSU	advanced	soil
soil.hip.SHSU.2016.072.2016.11.23.day20	fall	soil.hip	342.45	SHSU	advanced	soil
soil.hip.SHSU.2016.072.2016.11.24.day21	fall	soil.hip	357.45	SHSU	advanced	soil
soil.hip.SHSU.2016.073.2016.11.04.day1	fall	soil.hip	0	SHSU	early	soil
soil.hip.SHSU.2016.073.2016.11.05.day2	fall	soil.hip	19.45	SHSU	early	soil
soil.hip.SHSU.2016.073.2016.11.06.day3	fall	soil.hip	40.6	SHSU	early	soil
soil.hip.SHSU.2016.073.2016.11.07.day4	fall	soil.hip	62.55	SHSU	active	soil
soil.hip.SHSU.2016.073.2016.11.08.day5	fall	soil.hip	82	SHSU	active	soil
soil.hip.SHSU.2016.073.2016.11.09.day6	fall	soil.hip	100.6	SHSU	active	soil
soil.hip.SHSU.2016.073.2016.11.10.day7	fall	soil.hip	117.55	SHSU	active	soil
soil.hip.SHSU.2016.073.2016.11.11.day8	fall	soil.hip	135.35	SHSU	active	soil
soil.hip.SHSU.2016.073.2016.11.12.day9	fall	soil.hip	154	SHSU	active	soil
soil.hip.SHSU.2016.073.2016.11.13.day10	fall	soil.hip	170.4	SHSU	active	soil
soil.hip.SHSU.2016.073.2016.11.14.day11	fall	soil.hip	189.05	SHSU	active	soil
soil.hip.SHSU.2016.073.2016.11.15.day12	fall	soil.hip	209.6	SHSU	advanced	soil
soil.hip.SHSU.2016.073.2016.11.16.day13	fall	soil.hip	230.7	SHSU	advanced	soil
soil.hip.SHSU.2016.073.2016.11.17.day14	fall	soil.hip	252.9	SHSU	advanced	soil
soil.hip.SHSU.2016.073.2016.11.18.day15	fall	soil.hip	271.25	SHSU	advanced	soil
soil.hip.SHSU.2016.073.2016.11.19.day16	fall	soil.hip	281	SHSU	advanced	soil
soil.hip.SHSU.2016.073.2016.11.20.day17	fall	soil.hip	289.9	SHSU	advanced	soil
soil.hip.SHSU.2016.073.2016.11.21.day18	fall	soil.hip	305.2	SHSU	advanced	soil
soil.hip.SHSU.2016.073.2016.11.22.day19	fall	soil.hip	326.9	SHSU	advanced	soil
soil.hip.SHSU.2016.073.2016.11.23.day20	fall	soil.hip	342.45	SHSU	advanced	soil
soil.hip.SHSU.2016.073.2016.11.24.day21	fall	soil.hip	357.45	SHSU	advanced	soil
soil.hip.SHSU.2016.076.2016.11.22.day1	fall	soil.hip	0	SHSU	early	soil
soil.hip.SHSU.2016.076.2016.11.23.day2	fall	soil.hip	15.55	SHSU	early	soil
soil.hip.SHSU.2016.076.2016.11.24.day3	fall	soil.hip	30.55	SHSU	early	soil
soil.hip.SHSU.2016.076.2016.11.25.day4	fall	soil.hip	47.5	SHSU	early	soil
soil.hip.SHSU.2016.076.2016.11.26.day5	fall	soil.hip	63.6	SHSU	active	soil
soil.hip.SHSU.2016.076.2016.11.27.day6	fall	soil.hip	80.3	SHSU	active	soil
soil.hip.SHSU.2016.076.2016.11.28.day7	fall	soil.hip	99.45	SHSU	active	soil
soil.hip.SHSU.2016.076.2016.11.29.day8	fall	soil.hip	116.1	SHSU	active	soil
soil.hip.SHSU.2016.076.2016.11.30.day9	fall	soil.hip	127.45	SHSU	active	soil
soil.hip.SHSU.2016.076.2016.12.01.day10	fall	soil.hip	137.75	SHSU	active	soil
soil.hip.SHSU.2016.076.2016.12.02.day11	fall	soil.hip	149.4	SHSU	active	soil
soil.hip.SHSU.2016.076.2016.12.03.day12	fall	soil.hip	159.15	SHSU	active	soil
soil.hip.SHSU.2016.076.2016.12.04.day13	fall	soil.hip	169.15	SHSU	active	soil
soil.hip.SHSU.2016.076.2016.12.05.day14	fall	soil.hip	178.6	SHSU	active	soil
soil.hip.SHSU.2016.076.2016.12.06.day15	fall	soil.hip	190.5	SHSU	active	soil
soil.hip.SHSU.2016.076.2016.12.07.day16	fall	soil.hip	203	SHSU	advanced	soil
soil.hip.SHSU.2016.076.2016.12.08.day17	fall	soil.hip	210.25	SHSU	advanced	soil
soil.hip.SHSU.2016.076.2016.12.09.day18	fall	soil.hip	213.9	SHSU	advanced	soil
soil.hip.SHSU.2016.076.2016.12.10.day19	fall	soil.hip	219.45	SHSU	advanced	soil
soil.hip.SHSU.2016.076.2016.12.11.day20	fall	soil.hip	236.4	SHSU	advanced	soil
soil.hip.SHSU.2016.076.2016.12.12.day21	fall	soil.hip	254.5	SHSU	advanced	soil
soil.hip.SHSU.2017.043.2017.11.30.day1	winter	soil.hip	0	SHSU	early	soil
soil.hip.SHSU.2017.043.2017.12.01.day2	winter	soil.hip	14.75	SHSU	early	soil
soil.hip.SHSU.2017.043.2017.12.02.day3	winter	soil.hip	31.95	SHSU	early	soil
soil.hip.SHSU.2017.043.2017.12.03.day4	winter	soil.hip	49.45	SHSU	early	soil
soil.hip.SHSU.2017.043.2017.12.04.day5	winter	soil.hip	72.5	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.05.day6	winter	soil.hip	88.6	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.06.day7	winter	soil.hip	96.1	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.07.day8	winter	soil.hip	100.55	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.08.day9	winter	soil.hip	103.65	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.09.day10	winter	soil.hip	111.45	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.10.day11	winter	soil.hip	120.1	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.11.day12	winter	soil.hip	134.25	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.12.day13	winter	soil.hip	143.4	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.13.day14	winter	soil.hip	150.6	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.14.day15	winter	soil.hip	162.3	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.15.day16	winter	soil.hip	172.55	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.16.day17	winter	soil.hip	180.3	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.17.day18	winter	soil.hip	190.85	SHSU	active	soil
soil.hip.SHSU.2017.043.2017.12.18.day19	winter	soil.hip	205	SHSU	advanced	soil
soil.hip.SHSU.2017.043.2017.12.19.day20	winter	soil.hip	225.85	SHSU	advanced	soil
soil.hip.SHSU.2017.043.2017.12.20.day21	winter	soil.hip	243.05	SHSU	advanced	soil
soil.hip.SHSU.2017.045.2017.01.01.day21	winter	soil.hip	191.65	SHSU	active	soil
soil.hip.SHSU.2017.045.2017.12.12.day1	winter	soil.hip	0	SHSU	early	soil
soil.hip.SHSU.2017.045.2017.12.13.day2	winter	soil.hip	7.2	SHSU	early	soil
soil.hip.SHSU.2017.045.2017.12.14.day3	winter	soil.hip	18.9	SHSU	early	soil
soil.hip.SHSU.2017.045.2017.12.15.day4	winter	soil.hip	29.15	SHSU	early	soil
soil.hip.SHSU.2017.045.2017.12.16.day5	winter	soil.hip	36.9	SHSU	early	soil
