SampleID	season	sample_site	add_0c	facility	decomp_stage	sample_type
skin.face.UTK.K016.07.2017.Jan.15.day9	winter	skin.face	80.4	UTK	active	skin
skin.face.UTK.K016.07.2017.Jan.16.day10	winter	skin.face	94.1	UTK	active	skin
skin.face.UTK.K016.07.2017.Jan.17.day11	winter	skin.face	109.7	UTK	active	skin
skin.face.UTK.K016.07.2017.Jan.18.day12	winter	skin.face	124.1	UTK	active	skin
skin.face.UTK.K016.07.2017.Jan.19.day13	winter	skin.face	133.9	UTK	active	skin
skin.face.UTK.K016.07.2017.Jan.20.day14	winter	skin.face	148.3	UTK	active	skin
skin.face.UTK.K016.07.2017.Jan.21.day15	winter	skin.face	161	UTK	active	skin
skin.face.UTK.K016.07.2017.Jan.22.day16	winter	skin.face	174.6	UTK	active	skin
skin.face.UTK.K016.07.2017.Jan.23.day17	winter	skin.face	186.2	UTK	active	skin
skin.face.UTK.K016.07.2017.Jan.24.day18	winter	skin.face	194.1	UTK	active	skin
skin.face.UTK.K016.07.2017.Jan.25.day19	winter	skin.face	202.2	UTK	advanced	skin
skin.face.UTK.K016.07.2017.Jan.26.day20	winter	skin.face	212.9	UTK	advanced	skin
skin.face.UTK.K016.07.2017.Jan.27.day21	winter	skin.face	215.9	UTK	advanced	skin
skin.face.UTK.K016.08.2017.Jan.06.day1	winter	skin.face	0	UTK	early	skin
skin.face.UTK.K016.08.2017.Jan.08.day2	winter	skin.face	0	UTK	early	skin
skin.face.UTK.K016.08.2017.Jan.09.day3	winter	skin.face	0	UTK	early	skin
skin.face.UTK.K016.08.2017.Jan.10.day4	winter	skin.face	3.9	UTK	early	skin
skin.face.UTK.K016.08.2017.Jan.11.day5	winter	skin.face	15.8	UTK	early	skin
skin.face.UTK.K016.08.2017.Jan.12.day6	winter	skin.face	32.8	UTK	early	skin
skin.face.UTK.K016.08.2017.Jan.13.day7	winter	skin.face	49.3	UTK	early	skin
skin.face.UTK.K016.08.2017.Jan.14.day8	winter	skin.face	64.5	UTK	active	skin
skin.face.UTK.K016.08.2017.Jan.15.day9	winter	skin.face	80.4	UTK	active	skin
skin.face.UTK.K016.08.2017.Jan.16.day10	winter	skin.face	94.1	UTK	active	skin
skin.face.UTK.K016.08.2017.Jan.17.day11	winter	skin.face	109.7	UTK	active	skin
skin.face.UTK.K016.08.2017.Jan.18.day12	winter	skin.face	124.1	UTK	active	skin
skin.face.UTK.K016.08.2017.Jan.19.day13	winter	skin.face	133.9	UTK	active	skin
skin.face.UTK.K016.08.2017.Jan.20.day14	winter	skin.face	148.3	UTK	active	skin
skin.face.UTK.K016.08.2017.Jan.21.day15	winter	skin.face	161	UTK	active	skin
skin.face.UTK.K016.08.2017.Jan.22.day16	winter	skin.face	174.6	UTK	active	skin
skin.face.UTK.K016.08.2017.Jan.23.day17	winter	skin.face	186.2	UTK	active	skin
skin.face.UTK.K016.08.2017.Jan.24.day18	winter	skin.face	194.1	UTK	active	skin
skin.face.UTK.K016.08.2017.Jan.25.day19	winter	skin.face	202.2	UTK	advanced	skin
skin.face.UTK.K016.08.2017.Jan.26.day20	winter	skin.face	212.9	UTK	advanced	skin
skin.face.UTK.K016.08.2017.Jan.27.day21	winter	skin.face	215.9	UTK	advanced	skin
skin.face.UTK.K016.09.2017.Jan.08.day2	winter	skin.face	0	UTK	early	skin
skin.face.UTK.K016.09.2017.Jan.09.day3	winter	skin.face	0	UTK	early	skin
skin.face.UTK.K016.09.2017.Jan.10.day4	winter	skin.face	3.9	UTK	early	skin
skin.face.UTK.K016.09.2017.Jan.11.day5	winter	skin.face	15.8	UTK	early	skin
skin.face.UTK.K016.09.2017.Jan.12.day6	winter	skin.face	32.8	UTK	early	skin
skin.face.UTK.K016.09.2017.Jan.13.day7	winter	skin.face	49.3	UTK	early	skin
skin.face.UTK.K016.09.2017.Jan.14.day8	winter	skin.face	64.5	UTK	active	skin
skin.face.UTK.K016.09.2017.Jan.15.day9	winter	skin.face	80.4	UTK	active	skin
skin.face.UTK.K016.09.2017.Jan.16.day10	winter	skin.face	94.1	UTK	active	skin
skin.face.UTK.K016.09.2017.Jan.17.day11	winter	skin.face	109.7	UTK	active	skin
skin.face.UTK.K016.09.2017.Jan.18.day12	winter	skin.face	124.1	UTK	active	skin
skin.face.UTK.K016.09.2017.Jan.19.day13	winter	skin.face	133.9	UTK	active	skin
skin.face.UTK.K016.09.2017.Jan.20.day14	winter	skin.face	148.3	UTK	active	skin
skin.face.UTK.K016.09.2017.Jan.21.day15	winter	skin.face	161	UTK	active	skin
skin.face.UTK.K016.09.2017.Jan.22.day16	winter	skin.face	174.6	UTK	active	skin
skin.face.UTK.K016.09.2017.Jan.23.day17	winter	skin.face	186.2	UTK	active	skin
skin.face.UTK.K016.09.2017.Jan.24.day18	winter	skin.face	194.1	UTK	active	skin
skin.face.UTK.K016.09.2017.Jan.25.day19	winter	skin.face	202.2	UTK	advanced	skin
skin.face.UTK.K016.09.2017.Jan.26.day20	winter	skin.face	212.9	UTK	advanced	skin
skin.face.UTK.K016.09.2017.Jan.27.day21	winter	skin.face	215.9	UTK	advanced	skin
skin.face.UTK.K016.09.year.Jan.06.day1	winter	skin.face	0	UTK	early	skin
skin.face.UTK.K016.10.2017.05.25.day1	summer	skin.face	0	UTK	early	skin
skin.face.UTK.K016.10.2017.05.26.day2	summer	skin.face	18.3	UTK	early	skin
skin.face.UTK.K016.10.2017.05.27.day3	summer	skin.face	41.5	UTK	early	skin
skin.face.UTK.K016.10.2017.05.28.day4	summer	skin.face	62.3	UTK	active	skin
skin.face.UTK.K016.10.2017.05.29.day5	summer	skin.face	84.2	UTK	active	skin
skin.face.UTK.K016.10.2017.05.30.day6	summer	skin.face	105.8	UTK	active	skin
skin.face.UTK.K016.10.2017.05.31.day7	summer	skin.face	126.4	UTK	active	skin
skin.face.UTK.K016.10.2017.06.01.day8	summer	skin.face	148.5	UTK	active	skin
skin.face.UTK.K016.10.2017.06.02.day9	summer	skin.face	170.3	UTK	active	skin
skin.face.UTK.K016.10.2017.06.03.day10	summer	skin.face	193.3	UTK	active	skin
skin.face.UTK.K016.10.2017.06.04.day11	summer	skin.face	215.2	UTK	advanced	skin
skin.face.UTK.K016.10.2017.06.05.day12	summer	skin.face	236.6	UTK	advanced	skin
skin.face.UTK.K016.10.2017.06.06.day13	summer	skin.face	258.6	UTK	advanced	skin
skin.face.UTK.K016.10.2017.06.07.day14	summer	skin.face	278.9	UTK	advanced	skin
skin.face.UTK.K016.10.2017.06.08.day15	summer	skin.face	298.6	UTK	advanced	skin
skin.face.UTK.K016.10.2017.06.09.day16	summer	skin.face	319.6	UTK	advanced	skin
skin.face.UTK.K016.10.2017.06.10.day17	summer	skin.face	341.7	UTK	advanced	skin
skin.face.UTK.K016.10.2017.06.11.day18	summer	skin.face	366.3	UTK	advanced	skin
skin.face.UTK.K016.10.2017.06.12.day19	summer	skin.face	392.2	UTK	advanced	skin
skin.face.UTK.K016.10.2017.06.13.day20	summer	skin.face	417.9	UTK	advanced	skin
skin.face.UTK.K016.10.2017.06.14.day21	summer	skin.face	441.3	UTK	advanced	skin
skin.face.UTK.K016.11.2017.05.25.day1	summer	skin.face	0	UTK	early	skin
skin.face.UTK.K016.11.2017.05.27.day3	summer	skin.face	41.5	UTK	early	skin
skin.face.UTK.K016.11.2017.05.28.day4	summer	skin.face	62.3	UTK	active	skin
skin.face.UTK.K016.11.2017.05.29.day5	summer	skin.face	84.2	UTK	active	skin
skin.face.UTK.K016.11.2017.05.30.day6	summer	skin.face	105.8	UTK	active	skin
skin.face.UTK.K016.11.2017.05.31.day7	summer	skin.face	126.4	UTK	active	skin
skin.face.UTK.K016.11.2017.06.01.day8	summer	skin.face	148.5	UTK	active	skin
skin.face.UTK.K016.11.2017.06.02.day9	summer	skin.face	170.3	UTK	active	skin
skin.face.UTK.K016.11.2017.06.03.day10	summer	skin.face	193.3	UTK	active	skin
skin.face.UTK.K016.11.2017.06.04.day11	summer	skin.face	215.2	UTK	advanced	skin
skin.face.UTK.K016.11.2017.06.05.day12	summer	skin.face	236.6	UTK	advanced	skin
skin.face.UTK.K016.11.2017.06.06.day13	summer	skin.face	258.6	UTK	advanced	skin
skin.face.UTK.K016.11.2017.06.07.day14	summer	skin.face	278.9	UTK	advanced	skin
skin.face.UTK.K016.11.2017.06.08.day15	summer	skin.face	298.6	UTK	advanced	skin
skin.face.UTK.K016.11.2017.06.09.day16	summer	skin.face	319.6	UTK	advanced	skin
skin.face.UTK.K016.11.2017.06.10.day17	summer	skin.face	341.7	UTK	advanced	skin
skin.face.UTK.K016.11.2017.06.11.day18	summer	skin.face	366.3	UTK	advanced	skin
skin.face.UTK.K016.11.2017.06.12.day19	summer	skin.face	392.2	UTK	advanced	skin
skin.face.UTK.K016.11.2017.06.13.day20	summer	skin.face	417.9	UTK	advanced	skin
skin.face.UTK.K016.11.2017.06.14.day21	summer	skin.face	441.3	UTK	advanced	skin
skin.face.UTK.K016.12.2017.05.25.day1	summer	skin.face	0	UTK	early	skin
skin.face.UTK.K016.12.2017.05.26.day2	summer	skin.face	18.3	UTK	early	skin
skin.face.UTK.K016.12.2017.05.27.day3	summer	skin.face	41.5	UTK	early	skin
skin.face.UTK.K016.12.2017.05.28.day4	summer	skin.face	62.3	UTK	active	skin
skin.face.UTK.K016.12.2017.05.29.day5	summer	skin.face	84.2	UTK	active	skin
skin.face.UTK.K016.12.2017.05.30.day6	summer	skin.face	105.8	UTK	active	skin
skin.face.UTK.K016.12.2017.05.31.day7	summer	skin.face	126.4	UTK	active	skin
skin.face.UTK.K016.12.2017.06.01.day8	summer	skin.face	148.5	UTK	active	skin
skin.face.UTK.K016.12.2017.06.02.day9	summer	skin.face	170.3	UTK	active	skin
skin.face.UTK.K016.12.2017.06.03.day10	summer	skin.face	193.3	UTK	active	skin
skin.face.UTK.K016.12.2017.06.04.day11	summer	skin.face	215.2	UTK	advanced	skin
skin.face.UTK.K016.12.2017.06.05.day12	summer	skin.face	236.6	UTK	advanced	skin
skin.face.UTK.K016.12.2017.06.06.day13	summer	skin.face	258.6	UTK	advanced	skin
skin.face.UTK.K016.12.2017.06.07.day14	summer	skin.face	278.9	UTK	advanced	skin
skin.face.UTK.K016.12.2017.06.08.day15	summer	skin.face	298.6	UTK	advanced	skin
skin.face.UTK.K016.12.2017.06.09.day16	summer	skin.face	319.6	UTK	advanced	skin
skin.face.UTK.K016.12.2017.06.10.day17	summer	skin.face	341.7	UTK	advanced	skin
skin.face.UTK.K016.12.2017.06.11.day18	summer	skin.face	366.3	UTK	advanced	skin
skin.face.UTK.K016.12.2017.06.12.day19	summer	skin.face	392.2	UTK	advanced	skin
skin.face.UTK.K016.12.2017.06.13.day20	summer	skin.face	417.9	UTK	advanced	skin
skin.face.UTK.K016.12.2017.06.14.day21	summer	skin.face	441.3	UTK	advanced	skin
skin.hip.CMU.16.03.2016.02.25.day1	spring	skin.hip	0	CMU	early	skin
skin.hip.CMU.16.03.2016.3.day10	spring	skin.hip	80.83333334	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day11	spring	skin.hip	89.72222223	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day12	spring	skin.hip	102.7777778	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day13	spring	skin.hip	113.0555556	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day14	spring	skin.hip	117.7777778	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day15	spring	skin.hip	123.8888889	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day16	spring	skin.hip	130.8333333	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day17	spring	skin.hip	135.2777778	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day18	spring	skin.hip	141.1111111	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day19	spring	skin.hip	153.3333333	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day2	spring	skin.hip	13.05555556	CMU	early	skin
skin.hip.CMU.16.03.2016.3.day20	spring	skin.hip	160.8333333	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day21	spring	skin.hip	164.7222222	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day3	spring	skin.hip	25.83333334	CMU	early	skin
skin.hip.CMU.16.03.2016.3.day4	spring	skin.hip	35.83333334	CMU	early	skin
skin.hip.CMU.16.03.2016.3.day5	spring	skin.hip	47.22222223	CMU	early	skin
skin.hip.CMU.16.03.2016.3.day6	spring	skin.hip	52.50000001	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day7	spring	skin.hip	57.22222223	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day8	spring	skin.hip	66.11111112	CMU	active	skin
skin.hip.CMU.16.03.2016.3.day9	spring	skin.hip	73.05555556	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day1	spring	skin.hip	0	CMU	early	skin
skin.hip.CMU.16.04.2016.mo.day10	spring	skin.hip	68.05555556	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day11	spring	skin.hip	80.27777778	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day12	spring	skin.hip	87.77777778	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day13	spring	skin.hip	91.66666667	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day14	spring	skin.hip	96.11111111	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day15	spring	skin.hip	102.7777778	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day16	spring	skin.hip	111.3888889	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day17	spring	skin.hip	122.7777778	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day18	spring	skin.hip	136.9444445	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day19	spring	skin.hip	149.7222222	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day2	spring	skin.hip	7.777777778	CMU	early	skin
skin.hip.CMU.16.04.2016.mo.day20	spring	skin.hip	160	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day21	spring	skin.hip	173.6111111	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day3	spring	skin.hip	16.66666667	CMU	early	skin
skin.hip.CMU.16.04.2016.mo.day4	spring	skin.hip	29.72222223	CMU	early	skin
skin.hip.CMU.16.04.2016.mo.day5	spring	skin.hip	40.00000001	CMU	early	skin
skin.hip.CMU.16.04.2016.mo.day6	spring	skin.hip	44.72222223	CMU	early	skin
skin.hip.CMU.16.04.2016.mo.day7	spring	skin.hip	50.83333334	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day8	spring	skin.hip	57.77777778	CMU	active	skin
skin.hip.CMU.16.04.2016.mo.day9	spring	skin.hip	62.22222223	CMU	active	skin
skin.hip.CMU.16.05.2016.mo.day1	spring	skin.hip	0	CMU	early	skin
skin.hip.CMU.16.05.2016.mo.day10	spring	skin.hip	79.72222223	CMU	active	skin
skin.hip.CMU.16.05.2016.mo.day11	spring	skin.hip	93.33333334	CMU	active	skin
skin.hip.CMU.16.05.2016.mo.day12	spring	skin.hip	110.2777778	CMU	active	skin
skin.hip.CMU.16.05.2016.mo.day13	spring	skin.hip	123.3333333	CMU	active	skin
skin.hip.CMU.16.05.2016.mo.day14	spring	skin.hip	136.6666667	CMU	active	skin
skin.hip.CMU.16.05.2016.mo.day15	spring	skin.hip	150	CMU	active	skin
skin.hip.CMU.16.05.2016.mo.day16	spring	skin.hip	164.7222222	CMU	active	skin
skin.hip.CMU.16.05.2016.mo.day17	spring	skin.hip	179.7222222	CMU	active	skin
skin.hip.CMU.16.05.2016.mo.day18	spring	skin.hip	194.7222222	CMU	active	skin
skin.hip.CMU.16.05.2016.mo.day19	spring	skin.hip	200.8333333	CMU	advanced	skin
skin.hip.CMU.16.05.2016.mo.day2	spring	skin.hip	7.5	CMU	early	skin
skin.hip.CMU.16.05.2016.mo.day20	spring	skin.hip	207.5	CMU	advanced	skin
skin.hip.CMU.16.05.2016.mo.day21	spring	skin.hip	214.1666667	CMU	advanced	skin
skin.hip.CMU.16.05.2016.mo.day3	spring	skin.hip	11.38888889	CMU	early	skin
skin.hip.CMU.16.05.2016.mo.day4	spring	skin.hip	15.83333333	CMU	early	skin
skin.hip.CMU.16.05.2016.mo.day5	spring	skin.hip	22.5	CMU	early	skin
skin.hip.CMU.16.05.2016.mo.day6	spring	skin.hip	31.11111111	CMU	early	skin
skin.hip.CMU.16.05.2016.mo.day7	spring	skin.hip	42.5	CMU	early	skin
skin.hip.CMU.16.05.2016.mo.day8	spring	skin.hip	56.66666667	CMU	active	skin
skin.hip.CMU.16.05.2016.mo.day9	spring	skin.hip	69.44444445	CMU	active	skin
skin.hip.CMU.16.09.2016.07.26.day1	summer	skin.hip	0	CMU	early	skin
skin.hip.CMU.16.09.2016.07.27.day2	summer	skin.hip	28.3	CMU	early	skin
skin.hip.CMU.16.09.2016.07.28.day3	summer	skin.hip	57.45	CMU	active	skin
skin.hip.CMU.16.09.2016.07.29.day4	summer	skin.hip	86.6	CMU	active	skin
skin.hip.CMU.16.09.2016.07.30.day5	summer	skin.hip	114.7	CMU	active	skin
skin.hip.CMU.16.09.2016.07.31.day6	summer	skin.hip	142.45	CMU	active	skin
skin.hip.CMU.16.09.2016.08.01.day7	summer	skin.hip	169.4	CMU	active	skin
skin.hip.CMU.16.09.2016.08.02.day8	summer	skin.hip	196.65	CMU	active	skin
skin.hip.CMU.16.09.2016.08.03.day9	summer	skin.hip	225	CMU	advanced	skin
skin.hip.CMU.16.09.2016.08.04.day10	summer	skin.hip	248.35	CMU	advanced	skin
skin.hip.CMU.16.09.2016.08.05.day11	summer	skin.hip	269.7	CMU	advanced	skin
skin.hip.CMU.16.09.2016.08.06.day12	summer	skin.hip	293.3	CMU	advanced	skin
skin.hip.CMU.16.09.2016.08.07.day13	summer	skin.hip	317.75	CMU	advanced	skin
skin.hip.CMU.16.09.2016.08.08.day14	summer	skin.hip	343.3	CMU	advanced	skin
skin.hip.CMU.16.09.2016.08.09.day15	summer	skin.hip	371.35	CMU	advanced	skin
skin.hip.CMU.16.09.2016.08.10.day16	summer	skin.hip	397.75	CMU	advanced	skin
skin.hip.CMU.16.09.2016.08.11.day17	summer	skin.hip	422.75	CMU	advanced	skin
skin.hip.CMU.16.09.2016.08.12.day18	summer	skin.hip	446.35	CMU	advanced	skin
skin.hip.CMU.16.09.2016.08.13.day19	summer	skin.hip	471.65	CMU	advanced	skin
skin.hip.CMU.16.09.2016.08.14.day20	summer	skin.hip	496.4	CMU	advanced	skin
skin.hip.CMU.16.09.2016.08.15.day21	summer	skin.hip	521.95	CMU	advanced	skin
skin.hip.CMU.16.10.2016.08.06.day1	summer	skin.hip	0	CMU	early	skin
skin.hip.CMU.16.10.2016.08.07.day2	summer	skin.hip	24.45	CMU	early	skin
skin.hip.CMU.16.10.2016.08.08.day3	summer	skin.hip	50	CMU	early	skin
skin.hip.CMU.16.10.2016.08.09.day4	summer	skin.hip	78.05	CMU	active	skin
skin.hip.CMU.16.10.2016.08.10.day5	summer	skin.hip	104.45	CMU	active	skin
skin.hip.CMU.16.10.2016.08.11.day6	summer	skin.hip	129.45	CMU	active	skin
skin.hip.CMU.16.10.2016.08.12.day7	summer	skin.hip	153.05	CMU	active	skin
skin.hip.CMU.16.10.2016.08.13.day8	summer	skin.hip	178.35	CMU	active	skin
skin.hip.CMU.16.10.2016.08.14.day9	summer	skin.hip	203.1	CMU	advanced	skin
skin.hip.CMU.16.10.2016.08.15.day10	summer	skin.hip	228.65	CMU	advanced	skin
skin.hip.CMU.16.10.2016.08.16.day11	summer	skin.hip	255.05	CMU	advanced	skin
skin.hip.CMU.16.10.2016.08.17.day12	summer	skin.hip	280.3	CMU	advanced	skin
skin.hip.CMU.16.10.2016.08.18.day13	summer	skin.hip	303.9	CMU	advanced	skin
skin.hip.CMU.16.10.2016.08.19.day14	summer	skin.hip	327.5	CMU	advanced	skin
skin.hip.CMU.16.10.2016.08.20.day15	summer	skin.hip	351.95	CMU	advanced	skin
skin.hip.CMU.16.10.2016.08.21.day16	summer	skin.hip	376.1	CMU	advanced	skin
skin.hip.CMU.16.10.2016.08.22.day17	summer	skin.hip	400	CMU	advanced	skin
skin.hip.CMU.16.10.2016.08.23.day18	summer	skin.hip	421.7	CMU	advanced	skin
skin.hip.CMU.16.10.2016.08.24.day19	summer	skin.hip	443.9	CMU	advanced	skin
skin.hip.CMU.16.10.2016.08.25.day20	summer	skin.hip	464.75	CMU	advanced	skin
skin.hip.CMU.16.10.2016.08.26.day21	summer	skin.hip	483.95	CMU	advanced	skin
skin.hip.CMU.16.12.2016.10.day.day1	fall	skin.hip	0	CMU	early	skin
skin.hip.CMU.16.12.2016.10.day.day10	fall	skin.hip	26.1	CMU	early	skin
skin.hip.CMU.16.12.2016.10.day.day2	fall	skin.hip	5.55	CMU	early	skin
skin.hip.CMU.16.12.2016.10.day.day3	fall	skin.hip	11.1	CMU	early	skin
skin.hip.CMU.16.12.2016.10.day.day4	fall	skin.hip	14.4	CMU	early	skin
skin.hip.CMU.16.12.2016.10.day.day5	fall	skin.hip	16.9	CMU	early	skin
skin.hip.CMU.16.12.2016.10.day.day6	fall	skin.hip	20.8	CMU	early	skin
skin.hip.CMU.16.12.2016.10.day.day7	fall	skin.hip	25.8	CMU	early	skin
skin.hip.CMU.16.12.2016.10.day.day8	fall	skin.hip	26.1	CMU	early	skin
skin.hip.CMU.16.12.2016.10.day.day9	fall	skin.hip	26.1	CMU	early	skin
skin.hip.CMU.16.12.2016.11.day.day11	fall	skin.hip	26.1	CMU	early	skin
skin.hip.CMU.16.12.2016.11.day.day12	fall	skin.hip	26.1	CMU	early	skin
skin.hip.CMU.16.12.2016.11.day.day13	fall	skin.hip	26.1	CMU	early	skin
skin.hip.CMU.16.12.2016.11.day.day14	fall	skin.hip	26.1	CMU	early	skin
skin.hip.CMU.16.12.2016.11.day.day15	fall	skin.hip	27.5	CMU	early	skin
skin.hip.CMU.16.12.2016.11.day.day16	fall	skin.hip	27.5	CMU	early	skin
skin.hip.CMU.16.12.2016.11.day.day17	fall	skin.hip	27.5	CMU	early	skin
skin.hip.CMU.16.12.2016.11.day.day18	fall	skin.hip	27.5	CMU	early	skin
skin.hip.CMU.16.12.2016.11.day.day19	fall	skin.hip	27.5	CMU	early	skin
skin.hip.CMU.16.12.2016.11.day.day20	fall	skin.hip	27.5	CMU	early	skin
skin.hip.CMU.16.12.2016.11.day.day21	fall	skin.hip	31.1	CMU	early	skin
skin.hip.CMU.16.14.2016.11.day.day1	fall	skin.hip	0	CMU	early	skin
skin.hip.CMU.16.14.2016.11.day.day2	fall	skin.hip	0	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day10	fall	skin.hip	1.4	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day11	fall	skin.hip	1.4	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day12	fall	skin.hip	1.4	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day13	fall	skin.hip	5	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day14	fall	skin.hip	6.95	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day15	fall	skin.hip	6.95	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day16	fall	skin.hip	8.05	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day17	fall	skin.hip	12.75	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day18	fall	skin.hip	19.4	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day19	fall	skin.hip	19.4	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day20	fall	skin.hip	19.4	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day21	fall	skin.hip	19.4	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day3	fall	skin.hip	0	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day4	fall	skin.hip	0	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day5	fall	skin.hip	0	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day6	fall	skin.hip	0	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day7	fall	skin.hip	1.4	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day8	fall	skin.hip	1.4	CMU	early	skin
skin.hip.CMU.16.14.2016.12.day.day9	fall	skin.hip	1.4	CMU	early	skin
skin.hip.CMU.17.10.2017.08.09.day1	summer	skin.hip	0	CMU	early	skin
skin.hip.CMU.17.10.2017.08.10.day2	summer	skin.hip	25.55	CMU	early	skin
skin.hip.CMU.17.10.2017.08.11.day3	summer	skin.hip	49.75	CMU	early	skin
skin.hip.CMU.17.10.2017.08.12.day4	summer	skin.hip	72	CMU	active	skin
skin.hip.CMU.17.10.2017.08.13.day5	summer	skin.hip	97	CMU	active	skin
skin.hip.CMU.17.10.2017.08.14.day6	summer	skin.hip	122.55	CMU	active	skin
skin.hip.CMU.17.10.2017.08.15.day7	summer	skin.hip	146.45	CMU	active	skin
skin.hip.CMU.17.10.2017.08.16.day8	summer	skin.hip	169.5	CMU	active	skin
skin.hip.CMU.17.10.2017.08.17.day9	summer	skin.hip	193.95	CMU	active	skin
skin.hip.CMU.17.10.2017.08.18.day10	summer	skin.hip	219.2	CMU	advanced	skin
skin.hip.CMU.17.10.2017.08.19.day11	summer	skin.hip	244.45	CMU	advanced	skin
skin.hip.CMU.17.10.2017.08.20.day12	summer	skin.hip	270.85	CMU	advanced	skin
skin.hip.CMU.17.10.2017.08.21.day13	summer	skin.hip	297.25	CMU	advanced	skin
skin.hip.CMU.17.10.2017.08.22.day14	summer	skin.hip	322.8	CMU	advanced	skin
skin.hip.CMU.17.10.2017.08.23.day15	summer	skin.hip	348.05	CMU	advanced	skin
skin.hip.CMU.17.10.2017.08.24.day16	summer	skin.hip	373.85	CMU	advanced	skin
skin.hip.CMU.17.10.2017.08.25.day17	summer	skin.hip	398.55	CMU	advanced	skin
skin.hip.CMU.17.10.2017.08.26.day18	summer	skin.hip	424.7	CMU	advanced	skin
skin.hip.CMU.17.10.2017.08.27.day19	summer	skin.hip	451.65	CMU	advanced	skin
skin.hip.CMU.17.10.2017.08.28.day20	summer	skin.hip	477.8	CMU	advanced	skin
skin.hip.CMU.17.10.2017.08.29.day21	summer	skin.hip	504.75	CMU	advanced	skin
skin.hip.CMU.17.12.2017.10.10.day1	fall	skin.hip	0	CMU	early	skin
skin.hip.CMU.17.12.2017.10.11.day2	fall	skin.hip	12.8	CMU	early	skin
skin.hip.CMU.17.12.2017.10.12.day3	fall	skin.hip	28.65	CMU	early	skin
skin.hip.CMU.17.12.2017.10.13.day4	fall	skin.hip	41.7	CMU	early	skin
skin.hip.CMU.17.12.2017.10.14.day5	fall	skin.hip	50.05	CMU	active	skin
skin.hip.CMU.17.12.2017.10.15.day6	fall	skin.hip	58.65	CMU	active	skin
skin.hip.CMU.17.12.2017.10.16.day7	fall	skin.hip	68.95	CMU	active	skin
skin.hip.CMU.17.12.2017.10.17.day8	fall	skin.hip	80.35	CMU	active	skin
skin.hip.CMU.17.12.2017.10.18.day9	fall	skin.hip	93.95	CMU	active	skin
skin.hip.CMU.17.12.2017.10.19.day10	fall	skin.hip	107.85	CMU	active	skin
skin.hip.CMU.17.12.2017.10.20.day11	fall	skin.hip	125.05	CMU	active	skin
skin.hip.CMU.17.12.2017.10.21.day12	fall	skin.hip	132.55	CMU	active	skin
skin.hip.CMU.17.12.2017.10.22.day13	fall	skin.hip	141.75	CMU	active	skin
skin.hip.CMU.17.12.2017.10.23.day14	fall	skin.hip	153.7	CMU	active	skin
skin.hip.CMU.17.12.2017.10.24.day15	fall	skin.hip	166.75	CMU	active	skin
skin.hip.CMU.17.12.2017.10.25.day16	fall	skin.hip	179	CMU	active	skin
