UTK.bins.50,0.070442491,1
CMU_advanced.final.23,0.05981035,2
SHSU.bins.42,0.049449256,3
CMU.bins.261,0.030994784,4
UTK_active.final.26,0.030703515,5
SHSU.bins.167,0.024126305,6
SHSU_advanced.final.35,0.023401442,7
SHSU.bins.319,0.016776775,8
UTK.bins.19,0.015875067,9
CMU.bins.248,0.014348613,10
SHSU.bins.192,0.013959154,11
SHSU.bins.531,0.01286398,12
CMU_advanced.final.13,0.011908161,13
SHSU.bins.123,0.011639204,14
UTK.bins.71,0.011120939,15
CMU.bins.146,0.011037823,16
SHSU.bins.18,0.00942962,17
UTK.bins.37,0.008698478,18
SHSU.bins.64,0.007873913,19
SHSU_advanced.final.156,0.007842487,20
CMU.bins.293,0.007755161,21
SHSU.bins.89,0.00752524,22
SHSU.bins.426,0.007166631,23
SHSU.bins.336,0.007100285,24
CMU.bins.224,0.006996805,25
SHSU_early.final.2,0.006951745,26
SHSU.bins.222,0.006362593,27
UTK.bins.23,0.006049804,28
SHSU_advanced.final.136,0.006046279,29
SHSU.bins.175,0.005882268,30
SHSU.bins.443,0.005785034,31
UTK.bins.64,0.005634946,32
UTK.bins.126,0.005136937,33
UTK.bins.15,0.005122416,34
SHSU_advanced.final.252,0.005122212,35
CMU.bins.204,0.005105198,36
SHSU.bins.217,0.005095106,37
UTK.bins.184,0.00495074,38
SHSU.bins.353,0.004775577,39
SHSU.bins.170,0.004729359,40
SHSU.bins.402,0.004545887,41
UTK_advanced.final.10,0.004264442,42
UTK.bins.107,0.004214155,43
SHSU.bins.27,0.004189811,44
SHSU.bins.399,0.004070933,45
UTK_active.final.18,0.004063272,46
SHSU_active.final.55,0.00399183,47
UTK.bins.171,0.003976109,48
SHSU.bins.459,0.003908586,49
SHSU.bins.202,0.00387814,50
SHSU.bins.267,0.003823545,51
CMU.bins.252,0.003782802,52
SHSU_active.final.81,0.003720145,53
SHSU.bins.131,0.003686313,54
CMU.bins.199,0.003674188,55
SHSU.bins.565,0.003656098,56
SHSU.bins.517,0.003540731,57
SHSU_advanced.final.149,0.003520278,58
SHSU.bins.48,0.003468107,59
SHSU_advanced.final.153,0.003461471,60
UTK.bins.33,0.003405121,61
SHSU.bins.286,0.003304142,62
SHSU.bins.195,0.003260023,63
SHSU.bins.88,0.003184598,64
CMU_advanced.final.11,0.003180398,65
SHSU.bins.68,0.003149533,66
SHSU.bins.477,0.003061688,67
SHSU_active.final.35,0.003033629,68
SHSU.bins.204,0.00301216,69
CMU.bins.187,0.002972445,70
SHSU.bins.450,0.002925644,71
SHSU.bins.150,0.002905702,72
SHSU.bins.330,0.002905077,73
SHSU.bins.181,0.002899948,74
CMU.bins.59,0.002874441,75
SHSU_advanced.final.37,0.002864542,76
SHSU.bins.420,0.002860613,77
SHSU.bins.105,0.002845331,78
SHSU.bins.561,0.002802133,79
CMU.bins.340,0.002780726,80
SHSU.bins.358,0.002758949,81
SHSU.bins.455,0.002716292,82
UTK.bins.186,0.002708734,83
SHSU.bins.36,0.002702322,84
SHSU_advanced.final.227,0.002687972,85
SHSU.bins.483,0.002662924,86
CMU.bins.5,0.002649834,87
SHSU_advanced.final.260,0.002612566,88
SHSU.bins.276,0.002607624,89
SHSU.bins.264,0.002590188,90
SHSU.bins.186,0.002587986,91
SHSU.bins.190,0.002570105,92
SHSU.bins.332,0.002557354,93
SHSU.bins.384,0.002550732,94
SHSU.bins.101,0.002538565,95
CMU.bins.144,0.002518105,96
UTK.bins.84,0.002511582,97
CMU.bins.102,0.002493094,98
SHSU.bins.292,0.002487596,99
SHSU.bins.13,0.002477656,100
UTK.bins.58,0.002476587,101
SHSU.bins.79,0.002467423,102
SHSU.bins.513,0.002449474,103
SHSU.bins.534,0.002444912,104
SHSU.bins.157,0.002420285,105
UTK.bins.134,0.002411857,106
SHSU.bins.240,0.002405498,107
SHSU.bins.277,0.002395682,108
SHSU_advanced.final.42,0.002389171,109
SHSU.bins.173,0.002363709,110
SHSU.bins.335,0.002356537,111
SHSU.bins.412,0.002333828,112
UTK.bins.51,0.002329797,113
SHSU.bins.149,0.002298229,114
SHSU_advanced.final.69,0.002291238,115
UTK.bins.183,0.002257907,116
SHSU.bins.59,0.002245818,117
SHSU.bins.544,0.002241707,118
CMU.bins.184,0.002240623,119
SHSU.bins.56,0.002219141,120
SHSU.bins.72,0.002211641,121
SHSU.bins.50,0.002177145,122
UTK.bins.192,0.00217567,123
UTK.bins.114,0.002173328,124
CMU.bins.107,0.002171279,125
UTK.bins.162,0.002160257,126
SHSU.bins.40,0.002151478,127
CMU.bins.67,0.00214328,128
SHSU.bins.294,0.002132912,129
CMU.bins.23,0.002115831,130
SHSU.bins.39,0.002112527,131
UTK.bins.176,0.002096773,132
SHSU.bins.205,0.002091908,133
SHSU.bins.256,0.00209067,134
CMU.bins.235,0.002084971,135
UTK.bins.53,0.002068836,136
UTK.bins.27,0.002061631,137
SHSU.bins.499,0.002060526,138
SHSU_advanced.final.183,0.002053685,139
SHSU.bins.132,0.002040274,140
UTK.bins.113,0.002039336,141
CMU.bins.256,0.002036136,142
CMU.bins.43,0.002033807,143
CMU.bins.124,0.002022299,144
UTK.bins.55,0.002021084,145
CMU.bins.196,0.002020415,146
UTK.bins.143,0.002013659,147
SHSU.bins.49,0.001974049,148
SHSU.bins.438,0.001969228,149
SHSU.bins.201,0.001966994,150
CMU.bins.328,0.001963937,151
CMU.bins.119,0.001963632,152
CMU.bins.121,0.001960441,153
SHSU_advanced.final.181,0.001941678,154
SHSU.bins.164,0.001940575,155
CMU.bins.320,0.001921909,156
SHSU_advanced.final.240,0.001918689,157
CMU.bins.130,0.001906555,158
CMU.bins.247,0.001889201,159
SHSU.bins.260,0.001886684,160
SHSU_advanced.final.47,0.001833616,161
SHSU.bins.512,0.001828718,162
UTK.bins.141,0.001823797,163
SHSU.bins.238,0.001823535,164
SHSU.bins.492,0.001815313,165
SHSU.bins.453,0.00181497,166
SHSU.bins.329,0.00181431,167
CMU.bins.9,0.001811175,168
UTK_active.final.8,0.001775401,169
SHSU.bins.148,0.001759381,170
SHSU.bins.365,0.001759057,171
SHSU.bins.178,0.001745018,172
SHSU.bins.361,0.00174206,173
CMU_early.final.61,0.001688547,174
CMU.bins.171,0.001674756,175
SHSU.bins.162,0.001666626,176
SHSU.bins.220,0.00166272,177
CMU.bins.264,0.001659774,178
SHSU.bins.354,0.001653199,179
UTK.bins.127,0.001650045,180
UTK_advanced.final.34,0.001645043,181
CMU_early.final.5,0.001634703,182
CMU.bins.249,0.001609369,183
CMU.bins.181,0.001577514,184
SHSU.bins.111,0.001567051,185
SHSU.bins.403,0.001556631,186
CMU.bins.62,0.001539968,187
UTK.bins.77,0.001515267,188
SHSU.bins.83,0.001511339,189
CMU.bins.99,0.001508699,190
CMU.bins.352,0.001500982,191
SHSU.bins.84,0.001491103,192
SHSU_advanced.final.129,0.001473563,193
CMU.bins.216,0.00146858,194
SHSU.bins.466,0.001462724,195
SHSU.bins.556,0.001437145,196
CMU_active.final.59,0.001435712,197
UTK.bins.200,0.00139379,198
CMU.bins.202,0.001381062,199
SHSU.bins.221,0.001378347,200
CMU.bins.300,0.001377586,201
UTK_active.final.44,0.001376025,202
UTK.bins.42,0.001373481,203
CMU.bins.297,0.001342806,204
SHSU.bins.263,0.001327288,205
SHSU.bins.380,0.001311134,206
SHSU.bins.549,0.001296567,207
SHSU_active.final.52,0.001290841,208
SHSU.bins.118,0.00127717,209
CMU.bins.160,0.00125858,210
SHSU.bins.351,0.001257944,211
UTK.bins.61,0.001257093,212
CMU.bins.307,0.00125323,213
SHSU.bins.259,0.001244785,214
SHSU.bins.52,0.001228195,215
SHSU.bins.15,0.001208301,216
SHSU_advanced.final.206,0.001195202,217
UTK.bins.43,0.001192259,218
SHSU.bins.530,0.001181069,219
SHSU_advanced.final.198,0.001158423,220
CMU.bins.8,0.001152719,221
SHSU.bins.289,0.001146349,222
CMU.bins.70,0.001123881,223
CMU_early.final.2,0.001121464,224
SHSU_advanced.final.49,0.001064694,225
SHSU.bins.382,0.00104901,226
SHSU.bins.191,0.001021147,227
SHSU.bins.163,0.00101134,228
SHSU.bins.5,0.000995821,229
UTK.bins.52,0.000992916,230
CMU.bins.126,0.000972982,231
SHSU.bins.562,0.000955034,232
CMU.bins.155,0.00095183,233
CMU.bins.31,0.000931299,234
SHSU_active.final.50,0.000920871,235
SHSU.bins.154,0.000909399,236
UTK.bins.17,0.00089464,237
SHSU.bins.234,0.000876567,238
CMU_active.final.40,0.00087549,239
SHSU.bins.22,0.00081444,240
UTK.bins.92,0.000809355,241
CMU.bins.233,0.000783962,242
CMU.bins.106,0.000755894,243
SHSU.bins.47,0.000746659,244
SHSU_advanced.final.161,0.000646914,245
SHSU_advanced.final.124,0.000627993,246
SHSU_active.final.30,0.000573605,247
SHSU.bins.393,0.000568094,248
SHSU_advanced.final.170,0.000560562,249
SHSU.bins.235,0.000556052,250
SHSU_active.final.134,0.000501375,251
SHSU.bins.246,0.000486924,252
SHSU_active.final.139,0.000459446,253
SHSU.bins.219,0.000452283,254
SHSU.bins.237,0.000406281,255
SHSU.bins.71,0.0003442,256
SHSU.bins.451,0.000191688,257
facility=UTK,9.08E-05,258
facility=SHSU,6.00E-05,259
facility=CMU,4.14E-05,260
